season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089872,1,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,False,,,5.0,9.0,34.0,43.0,1.0,,12.0,,,,1.0,,,2.0,8.0,6.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,9.0,,6.6,,,1.0,,,2.0,,,6.0,,12.0,35.0,47.0,1,3.0,61.0,1.0,3.0,,1.0
2016-17,7089872,1,21,West_Ham_United,Away,14216,37901,Dimitri Payet,dimitri-payet,M,True,1.0,,1.0,5.0,4.0,8.0,1.0,,1.0,,,1.0,,,,,2.0,2.0,,,,,,,,,1.0,,23.0,1.0,,,,,,,4.0,,6.7,,,,,,1.0,3.0,,1.0,,8.0,4.0,9.0,2,,17.0,,2.0,,
2016-17,7089872,1,21,West_Ham_United,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,9.0,10.0,19.0,1.0,2.0,3.0,,,,2.0,,,3.0,9.0,6.0,,,2.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,11.0,,6.5,,,,,2.0,1.0,,,2.0,,13.0,12.0,25.0,0,4.0,41.0,1.0,,,2.0
2016-17,7089872,1,21,West_Ham_United,Away,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089872,1,21,West_Ham_United,Away,88125,59796,Gökhan Töre,gokhan-tore,M,True,,,,3.0,3.0,6.0,1.0,,1.0,,,,2.0,,,,4.0,1.0,,,,,,,,,,,55.0,,,,,,,,6.0,,6.1,,,,,,1.0,2.0,,1.0,,7.0,3.0,8.0,0,1.0,14.0,1.0,,,1.0
2016-17,7090018,2,21,West_Ham_United,Home,9741,18073,Mark Noble,mark-noble,M,False,,,4.0,34.0,21.0,55.0,,1.0,14.0,1.0,,,1.0,,,,4.0,8.0,,,3.0,,,,,1.0,3.0,,90.0,,,,,,,,11.0,,7.7,,,,,,,3.0,,6.0,,44.0,21.0,62.0,0,4.0,77.0,1.0,4.0,,2.0
2016-17,7090018,2,21,West_Ham_United,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,25.0,10.0,35.0,,3.0,8.0,,,1.0,,,,,,8.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,6.0,,7.4,,,1.0,,,2.0,2.0,,1.0,,30.0,10.0,38.0,2,1.0,51.0,1.0,2.0,2.0,
2016-17,7090018,2,21,West_Ham_United,Home,46799,59779,Pedro Obiang,pedro-obiang,M,True,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,,,,1.0
2016-17,7090018,2,21,West_Ham_United,Home,88125,59796,Gökhan Töre,gokhan-tore,M,False,1.0,,1.0,17.0,3.0,19.0,2.0,,3.0,1.0,,1.0,1.0,,,,7.0,6.0,,,3.0,1.0,,,,,4.0,,89.0,,,,,,,,17.0,,7.8,,,2.0,,,4.0,7.0,,1.0,,28.0,5.0,26.0,3,2.0,46.0,2.0,1.0,3.0,1.0
2016-17,7090028,3,21,West_Ham_United,Away,9741,18073,Mark Noble,mark-noble,M,False,,,4.0,11.0,17.0,28.0,,,5.0,,,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,90.0,,,,,,,,10.0,,6.7,,,2.0,,,1.0,,,7.0,,17.0,19.0,36.0,2,,46.0,1.0,,1.0,
