season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025038,1,21,West_Ham_United,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,,,1.0,20.0,23.0,43.0,,1.0,,2.0,,,,,,,,2.0,,,0.0220376,,,,0.0,,,,,,1.0,,0.48,4.33,1.25,0.11,1.95,71.0,,,,,,,7.0,,,6.7,,,,,,,,3.0,,2.0,,23.0,23.0,46.0,,,0,1.0,56.0,1.0,,,
2025-26,14025038,1,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,18.0,4.0,22.0,,1.0,,6.0,,,3.0,,,,3.0,7.0,,,0.051579,0.1518,0.0832,,0.0,,,,,,,,0.33,4.5,0.79,0.17,3.4,90.0,1.0,,,,,,15.0,,,6.7,,,,,,,5.0,1.0,,,,25.0,4.0,29.0,,,4,2.0,49.0,4.0,2.0,2.0,1.0
2025-26,14025038,1,21,West_Ham_United,Away,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,,15.0,13.0,28.0,,1.0,,4.0,,,1.0,1.0,,,1.0,1.0,,,0.0330725,0.0258,,,0.0,,,,,,,,0.36,4.26,1.51,0.12,1.96,71.0,,,,,,,6.0,,,6.5,,,,,,,,2.0,,2.0,,17.0,15.0,32.0,,,1,,42.0,,,,
2025-26,14025038,1,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,True,,,,8.0,2.0,10.0,,1.0,,,,,,,,,1.0,1.0,,,0.00327712,0.0673,0.1305,,0.0,,,,,1.0,,,0.25,1.54,0.52,0.07,0.73,19.0,1.0,,,,,,2.0,,,6.3,,,,,,,1.0,,,,,9.0,2.0,11.0,,,1,,15.0,,,,
2025-26,14025038,1,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,2.0,38.0,15.0,53.0,4.0,5.0,,5.0,,,,,,,8.0,8.0,,,0.076286,,,1.0,0.0,,,,,,,,0.51,5.25,1.5,0.22,2.94,90.0,,,,,,,17.0,,,7.1,,,,,,,3.0,1.0,,4.0,,46.0,18.0,64.0,,,0,1.0,78.0,1.0,2.0,,1.0
2025-26,14025038,1,21,West_Ham_United,Away,845464,229384,Andy Irving,andy-irving,M,True,1.0,,,4.0,1.0,5.0,,,,1.0,,,,,,,,1.0,,,0.0556646,,,,0.0,,,,,,1.0,,0.2,0.95,0.31,0.11,0.43,8.0,,,,,,,5.0,,,6.5,,,,,,,,5.0,,,,5.0,1.0,6.0,,,0,1.0,13.0,,,,1.0
2025-26,14025038,1,21,West_Ham_United,Away,847151,213999,Edson Álvarez,edson-alvarez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,21,West_Ham_United,Away,1089582,490142,Freddie Potts,freddie-potts,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025088,2,21,West_Ham_United,Home,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,4.0,,1.0,22.0,18.0,40.0,,1.0,,1.0,1.0,,1.0,,,,1.0,4.0,,,0.312774,0.1057,,1.0,0.0,,,,,3.0,4.0,,,,,,,90.0,,,,,,,8.0,,,7.5,,,,,,,,8.0,,1.0,,25.0,18.0,43.0,,,1,2.0,62.0,1.0,1.0,,1.0
2025-26,14025088,2,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,,15.0,9.0,24.0,1.0,,,1.0,,,1.0,1.0,,2.0,5.0,4.0,,,0.105467,0.0943,0.0704,,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,12.0,,,6.9,,,,,,,3.0,4.0,,,1.0,17.0,9.0,26.0,,,2,,43.0,2.0,2.0,2.0,
