season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385514,1,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,False,,,,5.0,9.0,14.0,1.0,,3.0,,,1.0,,,,2.0,,,,0.0501562,0.0175,0.0,1.0,,,,,,,,,57.0,,,,,,,,,3.0,,6.4,,,,,,,,,1.0,1.0,6.0,10.0,16.0,1,,20.0,1.0,,,
2022-23,10385514,1,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,True,,,,4.0,3.0,7.0,,,,,,,1.0,,,3.0,,,,0.00226541,0.0683,0.1007,1.0,,,,,,,,,33.0,1.0,,,,,,,,6.0,,6.5,,,,,,1.0,3.0,,,2.0,7.0,3.0,7.0,1,,14.0,1.0,,,
2022-23,10385514,1,21,West_Ham_United,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385514,1,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,3.0,2.0,5.0,,1.0,3.0,,,1.0,4.0,,,7.0,2.0,,,0.0016525,0.1738,0.0,,,,,,,2.0,,,89.0,,1.0,,,,,,,10.0,,5.9,,,,,,3.0,1.0,,1.0,,9.0,2.0,10.0,1,,25.0,1.0,1.0,,
2022-23,10385514,1,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,1.0,9.0,7.0,16.0,5.0,1.0,6.0,,,,1.0,,,7.0,2.0,,,0.0055011,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,,7.0,,6.3,,,,,2.0,,,,3.0,,14.0,9.0,23.0,0,1.0,29.0,,,,1.0
2022-23,10385514,1,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,1.0,,1.0,9.0,9.0,17.0,2.0,,6.0,,,,4.0,,,7.0,1.0,,,0.0945288,0.0,0.0,,,,,,,2.0,2.0,,89.0,,,,,,,,,8.0,,6.3,,,,,,1.0,2.0,,2.0,,13.0,9.0,20.0,0,,31.0,1.0,1.0,,
2022-23,10385514,1,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,2.0,10.0,23.0,33.0,,,7.0,,,,1.0,,,2.0,7.0,,,0.00539652,0.0548,0.0,1.0,,,,,,,,,90.0,,1.0,,,,,,,6.0,,7.3,,,1.0,,,,,,3.0,,12.0,25.0,37.0,1,7.0,49.0,2.0,,,3.0
2022-23,10385514,1,21,West_Ham_United,Home,879810,220585,Flynn Downes,flynn-downes,M,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385514,1,21,West_Ham_United,Home,931257,222017,Conor Coventry,conor-coventry,M,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385514,1,21,West_Ham_United,Home,976153,248865,Armstrong Oko-Flex,armstrong-oko-flex,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385528,2,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,1.0,12.0,5.0,17.0,,,1.0,,,1.0,1.0,,,1.0,,,,0.00673065,0.0401,0.0,,,,,,,,,,22.0,,,,,,,,,5.0,,6.6,,,,,,,1.0,,1.0,,17.0,5.0,21.0,1,,23.0,,,,
2022-23,10385528,2,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,False,1.0,,,23.0,3.0,25.0,1.0,,1.0,,,1.0,,,2.0,6.0,7.0,,,0.313623,0.121,0.3174,1.0,,,,,1.0,,4.0,,90.0,1.0,1.0,,,,,,,11.0,,7.4,,,1.0,,1.0,6.0,4.0,,1.0,,29.0,3.0,28.0,3,1.0,53.0,,2.0,4.0,
2022-23,10385528,2,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,11.0,4.0,15.0,3.0,1.0,3.0,,,,1.0,,3.0,7.0,3.0,,,0.00964326,0.0914,0.0,,,,,,,1.0,,,85.0,,1.0,,,,,,,15.0,,6.5,,,1.0,,1.0,,5.0,,1.0,2.0,21.0,4.0,20.0,1,1.0,39.0,2.0,1.0,,
2022-23,10385528,2,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,,16.0,6.0,22.0,1.0,3.0,2.0,,1.0,1.0,2.0,,2.0,7.0,7.0,,,0.0142493,0.6965,0.7937,3.0,,,,,,,,,90.0,2.0,,,,,,,,5.0,,6.7,,,1.0,,5.0,,,,,,18.0,7.0,25.0,4,4.0,44.0,,,,3.0
2022-23,10385528,2,21,West_Ham_United,Away,816763,217593,Pablo Fornals,pablo-fornals,M,False,,,1.0,31.0,5.0,36.0,,1.0,9.0,,,,1.0,,2.0,3.0,5.0,,,0.0628728,0.0517,0.0,,,,,,1.0,,1.0,,68.0,,,,,,,,,15.0,,6.8,,,2.0,,1.0,1.0,2.0,,3.0,,42.0,5.0,45.0,2,3.0,60.0,2.0,,1.0,1.0
2022-23,10385528,2,21,West_Ham_United,Away,856714,204480,Declan Rice,declan-rice,M,False,1.0,,5.0,23.0,23.0,45.0,1.0,1.0,13.0,,1.0,,,,1.0,4.0,5.0,,,0.124023,0.7884,0.9902,2.0,,,,,,1.0,,,90.0,1.0,,,,,1.0,,,10.0,,6.6,,,,,3.0,1.0,1.0,,8.0,,28.0,26.0,53.0,1,3.0,65.0,1.0,,1.0,1.0
2022-23,10385528,2,21,West_Ham_United,Away,879810,220585,Flynn Downes,flynn-downes,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385528,2,21,West_Ham_United,Away,931257,222017,Conor Coventry,conor-coventry,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385538,3,21,West_Ham_United,Home,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,8.0,7.0,15.0,,,,,,,,,1.0,1.0,,,,0.0106704,0.0,0.0,,,,,,,,,,15.0,,,,,,,,,5.0,,6.4,,,,,,,,,,,11.0,8.0,19.0,0,,20.0,,,,
2022-23,10385538,3,21,West_Ham_United,Home,354808,172841,Saïd Benrahma,said-benrahma,M,False,,,,12.0,3.0,15.0,,,3.0,,,1.0,,,2.0,2.0,2.0,,,0.0119466,0.0988,0.0,,,,,,,,,,75.0,,,,,,,,,13.0,,6.3,,,1.0,,1.0,1.0,2.0,,2.0,1.0,16.0,7.0,21.0,2,1.0,33.0,3.0,,1.0,1.0
2022-23,10385538,3,21,West_Ham_United,Home,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,1.0,,2.0,18.0,6.0,23.0,3.0,,4.0,,,2.0,,,2.0,6.0,7.0,,,0.0648455,0.1279,0.0,1.0,,,,,,,1.0,,90.0,,1.0,,,,,,,12.0,,7.1,,,1.0,,,1.0,4.0,,2.0,1.0,26.0,6.0,28.0,3,3.0,51.0,1.0,3.0,1.0,1.0
2022-23,10385538,3,21,West_Ham_United,Home,799041,215439,Tomáš Souček,tomas-soucek,M,False,,,3.0,11.0,14.0,25.0,,2.0,4.0,,,1.0,1.0,,,2.0,4.0,,,0.00769282,0.3554,0.5056,1.0,,,,,,2.0,,,90.0,2.0,1.0,,,,,,,17.0,,7.0,,,,,,,,,6.0,,21.0,18.0,39.0,3,2.0,52.0,3.0,,,2.0
2022-23,10385538,3,21,West_Ham_United,Home,816763,217593,Pablo Fornals,pablo-fornals,M,False,1.0,,1.0,14.0,9.0,22.0,2.0,1.0,5.0,,,,,,,4.0,2.0,,,0.0180653,0.0447,0.02,1.0,,,,,,2.0,,,62.0,1.0,,,,,,,,8.0,,6.9,,,,,,2.0,2.0,,2.0,,17.0,12.0,27.0,1,,38.0,,,1.0,
2022-23,10385538,3,21,West_Ham_United,Home,856714,204480,Declan Rice,declan-rice,M,False,,,5.0,28.0,27.0,55.0,,5.0,12.0,,,1.0,,,2.0,4.0,5.0,,,0.0712,0.019,0.0,1.0,,,,,,3.0,2.0,,90.0,,,,,,,,,15.0,,6.7,,,,,1.0,1.0,2.0,,6.0,,35.0,32.0,65.0,1,,81.0,,,,
2022-23,10385538,3,21,West_Ham_United,Home,879810,220585,Flynn Downes,flynn-downes,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385538,3,21,West_Ham_United,Home,931257,222017,Conor Coventry,conor-coventry,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385563,4,21,West_Ham_United,Away,220315,86934,Manuel Lanzini,manuel-lanzini,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385563,4,21,West_Ham_United,Away,354808,172841,Saïd Benrahma,said-benrahma,M,True,1.0,,1.0,13.0,4.0,16.0,1.0,,6.0,,,,,,1.0,3.0,3.0,,,0.0454095,0.0593,0.0,,,,,,,,1.0,,45.0,,,,,,,,,8.0,,6.9,,,1.0,,,3.0,2.0,,3.0,,17.0,5.0,20.0,1,1.0,29.0,1.0,,2.0,
2022-23,10385563,4,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,1.0,6.0,6.0,12.0,2.0,,5.0,,,1.0,1.0,,2.0,9.0,6.0,,,0.00300189,0.2815,0.0,1.0,,,,,,,,,90.0,,,,,,,,,16.0,,6.5,,,,,1.0,4.0,2.0,,2.0,,14.0,6.0,18.0,1,3.0,37.0,2.0,2.0,1.0,2.0
