playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedGoalsOnTargetConceded,expectedAssists,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,totalTackles,gamesPlayed,successfulPassesOppositionHalf,totalPasses,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,tacklesWon,totalFoulsConceded,interceptions,backwardPasses,timePlayed,touches,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,foulAttemptedTackle,yellowCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,attemptsFromSetPieces,leftsidePasses,successfulLongPasses,throwInsToOwnPlayer,hitWoodwork,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,unsuccessfulLayoffs,totalTouchesInOppositionBox,totalClearances,goalsConceded,homeGoals,penaltiesTaken,oboxTarget,tacklesLost,goalsConcededInsideBox,headedGoals,iboxBlocked,aerialDuelsWon,cornersWon,successfulDribbles,blocks,penaltyGoals,substituteOff,shotsBlockedOutsideBox,expectedGoals,successfulCornersIntoBox,successfulLaunches,redCards2ndYellow,unsuccessfulCornersIntoBox,successfulCrossesOpenPlay,successfulCrossesAndCorners,throwInsToOppositionPlayer,unsuccessfulLaunches,gkSuccessfulDistribution,goalKicks,lastPlayerTackle,penaltiesConceded,clearancesOffTheLine,gkUnsuccessfulDistribution,catches,savesMade,savesMadeFromOutsideBox,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,drops,crossesNotClaimed,secondGoalAssists,ownGoalScored
545477,Alex Murphy,Defender,Newcastle,4,Ireland,2023-24,3.0,0.0901,0.0025,0.0,3.0,8.0,0.0,4.0,1.0,8.0,2.0,2.0,1.0,2.0,10.0,17.0,4.0,0.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,11.0,21.0,1.0,1.0,1.0,7.0,17.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219168,Alexander Isak,Forward,Newcastle,4,Sweden,2023-24,109.0,39.0421,2.7744,0.0,69.0,116.0,4.0,181.0,15.0,99.0,38.0,30.0,5.0,30.0,260.0,474.0,131.0,0.0,418.0,3.0,210.0,,14.0,6.0,142.0,2266.0,803.0,72.0,36.0,62.0,119.0,369.0,10.0,1.0,14.0,43.0,19.9417,5.0,21.0,17.0,7.0,2.0,18.0,18.0,40.0,6.0,2.0,25.0,12.0,15.0,19.0,1.0,28.0,10.0,51.0,1.0,21.0,1.0,117.0,10.0,6.0,2.0,1.0,5.0,21.0,0.0916,2.0,64.0,90.0,2.0,24.0,1.0,27.0,95.0,10.0,1.0,50.0,3.0,4.0,5.0,154.0,12.0,41.0,14.0,6.0,4.0,5.0,35.0,1.0,12.0,10.0,17.0,42.0,1.0,5.0,14.0,2.0,20.2958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248859,Amadou Diallo,Forward,Newcastle,4,England,2023-24,,,,0.0,,,0.0,,,,,1.0,,1.0,,1.0,,0.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232826,Anthony Gordon,Forward,Newcastle,4,England,2023-24,194.0,47.5804,5.5824,1.0,176.0,368.0,2.0,379.0,27.0,203.0,125.0,35.0,55.0,35.0,563.0,922.0,352.0,0.0,895.0,1.0,424.0,34.0,38.0,7.0,241.0,2898.0,1573.0,185.0,60.0,176.0,221.0,725.0,31.0,10.0,26.0,31.0,8.3704,8.0,11.0,8.0,2.0,12.0,13.0,13.0,18.0,6.0,1.0,47.0,14.0,67.0,10.0,1.0,57.0,81.0,97.0,1.0,24.0,1.0,110.0,29.0,19.0,3.0,,22.0,40.0,0.032,5.0,55.0,146.0,10.0,26.0,6.0,34.0,168.0,55.0,50.0,27.0,4.0,7.0,3.0,170.0,4.0,48.0,9.0,1.0,7.0,21.0,42.0,,14.0,9.0,30.0,54.0,,1.0,17.0,12.0,10.2265,15.0,1.0,1.0,19.0,13.0,30.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
547716,Ben Parkinson,Forward,Newcastle,4,England,2023-24,2.0,2.5123,,0.0,,,0.0,2.0,1.0,1.0,,1.0,,1.0,,3.0,,0.0,2.0,1.0,2.0,,,,1.0,24.0,6.0,,1.0,,1.0,1.0,,0.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,2.0,,,2.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208706,Bruno Guimarães,Midfielder,Newcastle,4,Brazil,2023-24,218.0,57.237,6.2808,0.0,194.0,709.0,3.0,504.0,38.0,708.0,237.0,37.0,88.0,37.0,1033.0,2264.0,462.0,0.0,2158.0,,550.0,53.0,50.0,35.0,369.0,3268.0,2998.0,286.0,69.0,268.0,903.0,1795.0,39.0,9.0,16.0,16.0,4.347,26.0,7.0,,6.0,7.0,5.0,5.0,24.0,9.0,4.0,54.0,9.0,108.0,5.0,1.0,41.0,20.0,111.0,,16.0,,478.0,129.0,5.0,1.0,3.0,89.0,70.0,,6.0,32.0,251.0,8.0,40.0,,37.0,340.0,18.0,3.0,42.0,7.0,4.0,1.0,80.0,19.0,60.0,1.0,,4.0,35.0,51.0,1.0,9.0,18.0,19.0,72.0,14.0,,6.0,7.0,4.8223,2.0,3.0,,,9.0,12.0,,16.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
75115,Callum Wilson,Forward,Newcastle,4,England,2023-24,85.0,17.1179,0.5515,0.0,69.0,37.0,1.0,130.0,6.0,41.0,17.0,20.0,5.0,20.0,70.0,158.0,105.0,0.0,149.0,11.0,156.0,3.0,16.0,2.0,41.0,984.0,367.0,45.0,23.0,36.0,33.0,101.0,8.0,3.0,5.0,21.0,9.2275,2.0,9.0,4.0,5.0,,10.0,10.0,16.0,5.0,2.0,7.0,5.0,17.0,7.0,1.0,15.0,3.0,50.0,,9.0,,39.0,2.0,2.0,1.0,,3.0,7.0,,1.0,30.0,52.0,1.0,10.0,,9.0,55.0,3.0,,25.0,2.0,2.0,2.0,85.0,4.0,15.0,4.0,2.0,2.0,2.0,10.0,1.0,5.0,9.0,6.0,14.0,,2.0,4.0,,8.7796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78916,Dan Burn,Defender,Newcastle,4,England,2023-24,126.0,46.2277,1.1444,0.0,77.0,478.0,0.0,303.0,30.0,618.0,124.0,33.0,61.0,33.0,357.0,1500.0,151.0,0.0,1460.0,1.0,345.0,33.0,32.0,37.0,153.0,2732.0,2050.0,177.0,55.0,74.0,863.0,1191.0,16.0,4.0,6.0,6.0,2.2067,1.0,2.0,4.0,1.0,,4.0,4.0,49.0,8.0,2.0,8.0,6.0,11.0,,1.0,2.0,7.0,12.0,,11.0,,251.0,25.0,131.0,,,66.0,112.0,,,17.0,218.0,2.0,,,32.0,284.0,7.0,,152.0,7.0,,,48.0,119.0,45.0,1.0,,,28.0,37.0,1.0,6.0,103.0,2.0,4.0,25.0,,8.0,,3.0924,,6.0,,,4.0,4.0,19.0,44.0,2.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,
215379,Elliot Anderson,Midfielder,Newcastle,4,England,2023-24,87.0,14.0343,1.2193,0.0,73.0,125.0,0.0,170.0,19.0,132.0,60.0,21.0,24.0,21.0,251.0,416.0,137.0,0.0,412.0,11.0,159.0,18.0,21.0,8.0,106.0,1023.0,703.0,83.0,28.0,64.0,97.0,341.0,9.0,3.0,5.0,5.0,0.4488,4.0,,1.0,,3.0,4.0,4.0,14.0,4.0,,13.0,2.0,19.0,,,18.0,16.0,40.0,,9.0,,53.0,4.0,22.0,,,17.0,18.0,,1.0,14.0,54.0,2.0,5.0,,10.0,71.0,16.0,1.0,33.0,2.0,1.0,1.0,48.0,20.0,14.0,,,1.0,6.0,10.0,,2.0,19.0,12.0,21.0,4.0,,7.0,3.0,1.542,,1.0,,,3.0,3.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,
111773,Emil Krafth,Defender,Newcastle,4,Sweden,2023-24,43.0,14.6206,0.764,0.0,28.0,67.0,0.0,87.0,5.0,217.0,44.0,17.0,21.0,17.0,175.0,509.0,59.0,0.0,497.0,9.0,105.0,14.0,10.0,9.0,36.0,910.0,681.0,44.0,19.0,31.0,266.0,427.0,5.0,2.0,2.0,,,,,,,,,,15.0,1.0,1.0,9.0,2.0,7.0,,,2.0,9.0,5.0,,2.0,,189.0,6.0,47.0,1.0,,20.0,34.0,,,2.0,56.0,,,,8.0,76.0,9.0,1.0,28.0,2.0,,,10.0,18.0,15.0,,,,7.0,14.0,,2.0,13.0,4.0,3.0,3.0,,1.0,,0.2059,,2.0,,,8.0,8.0,6.0,11.0,,,,,,,,,,,,,,,,,,,,,
119471,Fabian Schär,Defender,Newcastle,4,Switzerland,2023-24,149.0,58.9791,1.4465,0.0,77.0,530.0,1.0,299.0,12.0,846.0,174.0,36.0,42.0,36.0,516.0,2106.0,157.0,0.0,2036.0,1.0,404.0,24.0,38.0,36.0,73.0,3054.0,2557.0,150.0,27.0,80.0,1240.0,1568.0,28.0,5.0,12.0,9.0,2.2057,6.0,4.0,,3.0,7.0,3.0,3.0,72.0,9.0,4.0,9.0,5.0,26.0,3.0,,8.0,5.0,20.0,3.0,14.0,3.0,657.0,185.0,6.0,,1.0,184.0,135.0,0.2513,1.0,23.0,169.0,1.0,,2.0,35.0,353.0,5.0,,142.0,8.0,2.0,,44.0,131.0,58.0,1.0,,2.0,18.0,49.0,1.0,5.0,70.0,9.0,13.0,38.0,,4.0,7.0,2.5458,,14.0,,,3.0,3.0,,65.0,2.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
201666,Harvey Barnes,Midfielder,Newcastle,4,England,2023-24,43.0,11.6383,1.9067,0.0,35.0,100.0,1.0,81.0,1.0,60.0,43.0,21.0,6.0,21.0,137.0,254.0,69.0,0.0,250.0,14.0,107.0,1.0,5.0,5.0,78.0,794.0,401.0,38.0,14.0,34.0,67.0,198.0,3.0,2.0,9.0,12.0,3.5341,1.0,5.0,2.0,1.0,2.0,6.0,6.0,8.0,,1.0,10.0,7.0,21.0,3.0,1.0,14.0,9.0,30.0,,6.0,,16.0,3.0,4.0,,1.0,6.0,10.0,,1.0,18.0,47.0,3.0,7.0,,7.0,53.0,9.0,,12.0,,1.0,,63.0,2.0,10.0,4.0,,1.0,5.0,10.0,1.0,7.0,4.0,11.0,7.0,,,6.0,2.0,3.578,,1.0,,,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,
114243,Jacob Murphy,Midfielder,Newcastle,4,England,2023-24,58.0,19.7867,3.4236,0.0,48.0,47.0,1.0,110.0,17.0,142.0,66.0,21.0,20.0,21.0,229.0,421.0,96.0,0.0,414.0,7.0,223.0,10.0,7.0,6.0,81.0,1194.0,710.0,52.0,40.0,48.0,98.0,303.0,6.0,1.0,9.0,10.0,1.8891,10.0,3.0,1.0,2.0,3.0,2.0,2.0,10.0,2.0,2.0,24.0,6.0,15.0,3.0,,13.0,60.0,27.0,,11.0,,151.0,7.0,16.0,,,21.0,29.0,,1.0,21.0,90.0,7.0,7.0,,14.0,111.0,52.0,11.0,14.0,1.0,5.0,,55.0,13.0,21.0,1.0,,5.0,10.0,19.0,,6.0,4.0,16.0,13.0,,,10.0,3.0,2.1527,3.0,,,6.0,12.0,17.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,
101148,Jamaal Lascelles,Defender,Newcastle,4,England,2023-24,51.0,17.3623,0.1212,0.0,25.0,221.0,1.0,115.0,5.0,254.0,53.0,16.0,14.0,16.0,203.0,769.0,42.0,0.0,763.0,3.0,112.0,9.0,17.0,5.0,34.0,1080.0,884.0,64.0,10.0,17.0,464.0,653.0,9.0,4.0,1.0,1.0,,,1.0,1.0,0.0,,,,26.0,2.0,2.0,2.0,1.0,2.0,,,1.0,1.0,5.0,,4.0,,260.0,14.0,2.0,,,33.0,43.0,,,5.0,69.0,,,,13.0,102.0,1.0,,73.0,5.0,,,20.0,42.0,15.0,1.0,,,5.0,13.0,1.0,1.0,47.0,1.0,1.0,12.0,,4.0,,0.7481,,2.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
461484,Joe White,Midfielder,Newcastle,4,England,2023-24,4.0,0.5206,0.0027,0.0,1.0,2.0,0.0,5.0,,3.0,2.0,4.0,1.0,4.0,8.0,12.0,2.0,0.0,12.0,4.0,1.0,1.0,2.0,,5.0,12.0,13.0,1.0,1.0,1.0,3.0,10.0,2.0,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200089,Joe Willock,Midfielder,Newcastle,4,England,2023-24,28.0,8.8571,0.5917,0.0,27.0,55.0,0.0,52.0,7.0,44.0,26.0,9.0,13.0,9.0,81.0,153.0,50.0,0.0,152.0,4.0,60.0,7.0,3.0,1.0,30.0,418.0,247.0,24.0,10.0,23.0,52.0,123.0,2.0,0.0,1.0,4.0,1.0098,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,7.0,1.0,3.0,,,11.0,5.0,17.0,,2.0,,24.0,9.0,3.0,,,2.0,3.0,,1.0,6.0,19.0,,2.0,,5.0,21.0,5.0,,2.0,,1.0,,20.0,1.0,9.0,0.0,,1.0,6.0,8.0,1.0,1.0,1.0,3.0,7.0,,,5.0,,0.8054,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
180974,Joelinton,Midfielder,Newcastle,4,Brazil,2023-24,122.0,24.8818,1.1352,0.0,90.0,207.0,0.0,219.0,16.0,154.0,85.0,20.0,39.0,20.0,310.0,616.0,169.0,0.0,598.0,5.0,172.0,27.0,28.0,19.0,137.0,1281.0,885.0,97.0,34.0,79.0,207.0,506.0,18.0,6.0,4.0,9.0,1.0582,3.0,2.0,,1.0,3.0,5.0,5.0,32.0,2.0,1.0,22.0,1.0,23.0,2.0,,11.0,2.0,39.0,,6.0,,118.0,11.0,7.0,1.0,,7.0,35.0,,8.0,15.0,92.0,1.0,21.0,,15.0,99.0,2.0,,50.0,2.0,2.0,1.0,41.0,10.0,23.0,1.0,,2.0,12.0,21.0,,1.0,18.0,4.0,17.0,7.0,,8.0,3.0,3.0893,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
