playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLaunches,headedGoals,unsuccessfulLaunches,penaltiesTaken,penaltyGoals,handballsConceded,foulWonPenalty,cornersTakenInclShortCorners,leftFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,penaltiesConceded,setPiecesGoals,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,secondGoalAssists,expectedGoalsFreekick,penaltiesSaved,catches,savesMade,savesMadeFromOutsideBox,gkSuccessfulDistribution,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeFromInsideBox,savesFromPenalty,successfulCornersIntoBox,ownGoalScored,redCards2ndYellow,savesMadeCaught,punches,drops,savesMadeParried,goalkeeperSmother,crossesNotClaimed
170137,Allan Saint-Maximin,Forward,Newcastle,4,France,2021-22,235.0,10.0,3.7636,80.0,0.0,18.0,26.0,6.3943,13.0,46.0,11.0,139.0,35.0,5.0,21.0,35.0,31.0,160.0,50.0,675.0,5.0,13.0,0.0,11.0,4.0,36.0,3.0,8.0,10.0,13.0,2809.0,13.0,4.0,18.0,229.0,2.0,44.0,211.0,492.0,129.0,1.0,5.0,48.7288,45.0,2.0,54.0,7.0,217.0,217.0,48.0,0.0,464.0,11.0,5.0,152.0,110.0,35.0,8.0,5.0,5.0,91.0,409.0,52.0,50.0,181.0,7.0,428.0,18.0,0.0,661.0,20.0,24.0,532.0,8.0,150.0,2.0,127.0,22.0,11.0,23.0,179.0,1431.0,4.0,11.0,11.0,116.0,9.0,5.1712,6.0,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208706,Bruno Guimarães,Midfielder,Newcastle,4,Brazil,2021-22,86.0,5.0,1.3791,32.0,0.0,6.0,12.0,4.388,44.0,17.0,4.0,59.0,17.0,1.0,5.0,14.0,11.0,72.0,5.0,505.0,5.0,4.0,2.0,3.0,6.0,13.0,1.0,4.0,5.0,3.0,1033.0,3.0,,9.0,106.0,,35.0,102.0,389.0,21.0,,,13.1653,11.0,12.0,13.0,3.0,77.0,143.0,36.0,2.0,192.0,19.0,3.0,129.0,81.0,17.0,4.0,4.0,21.0,18.0,234.0,13.0,7.0,47.0,3.0,179.0,4.0,0.0,493.0,5.0,5.0,154.0,23.0,22.0,6.0,136.0,13.0,9.0,44.0,97.0,797.0,3.0,4.0,3.0,204.0,11.0,3.1797,4.0,13.0,21.0,3.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75115,Callum Wilson,Forward,Newcastle,4,England,2021-22,116.0,1.0,0.5902,42.0,0.0,4.0,15.0,4.593,9.0,31.0,1.0,46.0,18.0,,5.0,18.0,16.0,48.0,2.0,151.0,8.0,17.0,3.0,1.0,2.0,80.0,1.0,1.0,1.0,6.0,1388.0,6.0,2.0,51.0,70.0,2.0,12.0,41.0,102.0,78.0,,4.0,25.205,10.0,10.0,32.0,3.0,65.0,38.0,22.0,2.0,186.0,5.0,5.0,37.0,28.0,18.0,1.0,5.0,1.0,11.0,79.0,30.0,2.0,38.0,3.0,106.0,29.0,0.0,141.0,16.0,7.0,151.0,8.0,10.0,2.0,39.0,27.0,3.0,1.0,37.0,383.0,3.0,5.0,1.0,25.0,7.0,6.1663,4.0,2.0,8.0,,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60689,Chris Wood,Forward,Newcastle,4,New Zealand,2021-22,263.0,,0.4178,65.0,0.0,11.0,19.0,3.2826,9.0,40.0,1.0,276.0,34.0,,25.0,29.0,32.0,279.0,6.0,626.0,5.0,26.0,1.0,2.0,2.0,397.0,5.0,1.0,,8.0,2705.0,8.0,12.0,192.0,236.0,4.0,35.0,31.0,340.0,101.0,,,16.8211,19.0,12.0,41.0,3.0,71.0,133.0,17.0,0.0,499.0,12.0,4.0,257.0,46.0,34.0,1.0,2.0,4.0,12.0,261.0,37.0,7.0,32.0,3.0,102.0,205.0,0.0,623.0,21.0,12.0,409.0,5.0,6.0,6.0,108.0,33.0,2.0,7.0,128.0,935.0,,14.0,2.0,86.0,2.0,4.1987,1.0,3.0,37.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58845,Ciaran Clark,Defender,Newcastle,4,Ireland,2021-22,28.0,1.0,0.3196,20.0,1.0,1.0,1.0,0.0972,13.0,6.0,,51.0,13.0,1.0,,8.0,12.0,76.0,,364.0,,1.0,0.0,,1.0,41.0,,,1.0,1.0,1015.0,1.0,,15.0,48.0,3.0,5.0,22.0,273.0,24.0,1.0,2.0,18.1855,3.0,41.0,26.0,1.0,13.0,105.0,5.0,0.0,76.0,3.0,0.0,148.0,49.0,13.0,,,3.0,1.0,74.0,23.0,,3.0,1.0,35.0,26.0,1.0,359.0,5.0,2.0,86.0,10.0,4.0,11.0,79.0,6.0,13.0,15.0,32.0,483.0,1.0,1.0,,215.0,3.0,1.0763,2.0,25.0,24.0,4.0,,15.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
78916,Dan Burn,Defender,Newcastle,4,England,2021-22,98.0,,0.2505,74.0,0.0,4.0,5.0,0.038,38.0,14.0,,144.0,29.0,1.0,,37.0,28.0,243.0,1.0,1220.0,1.0,5.0,1.0,,1.0,153.0,9.0,,,1.0,2462.0,1.0,,53.0,144.0,2.0,21.0,44.0,930.0,34.0,4.0,1.0,18.5146,5.0,144.0,30.0,3.0,45.0,417.0,6.0,0.0,242.0,12.0,0.0,482.0,129.0,29.0,,,15.0,3.0,294.0,28.0,1.0,7.0,3.0,89.0,100.0,0.0,1210.0,9.0,2.0,269.0,23.0,,24.0,214.0,26.0,44.0,47.0,107.0,1597.0,5.0,2.0,,683.0,10.0,0.6637,8.0,99.0,86.0,10.0,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104547,Dwight Gayle,Forward,Newcastle,4,England,2021-22,4.0,,0.0664,,0.0,,,,1.0,2.0,,3.0,8.0,,2.0,,,3.0,,16.0,,,0.0,,8.0,2.0,,,,,34.0,,1.0,1.0,4.0,,1.0,3.0,13.0,3.0,,,0.3161,2.0,,,,3.0,3.0,2.0,0.0,8.0,,0.0,1.0,2.0,8.0,,,1.0,,11.0,,,,,6.0,1.0,0.0,16.0,2.0,,4.0,,,,7.0,2.0,1.0,,5.0,24.0,,,,2.0,1.0,0.5533,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215379,Elliot Anderson,Midfielder,Newcastle,4,England,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111773,Emil Krafth,Defender,Newcastle,4,Sweden,2021-22,65.0,3.0,0.8121,35.0,0.0,1.0,2.0,,37.0,5.0,,116.0,20.0,1.0,,19.0,18.0,158.0,18.0,591.0,,,0.0,1.0,2.0,51.0,5.0,1.0,3.0,1.0,1635.0,1.0,,29.0,72.0,,23.0,50.0,421.0,9.0,50.0,2.0,21.0617,5.0,49.0,20.0,,36.0,41.0,11.0,0.0,137.0,6.0,0.0,291.0,94.0,20.0,1.0,,21.0,2.0,206.0,20.0,18.0,6.0,,86.0,22.0,0.0,585.0,3.0,5.0,245.0,16.0,2.0,10.0,200.0,22.0,25.0,12.0,59.0,983.0,115.0,6.0,1.0,230.0,7.0,0.3138,5.0,42.0,66.0,4.0,,20.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119471,Fabian Schär,Defender,Newcastle,4,Switzerland,2021-22,82.0,1.0,0.9055,51.0,0.0,5.0,8.0,1.5003,16.0,16.0,1.0,116.0,25.0,2.0,,32.0,25.0,300.0,6.0,986.0,2.0,3.0,1.0,3.0,,87.0,6.0,3.0,1.0,3.0,2161.0,3.0,,42.0,78.0,1.0,16.0,33.0,559.0,27.0,1.0,3.0,30.7585,7.0,95.0,32.0,2.0,40.0,130.0,11.0,1.0,160.0,9.0,1.0,528.0,131.0,25.0,3.0,1.0,5.0,4.0,240.0,31.0,6.0,9.0,2.0,73.0,45.0,0.0,916.0,8.0,4.0,336.0,11.0,6.0,18.0,284.0,24.0,32.0,127.0,44.0,1271.0,11.0,3.0,3.0,447.0,12.0,1.1682,4.0,184.0,79.0,20.0,1.0,60.0,,,1.0,,,,,,,1.0,4.0,4.0,2.0,1.0,0.0341,,,,,,,,,,,,,,,,,,
