playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltyGoalsConceded,expectedGoalsOnTargetConceded,expectedAssists,totalClearances,goalsConceded,totalRedCards,rightsidePasses,winningGoal,duels,appearances,totalTackles,gamesPlayed,successfulPassesOppositionHalf,goalsConcededInsideBox,totalPasses,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,tacklesWon,aerialDuels,backwardPasses,timePlayed,touches,aerialDuelsLost,duelsWon,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,yellowCards,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,totalShots,unsuccessfulShortPasses,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cleanSheets,successfulCrossesAndCorners,goalsConcededOutsideBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,totalFoulsWon,putthroughBlockedDistributionWon,forwardPasses,recoveries,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,throwInsToOwnPlayer,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,successfulLayoffs,goals,awayGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,successfulCornersIntoBox,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,unsuccessfulCornersIntoBox,substituteOff,offsides,throughBalls,oboxBlocked,shotsBlockedOutsideBox,penaltiesConceded,successfulLaunches,clearancesOffTheLine,secondGoalAssists,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,iboxTarget,shotsOnTargetInBox
487838,Lewis Hall,Defender,Newcastle,4,England,2026-27,15.0,1.0,5.874,0.6741,12.0,4.0,0.0,33.0,0.0,33.0,3.0,8.0,3.0,47.0,3.0,108.0,24.0,4.0,0.0,100.0,,40.0,5.0,9.0,27.0,269.0,202.0,5.0,18.0,14.0,45.0,78.0,0.0,2.0,,,2.0,6.0,1.0,3.0,20.0,1.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,,10.0,3.0,3.0,45.0,27.0,3.0,2.0,6.0,4.0,,,2.0,1.0,3.0,5.0,,3.0,3.0,5.0,10.0,20.0,7.0,2.0,0.0467,14.0,5.0,,,,,,,7.0,,,1.0,,,,,4.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
547719,Lewis Miley,Midfielder,Newcastle,4,England,2026-27,9.0,,4.109,0.0693,7.0,3.0,0.0,36.0,0.0,18.0,3.0,1.0,3.0,40.0,2.0,124.0,12.0,3.0,0.0,120.0,,21.0,1.0,6.0,24.0,229.0,147.0,3.0,9.0,6.0,66.0,99.0,1.0,,,,1.0,14.0,,3.0,18.0,,1.0,,1.0,3.0,2.0,,3.0,,6.0,2.0,1.0,31.0,15.0,1.0,1.0,,1.0,,,1.0,,3.0,1.0,,33.0,2.0,2.0,7.0,,1.0,2.0,0.053,4.0,3.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
470551,Lukás Hornícek,Goalkeeper,Newcastle,4,Czech Republic,2026-27,,1.0,5.874,0.006,5.0,4.0,0.0,21.0,0.0,1.0,3.0,,3.0,10.0,3.0,104.0,1.0,,0.0,80.0,,44.0,,,,270.0,136.0,,1.0,1.0,52.0,50.0,1.0,,,,,1.0,,3.0,42.0,,1.0,,1.0,,,,,,,,,65.0,15.0,,,,,,,,,1.0,,,18.0,,,12.0,,22.0,,,41.0,8.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,1.0,2.0,12.0,1.0,1.0,3.0,13.0,13.0,9.0,3.0,11.0,,,
465642,Malick Thiaw,Defender,Newcastle,4,Germany,2026-27,9.0,1.0,5.874,0.0636,15.0,4.0,0.0,21.0,0.0,24.0,3.0,,3.0,28.0,3.0,133.0,9.0,11.0,0.0,127.0,,25.0,,15.0,13.0,270.0,165.0,4.0,15.0,4.0,81.0,100.0,0.0,,,,,7.0,,3.0,24.0,,1.0,,1.0,1.0,1.0,,1.0,,5.0,3.0,1.0,45.0,6.0,,,,,,,,,2.0,6.0,,54.0,3.0,,9.0,,11.0,1.0,,17.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
613221,Matias Fernandez-Pardo,Forward,Newcastle,4,Belgium,2026-27,1.0,,,0.0011,,,0.0,3.0,0.0,3.0,1.0,,1.0,3.0,,6.0,3.0,,0.0,6.0,1.0,5.0,,,3.0,27.0,14.0,,2.0,2.0,1.0,4.0,0.0,,,,,2.0,,,2.0,1.0,,,,4.0,3.0,,,,1.0,1.0,2.0,,1.0,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98747,Nick Pope,Goalkeeper,Newcastle,4,England,2026-27,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465694,Nico González,Midfielder,Newcastle,4,Spain,2026-27,17.0,,,,1.0,2.0,0.0,38.0,0.0,22.0,2.0,,2.0,40.0,2.0,102.0,20.0,1.0,0.0,95.0,,16.0,,2.0,5.0,148.0,118.0,1.0,5.0,4.0,51.0,85.0,1.0,,,,,5.0,,2.0,11.0,1.0,,,,1.0,1.0,,3.0,,16.0,3.0,1.0,23.0,8.0,,,1.0,3.0,,,,,1.0,1.0,,36.0,8.0,1.0,6.0,,2.0,7.0,,6.0,4.0,,,,1.0,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
636852,Sean Steur,Midfielder,Newcastle,4,Netherlands,2026-27,2.0,,1.2437,0.004,4.0,1.0,0.0,16.0,0.0,2.0,3.0,,3.0,5.0,,49.0,2.0,,0.0,46.0,2.0,10.0,,,6.0,88.0,55.0,,,,35.0,38.0,0.0,,,,,6.0,,1.0,9.0,,,,1.0,1.0,,,,,2.0,,1.0,12.0,3.0,,,,1.0,,,,,,,,15.0,,,2.0,,,,,3.0,3.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
220237,Sven Botman,Defender,Newcastle,4,Netherlands,2026-27,8.0,1.0,5.874,0.1789,14.0,4.0,0.0,61.0,0.0,21.0,3.0,2.0,3.0,21.0,3.0,159.0,5.0,10.0,0.0,137.0,,26.0,,16.0,7.0,270.0,194.0,6.0,13.0,3.0,115.0,128.0,1.0,,,1.0,,6.0,,3.0,23.0,,1.0,,1.0,,2.0,,,,2.0,1.0,,64.0,9.0,2.0,,,1.0,,,,1.0,,7.0,,27.0,,1.0,8.0,,11.0,,0.014,17.0,9.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,3.0,,,,,20.0,,,,,19.0,1.0,,,,,
441191,Tino Livramento,Defender,Newcastle,4,England,2026-27,1.0,,,0.0008,,,0.0,2.0,0.0,1.0,1.0,,1.0,1.0,,3.0,1.0,,0.0,2.0,1.0,1.0,,,1.0,1.0,5.0,,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538207,William Osula,Forward,Newcastle,4,Denmark,2026-27,5.0,,1.0294,0.1388,,1.0,0.0,2.0,0.0,6.0,1.0,1.0,1.0,3.0,,5.0,3.0,,0.0,5.0,,6.0,1.0,3.0,1.0,56.0,20.0,3.0,1.0,1.0,1.0,4.0,0.0,,0.0411,2.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,2.0,,1.0,1.0,2.0,,,,1.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,0.0587,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
216646,Yoane Wissa,Forward,Newcastle,4,DR Congo,2026-27,21.0,,4.6699,0.0476,2.0,3.0,0.0,8.0,0.0,46.0,3.0,5.0,3.0,17.0,2.0,49.0,30.0,6.0,0.0,44.0,,28.0,,16.0,11.0,261.0,100.0,10.0,25.0,19.0,19.0,34.0,2.0,1.0,,,6.0,14.0,1.0,3.0,14.0,,,1.0,1.0,4.0,8.0,,1.0,,11.0,11.0,2.0,21.0,10.0,5.0,1.0,,6.0,,,4.0,1.0,3.0,,,9.0,5.0,,1.0,,,2.0,1.341,,4.0,2.0,,0.8017,4.0,1.0,1.0,,,2.0,,0.0,,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0
