playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltyGoalsConceded,expectedGoalsOnTargetConceded,expectedAssists,totalClearances,goalsConceded,totalRedCards,rightsidePasses,winningGoal,duels,appearances,totalTackles,gamesPlayed,successfulPassesOppositionHalf,goalsConcededInsideBox,totalPasses,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,tacklesWon,aerialDuels,backwardPasses,timePlayed,touches,aerialDuelsLost,duelsWon,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,yellowCards,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,totalShots,unsuccessfulShortPasses,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cleanSheets,successfulCrossesAndCorners,goalsConcededOutsideBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,totalFoulsWon,putthroughBlockedDistributionWon,forwardPasses,recoveries,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,throwInsToOwnPlayer,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,successfulLayoffs,goals,awayGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,successfulCornersIntoBox,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,unsuccessfulCornersIntoBox,substituteOff,offsides,throughBalls,oboxBlocked,shotsBlockedOutsideBox,penaltiesConceded,successfulLaunches,clearancesOffTheLine,secondGoalAssists,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,iboxTarget,shotsOnTargetInBox
632794,Aladji Bamba,Midfielder,Newcastle,4,France,2026-27,1.0,1.0,1.7649,0.0002,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,14.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463726,Amar Dedic,Defender,Newcastle,4,Bosnia & Herzegovina,2026-27,14.0,1.0,5.874,0.0841,10.0,4.0,0.0,7.0,0.0,30.0,3.0,5.0,3.0,37.0,3.0,88.0,24.0,3.0,0.0,85.0,,31.0,1.0,6.0,29.0,270.0,165.0,3.0,16.0,13.0,42.0,73.0,0.0,3.0,0.0501,2.0,1.0,9.0,1.0,3.0,12.0,1.0,1.0,3.0,1.0,5.0,4.0,8.0,1.0,2.0,11.0,4.0,3.0,23.0,11.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,29.0,6.0,1.0,3.0,15.0,3.0,1.0,0.141,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449434,Anthony Elanga,Forward,Newcastle,4,Sweden,2026-27,12.0,,3.8946,0.3414,2.0,3.0,0.0,6.0,1.0,24.0,3.0,4.0,3.0,27.0,2.0,48.0,18.0,2.0,0.0,48.0,,32.0,1.0,6.0,10.0,235.0,87.0,4.0,12.0,10.0,5.0,31.0,1.0,,,,4.0,15.0,,3.0,17.0,3.0,,1.0,1.0,2.0,11.0,,4.0,,8.0,4.0,1.0,13.0,3.0,3.0,4.0,5.0,4.0,,,1.0,2.0,2.0,,,19.0,3.0,,,1.0,,1.0,0.4169,2.0,4.0,3.0,1.0,0.6462,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,
611665,Bazoumana Touré,Forward,Newcastle,4,Cote d’Ivoire,2026-27,,,,,,,0.0,1.0,0.0,,1.0,,1.0,,,1.0,,,0.0,1.0,1.0,2.0,,,,1.0,2.0,,,,,,0.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554578,Ewen Jaouen,Goalkeeper,Newcastle,4,France,2026-27,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119471,Fabian Schär,Defender,Newcastle,4,Switzerland,2026-27,,1.0,0.9897,,,1.0,0.0,,0.0,,1.0,,1.0,,1.0,,,,0.0,,1.0,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201666,Harvey Barnes,Midfielder,Newcastle,4,England,2026-27,12.0,1.0,5.874,0.0629,5.0,4.0,0.0,17.0,0.0,23.0,3.0,3.0,3.0,22.0,3.0,49.0,22.0,,0.0,49.0,,29.0,2.0,1.0,14.0,269.0,102.0,1.0,11.0,11.0,17.0,37.0,0.0,,,1.0,3.0,9.0,,3.0,10.0,2.0,,,1.0,9.0,9.0,,2.0,1.0,11.0,8.0,6.0,13.0,8.0,1.0,3.0,6.0,5.0,,1.0,2.0,3.0,,,,5.0,4.0,2.0,2.0,1.0,1.0,3.0,0.222,1.0,2.0,1.0,,0.8345,3.0,1.0,0.0,3.0,,,,1.0,,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
114243,Jacob Murphy,Midfielder,Newcastle,4,England,2026-27,2.0,1.0,1.9792,0.2016,1.0,1.0,0.0,,0.0,5.0,3.0,1.0,3.0,3.0,1.0,7.0,5.0,,0.0,7.0,3.0,8.0,,,3.0,35.0,19.0,,3.0,3.0,3.0,6.0,1.0,,,,,1.0,,,1.0,2.0,,,,1.0,2.0,1.0,,,2.0,2.0,1.0,1.0,4.0,1.0,,2.0,,,,,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
232653,Jacob Ramsey,Midfielder,Newcastle,4,England,2026-27,5.0,1.0,2.1533,0.1564,1.0,1.0,0.0,10.0,0.0,9.0,3.0,2.0,3.0,13.0,1.0,40.0,7.0,2.0,0.0,40.0,3.0,7.0,1.0,2.0,9.0,69.0,52.0,,4.0,2.0,22.0,34.0,1.0,,,,2.0,5.0,,,5.0,,,,,3.0,2.0,,,,5.0,,2.0,10.0,6.0,1.0,2.0,,2.0,,,1.0,,,1.0,,11.0,3.0,1.0,1.0,,,3.0,0.17,,3.0,1.0,,0.8404,1.0,1.0,0.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
200089,Joe Willock,Midfielder,Newcastle,4,England,2026-27,14.0,1.0,4.6302,0.1987,1.0,3.0,0.0,16.0,0.0,21.0,3.0,3.0,3.0,27.0,3.0,47.0,18.0,,0.0,41.0,1.0,14.0,2.0,3.0,17.0,168.0,80.0,3.0,7.0,7.0,18.0,44.0,0.0,,,1.0,5.0,2.0,,2.0,2.0,2.0,,,,4.0,4.0,,1.0,,11.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,6.0,,,4.0,1.0,2.0,1.0,,11.0,5.0,,1.0,1.0,,4.0,0.5251,,,1.0,,0.7942,2.0,1.0,0.0,,,,,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
