playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,substituteOn,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,totalTouchesInOppositionBox,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,successfulCornersIntoBox,throwInsToOppositionPlayer,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,totalFoulsConceded,unsuccessfulCornersIntoBox,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,foulWonPenalty,goals,awayGoals,homeGoals,penaltiesTaken,rightFootGoals,penaltyGoals,hitWoodwork,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded,secondGoalAssists,expectedGoalsFreekick,headedGoals,penaltiesConceded,redCards2ndYellow,clearancesOffTheLine,lastPlayerTackle,ownGoalScored
225321,Aaron Ramsdale,Goalkeeper,Newcastle,4,England,2025-26,2.0,0.0177,0.0,11.0,9.0,3.0,12.0,11.0,133.0,400.0,84.0,1.0,1.0,7.0,1.0,3.0,1003.0,2.0,6.0,1.0,1.0,1.0,212.0,6.0,3.0,16.5477,1.0,18.0,10.0,17.0,82.0,25.0,1.0,0.0,8.0,1.0,210.0,89.0,12.0,1.0,44.0,16.0,1.0,5.0,0.0,96.0,269.0,135.0,46.0,12.0,108.0,55.0,507.0,67.0,223.0,16.0,2.0,130.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606796,Adam Harrison,Goalkeeper,Newcastle,4,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577980,Aidan Harris,Goalkeeper,Newcastle,4,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545477,Alex Murphy,Defender,Newcastle,4,Ireland,2025-26,,0.0032,0.0,,,,2.0,,,7.0,1.0,,2.0,,,,7.0,,,,,,7.0,,,0.7219,,,2.0,1.0,2.0,,,0.0,,,,,2.0,,3.0,1.0,,,0.0,1.0,7.0,,,,2.0,,13.0,,4.0,,0.0,,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449434,Anthony Elanga,Forward,Newcastle,4,Sweden,2025-26,88.0,1.7573,0.0,,,78.0,32.0,14.0,82.0,426.0,,,18.0,35.0,,,1313.0,22.0,65.0,2.0,25.0,52.0,336.0,,2.0,22.9343,14.0,,6.0,28.0,40.0,,25.0,0.0,153.0,,119.0,32.0,32.0,,262.0,26.0,118.0,13.0,0.0,,423.0,250.0,,,144.0,8.0,731.0,1.0,94.0,,0.0,4.0,19.0,,3.0,123.0,7.0,59.0,11.0,5.0,4.0,9.0,0.7095,14.0,12.0,3.0,1.0,10.0,57.0,2.0,1.0,15.0,3.0,12.0,1.0,1.0,1.0,1.0,1.0,4.0,66.0,7.0,3.0,3.0,29.0,70.0,47.0,4.0,8.0,24.0,11.0,13.0,8.0,13.0,12.0,1.0,3.0,1.6743,,,,,,,,,,,,,,,,,,,,
232826,Anthony Gordon,Forward,Newcastle,4,England,2025-26,113.0,3.3673,1.0,,,85.0,26.0,24.0,94.0,517.0,,,2.0,34.0,2.0,,1814.0,26.0,100.0,5.0,33.0,92.0,406.0,,1.0,26.0788,24.0,3.0,13.0,28.0,177.0,,40.0,2.0,213.0,,135.0,57.0,26.0,,322.0,23.0,179.0,8.0,1.0,,506.0,260.0,,,68.0,17.0,937.0,3.0,116.0,,3.0,9.0,16.0,,3.0,137.0,15.0,84.0,14.0,11.0,20.0,6.0,6.1934,19.0,37.0,4.0,2.0,12.0,53.0,5.0,4.0,4.0,7.0,15.0,7.0,7.0,3.0,,,7.0,87.0,23.0,7.0,6.0,37.0,55.0,63.0,7.0,17.0,19.0,13.0,33.0,13.0,2.0,19.0,4.0,6.0,8.8261,1.0,6.0,2.0,4.0,3.0,6.0,3.0,2.0,,,,,,,,,,,,
208706,Bruno Guimarães,Midfielder,Newcastle,4,Brazil,2025-26,165.0,4.9827,0.0,,,148.0,29.0,27.0,201.0,1451.0,,,2.0,35.0,6.0,,2455.0,22.0,168.0,7.0,50.0,155.0,1169.0,,4.0,31.5978,40.0,1.0,36.0,37.0,416.0,,75.0,3.0,333.0,,461.0,135.0,29.0,,793.0,30.0,298.0,13.0,0.0,,1385.0,407.0,,,360.0,81.0,2034.0,14.0,478.0,,6.0,53.0,38.0,3.0,15.0,214.0,7.0,55.0,8.0,6.0,23.0,2.0,8.5704,62.0,36.0,21.0,5.0,42.0,29.0,2.0,5.0,44.0,5.0,21.0,9.0,9.0,2.0,13.0,,1.0,143.0,23.0,5.0,19.0,30.0,61.0,76.0,1.0,13.0,20.0,43.0,18.0,45.0,25.0,8.0,5.0,27.0,5.5992,2.0,9.0,1.0,8.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0695,2.0,,,,,
78916,Dan Burn,Defender,Newcastle,4,England,2025-26,125.0,0.3994,1.0,,,144.0,29.0,25.0,218.0,1054.0,3.0,,4.0,162.0,5.0,,2199.0,64.0,151.0,5.0,37.0,53.0,807.0,,,33.9631,5.0,11.0,152.0,34.0,345.0,,13.0,1.0,276.0,,441.0,76.0,29.0,,274.0,29.0,114.0,98.0,0.0,3.0,1030.0,292.0,,,165.0,29.0,1505.0,47.0,563.0,,9.0,74.0,67.0,12.0,21.0,103.0,66.0,45.0,1.0,3.0,3.0,1.0,1.0979,40.0,7.0,1.0,2.0,1.0,13.0,3.0,,,,1.0,2.0,2.0,1.0,,31.0,3.0,61.0,11.0,,14.0,1.0,13.0,7.0,3.0,4.0,5.0,26.0,2.0,36.0,,3.0,,16.0,1.0569,1.0,1.0,0.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,
111773,Emil Krafth,Defender,Newcastle,4,Sweden,2025-26,3.0,0.0043,0.0,,,5.0,1.0,1.0,5.0,19.0,,,,,,,45.0,,,1.0,1.0,,14.0,,,0.3663,,,1.0,2.0,,,,0.0,3.0,,11.0,,1.0,,7.0,1.0,3.0,,0.0,,19.0,8.0,,,5.0,,33.0,,7.0,,0.0,,,,,3.0,8.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,3.0,,,,1.0,1.0,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
119471,Fabian Schär,Defender,Newcastle,4,Switzerland,2025-26,48.0,0.6134,0.0,,,41.0,16.0,11.0,124.0,796.0,4.0,,5.0,73.0,4.0,,1091.0,27.0,66.0,3.0,8.0,20.0,601.0,,2.0,11.6283,4.0,8.0,71.0,13.0,198.0,,6.0,0.0,114.0,,327.0,43.0,16.0,,241.0,10.0,41.0,46.0,0.0,4.0,772.0,138.0,,,231.0,71.0,975.0,35.0,432.0,,1.0,83.0,28.0,12.0,18.0,40.0,4.0,19.0,1.0,4.0,4.0,,0.5836,14.0,13.0,1.0,,,3.0,1.0,2.0,,2.0,1.0,2.0,2.0,,,,2.0,21.0,5.0,2.0,4.0,1.0,3.0,2.0,2.0,9.0,6.0,10.0,,15.0,,2.0,2.0,4.0,0.9829,,,,,,,,1.0,,2.0,2.0,1.0,,0.1313,,,,1.0,,
