playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,penaltyGoals,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,overruns,setPiecesGoals,awayGoals,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,successfulLaunches,winningGoal,homeGoals,timesTackled,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltiesConceded,redCards2ndYellow,ownGoalScored,clearancesOffTheLine,expectedGoalsFreekick,freekickTotal,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals
128389,Aleksandar Mitrovic,Forward,Newcastle,4,Serbia,2015-16,259.0,1.7886,2.0,18.0,30.0,7.9452,24.0,61.0,4.0,198.0,34.0,4.0,120.0,1.0,22.0,204.0,7.0,721.0,9.0,16.0,2.0,12.0,197.0,2.0,4.0,17.0,2113.0,17.0,32.0,112.0,173.0,6.0,48.0,88.0,505.0,40.0067,26.0,32.0,42.0,16.0,147.0,178.0,52.0,432.0,25.0,151.0,65.0,34.0,2.0,4.0,4.0,9.0,1.0,17.0,360.0,36.0,4.0,7.0,16.0,235.0,85.0,2.0,680.0,31.0,14.0,392.0,15.0,16.0,6.0,150.0,50.0,7.0,2.0,12.0,242.0,1172.0,1.0,8.0,2.0,2.0,1.0,157.0,14.0,2.0,9.6859,4.0,6.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60252,Andros Townsend,Midfielder,Newcastle,4,England,2015-16,106.0,0.2551,0.0,8.0,16.0,0.1882,29.0,21.0,,63.0,16.0,2.0,22.0,,12.0,73.0,47.0,392.0,4.0,,2.0,4.0,8.0,3.0,1.0,1.0,1153.0,1.0,,8.0,73.0,3.0,39.0,73.0,315.0,0.3902,26.0,10.0,19.0,1.0,98.0,57.0,13.0,179.0,26.0,117.0,65.0,16.0,,1.0,,5.0,4.0,39.0,245.0,16.0,,70.0,1.0,171.0,,0.0,382.0,5.0,11.0,249.0,24.0,31.0,2.0,108.0,7.0,11.0,,4.0,110.0,756.0,8.0,3.0,2.0,2.0,5.0,91.0,3.0,,0.1899,0.0,10.0,12.0,13.0,8.0,1.0,2.0,29.0,17.0,4.0,34.0,1.0,2.0,2.0,0.0,2.0,64.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,
168580,Ayoze Pérez,Forward,Newcastle,4,Spain,2015-16,225.0,2.356,0.0,13.0,16.0,2.9252,56.0,37.0,5.0,118.0,34.0,2.0,36.0,,22.0,144.0,29.0,588.0,6.0,5.0,6.0,12.0,36.0,1.0,5.0,5.0,2045.0,5.0,5.0,29.0,144.0,8.0,81.0,137.0,419.0,34.7955,28.0,13.0,42.0,7.0,196.0,182.0,39.0,369.0,49.0,183.0,100.0,34.0,,5.0,5.0,18.0,1.0,60.0,316.0,34.0,,56.0,7.0,333.0,7.0,0.0,574.0,21.0,19.0,387.0,38.0,42.0,3.0,92.0,35.0,28.0,,25.0,131.0,1161.0,2.0,12.0,,6.0,11.0,145.0,23.0,2.0,3.5689,4.0,26.0,33.0,8.0,,,,33.0,17.0,8.0,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,
179827,Callum Williams,Defender,Newcastle,4,England,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149736,Chancel Mbemba,Defender,Newcastle,4,DR Congo,2015-16,112.0,0.4254,0.0,3.0,2.0,0.4515,77.0,9.0,,115.0,33.0,,1.0,,33.0,267.0,6.0,1147.0,,,2.0,,102.0,7.0,1.0,1.0,2924.0,1.0,,54.0,157.0,9.0,43.0,109.0,770.0,48.2372,4.0,231.0,53.0,1.0,58.0,173.0,12.0,269.0,19.0,576.0,151.0,33.0,,1.0,,15.0,,10.0,279.0,44.0,,6.0,1.0,167.0,48.0,0.0,1132.0,7.0,5.0,356.0,62.0,20.0,25.0,330.0,21.0,96.0,,110.0,68.0,1709.0,12.0,1.0,,2.0,99.0,605.0,8.0,2.0,1.0692,5.0,152.0,99.0,4.0,,,,,4.0,,,2.0,,22.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
28301,Cheick Tioté,Midfielder,Newcastle,4,Cote d’Ivoire,2015-16,95.0,0.3653,0.0,1.0,,,48.0,,,80.0,20.0,,12.0,,16.0,121.0,,835.0,,,1.0,4.0,58.0,3.0,,,1225.0,,,23.0,112.0,3.0,24.0,77.0,670.0,17.226,8.0,29.0,18.0,,72.0,226.0,14.0,207.0,19.0,262.0,125.0,20.0,,,,9.0,,6.0,285.0,15.0,,,,149.0,35.0,0.0,810.0,,,164.0,39.0,15.0,3.0,247.0,31.0,42.0,,44.0,100.0,1053.0,,12.0,,1.0,20.0,429.0,20.0,,0.0143,5.0,41.0,31.0,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171427,Daniel Barlaser,Midfielder,Newcastle,4,England,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52940,Daryl Janmaat,Defender,Newcastle,4,Netherlands,2015-16,134.0,4.1509,1.0,8.0,8.0,2.3123,80.0,11.0,3.0,234.0,32.0,4.0,5.0,,32.0,328.0,116.0,1252.0,2.0,5.0,8.0,,55.0,3.0,1.0,5.0,2755.0,5.0,,28.0,153.0,10.0,66.0,126.0,845.0,50.2477,21.0,83.0,60.0,,106.0,48.0,9.0,287.0,29.0,566.0,157.0,32.0,,1.0,2.0,18.0,,31.0,506.0,50.0,,116.0,,232.0,27.0,0.0,1233.0,3.0,25.0,615.0,62.0,38.0,8.0,416.0,29.0,56.0,,79.0,222.0,2197.0,299.0,3.0,,8.0,45.0,446.0,18.0,1.0,1.2407,5.0,94.0,96.0,28.0,,,,3.0,28.0,,,48.0,,16.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
51621,Emmanuel Rivière,Forward,Newcastle,4,France,2015-16,13.0,0.0716,0.0,1.0,,,3.0,2.0,,1.0,3.0,,2.0,,1.0,1.0,1.0,19.0,,,,2.0,10.0,,,,63.0,,,9.0,6.0,1.0,1.0,5.0,18.0,0.0982,1.0,,2.0,1.0,4.0,6.0,1.0,19.0,1.0,3.0,4.0,3.0,,,,2.0,,,14.0,1.0,,1.0,1.0,9.0,1.0,0.0,16.0,2.0,2.0,8.0,1.0,1.0,,5.0,2.0,,,,5.0,36.0,,1.0,,,,5.0,1.0,,0.2039,0.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,Fabricio Coloccini,Defender,Newcastle,4,Argentina,2015-16,77.0,0.5022,1.0,3.0,3.0,0.7836,43.0,7.0,,75.0,26.0,,,,26.0,138.0,4.0,849.0,1.0,,1.0,,65.0,5.0,,2.0,2293.0,2.0,,33.0,88.0,9.0,25.0,56.0,632.0,41.1698,3.0,97.0,47.0,2.0,44.0,285.0,9.0,165.0,16.0,375.0,106.0,26.0,,,1.0,11.0,,2.0,188.0,38.0,,4.0,2.0,100.0,32.0,1.0,811.0,4.0,3.0,175.0,32.0,4.0,29.0,130.0,9.0,61.0,,79.0,59.0,1168.0,3.0,1.0,1.0,1.0,34.0,523.0,5.0,,1.1084,2.0,63.0,57.0,,,,,,,,,,,9.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
