playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,substituteOn,successfulCornersIntoBox,unsuccessfulCornersIntoBox,secondGoalAssists,goalKicks,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,gkSuccessfulDistribution,clearancesOffTheLine,otherGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,penaltiesFaced,penaltiesConceded,savesFromPenalty
219168,Alexander Isak,Forward,Newcastle,4,Sweden,2024-25,191.0,23.0,46.0,19.9545,12.0,6.0,34.0,658.0,23.0,20.0,11.0,5.0,20.0,20.0,56.0,4.0,67.0,1.0,39.2872,36.0,1.0,18.0,14.0,9.0,55.0,34.0,17.0,2.0,47.0,13.0,102.0,3.0,590.0,30.0,345.0,5.0,3.0,157.0,27.0,15.0,186.0,1131.0,9.0,3.0,151.0,3.0,11.0,14.0,3.0,3.5988,0.0,0.1815,7.0,76.0,140.0,6.0,49.0,1.0,34.0,151.0,13.0,3.0,83.0,3.0,3.0,3.0,2769.0,7.0,94.0,40.0,492.0,211.0,17.0,41.0,135.0,163.0,285.0,16.0,12.0,152.0,4.0,3.0,7.0,359.0,37.0,4.0,18.0,202.0,27.0,0.0,22.0,42.0,2.0,3.0,4.0,19.0,5.0,1.0,8.0,20.4234,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
232826,Anthony Gordon,Forward,Newcastle,4,England,2024-25,138.0,19.0,19.0,7.0864,32.0,9.0,34.0,809.0,6.0,8.0,2.0,10.0,11.0,11.0,8.0,5.0,141.0,,34.2879,46.0,,9.0,71.0,1.0,97.0,34.0,5.0,1.0,47.0,100.0,85.0,1.0,781.0,21.0,390.0,18.0,1.0,88.0,20.0,22.0,188.0,1401.0,34.0,1.0,182.0,,16.0,32.0,21.0,5.1064,0.0,0.0437,6.0,40.0,138.0,5.0,25.0,1.0,28.0,154.0,55.0,53.0,16.0,2.0,2.0,31.0,2444.0,2.0,149.0,61.0,633.0,139.0,5.0,33.0,130.0,335.0,287.0,23.0,4.0,198.0,2.0,2.0,14.0,504.0,28.0,,9.0,271.0,8.0,0.0,26.0,38.0,2.0,7.0,1.0,19.0,10.0,7.0,9.0,8.0315,2.0,6.0,7.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,
208706,Bruno Guimarães,Midfielder,Newcastle,4,Brazil,2024-25,221.0,9.0,15.0,5.6656,83.0,22.0,38.0,1758.0,5.0,2.0,1.0,5.0,5.0,5.0,19.0,4.0,224.0,1.0,44.8936,46.0,1.0,4.0,108.0,1.0,188.0,38.0,3.0,,27.0,21.0,103.0,,1690.0,21.0,481.0,47.0,,410.0,65.0,86.0,256.0,2433.0,3.0,1.0,582.0,2.0,76.0,68.0,6.0,5.3884,0.0,,5.0,36.0,211.0,6.0,41.0,,38.0,287.0,12.0,5.0,38.0,5.0,5.0,7.0,3282.0,1.0,243.0,64.0,1385.0,90.0,40.0,44.0,202.0,474.0,464.0,26.0,4.0,618.0,,5.0,36.0,896.0,40.0,2.0,4.0,426.0,19.0,0.0,14.0,34.0,10.0,29.0,,17.0,5.0,28.0,40.0,4.3118,7.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
75115,Callum Wilson,Forward,Newcastle,4,England,2024-25,38.0,2.0,1.0,0.0783,2.0,,18.0,50.0,,3.0,,,1.0,1.0,16.0,1.0,4.0,,5.5075,3.0,,2.0,1.0,0.0,11.0,18.0,,,4.0,1.0,16.0,,44.0,3.0,46.0,2.0,,9.0,4.0,,23.0,109.0,,,19.0,,,2.0,1.0,0.0896,0.0,,1.0,4.0,11.0,,4.0,,2.0,11.0,1.0,,18.0,,,1.0,357.0,,6.0,6.0,39.0,21.0,1.0,7.0,22.0,8.0,44.0,2.0,,10.0,,,,21.0,6.0,,2.0,26.0,2.0,0.0,3.0,1.0,,1.0,,2.0,,,2.0,0.3768,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
78916,Dan Burn,Defender,Newcastle,4,England,2024-25,128.0,3.0,7.0,2.8752,39.0,,37.0,1994.0,1.0,5.0,0.0,,6.0,6.0,76.0,5.0,52.0,1.0,46.7731,8.0,12.0,3.0,12.0,0.0,103.0,37.0,,,1.0,3.0,4.0,,1965.0,13.0,261.0,24.0,,570.0,34.0,58.0,92.0,2420.0,7.0,,1335.0,1.0,73.0,87.0,,1.0873,0.0,,1.0,20.0,154.0,1.0,,,37.0,227.0,3.0,,224.0,13.0,,,3330.0,,200.0,26.0,1709.0,52.0,194.0,45.0,52.0,705.0,328.0,10.0,1.0,627.0,,,15.0,432.0,40.0,1.0,3.0,104.0,148.0,0.0,2.0,3.0,25.0,27.0,,,,50.0,16.0,1.9588,11.0,,,,,4.0,1.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,
111773,Emil Krafth,Defender,Newcastle,4,Sweden,2024-25,17.0,1.0,,,4.0,,12.0,140.0,,,,,,,8.0,,6.0,,4.1027,1.0,1.0,1.0,2.0,0.0,19.0,12.0,,,1.0,1.0,3.0,,136.0,,39.0,2.0,,38.0,5.0,3.0,16.0,205.0,12.0,,74.0,,7.0,13.0,1.0,0.0348,0.0,,,,22.0,,1.0,,2.0,29.0,1.0,,16.0,,,1.0,334.0,,14.0,5.0,108.0,5.0,16.0,2.0,9.0,18.0,31.0,1.0,,68.0,,,2.0,38.0,2.0,,1.0,15.0,8.0,0.0,1.0,,4.0,2.0,,,,6.0,2.0,0.0285,2.0,10.0,,,,,4.0,,,,,,,,,,,,,,,,,,,
119471,Fabian Schär,Defender,Newcastle,4,Switzerland,2024-25,136.0,12.0,11.0,3.5466,36.0,4.0,34.0,1942.0,4.0,4.0,2.0,7.0,4.0,4.0,75.0,5.0,56.0,1.0,40.5468,5.0,10.0,5.0,15.0,0.0,134.0,34.0,1.0,1.0,3.0,12.0,9.0,5.0,1877.0,17.0,344.0,21.0,5.0,703.0,35.0,138.0,70.0,2361.0,12.0,2.0,1092.0,,174.0,85.0,1.0,1.0292,1.0,0.3796,,28.0,127.0,,1.0,,33.0,301.0,12.0,,134.0,10.0,3.0,1.0,2937.0,,115.0,21.0,1503.0,47.0,133.0,42.0,61.0,410.0,251.0,13.0,2.0,759.0,,3.0,15.0,550.0,37.0,2.0,5.0,117.0,59.0,1.0,11.0,8.0,26.0,45.0,,3.0,7.0,78.0,15.0,3.7954,9.0,1.0,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,
201666,Harvey Barnes,Midfielder,Newcastle,4,England,2024-25,94.0,23.0,21.0,9.4853,16.0,5.0,33.0,548.0,9.0,5.0,5.0,6.0,10.0,10.0,15.0,2.0,61.0,1.0,23.8227,22.0,1.0,17.0,22.0,2.0,55.0,33.0,7.0,2.0,33.0,33.0,56.0,,543.0,19.0,225.0,9.0,,69.0,15.0,8.0,136.0,880.0,10.0,,131.0,,6.0,19.0,14.0,4.5626,0.0,,3.0,40.0,92.0,4.0,11.0,,17.0,98.0,33.0,2.0,22.0,3.0,2.0,14.0,1755.0,,68.0,23.0,442.0,135.0,11.0,23.0,79.0,179.0,162.0,6.0,4.0,164.0,,2.0,7.0,333.0,21.0,,17.0,140.0,7.0,0.0,21.0,24.0,2.0,6.0,,11.0,6.0,2.0,4.0,7.2252,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,
114243,Jacob Murphy,Midfielder,Newcastle,4,England,2024-25,119.0,12.0,15.0,5.3429,28.0,5.0,35.0,844.0,8.0,3.0,3.0,5.0,4.0,4.0,16.0,3.0,78.0,1.0,31.7065,30.0,3.0,7.0,15.0,3.0,98.0,35.0,8.0,,31.0,98.0,68.0,,824.0,16.0,419.0,19.0,,332.0,11.0,24.0,218.0,1364.0,29.0,3.0,207.0,,34.0,56.0,22.0,6.1513,0.0,,3.0,31.0,173.0,12.0,17.0,1.0,31.0,207.0,97.0,16.0,21.0,2.0,3.0,22.0,2379.0,1.0,83.0,82.0,613.0,100.0,29.0,31.0,103.0,62.0,202.0,31.0,5.0,232.0,,3.0,9.0,452.0,28.0,,7.0,181.0,5.0,0.0,33.0,35.0,,13.0,,25.0,5.0,11.0,6.0,5.7177,4.0,4.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,
101148,Jamaal Lascelles,Defender,Newcastle,4,England,2024-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
