playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,groundDuelsLost,rightsidePasses,winningGoal,duels,forwardPasses,recoveries,appearances,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,cornersWon,substituteOn,totalLossesOfPossession,leftsidePasses,backwardPasses,timePlayed,touches,successfulPassesOwnHalf,successfulShortPasses,totalTouchesInOppositionBox,yellowCards,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,starts,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,totalFoulsWon,oboxTarget,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,goalsConcededInsideBox,aerialDuelsWon,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,handballsConceded,expectedGoals,unsuccessfulLongPasses,iboxTarget,shotsOnTargetInBox,cornersTakenInclShortCorners,clearancesOffTheLine,expectedGoalsFreekick,goals,awayGoals,shotsBlockedInBox,homeGoals,rightFootGoals,freekickTotal,iboxBlocked,attemptsFromSetPieces,hitWoodwork,leftFootGoals,unsuccessfulCornersIntoBox,foulWonPenalty,successfulCornersIntoBox,penaltiesTaken,penaltyGoals,headedGoals,secondGoalAssists,redCards2ndYellow,otherGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,drops,setPiecesGoals
132931,Adam Campbell,Forward,Newcastle,4,England,2012-13,2.0,0.0068,0.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,9.0,1.0,2.0,0.0,9.0,1.0,3.0,5.0,2.0,1.0,22.0,12.0,1.0,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28301,Cheick Tioté,Midfielder,Newcastle,4,Cote d’Ivoire,2012-13,170.0,0.8044,1.0,139.0,336.0,0.0,334.0,466.0,178.0,24.0,158.0,24.0,28.0,518.0,220.0,26.0,25.0,1347.0,47.0,265.0,1.0,1318.0,4.0,2.0,327.0,363.0,182.0,1760.0,1766.0,614.0,1005.0,6.0,7.0,42.0,5.0,7.0,1.0,3.0,0.0369,61.0,13.0,3.0,1.0,22.0,1.0,11.0,69.0,1.0,3.0,5.0,1.0,31.0,164.0,5.0,1.0,126.0,1.0,2.0,38.7066,16.0,4.0,54.0,40.0,37.0,3.0,16.0,1.0,7.0,35.0,38.0,12.0,45.0,28.0,8.0,58.0,63.0,122.0,7.0,10.0,11.0,22.0,1.0,0.5281,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124584,Curtis Good,Defender,Newcastle,4,Australia,2012-13,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,Dan Gosling,Midfielder,Newcastle,4,England,2012-13,6.0,0.0009,0.0,5.0,5.0,0.0,7.0,3.0,3.0,3.0,1.0,3.0,,4.0,2.0,1.0,1.0,15.0,3.0,6.0,0.0,15.0,,3.0,6.0,5.0,2.0,41.0,25.0,9.0,11.0,1.0,0.0,1.0,,,1.0,,0.2189,1.0,2.0,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,0.6713,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,1.0,,2.0,,,,,,0.12,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40725,Danny Simpson,Defender,Newcastle,4,England,2012-13,63.0,0.5044,0.0,50.0,27.0,0.0,116.0,210.0,61.0,19.0,60.0,19.0,1.0,211.0,86.0,72.0,72.0,504.0,26.0,97.0,0.0,501.0,16.0,1.0,229.0,167.0,100.0,1525.0,973.0,221.0,375.0,9.0,3.0,21.0,14.0,3.0,,3.0,,35.0,3.0,,,18.0,1.0,4.0,19.0,3.0,1.0,14.0,,13.0,53.0,2.0,,47.0,36.0,1.0,34.0034,12.0,4.0,94.0,30.0,6.0,1.0,9.0,1.0,11.0,28.0,6.0,3.0,26.0,6.0,1.0,18.0,11.0,43.0,123.0,8.0,4.0,11.0,,0.166,26.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55604,Davide Santon,Defender,Newcastle,4,Italy,2012-13,143.0,1.2222,0.0,113.0,437.0,0.0,323.0,362.0,173.0,31.0,120.0,31.0,3.0,421.0,167.0,57.0,57.0,1046.0,66.0,270.0,0.0,1035.0,16.0,,370.0,82.0,165.0,2645.0,1910.0,472.0,807.0,30.0,4.0,47.0,14.0,10.0,11.0,10.0,1.6444,68.0,13.0,,2.0,31.0,3.0,16.0,53.0,3.0,16.0,14.0,,30.0,180.0,6.0,,157.0,47.0,3.0,48.6353,26.0,12.0,140.0,52.0,41.0,16.0,7.0,,43.0,46.0,23.0,2.0,61.0,48.0,10.0,23.0,48.0,72.0,210.0,4.0,16.0,31.0,,1.0403,47.0,3.0,3.0,,,0.0561,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,Fabricio Coloccini,Defender,Newcastle,4,Argentina,2012-13,68.0,0.2743,1.0,36.0,216.0,0.0,162.0,293.0,96.0,22.0,33.0,22.0,1.0,164.0,81.0,6.0,6.0,708.0,11.0,98.0,1.0,694.0,2.0,,107.0,131.0,68.0,1919.0,1011.0,465.0,527.0,9.0,2.0,12.0,2.0,1.0,1.0,,,45.0,4.0,,1.0,22.0,,2.0,64.0,4.0,,2.0,,32.0,94.0,5.0,,62.0,,3.0,32.5206,7.0,4.0,133.0,35.0,10.0,,11.0,1.0,6.0,30.0,32.0,3.0,34.0,7.0,12.0,11.0,41.0,100.0,1.0,2.0,2.0,33.0,1.0,0.1404,48.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
38429,Gabriel Obertan,Midfielder,Newcastle,4,,2012-13,30.0,0.6588,0.0,17.0,30.0,0.0,53.0,44.0,28.0,14.0,27.0,14.0,6.0,81.0,33.0,16.0,16.0,154.0,12.0,36.0,0.0,154.0,3.0,10.0,74.0,42.0,38.0,406.0,238.0,44.0,118.0,16.0,0.0,3.0,4.0,,5.0,4.0,0.6754,12.0,6.0,1.0,2.0,4.0,,,17.0,,2.0,4.0,,13.0,23.0,2.0,,19.0,,,12.9407,4.0,1.0,9.0,14.0,2.0,2.0,1.0,,7.0,12.0,4.0,1.0,11.0,5.0,,1.0,2.0,3.0,,3.0,,1.0,,0.2997,6.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87112,Gael Bigirimana,Midfielder,Newcastle,4,Burundi,2012-13,23.0,0.5092,0.0,18.0,71.0,0.0,48.0,78.0,23.0,13.0,26.0,13.0,1.0,134.0,34.0,6.0,4.0,265.0,8.0,37.0,0.0,264.0,,10.0,55.0,79.0,37.0,408.0,340.0,99.0,195.0,4.0,1.0,10.0,2.0,1.0,3.0,,0.7409,15.0,4.0,1.0,,3.0,,,11.0,,3.0,2.0,,5.0,25.0,2.0,,19.0,,,8.8811,9.0,,11.0,10.0,4.0,3.0,3.0,,1.0,8.0,6.0,1.0,12.0,,2.0,4.0,4.0,36.0,3.0,3.0,,1.0,1.0,0.2357,8.0,2.0,2.0,2.0,,,1.0,0.0,1.0,1.0,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
18753,Hatem Ben Arfa,Midfielder,Newcastle,4,France,2012-13,154.0,1.4673,0.0,145.0,86.0,2.0,282.0,114.0,62.0,19.0,78.0,19.0,38.0,287.0,99.0,47.0,36.0,533.0,118.0,268.0,0.0,520.0,15.0,3.0,314.0,187.0,146.0,1462.0,995.0,157.0,384.0,58.0,1.0,21.0,4.0,13.0,12.0,17.0,4.4938,18.0,31.0,13.0,2.0,16.0,1.0,20.0,14.0,,8.0,10.0,,9.0,128.0,3.0,,123.0,,2.0,25.9358,23.0,,8.0,26.0,26.0,8.0,6.0,,59.0,23.0,5.0,19.0,12.0,79.0,,16.0,2.0,50.0,26.0,5.0,20.0,1.0,,4.0706,21.0,9.0,9.0,21.0,,0.4034,4.0,2.0,5.0,2.0,1.0,11.0,5.0,6.0,,3.0,9.0,2.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
