playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,expectedAssists,goalsConceded,totalRedCards,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulPassesOppositionHalf,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,substituteOn,totalLossesOfPossession,aerialDuels,leftsidePasses,interceptions,backwardPasses,timePlayed,touches,aerialDuelsLost,duelsWon,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,expectedGoals,totalTouchesInOppositionBox,yellowCards,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,throughBalls,goalAssists,successfulLayoffs,starts,oboxBlocked,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,successfulLaunches,totalClearances,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,timesTackled,freekickTotal,iboxBlocked,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,offsides,successfulCornersIntoBox,throwInsToOppositionPlayer,clearancesOffTheLine,unsuccessfulLayoffs,lastPlayerTackle,goals,awayGoals,leftFootGoals,foulWonPenalty,homeGoals,penaltiesTaken,penaltyGoals,rightFootGoals,headedGoals,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,punches,savesMade,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,savesMadeCaught,penaltiesFaced,goalkeeperSmother,drops
155511,Adam Armstrong,Forward,Newcastle,4,England,2013-14,1.0,1.0,0.9951,1.0,0.0295,1.0,0.0,3.0,2.0,0.0,5.0,3.0,1.0,4.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,12.0,2.0,2.0,0.0,12.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,30.0,19.0,1.0,4.0,2.0,3.0,11.0,0.0292,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28301,Cheick Tioté,Midfielder,Newcastle,4,Cote d’Ivoire,2013-14,208.0,4.0,49.9616,23.0,0.8553,47.0,0.0,577.0,55.0,0.0,446.0,586.0,284.0,33.0,36.0,210.0,33.0,750.0,39.0,268.0,13.0,10.0,2093.0,357.0,40.0,0.0,2060.0,24.0,2.0,385.0,89.0,645.0,65.0,285.0,2764.0,2726.0,49.0,238.0,198.0,1077.0,1700.0,1.2236,6.0,10.0,2.0,0.073,8.0,12.0,5.0,2.5087,106.0,6.0,1.0,26.0,31.0,7.0,3.0,6.0,11.0,2.0,1.0,1.0,8.0,1.0,75.0,2.0,72.0,1.0,159.0,60.0,11.0,36.0,12.0,54.0,1.0,1.0,5.0,70.0,40.0,13.0,1.0,66.0,1.0,125.0,6.0,3.0,1.0,7.0,21.0,25.0,2.0,58.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,Dan Gosling,Midfielder,Newcastle,4,England,2013-14,22.0,,8.3403,5.0,0.5325,9.0,0.0,48.0,1.0,0.0,53.0,68.0,30.0,8.0,5.0,25.0,8.0,97.0,7.0,29.0,2.0,1.0,195.0,40.0,7.0,0.0,191.0,5.0,4.0,42.0,13.0,50.0,16.0,29.0,361.0,271.0,6.0,31.0,24.0,70.0,158.0,0.8881,12.0,1.0,1.0,,1.0,,2.0,,18.0,3.0,,8.0,4.0,1.0,1.0,,,1.0,,,2.0,,9.0,,4.0,,16.0,6.0,,8.0,3.0,5.0,,,1.0,10.0,5.0,,,5.0,1.0,8.0,,3.0,,1.0,,4.0,,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55604,Davide Santon,Defender,Newcastle,4,Italy,2013-14,101.0,4.0,35.3177,23.0,1.3286,35.0,0.0,362.0,16.0,0.0,231.0,388.0,136.0,27.0,16.0,143.0,27.0,386.0,32.0,202.0,61.0,50.0,988.0,165.0,46.0,0.0,969.0,12.0,1.0,343.0,66.0,102.0,60.0,136.0,2223.0,1677.0,20.0,130.0,84.0,414.0,726.0,0.8962,16.0,1.0,11.0,0.3311,13.0,4.0,3.0,0.8196,44.0,5.0,,1.0,26.0,13.0,14.0,7.0,4.0,14.0,,,3.0,,35.0,17.0,97.0,,81.0,19.0,4.0,11.0,9.0,36.0,6.0,,10.0,33.0,26.0,6.0,6.0,20.0,8.0,60.0,207.0,6.0,,13.0,38.0,11.0,,59.0,54.0,,1.0,2.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7933,Fabricio Coloccini,Defender,Newcastle,4,Argentina,2013-14,68.0,1.0,34.5421,4.0,0.2243,40.0,0.0,344.0,12.0,0.0,171.0,474.0,150.0,27.0,2.0,104.0,27.0,288.0,33.0,157.0,2.0,2.0,1126.0,95.0,41.0,0.0,1104.0,2.0,,178.0,76.0,219.0,63.0,89.0,2405.0,1426.0,35.0,103.0,62.0,681.0,866.0,0.1502,13.0,2.0,,,1.0,,,,43.0,1.0,,,27.0,,,7.0,,,,,7.0,,18.0,11.0,96.0,1.0,33.0,14.0,,15.0,3.0,6.0,,1.0,2.0,28.0,7.0,13.0,,6.0,,103.0,4.0,1.0,,,47.0,2.0,,53.0,41.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
38429,Gabriel Obertan,Midfielder,Newcastle,4,,2013-14,3.0,,0.9633,,0.0098,1.0,0.0,15.0,,0.0,8.0,6.0,4.0,3.0,,7.0,3.0,14.0,,8.0,,,26.0,6.0,2.0,0.0,25.0,,3.0,13.0,2.0,2.0,,3.0,33.0,36.0,,5.0,3.0,4.0,17.0,,3.0,0.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,3.0,,,,1.0,2.0,,,,1.0,2.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87112,Gael Bigirimana,Midfielder,Newcastle,4,Burundi,2013-14,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59304,Haris Vuckic,Forward,Newcastle,4,Slovenia,2013-14,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18753,Hatem Ben Arfa,Midfielder,Newcastle,4,France,2013-14,133.0,4.0,26.4847,27.0,2.7784,30.0,0.0,95.0,25.0,1.0,237.0,130.0,65.0,27.0,36.0,73.0,27.0,327.0,26.0,81.0,47.0,33.0,522.0,231.0,3.0,0.0,502.0,23.0,14.0,280.0,6.0,169.0,7.0,128.0,1303.0,950.0,3.0,104.0,101.0,132.0,418.0,3.9178,76.0,1.0,12.0,0.2313,10.0,13.0,16.0,4.2652,10.0,7.0,3.0,34.0,13.0,8.0,25.0,2.0,5.0,18.0,5.0,5.0,4.0,,23.0,,6.0,2.0,130.0,9.0,5.0,3.0,52.0,95.0,4.0,2.0,22.0,7.0,66.0,,4.0,16.0,8.0,23.0,14.0,6.0,2.0,8.0,,2.0,,8.0,18.0,,,8.0,,,1.0,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
106256,Jak Alnwick,Goalkeeper,Newcastle,4,England,2013-14,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77816,James Tavernier,Defender,Newcastle,4,England,2013-14,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21060,Jonás Gutiérrez,Midfielder,Newcastle,4,Argentina,2013-14,18.0,,2.7396,3.0,0.1433,5.0,0.0,24.0,8.0,0.0,48.0,40.0,16.0,6.0,2.0,21.0,6.0,51.0,4.0,23.0,11.0,10.0,87.0,40.0,4.0,0.0,82.0,2.0,3.0,49.0,8.0,12.0,7.0,11.0,260.0,169.0,4.0,30.0,26.0,16.0,63.0,0.0792,5.0,0.0,3.0,,1.0,,2.0,,15.0,,,,3.0,1.0,,,,3.0,,,1.0,,9.0,,2.0,,14.0,5.0,,3.0,1.0,8.0,,,1.0,12.0,3.0,1.0,,5.0,,1.0,4.0,3.0,,1.0,3.0,1.0,2.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38419,Loïc Rémy,Forward,Newcastle,4,France,2013-14,157.0,3.0,30.0425,28.0,1.9157,28.0,1.0,164.0,27.0,5.0,258.0,111.0,86.0,26.0,65.0,108.0,26.0,336.0,27.0,113.0,28.0,26.0,584.0,162.0,39.0,1.0,565.0,33.0,2.0,269.0,96.0,125.0,4.0,184.0,2103.0,937.0,57.0,101.0,62.0,145.0,456.0,11.5983,113.0,2.0,9.0,0.2867,25.0,32.0,5.0,12.586,10.0,9.0,3.0,77.0,24.0,10.0,3.0,4.0,8.0,10.0,10.0,10.0,1.0,,14.0,,7.0,15.0,100.0,5.0,8.0,2.0,31.0,67.0,4.0,15.0,20.0,8.0,29.0,,4.0,25.0,,15.0,2.0,7.0,3.0,10.0,1.0,4.0,1.0,5.0,19.0,,32.0,1.0,,,8.0,,14.0,6.0,3.0,1.0,8.0,1.0,,8.0,3.0,,,,,,,,,,,,,,,,
156257,Lubomír Satka,Defender,Newcastle,4,Slovakia,2013-14,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
