season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243393,1,7,Aston_Villa,Away,30243,47390,Neil Taylor,neil-taylor,M,False,,,,10.0,15.0,25.0,,,6.0,,,,,,,,4.0,,,,,,,,1.0,,,90.0,,1.0,,,,,,,5.0,,6.6,,,,,1.0,,,,1.0,,11.0,19.0,30.0,0,4.0,47.0,,,,2.0
2019-20,8243393,1,7,Aston_Villa,Away,44326,40564,Henri Lansbury,henri-lansbury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243393,1,7,Aston_Villa,Away,100574,85242,Conor Hourihane,conor-hourihane,M,False,,,,10.0,12.0,22.0,,,7.0,,,,,,1.0,1.0,5.0,,,,,,,,2.0,1.0,,82.0,,,,,,,,,5.0,,7.3,,,,,4.0,1.0,1.0,,1.0,,13.0,13.0,25.0,0,3.0,42.0,,1.0,1.0,1.0
2019-20,8243393,1,7,Aston_Villa,Away,146518,89274,Jota Peleteiro,jota-peleteiro,M,True,,,,4.0,1.0,5.0,,1.0,2.0,,,,,,1.0,2.0,2.0,,,1.0,,,,,,,,31.0,,,,,,,,,2.0,,6.2,,,,,1.0,,,,,,4.0,2.0,6.0,0,1.0,9.0,,,,
2019-20,8243393,1,7,Aston_Villa,Away,189061,114283,Jack Grealish,jack-grealish,M,False,,,2.0,11.0,19.0,30.0,,,7.0,,,,2.0,,1.0,4.0,10.0,,,1.0,,,,,,2.0,,90.0,,2.0,,,,,,,5.0,,7.3,,,,,,1.0,,,2.0,,12.0,20.0,32.0,0,4.0,52.0,2.0,5.0,1.0,4.0
2019-20,8243393,1,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,,,1.0,4.0,2.0,6.0,,1.0,2.0,,,,2.0,,4.0,8.0,11.0,,,2.0,,1.0,,,1.0,1.0,,90.0,1.0,,,,,,,,13.0,,7.5,,,1.0,,,,,,1.0,,7.0,3.0,10.0,2,8.0,34.0,4.0,2.0,,4.0
2019-20,8243393,1,7,Aston_Villa,Away,295361,148508,Mahmoud Trézéguet,mahmoud-trezeguet,M,False,1.0,,,6.0,3.0,8.0,1.0,2.0,1.0,,,1.0,2.0,,,6.0,8.0,,,1.0,,,,,,1.0,,59.0,1.0,,,,,,,,7.0,,6.9,,,,,2.0,3.0,4.0,,,,10.0,3.0,9.0,2,3.0,30.0,1.0,2.0,1.0,1.0
2019-20,8243393,1,7,Aston_Villa,Away,867887,230046,Douglas Luiz,douglas-luiz,M,True,,,,,5.0,5.0,,,1.0,,,,1.0,,,2.0,1.0,,,,,,,,,1.0,,8.0,,1.0,,,,,,,1.0,,6.2,,,,,1.0,1.0,,,,,,5.0,5.0,0,,10.0,,1.0,,
2019-20,8243412,2,7,Aston_Villa,Home,30243,47390,Neil Taylor,neil-taylor,M,False,1.0,,1.0,23.0,22.0,44.0,2.0,,8.0,,,1.0,,,1.0,4.0,1.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,10.0,,6.6,,,1.0,,3.0,,1.0,,4.0,,29.0,25.0,53.0,2,1.0,75.0,,,,1.0
2019-20,8243412,2,7,Aston_Villa,Home,44326,40564,Henri Lansbury,henri-lansbury,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
