season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436877,1,7,Aston_Villa,Away,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436877,1,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,,,1.0,8.0,4.0,12.0,,,1.0,,,1.0,,,,2.0,5.0,,,0.0123473,0.2991,,2.0,0.0,,,,,,,,62.0,,,,,,,,3.0,,6.8,,,1.0,,1.0,,1.0,,2.0,,10.0,4.0,13.0,2,2.0,26.0,1.0,3.0,,1.0
2024-25,12436877,1,7,Aston_Villa,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,1.0,,,25.0,22.0,46.0,,,5.0,1.0,,2.0,,,1.0,3.0,5.0,,,0.238325,0.1818,,1.0,1.0,,,,,2.0,3.0,,90.0,,,,,,,,10.0,,7.4,,,,,1.0,2.0,2.0,,1.0,,30.0,23.0,51.0,2,2.0,69.0,2.0,2.0,1.0,2.0
2024-25,12436877,1,7,Aston_Villa,Away,783126,195546,Emiliano Buendía,emiliano-buendia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436877,1,7,Aston_Villa,Away,808590,215711,Leon Bailey,leon-bailey,M,False,1.0,,1.0,12.0,3.0,14.0,,,4.0,,1.0,1.0,,,2.0,4.0,4.0,,,0.210887,0.2091,,2.0,0.0,,,,1.0,,2.0,,74.0,,,,,,,,17.0,,6.8,,,2.0,,,2.0,4.0,,2.0,,24.0,4.0,24.0,3,,41.0,2.0,2.0,2.0,
2024-25,12436877,1,7,Aston_Villa,Away,923973,449871,Amadou Onana,amadou-onana,M,False,,,2.0,15.0,15.0,30.0,5.0,3.0,6.0,,,,,,1.0,7.0,10.0,,,0.0118543,0.5503,0.9354,1.0,0.0,1.0,,,,2.0,,,90.0,1.0,,,,,,,4.0,,7.7,,,,,3.0,1.0,,,2.0,,15.0,16.0,31.0,1,3.0,51.0,1.0,3.0,1.0,1.0
2024-25,12436877,1,7,Aston_Villa,Away,948261,244850,Morgan Rogers,morgan-rogers,M,False,,,,10.0,9.0,19.0,1.0,1.0,6.0,,,1.0,,,1.0,4.0,4.0,,,0.083794,0.2118,0.2493,1.0,0.0,,,,,,2.0,,90.0,1.0,1.0,,,,,,7.0,,7.3,,,,,1.0,2.0,1.0,,,,15.0,9.0,23.0,2,1.0,38.0,,1.0,1.0,1.0
2024-25,12436877,1,7,Aston_Villa,Away,975937,232653,Jacob Ramsey,jacob-ramsey,M,True,,,1.0,6.0,6.0,12.0,,,5.0,1.0,,1.0,1.0,,,1.0,1.0,,,0.133214,0.0616,,,1.0,,,,,,1.0,,28.0,,,,,,,,2.0,,7.2,,,,,,1.0,,,1.0,,6.0,6.0,12.0,1,,17.0,1.0,,1.0,
2024-25,12436877,1,7,Aston_Villa,Away,1014461,481624,Jaden Philogene-Bidace,jaden-philogene-bidace,M,True,,,,6.0,1.0,7.0,2.0,,1.0,,,,,,,3.0,2.0,,,0.00507231,0.0656,,1.0,0.0,,,,,,,,16.0,,,,,,,,2.0,,6.8,,,1.0,,1.0,,,,,,7.0,2.0,9.0,1,1.0,14.0,,1.0,,1.0
2024-25,12436886,2,7,Aston_Villa,Home,98435,88894,Ross Barkley,ross-barkley,M,True,,,,9.0,1.0,10.0,,,,,,,,,,,,,,0.00883553,0.0228,,,0.0,,,,,,,,14.0,,,,,,,,3.0,,6.5,,,1.0,,,,,,1.0,,10.0,2.0,12.0,1,,14.0,,,,
2024-25,12436886,2,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,,,1.0,7.0,6.0,13.0,,1.0,3.0,,,,,,,1.0,5.0,,,0.00805385,,,,0.0,,,,,,,,65.0,,,,,,,,4.0,,6.7,,,,,,1.0,,,1.0,,8.0,6.0,14.0,0,,23.0,2.0,4.0,,
2024-25,12436886,2,7,Aston_Villa,Home,331737,166989,Youri Tielemans,youri-tielemans,M,False,1.0,,2.0,14.0,14.0,27.0,1.0,,4.0,,,,,,,4.0,7.0,,,0.0396632,,,2.0,0.0,,,,,,2.0,,90.0,,1.0,,,,,,8.0,,7.1,,,,,,2.0,4.0,,4.0,,18.0,15.0,29.0,0,5.0,50.0,2.0,1.0,1.0,2.0
2024-25,12436886,2,7,Aston_Villa,Home,783126,195546,Emiliano Buendía,emiliano-buendia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436886,2,7,Aston_Villa,Home,808590,215711,Leon Bailey,leon-bailey,M,False,,,,7.0,3.0,10.0,1.0,1.0,5.0,,,,,,1.0,3.0,5.0,,,0.0247126,0.0373,0.0939,,0.0,,,,,,1.0,,90.0,1.0,,,,,,,14.0,,6.6,,,,,3.0,2.0,1.0,,2.0,1.0,15.0,6.0,20.0,1,2.0,34.0,1.0,1.0,1.0,
2024-25,12436886,2,7,Aston_Villa,Home,923973,449871,Amadou Onana,amadou-onana,M,False,,,1.0,7.0,11.0,18.0,,3.0,1.0,,,1.0,1.0,,1.0,4.0,6.0,,,0.00614217,0.1081,,2.0,0.0,,,,1.0,1.0,,,76.0,,,,,,,,3.0,,6.8,,,1.0,,1.0,,,,1.0,,7.0,13.0,20.0,2,1.0,29.0,,2.0,,
