season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576160,1,7,Aston_Villa,Away,250223,122806,John McGinn,john-mcginn,M,False,,,5.0,19.0,11.0,30.0,2.0,1.0,5.0,,,,1.0,,,1.0,4.0,6.0,,,,,1.0,,,,2.0,,,90.0,1.0,,,,,,,11.0,,7.4,,,2.0,,1.0,1.0,3.0,,7.0,,28.0,11.0,36.0,3,2.0,52.0,1.0,2.0,1.0,
2021-22,9576160,1,7,Aston_Villa,Away,556904,184704,Marvelous Nakamba,marvelous-nakamba,M,False,,,3.0,22.0,23.0,45.0,1.0,1.0,7.0,,,,3.0,,,2.0,10.0,8.0,,,4.0,,,,,,,,,90.0,,,,,,,,12.0,,6.4,,,,,,3.0,,,3.0,,28.0,24.0,52.0,0,2.0,65.0,3.0,2.0,3.0,2.0
2021-22,9576160,1,7,Aston_Villa,Away,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,,,1.0,17.0,6.0,23.0,1.0,1.0,3.0,,,1.0,1.0,,,6.0,8.0,3.0,,,,,,,,,1.0,,,72.0,,,,,,,,18.0,,5.9,,,,,,1.0,4.0,,2.0,,27.0,7.0,30.0,1,1.0,48.0,1.0,,1.0,1.0
2021-22,9576160,1,7,Aston_Villa,Away,808590,215711,Leon Bailey,leon-bailey,M,True,1.0,,,5.0,,4.0,,,1.0,,,1.0,,,,2.0,2.0,3.0,,,,1.0,,,,,,1.0,,30.0,,,,,,,,6.0,,7.0,,,1.0,,,1.0,3.0,,,,8.0,,5.0,2,1.0,17.0,1.0,1.0,1.0,1.0
2021-22,9576160,1,7,Aston_Villa,Away,975937,232653,Jacob Ramsey,jacob-ramsey,M,True,,,,11.0,10.0,21.0,3.0,1.0,2.0,,,,2.0,,,,8.0,4.0,,,2.0,,,,,,,1.0,,45.0,,,,,,,,7.0,,6.4,,,1.0,,,1.0,,,1.0,,14.0,11.0,25.0,1,1.0,33.0,2.0,2.0,,1.0
2021-22,9576160,1,7,Aston_Villa,Away,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576160,1,7,Aston_Villa,Away,1014461,481624,Jaden Philogene-Bidace,jaden-philogene-bidace,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,7,Aston_Villa,Home,100574,85242,Conor Hourihane,conor-hourihane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,7,Aston_Villa,Home,250223,122806,John McGinn,john-mcginn,M,False,2.0,,4.0,20.0,8.0,26.0,,2.0,8.0,,,,1.0,,,1.0,3.0,5.0,,,1.0,,,,,,1.0,3.0,,90.0,,,,,,,,9.0,,7.3,,,1.0,,2.0,,3.0,,5.0,,26.0,8.0,31.0,1,,46.0,2.0,3.0,,
2021-22,9576209,2,7,Aston_Villa,Home,556904,184704,Marvelous Nakamba,marvelous-nakamba,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,7,Aston_Villa,Home,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,1.0,,2.0,14.0,8.0,21.0,1.0,,4.0,,,,,,,1.0,5.0,5.0,,,1.0,,,,,,,3.0,,86.0,,,,,,,,13.0,,7.1,,,,,,3.0,5.0,,3.0,,24.0,8.0,27.0,0,2.0,44.0,,2.0,1.0,1.0
2021-22,9576209,2,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,False,,,1.0,11.0,18.0,29.0,1.0,3.0,3.0,,,,2.0,,,1.0,6.0,4.0,,,2.0,,,,,,1.0,,,88.0,,,,,,,,7.0,,6.5,,,1.0,,2.0,,,,1.0,,13.0,19.0,32.0,1,1.0,44.0,2.0,,,1.0
2021-22,9576209,2,7,Aston_Villa,Home,975937,232653,Jacob Ramsey,jacob-ramsey,M,False,1.0,,3.0,15.0,5.0,19.0,2.0,,3.0,,,,,,,,3.0,7.0,,,1.0,,,,,,,,,90.0,,,,,,,,11.0,,7.2,,,1.0,,3.0,1.0,1.0,,4.0,,18.0,6.0,23.0,1,3.0,42.0,6.0,3.0,1.0,2.0
2021-22,9576209,2,7,Aston_Villa,Home,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,7,Aston_Villa,Home,1014461,481624,Jaden Philogene-Bidace,jaden-philogene-bidace,M,True,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,,,,,,,,11.0,,,,,,,,5.0,,6.1,,,,,,,,,,,1.0,1.0,2.0,0,,7.0,,1.0,,
2021-22,9576152,3,7,Aston_Villa,Home,100574,85242,Conor Hourihane,conor-hourihane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576152,3,7,Aston_Villa,Home,556904,184704,Marvelous Nakamba,marvelous-nakamba,M,True,,,,3.0,5.0,8.0,,,,,,,,,,,,1.0,,,,,,,,,,,,27.0,,,,,,,,1.0,,6.6,,,,,,,,,,,4.0,5.0,9.0,0,,10.0,,1.0,,
2021-22,9576152,3,7,Aston_Villa,Home,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,3.0,,2.0,11.0,9.0,17.0,1.0,1.0,9.0,,,,2.0,,,6.0,9.0,10.0,,,,,1.0,,,,,2.0,,90.0,1.0,,,,,,,22.0,,7.6,,,,,1.0,3.0,8.0,,6.0,,24.0,11.0,27.0,1,4.0,57.0,1.0,2.0,3.0,1.0
2021-22,9576152,3,7,Aston_Villa,Home,867887,230046,Douglas Luiz,douglas-luiz,M,False,,,,11.0,20.0,31.0,2.0,2.0,8.0,,,,,,,,5.0,3.0,,,4.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,,9.0,,6.7,,,,,1.0,,,,1.0,,15.0,23.0,38.0,0,,48.0,2.0,1.0,,
2021-22,9576152,3,7,Aston_Villa,Home,994556,478912,Carney Chukwuemeka,carney-chukwuemeka,M,False,,,1.0,7.0,6.0,13.0,3.0,2.0,,,,,1.0,,,1.0,5.0,5.0,,,,,,,,,,,,63.0,,,,,,,,6.0,,6.5,,,,,,1.0,,,1.0,,9.0,8.0,17.0,0,1.0,23.0,1.0,1.0,1.0,
