playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,otherGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,throwInsToOppositionPlayer,foulWonPenalty,headedGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,ownGoalScored,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,drops,penaltiesTaken,redCards2ndYellow,penaltyGoals
219002,Dodi Lukébakio,Forward,Watford,57,Belgium,2017-18,,1.0,0.0485,0.0,,,,1.0,1.0,,,1.0,,,,,,6.0,,,,,,,1.0,,15.0,,,,1.0,,,,1.0,6.0,2.0,0.8666,2.0,,,1.0,,,1.0,,1.0,,2.0,,1.0,,,1.0,,,5.0,1.0,1.0,,,1.0,,0.0,6.0,1.0,,2.0,,,,2.0,,,,,1.0,12.0,,,,,,2.0,,,0.0275,0.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
94924,Gerard Deulofeu,Forward,Watford,57,Spain,2017-18,35.0,1.0,0.4098,0.0,1.0,4.0,0.8892,5.0,7.0,1.0,36.0,7.0,,2.0,5.0,36.0,10.0,142.0,1.0,1.0,1.0,6.0,,1.0,3.0,2.0,438.0,2.0,1.0,6.0,27.0,1.0,,10.0,27.0,102.0,30.0,2.6434,11.0,,2.0,3.0,,29.0,28.0,5.0,62.0,,39.0,24.0,7.0,1.0,,2.0,1.0,10.0,79.0,2.0,12.0,,,56.0,,0.0,139.0,3.0,8.0,88.0,3.0,17.0,,46.0,3.0,4.0,,4.0,29.0,246.0,1.0,5.0,,1.0,,30.0,,,0.5252,0.0,,8.0,2.0,1.0,1.0,,6.0,2.0,2.0,,0.149,2.0,2.0,,,,,,,,,,,,,,,,
18656,Heurelho Gomes,Goalkeeper,Watford,57,Brazil,2017-18,2.0,,0.0435,0.0,,,,,,,,24.0,,,24.0,278.0,,630.0,,,,13.0,5.0,,,,2129.0,,,,15.0,6.0,1.0,1.0,2.0,144.0,,36.9885,,112.0,39.0,40.0,,2.0,63.0,3.0,17.0,1.0,515.0,215.0,24.0,,,,,,153.0,34.0,,,,4.0,13.0,0.0,317.0,,2.0,310.0,,,,52.0,1.0,2.0,,208.0,,890.0,,1.0,,,183.0,199.0,1.0,,,0.0,278.0,53.0,,,,,,,,,,,,15.0,21.0,5.0,3.0,24.0,61.0,11.0,1.0,195.0,99.0,17.0,40.0,,,,
133801,Jerome Sinclair,Forward,Watford,57,England,2017-18,5.0,,0.0326,0.0,,,,,,,1.0,4.0,,,,1.0,,8.0,,,,1.0,,,,,29.0,,,1.0,2.0,,,,2.0,7.0,1.0,0.3767,1.0,,,1.0,,4.0,2.0,,7.0,,2.0,2.0,4.0,,,,,2.0,5.0,1.0,,,,6.0,,0.0,8.0,,,4.0,,2.0,,2.0,1.0,1.0,,,2.0,16.0,,,,,,2.0,1.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40868,José Holebas,Defender,Watford,57,Greece,2017-18,142.0,13.0,3.6858,0.0,7.0,3.0,0.3028,51.0,10.0,,194.0,28.0,4.0,,26.0,303.0,81.0,958.0,,1.0,6.0,80.0,5.0,3.0,44.0,,2381.0,,,35.0,136.0,4.0,2.0,71.0,91.0,600.0,14.0,40.5418,35.0,21.0,81.0,47.0,1.0,107.0,264.0,18.0,278.0,16.0,514.0,160.0,28.0,3.0,,20.0,,24.0,393.0,43.0,166.0,,1.0,198.0,45.0,0.0,918.0,7.0,26.0,702.0,31.0,23.0,8.0,50.0,37.0,29.0,,55.0,130.0,1890.0,202.0,2.0,,6.0,72.0,306.0,21.0,1.0,0.5865,7.0,109.0,73.0,2.0,142.0,,,92.0,25.0,60.0,,0.1453,2.0,2.0,,,,,,,,,,,,,,,,
209420,Joy Mukena,Defender,Watford,57,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54484,Kiko Femenía,Defender,Watford,57,Spain,2017-18,53.0,15.0,2.0549,0.0,2.0,3.0,0.5834,36.0,7.0,1.0,90.0,23.0,1.0,2.0,19.0,133.0,44.0,794.0,1.0,2.0,1.0,26.0,3.0,1.0,15.0,1.0,1714.0,1.0,,16.0,92.0,5.0,,40.0,82.0,633.0,23.0,31.427,17.0,8.0,30.0,34.0,1.0,37.0,60.0,21.0,145.0,13.0,252.0,108.0,23.0,1.0,1.0,8.0,,7.0,410.0,29.0,45.0,,1.0,119.0,10.0,0.0,790.0,4.0,11.0,247.0,28.0,25.0,2.0,323.0,7.0,34.0,,28.0,159.0,1246.0,131.0,6.0,,1.0,25.0,266.0,,2.0,0.3645,2.0,43.0,57.0,4.0,18.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
66247,Marvin Zeegelaar,Defender,Watford,57,Netherlands,2017-18,52.0,9.0,0.8036,1.0,,,,23.0,,1.0,68.0,12.0,1.0,1.0,12.0,85.0,28.0,422.0,,,,21.0,2.0,,10.0,,995.0,,,8.0,59.0,4.0,,31.0,46.0,321.0,12.0,17.3408,6.0,5.0,25.0,17.0,,44.0,134.0,9.0,111.0,4.0,208.0,63.0,12.0,,,5.0,,5.0,196.0,13.0,28.0,,,90.0,13.0,1.0,416.0,,11.0,180.0,18.0,15.0,1.0,11.0,17.0,20.0,,16.0,69.0,727.0,89.0,1.0,,,12.0,151.0,11.0,1.0,,4.0,17.0,21.0,,35.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
52153,Miguel Britos,Defender,Watford,57,Uruguay,2017-18,35.0,1.0,0.6878,1.0,,2.0,0.946,15.0,4.0,,44.0,12.0,,,10.0,75.0,4.0,388.0,1.0,,,46.0,2.0,1.0,1.0,,798.0,,,19.0,50.0,2.0,,14.0,23.0,276.0,6.0,16.9012,3.0,11.0,44.0,16.0,,16.0,130.0,6.0,85.0,8.0,168.0,45.0,12.0,1.0,,4.0,,2.0,130.0,14.0,4.0,,,39.0,27.0,1.0,376.0,2.0,1.0,91.0,11.0,2.0,1.0,54.0,8.0,12.0,,37.0,36.0,510.0,4.0,2.0,,,13.0,184.0,5.0,,0.8163,3.0,31.0,18.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
103127,Molla Wagué,Defender,Watford,57,Mali,2017-18,14.0,1.0,0.0228,0.0,,1.0,0.4477,5.0,3.0,,20.0,6.0,,,5.0,37.0,,145.0,1.0,,,22.0,,,1.0,,440.0,,,6.0,22.0,,1.0,2.0,6.0,95.0,3.0,7.1984,,7.0,30.0,8.0,,8.0,21.0,1.0,36.0,1.0,70.0,17.0,6.0,,1.0,2.0,,,41.0,8.0,,,,14.0,16.0,0.0,141.0,2.0,,41.0,3.0,,,47.0,5.0,9.0,,13.0,7.0,205.0,,2.0,,,15.0,68.0,2.0,,0.4032,0.0,17.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
89085,Nathaniel Chalobah,Midfielder,Watford,57,England,2017-18,20.0,,0.0656,0.0,2.0,4.0,1.4035,9.0,10.0,1.0,34.0,6.0,,4.0,5.0,50.0,1.0,182.0,,1.0,1.0,16.0,2.0,2.0,,2.0,447.0,2.0,1.0,5.0,33.0,,,6.0,22.0,123.0,10.0,7.1414,1.0,1.0,6.0,7.0,1.0,15.0,56.0,7.0,53.0,1.0,79.0,36.0,6.0,2.0,,3.0,,5.0,74.0,7.0,2.0,,1.0,37.0,11.0,0.0,177.0,6.0,3.0,68.0,6.0,7.0,5.0,29.0,3.0,6.0,,9.0,18.0,259.0,,2.0,,1.0,3.0,58.0,3.0,,0.8569,1.0,16.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
48332,Orestis Karnezis,Goalkeeper,Watford,57,Greece,2017-18,2.0,,0.0284,0.0,,,,,,,,15.0,,,14.0,206.0,,373.0,,,,5.0,4.0,,,,1291.0,,,,8.0,1.0,,,3.0,36.0,,20.2178,,85.0,7.0,24.0,,2.0,14.0,1.0,10.0,,341.0,144.0,15.0,,,,,,108.0,23.0,,,,5.0,5.0,0.0,175.0,,,207.0,,,,18.0,,1.0,,131.0,,469.0,,,,,136.0,59.0,,,,0.0,206.0,23.0,1.0,,,,,,,,,,,7.0,10.0,,3.0,4.0,34.0,8.0,,70.0,42.0,12.0,22.0,3.0,,,
212319,Richarlison,Forward,Watford,57,Brazil,2017-18,356.0,6.0,2.2067,0.0,26.0,22.0,6.6846,64.0,69.0,2.0,271.0,38.0,4.0,21.0,32.0,290.0,44.0,804.0,5.0,21.0,8.0,282.0,3.0,4.0,6.0,13.0,2827.0,13.0,6.0,162.0,325.0,6.0,,101.0,205.0,506.0,199.0,48.7146,22.0,1.0,29.0,54.0,18.0,194.0,274.0,95.0,681.0,34.0,257.0,138.0,38.0,4.0,2.0,20.0,2.0,52.0,369.0,48.0,45.0,,18.0,399.0,120.0,0.0,803.0,47.0,32.0,601.0,44.0,47.0,5.0,77.0,37.0,24.0,,8.0,196.0,1583.0,4.0,10.0,2.0,8.0,10.0,151.0,24.0,,10.2954,4.0,19.0,44.0,6.0,,2.0,1.0,1.0,,1.0,,0.0982,2.0,2.0,,,,,,,,,,,,,,,,
61566,Roberto Pereyra,Midfielder,Watford,57,Argentina,2017-18,116.0,10.0,3.0285,0.0,11.0,13.0,4.8823,10.0,22.0,1.0,89.0,32.0,2.0,23.0,18.0,102.0,20.0,676.0,5.0,2.0,5.0,20.0,1.0,2.0,14.0,6.0,1622.0,6.0,4.0,17.0,71.0,3.0,,31.0,68.0,541.0,61.0,29.6308,22.0,2.0,3.0,34.0,6.0,99.0,215.0,27.0,187.0,16.0,172.0,101.0,32.0,2.0,5.0,2.0,,38.0,364.0,31.0,35.0,,6.0,167.0,3.0,0.0,658.0,9.0,20.0,269.0,8.0,31.0,,153.0,18.0,9.0,,33.0,136.0,1028.0,9.0,12.0,1.0,5.0,4.0,224.0,8.0,,3.3502,3.0,13.0,17.0,14.0,,2.0,,20.0,5.0,11.0,,0.2129,2.0,2.0,,,,,,,,,,,,,,,,
41945,Sebastian Prödl,Defender,Watford,57,Austria,2017-18,56.0,,0.1332,0.0,1.0,1.0,0.1351,22.0,7.0,,64.0,21.0,,,17.0,124.0,1.0,568.0,,2.0,1.0,73.0,5.0,,,1.0,1568.0,1.0,,28.0,73.0,5.0,,16.0,28.0,390.0,17.0,23.9522,2.0,18.0,89.0,29.0,,28.0,123.0,9.0,129.0,11.0,255.0,76.0,21.0,,,5.0,,,131.0,24.0,1.0,,,56.0,45.0,0.0,551.0,6.0,2.0,132.0,17.0,,9.0,155.0,21.0,31.0,,54.0,35.0,775.0,1.0,2.0,,1.0,40.0,313.0,12.0,,0.6383,5.0,60.0,42.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20046,Stefano Okaka,Forward,Watford,57,Italy,2017-18,75.0,1.0,0.4165,0.0,2.0,3.0,0.8962,6.0,8.0,2.0,51.0,15.0,1.0,16.0,3.0,52.0,,154.0,1.0,4.0,1.0,52.0,,1.0,1.0,1.0,445.0,1.0,3.0,30.0,51.0,,,8.0,29.0,98.0,27.0,8.3864,4.0,,,9.0,1.0,45.0,51.0,9.0,126.0,3.0,34.0,23.0,15.0,1.0,,2.0,,4.0,87.0,9.0,,,1.0,74.0,22.0,0.0,153.0,5.0,3.0,100.0,4.0,14.0,,37.0,21.0,,,4.0,32.0,257.0,2.0,3.0,1.0,1.0,,16.0,8.0,3.0,1.8255,2.0,1.0,7.0,12.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
43250,Tom Cleverley,Midfielder,Watford,57,England,2017-18,124.0,4.0,1.8144,1.0,6.0,3.0,1.5902,48.0,10.0,2.0,142.0,23.0,2.0,21.0,22.0,201.0,26.0,1137.0,1.0,1.0,5.0,66.0,5.0,2.0,19.0,,1905.0,,3.0,42.0,103.0,6.0,,36.0,79.0,879.0,15.0,30.6881,27.0,9.0,19.0,31.0,1.0,82.0,284.0,26.0,227.0,10.0,377.0,151.0,23.0,2.0,1.0,22.0,,3.0,606.0,25.0,63.0,,1.0,161.0,24.0,0.0,1062.0,7.0,6.0,313.0,26.0,5.0,1.0,299.0,33.0,25.0,,57.0,177.0,1454.0,9.0,4.0,,5.0,26.0,349.0,24.0,1.0,1.8865,1.0,59.0,46.0,1.0,,,,47.0,13.0,27.0,,0.0657,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,
41725,Troy Deeney,Forward,Watford,57,England,2017-18,246.0,1.0,1.9658,1.0,9.0,15.0,8.1164,15.0,27.0,1.0,222.0,29.0,2.0,30.0,20.0,235.0,6.0,542.0,5.0,16.0,3.0,321.0,4.0,3.0,1.0,7.0,1841.0,7.0,6.0,186.0,168.0,3.0,,33.0,33.0,297.0,89.0,25.9813,24.0,,20.0,28.0,6.0,60.0,149.0,17.0,414.0,13.0,225.0,52.0,29.0,3.0,5.0,4.0,,4.0,261.0,25.0,6.0,,6.0,93.0,135.0,1.0,536.0,12.0,7.0,299.0,11.0,4.0,1.0,94.0,24.0,5.0,,10.0,74.0,761.0,1.0,6.0,,3.0,3.0,47.0,8.0,,7.1843,1.0,13.0,25.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.0
108413,Will Hughes,Midfielder,Watford,57,England,2017-18,68.0,1.0,1.8216,0.0,1.0,4.0,1.2419,34.0,11.0,4.0,70.0,15.0,3.0,27.0,11.0,82.0,3.0,403.0,2.0,1.0,1.0,17.0,,1.0,1.0,1.0,993.0,1.0,4.0,14.0,65.0,3.0,,27.0,62.0,318.0,32.0,14.0404,14.0,,6.0,16.0,,54.0,83.0,21.0,133.0,15.0,126.0,58.0,15.0,1.0,,16.0,2.0,3.0,235.0,13.0,9.0,,,116.0,3.0,0.0,395.0,7.0,4.0,142.0,18.0,7.0,1.0,103.0,19.0,15.0,,3.0,91.0,602.0,,9.0,,1.0,8.0,87.0,17.0,,0.5979,0.0,12.0,16.0,4.0,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,
37742,Younes Kaboul,Defender,Watford,57,France,2017-18,5.0,,0.0122,0.0,,,,3.0,,,12.0,2.0,,,2.0,24.0,,76.0,,,,11.0,,,,,151.0,,,3.0,11.0,,,4.0,3.0,42.0,1.0,3.4767,,4.0,15.0,3.0,,2.0,13.0,,16.0,2.0,37.0,7.0,2.0,,,1.0,,1.0,17.0,3.0,,,,5.0,8.0,0.0,76.0,,,25.0,2.0,,2.0,18.0,1.0,2.0,,10.0,8.0,102.0,,1.0,,,6.0,35.0,,,,0.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38439,Étienne Capoue,Midfielder,Watford,57,France,2017-18,99.0,1.0,1.1564,0.0,12.0,3.0,0.451,43.0,11.0,5.0,106.0,23.0,,28.0,18.0,154.0,3.0,875.0,1.0,1.0,11.0,65.0,4.0,2.0,1.0,,1541.0,,1.0,23.0,114.0,2.0,,31.0,72.0,659.0,6.0,24.7899,8.0,3.0,35.0,29.0,1.0,76.0,237.0,16.0,213.0,20.0,264.0,119.0,23.0,2.0,1.0,17.0,,10.0,358.0,27.0,3.0,,1.0,148.0,42.0,0.0,845.0,8.0,8.0,198.0,26.0,13.0,1.0,204.0,21.0,43.0,,62.0,170.0,1141.0,1.0,5.0,1.0,11.0,15.0,364.0,13.0,1.0,0.8342,3.0,48.0,43.0,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
