playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,otherGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,throwInsToOppositionPlayer,foulWonPenalty,headedGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,ownGoalScored,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,drops,penaltiesTaken,redCards2ndYellow,penaltyGoals
121599,Abdoulaye Doucouré,Midfielder,Watford,57,Mali,2017-18,203.0,6.0,2.9478,0.0,10.0,17.0,4.6973,79.0,37.0,2.0,309.0,37.0,3.0,27.0,37.0,367.0,20.0,2244.0,7.0,2.0,4.0,95.0,9.0,5.0,6.0,5.0,3325.0,5.0,2.0,52.0,188.0,6.0,1.0,77.0,145.0,1793.0,70.0,56.7103,37.0,9.0,55.0,63.0,6.0,151.0,720.0,26.0,391.0,33.0,614.0,345.0,37.0,5.0,5.0,27.0,1.0,12.0,1000.0,57.0,20.0,1.0,6.0,296.0,43.0,0.0,2186.0,20.0,10.0,512.0,52.0,41.0,10.0,620.0,44.0,54.0,1.0,84.0,290.0,2803.0,2.0,1.0,1.0,4.0,23.0,883.0,20.0,2.0,3.5444,10.0,58.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20145,Adrian Mariappa,Defender,Watford,57,Jamaica,2017-18,130.0,,0.2898,0.0,2.0,2.0,0.2147,45.0,8.0,,135.0,28.0,,1.0,24.0,221.0,4.0,961.0,,,,165.0,6.0,,,2.0,2208.0,2.0,,75.0,149.0,5.0,,22.0,59.0,686.0,18.0,38.7857,4.0,16.0,129.0,43.0,2.0,55.0,173.0,16.0,279.0,9.0,448.0,111.0,28.0,,,19.0,,4.0,256.0,38.0,4.0,,2.0,114.0,90.0,0.0,951.0,6.0,2.0,264.0,26.0,2.0,16.0,268.0,32.0,45.0,1.0,54.0,72.0,1342.0,34.0,3.0,,,53.0,484.0,14.0,,0.6569,4.0,86.0,82.0,4.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
73426,Andre Gray,Forward,Watford,57,Jamaica,2017-18,97.0,2.0,1.2117,0.0,9.0,13.0,6.2726,2.0,25.0,2.0,82.0,31.0,2.0,27.0,16.0,84.0,7.0,299.0,5.0,12.0,1.0,70.0,2.0,,2.0,8.0,1496.0,8.0,7.0,53.0,26.0,4.0,,23.0,9.0,210.0,80.0,25.2742,16.0,,3.0,30.0,8.0,44.0,68.0,5.0,123.0,11.0,57.0,31.0,31.0,,3.0,1.0,,9.0,160.0,26.0,7.0,,8.0,53.0,17.0,0.0,288.0,12.0,7.0,181.0,1.0,2.0,,78.0,11.0,4.0,,5.0,96.0,491.0,,12.0,,1.0,2.0,57.0,3.0,,6.8969,1.0,2.0,15.0,15.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
100412,André Carrillo,Midfielder,Watford,57,Peru,2017-18,143.0,9.0,2.3758,0.0,8.0,3.0,0.912,31.0,16.0,2.0,147.0,28.0,2.0,34.0,16.0,166.0,40.0,709.0,1.0,4.0,4.0,54.0,1.0,,9.0,2.0,1536.0,2.0,4.0,41.0,118.0,2.0,,46.0,105.0,517.0,59.0,27.6506,18.0,1.0,11.0,31.0,4.0,102.0,112.0,15.0,261.0,7.0,183.0,102.0,28.0,,,7.0,,23.0,360.0,29.0,45.0,,4.0,207.0,13.0,0.0,703.0,13.0,11.0,333.0,24.0,59.0,,234.0,13.0,15.0,,26.0,180.0,1089.0,9.0,8.0,,4.0,9.0,192.0,4.0,,2.2967,2.0,19.0,43.0,12.0,,,1.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
179725,Carl Stewart,Midfielder,Watford,57,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85624,Christian Kabasele,Defender,Watford,57,Belgium,2017-18,93.0,,0.2578,0.0,,5.0,0.6105,42.0,10.0,,125.0,28.0,,,27.0,228.0,1.0,903.0,2.0,,,149.0,6.0,,,3.0,2332.0,3.0,1.0,46.0,164.0,6.0,1.0,21.0,61.0,611.0,26.0,38.1655,3.0,17.0,173.0,43.0,,47.0,223.0,16.0,257.0,14.0,457.0,98.0,28.0,,,17.0,,,232.0,37.0,1.0,,,108.0,103.0,0.0,875.0,5.0,1.0,244.0,25.0,3.0,23.0,173.0,31.0,34.0,2.0,64.0,50.0,1265.0,2.0,3.0,,,62.0,443.0,11.0,1.0,0.7144,5.0,103.0,78.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,
41338,Craig Cathcart,Defender,Watford,57,Northern Ireland,2017-18,10.0,,0.032,0.0,,1.0,0.0311,8.0,2.0,,15.0,7.0,,,5.0,42.0,,185.0,,,,16.0,1.0,,,1.0,495.0,1.0,,6.0,20.0,,,3.0,10.0,119.0,3.0,4.2299,,10.0,38.0,6.0,,4.0,47.0,1.0,30.0,2.0,81.0,32.0,7.0,,,3.0,,1.0,45.0,6.0,,,,14.0,10.0,0.0,181.0,1.0,1.0,44.0,5.0,1.0,6.0,40.0,2.0,3.0,,24.0,17.0,250.0,,1.0,,,18.0,98.0,2.0,,0.1385,1.0,27.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
154506,Daniel Bachmann,Goalkeeper,Watford,57,Austria,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52940,Daryl Janmaat,Defender,Watford,57,Netherlands,2017-18,82.0,16.0,1.312,0.0,5.0,10.0,3.5207,46.0,19.0,,118.0,23.0,,1.0,21.0,185.0,52.0,768.0,3.0,1.0,2.0,44.0,2.0,2.0,16.0,5.0,1822.0,5.0,,17.0,86.0,2.0,,28.0,59.0,529.0,23.0,31.1457,12.0,13.0,53.0,37.0,3.0,65.0,37.0,4.0,168.0,11.0,343.0,114.0,23.0,2.0,1.0,15.0,1.0,12.0,335.0,35.0,52.0,,3.0,124.0,27.0,0.0,766.0,9.0,7.0,331.0,31.0,10.0,5.0,264.0,14.0,33.0,,54.0,124.0,1300.0,151.0,4.0,1.0,2.0,32.0,264.0,13.0,,1.8419,3.0,67.0,48.0,2.0,49.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
144660,Didier Ndong,Midfielder,Watford,57,Gabon,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
