playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,expectedGoals,redCards2ndYellow,headedGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,foulWonPenalty,clearancesOffTheLine,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,unsuccessfulLayoffs,secondGoalAssists,penaltiesTaken,penaltyGoals
85624,Christian Kabasele,Defender,Watford,57,Belgium,2016-17,43.0,,0.1758,0.0,,,37.0,16.0,7.0,83.0,238.0,,,37.0,1.0,,767.0,39.0,2.0,,15.0,21.0,131.0,,,1.0,10.1495,,3.0,7.0,40.0,15.0,24.0,35.0,,4.0,0.0,82.0,,117.0,26.0,16.0,,,67.0,13.0,45.0,18.0,0.0,,233.0,4.0,119.0,2.0,,,65.0,13.0,17.0,24.0,410.0,4.0,23.0,91.0,8.0,,1.0,46.0,19.0,9.0,3.0,2.0,3.0,2.0284,15.0,5.0,,,2.0,7.0,2.0,,2.0,1.0,,3.0,1.0,1.0,19.0,9.0,20.0,1.0,8.0,0.0,,1.0,3.0,,4.0,7.0,4.0,1.0,2.0,12.0,2.0,21.0,19.0,,1.0,,1.3315,,1.0,,,,,,,,,,,,
97296,Tommie Hoban,Defender,Crewe Alexandra,51,Ireland,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231172,Brandon Mason,Defender,Wealdstone,3096,England,2016-17,3.0,,0.0033,0.0,,,4.0,2.0,1.0,5.0,29.0,,,,,,112.0,4.0,,,1.0,4.0,23.0,,,,4.4048,,,,3.0,5.0,3.0,5.0,,2.0,0.0,7.0,,14.0,6.0,2.0,,,9.0,5.0,7.0,,0.0,,29.0,,7.0,1.0,,,3.0,3.0,3.0,1.0,52.0,,1.0,15.0,1.0,,0.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,7.0,9.0,,,,,,,,,,,,,,,,,,
221286,Charlie Rowan,Defender,Hemel Hempstead Town,3153,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243531,Andrew Eleftheriou,Defender,Dagenham & Redbridge,457,England,2016-17,1.0,,0.0018,0.0,,,1.0,1.0,,2.0,14.0,,,,,,51.0,2.0,,,,2.0,12.0,,,,1.9333,,1.0,,,2.0,1.0,,,,0.0,3.0,,8.0,3.0,1.0,,,6.0,2.0,3.0,,0.0,,14.0,,7.0,,,,5.0,,2.0,,26.0,,1.0,6.0,,,0.0,1.0,2.0,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
21123,Valon Behrami,Midfielder,Watford,57,Switzerland,2016-17,103.0,,0.3091,0.0,,,123.0,27.0,26.0,146.0,732.0,,,34.0,3.0,,2036.0,139.0,3.0,,41.0,119.0,559.0,,,2.0,30.763,,5.0,1.0,22.0,40.0,89.0,181.0,,40.0,0.0,242.0,,256.0,120.0,27.0,,,291.0,37.0,208.0,20.0,0.0,,705.0,,190.0,6.0,,,187.0,30.0,33.0,27.0,1030.0,9.0,15.0,296.0,15.0,,7.0,23.0,57.0,1.0,1.0,,,,73.0,6.0,1.0,,8.0,2.0,,,,,,1.0,,,14.0,12.0,,,28.0,,,,18.0,,4.0,2.0,18.0,,6.0,55.0,12.0,108.0,1.0,,,1.0,0.2125,,,,,,,,,,,1.0,,,
44604,Nordin Amrabat,Forward,Hull City,88,Morocco,2016-17,178.0,,2.6354,0.0,,,125.0,29.0,25.0,167.0,675.0,,,14.0,,,2101.0,145.0,6.0,1.0,73.0,141.0,475.0,,,2.0,39.3458,,27.0,4.0,11.0,51.0,168.0,79.0,,36.0,0.0,323.0,,204.0,138.0,29.0,,,304.0,45.0,309.0,4.0,0.0,,668.0,22.0,441.0,61.0,,,214.0,47.0,24.0,33.0,1335.0,14.0,21.0,229.0,21.0,,4.0,42.0,38.0,4.0,25.0,11.0,6.0,0.7193,45.0,18.0,2.0,3.0,15.0,105.0,,2.0,,5.0,3.0,25.0,3.0,3.0,10.0,66.0,19.0,6.0,40.0,,3.0,,11.0,,37.0,105.0,93.0,6.0,12.0,34.0,3.0,178.0,75.0,,5.0,4.0,1.0687,,,,,,,,,,,2.0,2.0,,
43250,Tom Cleverley,Midfielder,Watford,57,England,2016-17,104.0,,1.174,0.0,,,83.0,27.0,20.0,145.0,857.0,,,25.0,2.0,,1843.0,65.0,4.0,,33.0,61.0,671.0,,,1.0,25.567,,26.0,6.0,21.0,40.0,83.0,237.0,,11.0,0.0,169.0,,266.0,107.0,27.0,,,409.0,36.0,144.0,4.0,0.0,,825.0,6.0,246.0,8.0,,,197.0,23.0,31.0,41.0,1157.0,4.0,29.0,319.0,16.0,,4.0,62.0,42.0,7.0,2.0,1.0,4.0,0.207,42.0,9.0,2.0,2.0,28.0,7.0,,,,,3.0,16.0,,,21.0,14.0,,1.0,19.0,,3.0,,11.0,,3.0,44.0,27.0,1.0,5.0,31.0,6.0,157.0,5.0,1.0,,1.0,0.3847,,,,,,,,46.0,13.0,31.0,1.0,,,
121599,Abdoulaye Doucouré,Midfielder,Everton,11,Mali,2016-17,72.0,,0.672,0.0,,,88.0,20.0,14.0,108.0,833.0,,,35.0,4.0,,1359.0,50.0,4.0,,24.0,36.0,701.0,,,1.0,26.1351,,12.0,,22.0,32.0,51.0,251.0,,5.0,0.0,122.0,,183.0,142.0,20.0,,,319.0,28.0,87.0,14.0,0.0,,818.0,6.0,147.0,14.0,,,252.0,12.0,21.0,24.0,1005.0,3.0,5.0,407.0,1.0,,4.0,20.0,35.0,6.0,1.0,7.0,8.0,1.826,17.0,15.0,,,13.0,4.0,1.0,,0.0,6.0,3.0,1.0,4.0,4.0,21.0,17.0,,1.0,12.0,1.0,3.0,1.0,4.0,,3.0,4.0,18.0,1.0,7.0,13.0,4.0,147.0,,,6.0,,1.9775,,,,,,,,,,,1.0,,,
16045,Ben Watson,Midfielder,Charlton Athletic,33,England,2016-17,5.0,,0.0037,1.0,,,5.0,4.0,,6.0,25.0,,,2.0,,,51.0,3.0,,,,3.0,17.0,,,,2.461,,,,1.0,2.0,3.0,6.0,,,0.0,8.0,,8.0,6.0,4.0,,,8.0,2.0,6.0,,1.0,,24.0,,6.0,1.0,,,7.0,2.0,4.0,2.0,33.0,,,11.0,,,0.0,1.0,3.0,4.0,,,,,2.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,1.0,,4.0,,,,1.0,,,,,,,,,,,,,,,
38439,Étienne Capoue,Midfielder,Villarreal,449,France,2016-17,196.0,,2.0857,0.0,,,198.0,37.0,37.0,254.0,1483.0,,,68.0,6.0,,3212.0,173.0,6.0,,57.0,140.0,1140.0,,,3.0,52.1488,,36.0,6.0,25.0,60.0,161.0,423.0,,46.0,2.0,369.0,,361.0,178.0,37.0,,,727.0,54.0,301.0,33.0,0.0,,1427.0,7.0,424.0,34.0,,,368.0,51.0,59.0,89.0,2056.0,10.0,18.0,534.0,35.0,,5.0,56.0,42.0,,13.0,10.0,19.0,5.8881,61.0,40.0,2.0,1.0,87.0,17.0,7.0,1.0,3.0,6.0,5.0,32.0,7.0,7.0,35.0,53.0,,4.0,34.0,4.0,5.0,3.0,19.0,3.0,31.0,46.0,68.0,4.0,21.0,42.0,7.0,331.0,9.0,,6.0,2.0,3.6301,,1.0,0.0718,1.0,1.0,,,37.0,17.0,17.0,4.0,,,
61566,Roberto Pereyra,Midfielder,AEK Athens,234,Argentina,2016-17,57.0,,1.3885,1.0,,,59.0,13.0,12.0,69.0,420.0,,,7.0,3.0,,1040.0,40.0,3.0,,21.0,38.0,330.0,,,1.0,10.5296,,13.0,1.0,3.0,16.0,52.0,113.0,,18.0,1.0,97.0,,96.0,81.0,13.0,,,200.0,13.0,90.0,2.0,1.0,,408.0,4.0,152.0,12.0,,,97.0,8.0,8.0,21.0,612.0,3.0,3.0,162.0,4.0,,2.0,10.0,19.0,1.0,6.0,1.0,4.0,2.0911,8.0,8.0,,2.0,14.0,14.0,2.0,2.0,0.0,1.0,,11.0,2.0,2.0,5.0,33.0,1.0,,9.0,2.0,,1.0,2.0,1.0,10.0,21.0,33.0,,4.0,6.0,,114.0,13.0,1.0,1.0,,1.4288,,,,,,,,11.0,3.0,6.0,,1.0,,
179725,Carl Stewart,Midfielder,Watford,57,England,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243532,Dion Pereira,Midfielder,Crawley Town,1525,Antigua & Barbuda,2016-17,3.0,,0.0471,0.0,,,2.0,2.0,,2.0,6.0,,,1.0,,,23.0,,,,,,4.0,,,,0.2502,,1.0,,,1.0,2.0,1.0,,,0.0,3.0,,2.0,,2.0,,,3.0,1.0,2.0,,0.0,,6.0,,4.0,,,,2.0,,,,9.0,,,2.0,,,0.0,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
41725,Troy Deeney,Forward,Forest Green Rovers,302,England,2016-17,362.0,,2.6921,0.0,,,327.0,37.0,31.0,349.0,841.0,,,460.0,6.0,,2941.0,248.0,6.0,,52.0,56.0,477.0,,,3.0,45.5998,1.0,36.0,1.0,50.0,52.0,94.0,226.0,,27.0,1.0,610.0,,259.0,68.0,37.0,,,351.0,46.0,150.0,192.0,0.0,,812.0,13.0,484.0,14.0,,,197.0,43.0,14.0,15.0,1229.0,3.0,9.0,143.0,17.0,,7.0,22.0,32.0,6.0,2.0,8.0,18.0,8.9862,20.0,34.0,5.0,4.0,71.0,14.0,10.0,19.0,3.0,2.0,2.0,2.0,6.0,6.0,268.0,135.0,3.0,6.0,25.0,7.0,2.0,7.0,7.0,1.0,10.0,14.0,46.0,6.0,16.0,13.0,4.0,159.0,5.0,,2.0,1.0,8.868,,2.0,,,,,,2.0,,,9.0,,3.0,3.0
173514,Isaac Success,Forward,Al Wasl,4695,Nigeria,2016-17,58.0,,0.4934,0.0,,,32.0,19.0,2.0,39.0,131.0,,,13.0,,,505.0,66.0,4.0,,8.0,61.0,88.0,,,,5.5699,,4.0,,9.0,9.0,50.0,53.0,,24.0,0.0,124.0,,29.0,30.0,19.0,,,54.0,5.0,111.0,5.0,0.0,,130.0,16.0,116.0,21.0,,,16.0,12.0,7.0,4.0,323.0,1.0,3.0,42.0,5.0,,2.0,7.0,11.0,17.0,4.0,4.0,7.0,1.5617,16.0,10.0,,1.0,11.0,9.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,8.0,36.0,,3.0,2.0,1.0,2.0,,5.0,,19.0,9.0,34.0,3.0,3.0,11.0,2.0,33.0,1.0,,1.0,,1.2088,,1.0,,,,,,1.0,,,,,,
133801,Jerome Sinclair,Forward,CSKA Sofia,250,England,2016-17,14.0,,0.0204,0.0,,,5.0,5.0,1.0,5.0,24.0,,,5.0,,,114.0,4.0,,,5.0,4.0,19.0,,,,2.318,,1.0,,1.0,1.0,9.0,5.0,,3.0,0.0,18.0,,4.0,2.0,5.0,,,12.0,1.0,13.0,,0.0,,24.0,,9.0,,,,5.0,4.0,,,42.0,1.0,,7.0,3.0,,0.0,,,4.0,,,1.0,,1.0,1.0,,,2.0,,,,,,,,1.0,1.0,5.0,3.0,,,4.0,,,,1.0,,,,3.0,,,,,10.0,,,,,0.0464,,,,,,,,,,,,,,
49696,Mauro Zárate,Forward,Watford,57,Argentina,2016-17,20.0,,0.0767,0.0,,,7.0,3.0,3.0,7.0,67.0,,,3.0,,,206.0,14.0,,,4.0,12.0,59.0,,,1.0,4.2049,,4.0,,,3.0,19.0,22.0,,7.0,0.0,34.0,,9.0,10.0,3.0,,,42.0,3.0,31.0,2.0,0.0,,63.0,,31.0,5.0,,,13.0,1.0,1.0,1.0,118.0,3.0,,19.0,1.0,,0.0,,2.0,,1.0,4.0,3.0,0.3546,,4.0,,,2.0,2.0,,,,4.0,2.0,1.0,1.0,1.0,1.0,5.0,,,2.0,,2.0,,,,4.0,4.0,13.0,,1.0,,,23.0,,,4.0,,0.3094,,,0.0633,1.0,1.0,1.0,,1.0,,1.0,,,,
96764,M'Baye Niang,Forward,Rennes,150,Senegal,2016-17,153.0,,1.175,0.0,,,71.0,16.0,15.0,77.0,405.0,,,64.0,,,1254.0,87.0,3.0,,27.0,72.0,311.0,,,1.0,23.3055,,7.0,1.0,9.0,27.0,104.0,109.0,,31.0,2.0,240.0,,90.0,82.0,16.0,,,205.0,24.0,176.0,15.0,0.0,,395.0,18.0,228.0,31.0,,,85.0,24.0,11.0,17.0,726.0,9.0,1.0,130.0,13.0,,2.0,6.0,15.0,1.0,7.0,9.0,13.0,3.2803,11.0,23.0,2.0,2.0,29.0,28.0,2.0,5.0,0.0,3.0,7.0,7.0,4.0,4.0,49.0,41.0,,6.0,14.0,2.0,7.0,1.0,5.0,,48.0,30.0,66.0,6.0,10.0,6.0,1.0,121.0,4.0,,3.0,2.0,1.3293,,1.0,0.1239,1.0,1.0,,,2.0,,2.0,1.0,,,
20046,Stefano Okaka,Forward,Istanbul Basaksehir,2133,Italy,2016-17,121.0,,0.7254,0.0,,,75.0,19.0,10.0,76.0,230.0,,,93.0,2.0,,954.0,96.0,5.0,,24.0,56.0,147.0,,,,14.7625,,14.0,,10.0,23.0,68.0,72.0,,23.0,1.0,217.0,,68.0,40.0,19.0,,,123.0,18.0,124.0,40.0,0.0,,229.0,5.0,169.0,23.0,,,38.0,30.0,1.0,7.0,446.0,5.0,,31.0,6.0,,5.0,1.0,10.0,9.0,,6.0,12.0,2.5296,12.0,21.0,1.0,,10.0,5.0,4.0,11.0,1.0,1.0,,,8.0,8.0,53.0,62.0,,5.0,8.0,3.0,,3.0,3.0,,10.0,5.0,36.0,5.0,9.0,9.0,1.0,52.0,3.0,1.0,1.0,1.0,2.6138,,1.0,,,,,,,,,6.0,,,
