playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,goalAssists,successfulLayoffs,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,goalsConcededOutsideBox,penaltiesConceded,throwInsToOppositionPlayer,oboxTarget,leftFootGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,ownGoalScored,rightFootGoals,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,setPiecesGoals,clearancesOffTheLine,secondGoalAssists,penaltiesTaken,penaltyGoals,foulWonPenalty
450070,Crysencio Summerville,Forward,Leeds,2,Netherlands,2020-21,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165808,Hélder Costa,Forward,Leeds,2,Angola,2020-21,0.0,0.0,0.0,113.0,0.5677,48.0,5.0,6.0,2.1172,25.0,11.0,1.0,59.0,22.0,17.0,13.0,71.0,18.0,303.0,3.0,1.0,9.0,27.0,,3.0,1156.0,3.0,23.0,66.0,28.0,62.0,229.0,48.0,4.0,18.641,5.0,1.0,5.0,23.0,4.0,90.0,48.0,18.0,1.0,179.0,11.0,2.0,80.0,66.0,22.0,14.0,29.0,140.0,20.0,,18.0,49.0,4.0,152.0,4.0,303.0,5.0,15.0,189.0,11.0,19.0,,86.0,20.0,3.0,3.0,89.0,557.0,8.0,9.0,95.0,9.0,2.2042,12.0,20.0,3.0,3.0,11.0,3.0,1.0,,3.0,1.0,3.0,,,,2.0,7.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
215460,Ian Poveda,Forward,Leeds,2,Colombia,2020-21,0.0,0.0,0.0,38.0,0.6472,11.0,2.0,3.0,0.2009,5.0,3.0,,25.0,14.0,3.0,,27.0,7.0,111.0,,0.0,14.0,1.0,,1.0,344.0,1.0,1.0,23.0,7.0,23.0,80.0,15.0,1.0,6.1758,5.0,,2.0,5.0,2.0,37.0,11.0,6.0,0.0,61.0,4.0,0.0,34.0,19.0,14.0,1.0,11.0,66.0,5.0,,7.0,27.0,2.0,60.0,,111.0,,4.0,76.0,4.0,12.0,1.0,49.0,5.0,1.0,4.0,17.0,213.0,,,20.0,1.0,0.3027,2.0,4.0,2.0,,1.0,2.0,,2.0,2.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221399,Jack Harrison,Forward,Leeds,2,England,2020-21,0.0,0.0,2.0,200.0,4.9944,74.0,7.0,19.0,6.1632,63.0,38.0,2.0,215.0,36.0,28.0,34.0,257.0,108.0,989.0,8.0,5.0,2.0,67.0,7.0,9.0,2855.0,9.0,41.0,154.0,75.0,128.0,700.0,119.0,8.0,42.4838,51.0,4.0,18.0,45.0,5.0,159.0,343.0,23.0,2.0,354.0,28.0,3.0,276.0,153.0,36.0,25.0,36.0,478.0,40.0,,136.0,99.0,5.0,287.0,26.0,980.0,19.0,49.0,603.0,38.0,42.0,2.0,115.0,28.0,15.0,32.0,255.0,1679.0,12.0,16.0,285.0,14.0,5.8155,42.0,75.0,21.0,8.0,10.0,12.0,2.0,2.0,31.0,4.0,5.0,,1.0,2.0,3.0,15.0,2.0,2.0,,,5.0,,,,,,,,,,,,,,,9.0,1.0,1.0,24.0,0.0739,38.0,,,,,,
462635,Joe Gelhardt,Forward,Leeds,2,England,2020-21,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106617,Patrick Bamford,Forward,Leeds,2,England,2020-21,0.0,0.0,3.0,169.0,1.7399,100.0,17.0,48.0,18.0428,21.0,90.0,2.0,115.0,38.0,46.0,37.0,116.0,2.0,509.0,17.0,10.0,1.0,121.0,9.0,29.0,3062.0,29.0,74.0,110.0,24.0,63.0,389.0,174.0,7.0,46.3812,23.0,,37.0,50.0,13.0,95.0,112.0,23.0,7.0,279.0,10.0,7.0,89.0,59.0,38.0,12.0,21.0,231.0,45.0,2.0,2.0,42.0,13.0,158.0,47.0,419.0,42.0,17.0,249.0,9.0,19.0,4.0,133.0,36.0,10.0,4.0,175.0,920.0,13.0,1.0,163.0,13.0,18.4588,1.0,24.0,1.0,7.0,19.0,18.0,4.0,2.0,1.0,11.0,5.0,,,2.0,13.0,,4.0,4.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,2.0,3.0
219961,Raphinha,Forward,Leeds,2,Brazil,2020-21,0.0,0.0,3.0,183.0,6.7756,90.0,19.0,24.0,7.7302,34.0,48.0,,207.0,30.0,40.0,26.0,243.0,46.0,876.0,6.0,4.0,4.0,45.0,5.0,13.0,2363.0,13.0,36.0,130.0,63.0,121.0,587.0,133.0,3.0,34.5027,55.0,2.0,26.0,34.0,14.0,147.0,113.0,31.0,2.0,313.0,30.0,2.0,261.0,117.0,30.0,17.0,54.0,466.0,32.0,,126.0,88.0,14.0,268.0,9.0,846.0,24.0,45.0,564.0,17.0,56.0,1.0,329.0,13.0,29.0,46.0,173.0,1573.0,7.0,9.0,204.0,11.0,5.6534,36.0,55.0,12.0,9.0,17.0,14.0,5.0,5.0,39.0,1.0,2.0,,2.0,5.0,5.0,15.0,3.0,5.0,,,1.0,,,,,,,,,,,,,,,23.0,4.0,4.0,62.0,0.29,93.0,1.0,,,,,
80954,Rodrigo,Forward,Leeds,2,Spain,2020-21,0.0,0.0,3.0,100.0,2.68,59.0,12.0,18.0,5.0283,14.0,34.0,6.0,114.0,26.0,27.0,14.0,129.0,19.0,559.0,7.0,3.0,12.0,56.0,,8.0,1286.0,8.0,33.0,62.0,25.0,39.0,405.0,73.0,4.0,19.9428,29.0,,15.0,21.0,6.0,67.0,120.0,9.0,0.0,162.0,7.0,4.0,144.0,64.0,26.0,7.0,9.0,276.0,19.0,2.0,19.0,30.0,6.0,106.0,23.0,557.0,16.0,9.0,220.0,7.0,16.0,,148.0,19.0,5.0,25.0,147.0,784.0,12.0,7.0,157.0,10.0,5.2644,15.0,31.0,3.0,2.0,21.0,3.0,6.0,3.0,3.0,2.0,2.0,1.0,,3.0,4.0,4.0,4.0,6.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,0.0646,,,,,,,
248937,Sam Greenwood,Forward,Leeds,2,England,2020-21,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173821,Tyler Roberts,Forward,Leeds,2,Wales,2020-21,0.0,0.0,3.0,84.0,1.0535,53.0,6.0,12.0,1.9547,15.0,20.0,3.0,116.0,27.0,21.0,14.0,131.0,10.0,463.0,1.0,1.0,13.0,43.0,1.0,6.0,1338.0,6.0,23.0,83.0,30.0,63.0,318.0,39.0,3.0,18.9188,14.0,1.0,11.0,19.0,2.0,61.0,98.0,32.0,0.0,167.0,15.0,0.0,137.0,57.0,27.0,2.0,8.0,205.0,18.0,,10.0,23.0,2.0,124.0,20.0,460.0,8.0,5.0,202.0,13.0,17.0,2.0,108.0,23.0,9.0,14.0,120.0,691.0,11.0,1.0,129.0,15.0,1.7818,15.0,27.0,2.0,2.0,22.0,8.0,4.0,5.0,2.0,4.0,1.0,,,5.0,,,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
