playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,overruns,totalTackles,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,rightFootGoals,freekickTotal,shotsOffTargetIncWoodwork,attemptsFromSetPieces,hitWoodwork,handballsConceded,secondGoalAssists,expectedGoalsFreekick,totalShots,goalAssists,cleanSheets,shotsOnTargetOutsideBox,unsuccessfulLayoffs,throwInsToOppositionPlayer,homeGoals,oboxTarget,iboxBlocked,foulWonPenalty,leftFootGoals,goalKicks,gkSuccessfulDistribution,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,redCards2ndYellow,headedGoals,clearancesOffTheLine,penaltiesTaken,ownGoalScored,penaltyGoals
450070,Crysencio Summerville,Forward,Leeds,2,Netherlands,2022-23,109.0,2.0,1.1068,40.0,0.0,11.0,3.0,30.0,76.0,28.0,9.0,20.0,12.0,87.0,12.0,393.0,3.0,16.0,3.0,22.0,2.0,1416.0,17.0,100.0,3.0,33.0,95.0,299.0,,73.0,2.0,30.1949,14.0,,8.0,38.0,92.0,83.0,41.0,2.0,209.0,18.0,123.0,90.0,28.0,10.0,22.0,213.0,35.0,12.0,58.0,187.0,5.0,0.0,388.0,9.0,209.0,20.0,24.0,2.0,64.0,22.0,13.0,,7.0,123.0,725.0,,5.0,3.0,5.0,95.0,14.0,2.8445,4.0,11.0,18.0,9.0,2.8952,1.0,4.0,8.0,2.0,4.0,4.0,8.0,3.0,,9.0,,,1.0,,,18.0,2.0,,1.0,2.0,1.0,2.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
463067,Georginio Rutter,Forward,Leeds,2,France,2022-23,44.0,,0.2154,9.0,0.0,2.0,3.0,10.0,30.0,11.0,1.0,4.0,1.0,30.0,,61.0,1.0,10.0,,20.0,,264.0,9.0,36.0,1.0,10.0,25.0,30.0,,21.0,,6.7597,3.0,,3.0,9.0,35.0,17.0,6.0,0.0,80.0,5.0,23.0,7.0,11.0,1.0,13.0,26.0,8.0,,27.0,60.0,11.0,0.0,59.0,5.0,76.0,9.0,9.0,,12.0,5.0,3.0,,1.0,9.0,154.0,,1.0,1.0,,5.0,2.0,0.3885,0.0,,6.0,,,1.0,,1.0,,,,1.0,,,2.0,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
221399,Jack Harrison,Forward,Leeds,2,England,2022-23,237.0,22.0,5.0536,76.0,0.0,12.0,8.0,41.0,226.0,36.0,17.0,25.0,34.0,271.0,82.0,933.0,3.0,2.0,68.0,47.0,47.0,2725.0,42.0,134.0,5.0,100.0,129.0,638.0,20.0,88.0,3.0,48.5789,48.0,2.0,22.0,55.0,195.0,223.0,37.0,0.0,371.0,45.0,311.0,174.0,36.0,24.0,57.0,507.0,50.0,139.0,118.0,324.0,5.0,0.0,908.0,27.0,636.0,17.0,51.0,2.0,185.0,38.0,22.0,38.0,24.0,214.0,1706.0,23.0,23.0,3.0,15.0,202.0,26.0,4.7202,2.0,45.0,49.0,14.0,4.0655,4.0,5.0,3.0,1.0,6.0,6.0,9.0,2.0,3.0,13.0,3.0,1.0,1.0,,0.1347,27.0,7.0,2.0,3.0,3.0,1.0,4.0,3.0,9.0,,3.0,,,,,,,,,,,,,,,,,,,,,,
462635,Joe Gelhardt,Forward,Leeds,2,England,2022-23,34.0,,0.4205,4.0,0.0,4.0,,5.0,20.0,15.0,3.0,4.0,1.0,21.0,1.0,64.0,2.0,14.0,,16.0,,201.0,11.0,19.0,2.0,9.0,14.0,43.0,,14.0,1.0,2.7357,,,4.0,3.0,23.0,15.0,8.0,0.0,53.0,5.0,13.0,9.0,15.0,3.0,7.0,32.0,1.0,1.0,14.0,37.0,5.0,0.0,61.0,2.0,47.0,2.0,1.0,,21.0,6.0,,,,15.0,132.0,,2.0,2.0,1.0,11.0,2.0,0.8424,1.0,1.0,6.0,2.0,0.6764,1.0,,,,2.0,2.0,2.0,,1.0,4.0,1.0,,,,0.0512,6.0,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
224995,Luis Sinisterra,Forward,Leeds,2,Colombia,2022-23,80.0,2.0,0.8783,30.0,1.0,6.0,2.0,21.0,55.0,19.0,17.0,10.0,13.0,61.0,5.0,329.0,3.0,6.0,,36.0,2.0,875.0,18.0,70.0,4.0,19.0,52.0,259.0,,36.0,2.0,15.501,9.0,,2.0,23.0,62.0,118.0,12.0,1.0,150.0,10.0,73.0,65.0,19.0,7.0,17.0,185.0,19.0,5.0,40.0,114.0,18.0,0.0,329.0,5.0,124.0,14.0,19.0,1.0,39.0,14.0,8.0,,9.0,99.0,523.0,3.0,12.0,3.0,4.0,85.0,10.0,3.6942,1.0,6.0,18.0,11.0,2.409,2.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,,11.0,,1.0,,,,22.0,,,1.0,3.0,,4.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,
565297,Mateo Joseph,Forward,Leeds,2,Spain,2022-23,4.0,,0.0004,,0.0,,,,1.0,3.0,,,,1.0,,3.0,,3.0,,,,24.0,,,,1.0,,2.0,,2.0,,0.3056,,,1.0,,4.0,1.0,,0.0,4.0,1.0,,,3.0,,1.0,2.0,,,4.0,4.0,,0.0,3.0,,6.0,,,,1.0,,,,,1.0,13.0,,,,,,,0.1154,0.0,,,1.0,0.1864,,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106617,Patrick Bamford,Forward,Leeds,2,England,2022-23,121.0,,0.8562,60.0,0.0,14.0,,9.0,95.0,28.0,21.0,17.0,18.0,98.0,5.0,326.0,4.0,10.0,,79.0,,1521.0,43.0,83.0,3.0,17.0,47.0,228.0,,88.0,2.0,27.3945,10.0,,13.0,31.0,78.0,55.0,27.0,0.0,204.0,7.0,86.0,50.0,28.0,3.0,19.0,144.0,28.0,5.0,40.0,125.0,36.0,0.0,289.0,10.0,200.0,6.0,11.0,5.0,79.0,25.0,5.0,,,106.0,605.0,1.0,16.0,4.0,2.0,84.0,11.0,8.3788,3.0,3.0,17.0,17.0,4.8791,1.0,4.0,18.0,2.0,10.0,10.0,10.0,1.0,1.0,19.0,1.0,,2.0,,0.0569,36.0,2.0,,3.0,11.0,,2.0,3.0,10.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,
80954,Rodrigo,Forward,Leeds,2,Spain,2022-23,145.0,7.0,1.297,42.0,0.0,20.0,1.0,24.0,124.0,31.0,28.0,18.0,23.0,142.0,14.0,517.0,7.0,8.0,2.0,100.0,7.0,1943.0,66.0,81.0,3.0,21.0,47.0,352.0,,114.0,3.0,36.6677,15.0,2.0,21.0,43.0,79.0,85.0,11.0,0.0,226.0,12.0,105.0,66.0,31.0,14.0,15.0,194.0,40.0,14.0,39.0,126.0,34.0,0.0,471.0,21.0,258.0,10.0,12.0,4.0,149.0,29.0,6.0,,23.0,178.0,845.0,7.0,16.0,7.0,4.0,188.0,20.0,8.0485,6.0,18.0,33.0,27.0,6.9409,4.0,13.0,10.0,8.0,11.0,11.0,13.0,1.0,2.0,20.0,2.0,,1.0,,0.1454,47.0,1.0,,3.0,4.0,,5.0,3.0,13.0,,9.0,,,,,,,,,,,,,,,,,,3.0,,1.0,,1.0
248937,Sam Greenwood,Forward,Leeds,2,England,2022-23,42.0,,1.0665,12.0,0.0,5.0,,15.0,30.0,18.0,,2.0,3.0,53.0,7.0,141.0,3.0,15.0,26.0,8.0,18.0,412.0,7.0,22.0,1.0,10.0,21.0,82.0,15.0,5.0,1.0,8.457,11.0,1.0,,11.0,35.0,30.0,3.0,0.0,64.0,8.0,61.0,31.0,18.0,8.0,4.0,74.0,10.0,25.0,11.0,56.0,1.0,0.0,136.0,3.0,96.0,7.0,3.0,2.0,36.0,11.0,1.0,11.0,6.0,14.0,269.0,1.0,2.0,3.0,10.0,32.0,10.0,0.9014,1.0,23.0,11.0,2.0,0.7006,,1.0,,0.0,,,2.0,,5.0,5.0,5.0,,,,0.486,7.0,2.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
496228,Sonny Perkins,Forward,Leeds,2,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
