season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576162,1,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,8.0,1.0,9.0,3.0,2.0,4.0,,,,,,,4.0,6.0,,,1.0,,,,,,,,,70.0,1.0,,,,,,,4.0,,7.0,,,,,,1.0,,,1.0,1.0,12.0,1.0,13.0,1,2.0,20.0,,1.0,1.0,2.0
2021-22,9576162,1,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,7.0,4.0,11.0,5.0,6.0,4.0,,,1.0,,,2.0,9.0,6.0,,,,,,,,,,1.0,,90.0,1.0,,,,,,,14.0,,6.6,,,1.0,,,2.0,,,,,13.0,6.0,19.0,3,,31.0,2.0,,,
2021-22,9576162,1,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,9.0,,,,,,,,1.0,,6.6,,,1.0,,,,1.0,,,,2.0,,1.0,2,,5.0,,,,
2021-22,9576069,2,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,4.0,,4.0,2.0,1.0,,1.0,,1.0,,,,2.0,2.0,,,,,,,,,,1.0,,15.0,,,,,,,,,,6.9,,,,,,1.0,,,,1.0,4.0,,4.0,1,,9.0,,,1.0,
2021-22,9576069,2,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,4.0,3.0,7.0,5.0,3.0,,,,,,,1.0,6.0,5.0,,,,,,,,,,,,75.0,1.0,,,,,,,7.0,,6.7,,,,,,1.0,,,,3.0,8.0,3.0,11.0,1,,17.0,2.0,1.0,1.0,
2021-22,9576190,3,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576190,3,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,16.0,4.0,20.0,5.0,7.0,4.0,,1.0,,1.0,,1.0,8.0,9.0,,,1.0,,1.0,,,,,3.0,,90.0,2.0,,,,,,,14.0,,7.4,,,1.0,,,,,,,1.0,25.0,5.0,30.0,3,1.0,41.0,2.0,1.0,,1.0
2021-22,9576190,3,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,11.0,,,,,,,,1.0,,6.5,,,,,1.0,,,,,,1.0,1.0,2.0,0,,4.0,1.0,,,
2021-22,9576114,4,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,8.0,,,,,,,,1.0,,6.7,,,1.0,,,,,,,,1.0,,1.0,2,,3.0,,,,
2021-22,9576114,4,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,10.0,2.0,12.0,6.0,4.0,1.0,,1.0,1.0,1.0,,,10.0,5.0,,,2.0,,,,,,,,,86.0,1.0,1.0,,,,,,14.0,,6.4,,,1.0,,,1.0,,,1.0,1.0,18.0,4.0,22.0,3,1.0,34.0,3.0,,,
