season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089878,1,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,15.0,1.0,16.0,13.0,7.0,1.0,,,,,,,,13.0,10.0,,,,,,,,,,,90.0,1.0,,,,,,,24.0,,6.8,,,,,1.0,,,,1.0,2.0,33.0,2.0,35.0,1,,47.0,3.0,3.0,,
2016-17,7089878,1,90,Burnley,Home,20220,34654,Lukas Jutkiewicz,lukas-jutkiewicz,F,True,,,1.0,5.0,,5.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,1.0,,5.0,1.0,6.0,0,,6.0,,,,
2016-17,7089878,1,90,Burnley,Home,73951,73426,Andre Gray,andre-gray,F,False,,,,6.0,3.0,9.0,1.0,1.0,1.0,,1.0,,,,,3.0,6.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,,15.0,,6.4,,,3.0,,,4.0,2.0,,,1.0,14.0,3.0,15.0,4,,33.0,1.0,2.0,2.0,
2016-17,7090382,2,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,7.0,7.0,14.0,5.0,9.0,2.0,,,,,,,3.0,9.0,10.0,,,,,1.0,,,,,,82.0,1.0,,,,,,,18.0,,7.3,,,,,1.0,2.0,,,,,17.0,8.0,25.0,1,,35.0,,,1.0,
2016-17,7090382,2,90,Burnley,Home,20220,34654,Lukas Jutkiewicz,lukas-jutkiewicz,F,True,,,,,,,3.0,,,,,,,,,,4.0,,,,1.0,,,,,,,,8.0,,,,,,,,1.0,,6.4,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2016-17,7090382,2,90,Burnley,Home,73951,73426,Andre Gray,andre-gray,F,False,,,,4.0,3.0,7.0,,,7.0,,,,,,,8.0,11.0,3.0,,,1.0,1.0,1.0,,,1.0,1.0,,89.0,1.0,,,,,,,17.0,,7.4,,,1.0,,,4.0,,,,3.0,6.0,3.0,9.0,2,1.0,31.0,4.0,,2.0,
2016-17,7090021,3,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,False,,,,10.0,1.0,11.0,6.0,5.0,2.0,,,1.0,,,,1.0,8.0,8.0,,,1.0,,,,,,,,90.0,,,,,,,,8.0,,6.7,,,,,,1.0,,,,1.0,15.0,2.0,17.0,1,,23.0,,2.0,1.0,
2016-17,7090021,3,90,Burnley,Away,20220,34654,Lukas Jutkiewicz,lukas-jutkiewicz,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,90,Burnley,Away,73951,73426,Andre Gray,andre-gray,F,False,,,,7.0,5.0,12.0,2.0,,1.0,,,,,,,2.0,5.0,1.0,,,,,,,,,1.0,,90.0,,,,,,,,11.0,,6.4,,,,,,2.0,,,,,13.0,6.0,19.0,0,,26.0,1.0,,1.0,
2016-17,7090041,4,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,9.0,4.0,13.0,3.0,6.0,1.0,,,,,,,3.0,6.0,7.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,14.0,,6.8,,,1.0,,,,,,,,17.0,4.0,21.0,1,1.0,33.0,3.0,,,1.0
