season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437076,1,90,Burnley,Away,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,15.0,,,,,,,5.0,,6.4,,,,,,,,,,,3.0,,3.0,0,,6.0,1.0,,,
2017-18,7437076,1,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,False,,,,4.0,,4.0,4.0,7.0,,,,,,,,,7.0,11.0,,,4.0,,2.0,,,,,,90.0,2.0,,,,,,13.0,,8.4,,,1.0,,2.0,,,,1.0,1.0,13.0,2.0,15.0,3,1.0,26.0,2.0,3.0,,1.0
2017-18,7437726,2,90,Burnley,Home,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,4.0,,6.2,,,1.0,,,,1.0,,,,3.0,,2.0,1,,6.0,1.0,,,
2017-18,7437726,2,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,11.0,2.0,13.0,6.0,7.0,2.0,,,1.0,,,,1.0,7.0,7.0,,,,,,,,,2.0,,90.0,,,,,,,16.0,,7.0,,,2.0,,3.0,,,,,,20.0,4.0,24.0,3,,37.0,4.0,,,
2017-18,7437780,3,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,False,,,1.0,8.0,3.0,11.0,4.0,5.0,1.0,,,1.0,,,,,4.0,6.0,,,,,,,,,,,57.0,,,,,,,4.0,,6.7,,,,,1.0,,,,2.0,1.0,11.0,3.0,14.0,1,,19.0,1.0,1.0,,
2017-18,7437780,3,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,True,,,1.0,4.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,,,1.0,,,,,,33.0,2.0,,,,,,2.0,,7.5,,,1.0,,1.0,,,,1.0,4.0,5.0,2.0,7.0,3,1.0,13.0,,,,
2017-18,7437735,4,90,Burnley,Home,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437735,4,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,7.0,3.0,10.0,1.0,6.0,1.0,,,,1.0,,,1.0,3.0,9.0,,,,,,,,,,,64.0,,1.0,,,,,10.0,,7.0,,,1.0,,2.0,,,,,3.0,11.0,3.0,14.0,1,,30.0,4.0,3.0,,
2017-18,7437735,4,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,11.0,5.0,16.0,3.0,1.0,7.0,,,,2.0,,,3.0,9.0,3.0,,,1.0,,1.0,,,,,,90.0,1.0,,,,,,15.0,,7.1,,,1.0,,3.0,,,,1.0,2.0,19.0,5.0,24.0,2,1.0,41.0,4.0,1.0,,
2017-18,7437764,5,90,Burnley,Away,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,3.0,,,,,,,2.0,,6.5,,,,,,,,,,1.0,2.0,,2.0,0,,3.0,1.0,,,
2017-18,7437764,5,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,10.0,2.0,12.0,1.0,6.0,2.0,,,,,,,,3.0,7.0,,,1.0,,,,,,,,87.0,,,,,,,16.0,,6.5,,,,,,1.0,,,,2.0,22.0,3.0,25.0,0,1.0,32.0,2.0,,,
2017-18,7437740,6,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437740,6,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,12.0,1.0,13.0,4.0,11.0,2.0,,1.0,,,,,5.0,10.0,11.0,,,1.0,,,,,,,,90.0,1.0,,,,,,22.0,,6.5,,,1.0,,1.0,,,,1.0,3.0,24.0,3.0,27.0,2,,39.0,3.0,,,
2017-18,7437754,7,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,10.0,5.0,15.0,9.0,11.0,3.0,,,,,,,3.0,14.0,14.0,,,2.0,,,,,,1.0,,90.0,1.0,1.0,,,,,25.0,,7.3,,,1.0,,3.0,1.0,1.0,,1.0,1.0,26.0,8.0,33.0,2,,53.0,3.0,2.0,1.0,
2017-18,7437736,8,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,2.0,1.0,3.0,4.0,6.0,,,,,,,,,4.0,7.0,,,,,,,,,,,45.0,,,,,,,10.0,,6.7,,,1.0,,,,,,,1.0,9.0,1.0,10.0,1,,18.0,3.0,1.0,,
2017-18,7437736,8,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,2.0,12.0,4.0,16.0,5.0,2.0,3.0,,,,1.0,,,1.0,9.0,4.0,,,3.0,,1.0,,,,2.0,,90.0,2.0,,,,,,8.0,,7.4,,,,,1.0,1.0,,,2.0,,14.0,4.0,18.0,2,,30.0,2.0,2.0,,
2017-18,7437845,9,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,1.0,3.0,4.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,20.0,,,,,,,2.0,,6.5,,,,,,,,,,,1.0,4.0,5.0,0,,8.0,,,,
2017-18,7437739,10,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437739,10,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437881,11,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,3.0,,3.0,,3.0,2.0,,,,,,,1.0,1.0,4.0,,,,,1.0,,,,,,25.0,1.0,,,,,,7.0,,7.3,,,,,,1.0,1.0,,,,9.0,,8.0,1,,13.0,,,1.0,
2017-18,7437881,11,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,9.0,1.0,10.0,4.0,4.0,1.0,,,,1.0,,,2.0,7.0,4.0,,,,,,,,,,,65.0,,,,,,,12.0,,6.5,,,,,1.0,,,,,,14.0,3.0,17.0,0,,24.0,3.0,,,
2017-18,7437809,12,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,3.0,,3.0,1.0,3.0,1.0,,,2.0,,,,,1.0,3.0,,,,,,,,,,,10.0,,,,,,,4.0,,6.7,,,,,,,,,,,5.0,1.0,6.0,2,,10.0,,,,
2017-18,7437809,12,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437829,13,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437829,13,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,True,,,,,2.0,2.0,1.0,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,12.0,,,,,,,1.0,,6.3,,,,,,,,,,,,2.0,2.0,0,,3.0,,,,
2017-18,7437916,14,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,0,,1.0,1.0,,,
2017-18,7437916,14,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,15.0,4.0,19.0,7.0,6.0,3.0,,,,1.0,,,3.0,13.0,7.0,,,2.0,,1.0,,1.0,,2.0,,89.0,2.0,,,,,,21.0,,7.6,,,1.0,,1.0,,1.0,,,,28.0,4.0,31.0,3,,50.0,5.0,1.0,,
2017-18,7437895,15,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,2.0,,2.0,3.0,3.0,,,,,,,,,3.0,3.0,,,,,,,,,,,16.0,,,,,,,2.0,,6.7,,,1.0,,,,,,,,4.0,,4.0,1,,5.0,,,,
2017-18,7437895,15,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,11.0,3.0,14.0,2.0,3.0,1.0,,,,1.0,,,2.0,5.0,4.0,,,,,,,,,1.0,,74.0,,,,,,,12.0,,6.5,,,1.0,,,,,,,2.0,14.0,6.0,20.0,1,,31.0,4.0,1.0,,
2017-18,7437807,16,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437807,16,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,15.0,,15.0,7.0,7.0,2.0,,,,,,,1.0,8.0,12.0,,,,,,,,,,,90.0,2.0,1.0,,,,,19.0,,7.2,,,,,,1.0,2.0,,,2.0,29.0,,27.0,2,,43.0,3.0,4.0,1.0,
2017-18,7437807,16,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437808,17,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,8.0,,,,,,,1.0,,6.5,,,,,2.0,,,,,,1.0,,1.0,0,,4.0,,,,
2017-18,7437808,17,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,8.0,6.0,14.0,12.0,5.0,1.0,,,,2.0,,,1.0,18.0,6.0,,,1.0,,,,,,1.0,,82.0,,,,,,,10.0,,6.2,,,,,,2.0,,,,2.0,13.0,6.0,19.0,0,,26.0,2.0,1.0,,
2017-18,7437808,17,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
