season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437899,18,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,1.0,1.0,2.0,2.0,3.0,2.0,,,1.0,1.0,,,,3.0,3.0,,,,,,,,,,,9.0,,,,,,,4.0,,6.5,,,,,1.0,,,,,,3.0,3.0,6.0,1,,8.0,,,,
2017-18,7437899,18,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,5.0,3.0,8.0,6.0,6.0,,,1.0,,,,,,8.0,6.0,,,2.0,,,,,,,,81.0,2.0,,,,,,11.0,,6.6,,,,,1.0,,,,,1.0,13.0,3.0,16.0,2,,23.0,3.0,,,
2017-18,7437899,18,90,Burnley,Away,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437810,19,90,Burnley,Home,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437810,19,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,1.0,1.0,2.0,4.0,,1.0,,,,,,,,4.0,,,,1.0,,,,,,,,19.0,,,,,,,3.0,,6.4,,,,,,,,,,1.0,2.0,2.0,4.0,0,,5.0,1.0,,,
2017-18,7437810,19,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,1.0,3.0,4.0,4.0,1.0,1.0,,,,,,,,5.0,2.0,,,1.0,,,,,,,,35.0,,,,,,,3.0,,6.6,,,,,,1.0,,,,,3.0,4.0,7.0,0,,9.0,,,1.0,
2017-18,7437810,19,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,3.0,2.0,,,1.0,,,,,,,,4.0,,,,,,,1.0,,6.6,,,,,,,,,,,,1.0,1.0,0,2.0,4.0,,,,
2017-18,7437812,20,90,Burnley,Away,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,2.0,,2.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,9.0,,,,,,,2.0,,6.6,,,,,1.0,,,,,,3.0,1.0,4.0,0,,6.0,,1.0,,
2017-18,7437812,20,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,3.0,3.0,1.0,2.0,1.0,,,,,,,1.0,4.0,3.0,,,2.0,,,,,1.0,,,23.0,,,,,,,6.0,,6.6,,,,,1.0,,,,,1.0,4.0,4.0,8.0,0,1.0,13.0,,,,
2017-18,7437812,20,90,Burnley,Away,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437912,21,90,Burnley,Away,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437912,21,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,1.0,,1.0,2.0,3.0,,1.0,,,,,,,3.0,3.0,,,1.0,,,,,,1.0,,17.0,,,,,,,3.0,,7.0,,,1.0,,,,,,,,4.0,,4.0,1,,5.0,,,,
2017-18,7437912,21,90,Burnley,Away,145182,92383,Nahki Wells,nahki-wells,F,True,,,,3.0,1.0,4.0,,,1.0,,1.0,,,,,,2.0,,,,2.0,,,,,,,,9.0,1.0,,,,,,1.0,,6.2,,,,,,,,,,,3.0,1.0,4.0,1,,7.0,1.0,,,
2017-18,7437935,22,90,Burnley,Home,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437935,22,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,4.0,2.0,6.0,,3.0,1.0,1.0,1.0,,,,,,,3.0,,,,1.0,,,,,1.0,,19.0,1.0,,,,,,2.0,,7.0,,,1.0,,,,,,,,6.0,2.0,8.0,2,,10.0,,,,
2017-18,7437935,22,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,6.5,,,,,,,1.0,,,,1.0,1.0,1.0,0,,2.0,,,,
2017-18,7437946,23,90,Burnley,Away,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437946,23,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,False,,,,10.0,3.0,13.0,8.0,14.0,2.0,,1.0,,,,,3.0,12.0,16.0,,,2.0,,,,,,1.0,,90.0,,1.0,,,,,16.0,,6.8,,,3.0,,,,,,,2.0,21.0,4.0,25.0,3,1.0,35.0,1.0,1.0,,
2017-18,7437946,23,90,Burnley,Away,145182,92383,Nahki Wells,nahki-wells,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,5.0,,,,,,,,,6.6,,,,,,1.0,,,,,1.0,,1.0,0,,2.0,,,1.0,
2017-18,7437940,24,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,1.0,,1.0,4.0,3.0,,,,,,,,,4.0,3.0,,,,,,,,,,,9.0,,,,,,,2.0,,6.9,,,3.0,,,,,,,,2.0,,2.0,3,,6.0,1.0,,,
2017-18,7437940,24,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,2.0,,2.0,1.0,,,,,,,,,1.0,3.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,6.4,,,,,,,,,,,2.0,,2.0,0,,4.0,,,,
2017-18,7437965,25,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,1.0,2.0,1.0,3.0,5.0,2.0,,,1.0,,,,,1.0,6.0,2.0,,,1.0,,,,1.0,,,,20.0,1.0,,,,,,4.0,,6.7,,,1.0,,,,,,1.0,,4.0,1.0,5.0,2,,9.0,1.0,,,
2017-18,7437965,25,90,Burnley,Away,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437934,26,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,12.0,5.0,17.0,2.0,6.0,1.0,,,,,,,3.0,6.0,8.0,,,1.0,,,,,,,,90.0,,,,,,,16.0,,6.7,,,1.0,,1.0,,,,,,23.0,6.0,29.0,1,,39.0,,2.0,,
2017-18,7437934,26,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438106,27,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,False,,,,11.0,2.0,13.0,10.0,17.0,3.0,,,,,,,1.0,11.0,17.0,,,,,,,,1.0,2.0,,81.0,,,,,,,16.0,,7.2,,,3.0,,,,,,1.0,,26.0,2.0,28.0,3,,36.0,,1.0,,
2017-18,7438106,27,90,Burnley,Away,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,1.0,1.0,2.0,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,9.0,,,,,,,1.0,,6.5,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1.0,,,1.0
2017-18,7437930,28,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437930,28,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437932,29,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437932,29,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,True,,,,6.0,4.0,10.0,1.0,3.0,3.0,,1.0,1.0,,,,2.0,3.0,3.0,,,,,1.0,,,,,,45.0,2.0,,,,,,12.0,,7.0,,,1.0,,,,,,,1.0,12.0,5.0,17.0,4,,27.0,3.0,,,
2017-18,7437959,30,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437959,30,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,True,,,,5.0,,5.0,2.0,2.0,,,,,1.0,,,1.0,4.0,2.0,,,,1.0,2.0,,,,2.0,,29.0,2.0,,,,,,4.0,,8.7,,,,,,,,,,1.0,7.0,1.0,8.0,2,,14.0,,,,
2017-18,7759902,31,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,8.0,1.0,,,,,,,,,8.0,1.0,,,,,,,,1.0,,,18.0,1.0,,,,,,2.0,,6.7,,,,,,,,,,,1.0,,1.0,1,,4.0,1.0,,,
2017-18,7759902,31,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,2.0,4.0,6.0,3.0,,2.0,,,,,,,,3.0,1.0,,,,,,,,,,,72.0,,,,,,,7.0,,6.5,,,1.0,,,,,,,2.0,3.0,4.0,7.0,1,1.0,15.0,6.0,,,
2017-18,7759902,31,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,6.5,,,,,,,,,,,1.0,,1.0,0,,2.0,,,,
2017-18,7438092,32,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,2.0,2.0,3.0,,1.0,,,,1.0,,,,6.0,,,,2.0,,,,,,,,13.0,,,,,,,1.0,,6.3,,,,,,,,,,,,2.0,2.0,0,,4.0,1.0,,,
2017-18,7438092,32,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,10.0,3.0,13.0,5.0,3.0,,,,,,,,1.0,6.0,5.0,,,,,1.0,,,,,,77.0,2.0,,,,,,11.0,,7.6,,,2.0,,,1.0,,,,,18.0,3.0,21.0,4,,30.0,2.0,1.0,1.0,
2017-18,7438082,33,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,3.0,3.0,2.0,3.0,1.0,,,,,,,1.0,3.0,3.0,,,,,1.0,,,,,,20.0,1.0,,,,,,5.0,,7.2,,,,,1.0,,,,,,4.0,3.0,7.0,1,,10.0,,,,
2017-18,7438082,33,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,4.0,7.0,11.0,7.0,1.0,4.0,,,,,,,2.0,9.0,5.0,,,,,,,,,,,90.0,1.0,,,,,,11.0,,6.7,,,,,1.0,1.0,,,,1.0,8.0,9.0,17.0,1,1.0,29.0,2.0,2.0,1.0,
2017-18,7438082,33,90,Burnley,Away,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438030,34,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,,,,3.0,1.0,,,,,,,,,3.0,2.0,,,,,,,,,,,5.0,,,,,,,2.0,,6.6,,,,,,,,,,,2.0,,2.0,0,,4.0,,1.0,,
2017-18,7438030,34,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,6.0,4.0,10.0,4.0,3.0,2.0,,1.0,1.0,,,,2.0,6.0,4.0,,,,,1.0,,,,1.0,,75.0,2.0,1.0,,,,,17.0,,7.1,,,,,1.0,,,,1.0,,14.0,6.0,20.0,3,,35.0,5.0,1.0,,
2017-18,7438030,34,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438022,35,90,Burnley,Away,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438022,35,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,4.0,,4.0,4.0,6.0,,,,,,,,1.0,5.0,6.0,,,,,,,,,1.0,,16.0,,,,,,,7.0,,6.8,,,1.0,,,,,,,,8.0,1.0,9.0,1,,13.0,1.0,,,
2017-18,7438022,35,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,8.0,8.0,16.0,8.0,3.0,4.0,,,1.0,1.0,,,3.0,12.0,5.0,,,1.0,,,,,,,,90.0,1.0,,,,,,14.0,,6.5,,,,,,,,,,,15.0,8.0,23.0,2,2.0,37.0,4.0,,,1.0
2017-18,7438027,36,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,1.0,,1.0,3.0,4.0,,,,,,,,,4.0,4.0,,,1.0,,,,,,,,24.0,,,,,,,6.0,,6.5,,,,,,,,,,,5.0,,5.0,0,,9.0,2.0,1.0,,
2017-18,7438027,36,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,3.0,3.0,6.0,3.0,,,,,2.0,,,,,4.0,1.0,,,1.0,,,,,,,,66.0,,,,,,,9.0,,6.6,,,,,1.0,1.0,1.0,,,1.0,10.0,3.0,12.0,2,,20.0,1.0,,1.0,
2017-18,7438027,36,90,Burnley,Home,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438062,37,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,5.0,1.0,6.0,6.0,10.0,1.0,,,,,,,2.0,9.0,10.0,,,2.0,,,,,,,,68.0,1.0,,,,,,13.0,,6.6,,,,,,,,,,,11.0,3.0,14.0,1,,23.0,3.0,2.0,,
2017-18,7438062,37,90,Burnley,Away,145182,92383,Nahki Wells,nahki-wells,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438024,38,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,True,,,,4.0,,4.0,5.0,4.0,,,,,,,,,5.0,4.0,,,2.0,,,,,,,,29.0,,,,,,,5.0,,6.6,,,,,,,,,,,8.0,,8.0,0,,10.0,1.0,,,
2017-18,7438024,38,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,6.0,,6.0,4.0,3.0,1.0,,,,,,,1.0,6.0,3.0,,,2.0,,1.0,,,,1.0,,61.0,1.0,1.0,,,,,8.0,,7.2,,,,,1.0,,,,,1.0,13.0,,13.0,1,,17.0,,,,
