season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896881,5,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,13.0,,,,,,,1.0,,6.5,,,,,,,,,,,1.0,1.0,2.0,0,,4.0,1.0,1.0,,
2020-21,8896881,5,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,11.0,2.0,13.0,5.0,5.0,1.0,,2.0,1.0,,,,4.0,9.0,6.0,,,2.0,,,,2.0,,,,90.0,,,,,,,15.0,,5.9,,,2.0,,,,,,1.0,,18.0,2.0,20.0,3,,35.0,4.0,1.0,,
2020-21,8896881,5,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896877,6,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,2.0,2.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,6.6,,,,,,,,,,,2.0,2.0,4.0,0,,5.0,,,,
2020-21,8896877,6,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,10.0,3.0,13.0,6.0,9.0,2.0,,,2.0,,,,2.0,9.0,9.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,12.0,,6.8,,,,,2.0,,,,,1.0,15.0,4.0,19.0,3,,30.0,4.0,,,
2020-21,8896877,6,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,0,,2.0,1.0,,,
2020-21,8896888,7,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,6.0,3.0,9.0,,,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,1.0,,45.0,,,,,,,3.0,,6.6,,,,,,3.0,,,,,8.0,3.0,11.0,1,,17.0,,,2.0,
2020-21,8896888,7,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,6.0,2.0,8.0,2.0,2.0,,,,,,,,2.0,6.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,9.0,,6.4,,,,,1.0,,,,1.0,1.0,11.0,3.0,14.0,0,,23.0,1.0,3.0,,
2020-21,8896888,7,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896888,7,90,Burnley,Home,1033353,461450,Max Thompson,max-thompson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896871,8,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,1.0,,1.0,1.0,1.0,,,,,2.0,,,,3.0,3.0,,,,,,,,,,,20.0,,,,,,,1.0,,6.6,,,,,,,,,,,2.0,,2.0,0,2.0,7.0,,,,1.0
2020-21,8896871,8,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,8.0,3.0,11.0,2.0,4.0,1.0,,,,,,,,2.0,6.0,,,1.0,,,,,,,,84.0,1.0,,,,,,8.0,,6.9,,,,,,,,,,,13.0,5.0,18.0,1,1.0,22.0,1.0,1.0,,
2020-21,8896871,8,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,10.0,,,,,,,2.0,,6.5,,,,,,,,,,,3.0,,3.0,0,,4.0,,,,
2020-21,8896871,8,90,Burnley,Away,1033353,461450,Max Thompson,max-thompson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896853,9,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,1.0,9.0,9.0,18.0,2.0,,6.0,1.0,,2.0,3.0,,,3.0,12.0,6.0,,,3.0,,,,,1.0,1.0,,90.0,,1.0,,,,,17.0,,7.0,,,,,,3.0,,,1.0,1.0,12.0,9.0,21.0,2,1.0,49.0,10.0,3.0,2.0,1.0
2020-21,8896853,9,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,12.0,1.0,13.0,7.0,5.0,1.0,,2.0,,,,,2.0,9.0,6.0,,,,,1.0,,,,2.0,,90.0,3.0,,,,,,12.0,,6.8,,,,,,,,,1.0,1.0,20.0,1.0,21.0,3,,33.0,2.0,1.0,,
2020-21,8896853,9,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896975,10,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,9.0,3.0,12.0,2.0,1.0,2.0,,,,,,,,5.0,3.0,,,1.0,,,,,,,,90.0,1.0,,,,,,6.0,,6.1,,,,,,2.0,1.0,,,,11.0,3.0,13.0,1,1.0,25.0,2.0,1.0,,1.0
2020-21,8896975,10,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,7.0,,7.0,4.0,6.0,1.0,,,,,,,,4.0,7.0,,,,,,,,,,,67.0,,,,,,,8.0,,6.6,,,,,,,,,,1.0,11.0,2.0,13.0,0,,16.0,2.0,1.0,,
2020-21,8896975,10,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,1.0,1.0,2.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,9.0,,,,,,,1.0,,6.4,,,,,,,,,,,1.0,1.0,2.0,0,,6.0,,,,
2020-21,8896961,11,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,14.0,4.0,18.0,3.0,2.0,2.0,,,,,,,1.0,6.0,7.0,,,,,,,,1.0,,,75.0,,,,,,,12.0,,6.6,,,,,1.0,4.0,,,,,15.0,5.0,20.0,0,1.0,39.0,6.0,2.0,2.0,1.0
2020-21,8896961,11,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,17.0,1.0,18.0,6.0,6.0,1.0,,1.0,1.0,,,,3.0,10.0,8.0,,,,,,,,,1.0,,90.0,2.0,,,,,,13.0,,6.6,,,,,,2.0,,,,,25.0,1.0,26.0,3,,40.0,1.0,1.0,1.0,
2020-21,8896961,11,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896991,12,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,5.0,1.0,6.0,,1.0,3.0,,,1.0,,,,1.0,3.0,1.0,,,1.0,,,,,,,,58.0,,,,,,,5.0,,6.4,,,,,,1.0,,,1.0,2.0,6.0,1.0,7.0,1,,14.0,2.0,,,
2020-21,8896991,12,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,6.0,3.0,9.0,2.0,3.0,3.0,,1.0,,,,,2.0,6.0,4.0,,,2.0,,,,,,1.0,,70.0,,,,,,,12.0,,6.2,,,1.0,,1.0,1.0,,,,,10.0,3.0,13.0,1,,27.0,4.0,1.0,,
2020-21,8896991,12,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,4.0,,4.0,1.0,,3.0,,,,,,,,2.0,,,,,,,,,,,,20.0,1.0,,,,,,1.0,,6.6,,,,,,1.0,,,,,4.0,,4.0,1,,7.0,,,,
2020-21,8896990,13,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,8.0,,8.0,8.0,,1.0,,,,1.0,,,,12.0,2.0,,,4.0,,,,,,1.0,,65.0,,1.0,,,,,8.0,,6.7,,,1.0,,1.0,,1.0,,,1.0,11.0,2.0,12.0,1,1.0,22.0,3.0,1.0,,1.0
2020-21,8896990,13,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,2.0,2.0,4.0,7.0,5.0,1.0,,,,,,,,9.0,5.0,,,2.0,,,,,,,,82.0,1.0,,,,,,7.0,,6.7,,,,,1.0,,,,,,8.0,2.0,10.0,1,,15.0,1.0,,,
2020-21,8896990,13,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,6.5,,,,,,,,,,,,,,0,,1.0,,,,
2020-21,8896969,14,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,3.0,,3.0,1.0,1.0,,,,,,,,,3.0,1.0,,,2.0,,,,,,,,8.0,,,,,,,,,6.4,,,,,,,,,,,3.0,,3.0,0,,3.0,,,,
2020-21,8896969,14,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,10.0,3.0,13.0,1.0,2.0,,,1.0,,1.0,,,1.0,3.0,4.0,,,,,1.0,,,,1.0,,90.0,2.0,1.0,,,,,9.0,,7.4,,,1.0,,2.0,2.0,,,1.0,,15.0,3.0,18.0,3,,32.0,3.0,,2.0,
2020-21,8896914,15,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,4.0,,4.0,1.0,1.0,3.0,,,,1.0,,,1.0,4.0,2.0,,,,,,,,,,,16.0,,,,,,,6.0,,6.6,,,1.0,,,2.0,1.0,,,,8.0,,7.0,1,,14.0,,,1.0,
2020-21,8896914,15,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,21.0,7.0,28.0,6.0,6.0,3.0,,2.0,,,,,2.0,9.0,7.0,,,1.0,,,,,,3.0,,90.0,1.0,,,,,,13.0,,6.3,,,1.0,,1.0,,1.0,,2.0,1.0,29.0,8.0,36.0,2,,47.0,2.0,1.0,,
2020-21,8896914,15,90,Burnley,Away,888536,430367,Joel Mumbongo,joel-mumbongo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897008,16,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,7.0,4.0,11.0,9.0,6.0,2.0,1.0,1.0,,,,,2.0,13.0,6.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,10.0,,6.3,,,,,,2.0,,,1.0,1.0,11.0,4.0,15.0,1,,29.0,2.0,,,
2020-21,8897008,16,90,Burnley,Home,888536,430367,Joel Mumbongo,joel-mumbongo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,9326482,17,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,9.0,2.0,11.0,8.0,5.0,2.0,,1.0,,2.0,,,2.0,13.0,9.0,,,,1.0,,,,,1.0,,90.0,1.0,,,,,,16.0,,6.6,,,,,,2.0,,,,3.0,18.0,3.0,21.0,1,,33.0,3.0,3.0,1.0,
2020-21,9326482,17,90,Burnley,Home,888536,430367,Joel Mumbongo,joel-mumbongo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897041,18,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897041,18,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,10.0,5.0,15.0,5.0,3.0,3.0,,,,2.0,,,,8.0,4.0,,,,,,,,,1.0,,90.0,,,,,,,9.0,,6.4,,,,,,1.0,,,,3.0,15.0,6.0,21.0,0,,27.0,2.0,1.0,,
2020-21,8897041,18,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897059,19,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,3.0,1.0,4.0,2.0,1.0,2.0,,,1.0,,,,1.0,3.0,4.0,,,,,,,,,,,18.0,,,,,,,3.0,,6.6,,,,,,,,,,,3.0,1.0,4.0,1,1.0,12.0,2.0,2.0,,1.0
2020-21,8897059,19,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,9.0,3.0,12.0,3.0,4.0,,,,,2.0,,,,5.0,4.0,,,,,,,,,,,72.0,,1.0,,,,,10.0,,6.6,,,1.0,,1.0,,,,,1.0,13.0,3.0,16.0,1,,26.0,6.0,,,
2020-21,8897059,19,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,3.0,,3.0,1.0,1.0,2.0,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,,27.0,,,,,,,3.0,,6.5,,,,,,,,,,,5.0,,5.0,0,,6.0,,,,
2020-21,8897025,20,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,5.0,3.0,8.0,3.0,5.0,2.0,,,,,,,1.0,9.0,12.0,,,4.0,,,,,,,,75.0,,,,,,,6.0,,6.9,,,1.0,,,1.0,,,1.0,1.0,8.0,4.0,12.0,1,6.0,24.0,,1.0,,4.0
2020-21,8897025,20,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,11.0,3.0,14.0,6.0,5.0,2.0,,,,,,,2.0,9.0,7.0,,,1.0,,1.0,,,,,,90.0,2.0,,,,,,13.0,,7.4,,,,,1.0,1.0,,,1.0,1.0,19.0,4.0,23.0,2,1.0,32.0,1.0,,1.0,1.0
2020-21,8897025,20,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,3.0,,3.0,2.0,,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,15.0,,,,,,,1.0,,6.4,,,,,,,,,,,3.0,,3.0,0,,5.0,,,,
2020-21,8897050,21,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,2.0,,2.0,1.0,4.0,,,,,1.0,,,,2.0,5.0,,,,,,,,,,,33.0,,,,,,,7.0,,6.6,,,,,,,,,,,6.0,1.0,7.0,0,1.0,11.0,2.0,,,
2020-21,8897050,21,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,9.0,3.0,12.0,3.0,6.0,2.0,,,,,,,2.0,6.0,7.0,,,1.0,,,,,,,,62.0,,,,,,,9.0,,6.6,,,,,,,,,,,15.0,3.0,18.0,0,,24.0,1.0,1.0,,
2020-21,8897050,21,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,False,,,,4.0,,4.0,1.0,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,,57.0,,,,,,,9.0,,6.5,,,,,,,,,,,10.0,,10.0,0,,14.0,3.0,,,
2020-21,8897050,21,90,Burnley,Away,888536,430367,Joel Mumbongo,joel-mumbongo,F,True,,,,2.0,,2.0,2.0,,2.0,,,,,,,,3.0,,,,,,,,,,,,14.0,,,,,,,2.0,,6.3,,,,,,1.0,,,,1.0,3.0,,3.0,0,,5.0,,,,
2020-21,8897024,22,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,7.0,3.0,10.0,3.0,1.0,2.0,,,,,,,2.0,8.0,3.0,,,3.0,,,,,,,,77.0,,,,,,,7.0,,6.4,,,,,,1.0,,,,,10.0,3.0,13.0,0,1.0,21.0,1.0,1.0,,
2020-21,8897024,22,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,False,,,,8.0,2.0,10.0,5.0,3.0,3.0,,,,,,,1.0,6.0,4.0,,,,,,,,,,,90.0,,,,,,,7.0,,6.7,,,1.0,,,,,,,2.0,9.0,3.0,12.0,1,,23.0,4.0,1.0,,
2020-21,8897024,22,90,Burnley,Home,888536,430367,Joel Mumbongo,joel-mumbongo,F,True,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,13.0,,,,,,,,,6.6,,,,,,,,,,,,,,0,,3.0,,2.0,,
2020-21,8897026,23,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897026,23,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,False,,,,10.0,,10.0,2.0,5.0,3.0,1.0,1.0,,,,,,2.0,10.0,,,,,,,,,3.0,,90.0,1.0,,,,,,11.0,,7.4,,,2.0,,,4.0,,,1.0,3.0,13.0,,13.0,3,,33.0,8.0,1.0,4.0,
2020-21,8897026,23,90,Burnley,Home,888536,430367,Joel Mumbongo,joel-mumbongo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897225,24,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,1.0,18.0,3.0,21.0,8.0,4.0,6.0,1.0,,1.0,2.0,,,2.0,15.0,8.0,,,3.0,1.0,1.0,,,,1.0,,90.0,1.0,,,,,,11.0,,8.3,,,2.0,,,2.0,1.0,,1.0,,23.0,6.0,28.0,4,1.0,41.0,1.0,1.0,2.0,1.0
2020-21,8897225,24,90,Burnley,Away,888536,430367,Joel Mumbongo,joel-mumbongo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897117,25,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,10.0,2.0,12.0,4.0,1.0,6.0,,1.0,,,,,2.0,11.0,7.0,,,3.0,,,,,,,,81.0,1.0,,,,,,10.0,,6.6,,,1.0,,1.0,2.0,,,1.0,2.0,12.0,3.0,15.0,2,5.0,35.0,2.0,1.0,,3.0
2020-21,8897117,25,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,False,,,,10.0,1.0,11.0,8.0,,1.0,,,,,,,,10.0,1.0,,,,,,,,,,,90.0,,,,,,,5.0,,6.3,,,,,1.0,2.0,1.0,,,2.0,12.0,1.0,12.0,0,1.0,23.0,1.0,,,1.0
2020-21,8897117,25,90,Burnley,Home,888536,430367,Joel Mumbongo,joel-mumbongo,F,True,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,9.0,,,,,,,2.0,,6.4,,,,,,,,,,,1.0,,1.0,0,,4.0,1.0,,,
2020-21,8897088,26,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,13.0,2.0,15.0,7.0,4.0,5.0,,,1.0,2.0,,,,11.0,7.0,,,1.0,,,,,,,,88.0,2.0,,,,,,15.0,,6.8,,,,,,1.0,,,,,22.0,3.0,25.0,3,3.0,42.0,4.0,,,2.0
2020-21,8897088,26,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,17.0,,,,,,,4.0,,6.5,,,,,,,1.0,,,,4.0,1.0,4.0,0,,7.0,2.0,,,
2020-21,8897088,26,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,False,,,,7.0,,7.0,9.0,5.0,1.0,,1.0,1.0,,,,,12.0,5.0,,,1.0,,,,,,,,73.0,1.0,,,,,,8.0,,6.2,,,2.0,,,2.0,,,,,9.0,2.0,11.0,4,,22.0,2.0,1.0,,
2020-21,8897091,27,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,1.0,,1.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,,9.0,,1.0,,,,,3.0,,6.6,,,1.0,,,,,,1.0,,,1.0,1.0,1,,6.0,1.0,,,
2020-21,8897091,27,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,18.0,2.0,20.0,8.0,3.0,,,1.0,,,,,1.0,9.0,5.0,,,,,1.0,,,,,,90.0,3.0,,,,,,16.0,,7.2,,,,,1.0,,,,1.0,2.0,28.0,3.0,31.0,3,1.0,45.0,4.0,1.0,,
2020-21,8897091,27,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,False,,,1.0,14.0,3.0,17.0,9.0,1.0,5.0,1.0,,,,,,1.0,10.0,3.0,,,,,,,,,2.0,,86.0,,,,,,,10.0,,7.2,,,2.0,,,1.0,,,1.0,,17.0,4.0,21.0,2,1.0,36.0,5.0,,1.0,1.0
2020-21,8897069,28,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,12.0,1.0,,,,,,1.0,,6.7,,,,,,,,,1.0,,1.0,1.0,2.0,1,,6.0,,1.0,,
2020-21,8897069,28,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,11.0,4.0,15.0,7.0,3.0,3.0,,,1.0,1.0,,,1.0,9.0,3.0,,,,,1.0,,,1.0,,,90.0,1.0,,,,,,12.0,,7.0,,,,,1.0,,1.0,,,1.0,19.0,6.0,24.0,2,,34.0,1.0,,,
2020-21,8897069,28,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,False,,,,9.0,2.0,11.0,4.0,,1.0,,1.0,,1.0,,,2.0,7.0,3.0,,,,1.0,,,,,2.0,,78.0,1.0,1.0,,,,,8.0,,6.7,,,,,1.0,3.0,,,,,10.0,2.0,12.0,1,,26.0,5.0,,3.0,
2020-21,8897085,29,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8897085,29,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,10.0,2.0,12.0,8.0,6.0,4.0,,1.0,,,,,,12.0,7.0,,,3.0,,,,,,,,90.0,3.0,,,,,,16.0,,6.6,,,,,2.0,1.0,,,1.0,2.0,19.0,4.0,23.0,3,1.0,37.0,2.0,1.0,,1.0
2020-21,8897085,29,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,False,,,,10.0,1.0,11.0,3.0,2.0,2.0,,1.0,,1.0,,,2.0,8.0,5.0,,,1.0,,1.0,,,,1.0,,89.0,2.0,,,,,,12.0,,6.9,,,,,,2.0,,,1.0,1.0,15.0,1.0,16.0,2,1.0,31.0,4.0,2.0,1.0,
