season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352303,1,90,Burnley,Home,809276,179458,Jacob Bruun Larsen,jacob-bruun-larsen,F,True,,,,3.0,,3.0,,2.0,,,,,,,,,2.0,2.0,,,0.0138621,0.0241,0.0,2.0,,,,,,,,,29.0,,,,,,,,3.0,,6.7,,,1.0,,1.0,,,,,,5.0,,5.0,1,,9.0,1.0,,,
2023-24,11352303,1,90,Burnley,Home,877036,511783,Anass Zaroury,anass-zaroury,F,True,2.0,,1.0,6.0,4.0,8.0,,,1.0,,,1.0,,,,,1.0,1.0,,,0.0589821,0.0447,0.0,1.0,,,,,,,1.0,,33.0,,,,,,,,2.0,,6.5,,,,,,,4.0,,1.0,,8.0,4.0,8.0,1,,14.0,,1.0,,
2023-24,11352303,1,90,Burnley,Home,901907,435973,Lyle Foster,lyle-foster,F,False,,,1.0,9.0,5.0,14.0,3.0,2.0,5.0,,,1.0,,,,2.0,8.0,5.0,,,0.0364051,0.1471,0.0,1.0,,,,,,,1.0,,89.0,,,,,,,,13.0,,6.4,,,1.0,,2.0,3.0,,,2.0,,14.0,6.0,20.0,2,2.0,39.0,3.0,,1.0,1.0
2023-24,11352303,1,90,Burnley,Home,990550,492831,Zeki Amdouni,zeki-amdouni,F,False,,,,7.0,3.0,10.0,2.0,1.0,4.0,,,,,,,1.0,5.0,6.0,,,0.00499923,0.0318,0.0198,,,,,,,,,,61.0,1.0,,,,,,,7.0,,6.9,,,,,1.0,4.0,,,,,8.0,3.0,11.0,1,1.0,25.0,3.0,2.0,2.0,1.0
2023-24,11352303,1,90,Burnley,Home,1216282,487702,Luca Koleosho,luca-koleosho,F,False,,,,8.0,,8.0,1.0,,5.0,,,,,,,1.0,5.0,,,,0.033754,0.0778,0.0,1.0,,,,,,,2.0,,61.0,,,,,,,,12.0,,6.4,,,1.0,,,2.0,,,,,11.0,2.0,13.0,1,,24.0,3.0,,,
2023-24,11626262,2,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,4.0,1.0,5.0,1.0,,,,,1.0,,,,,1.0,1.0,,,0.002124,0.037,0.0,,,,,,,,,,10.0,,,,,,,,1.0,,6.7,,,1.0,,,1.0,,,,,4.0,2.0,6.0,2,,10.0,,,1.0,
2023-24,11626262,2,90,Burnley,Away,809276,179458,Jacob Bruun Larsen,jacob-bruun-larsen,F,True,,,,1.0,,1.0,1.0,,,,,,1.0,,,,2.0,,,,0.00011237,0.0282,0.4951,,,1.0,,,,,,,16.0,1.0,,,,,,,,,7.1,,,,,,,,,,,1.0,,1.0,1,,2.0,,,,
2023-24,11626262,2,90,Burnley,Away,901907,435973,Lyle Foster,lyle-foster,F,False,,,1.0,10.0,4.0,14.0,6.0,1.0,4.0,,,,,,,3.0,10.0,2.0,,,0.0375044,0.489,0.7609,1.0,,1.0,,,,1.0,,,80.0,1.0,1.0,,,,,,15.0,,7.4,,,1.0,,1.0,1.0,1.0,,1.0,,18.0,4.0,21.0,2,,39.0,4.0,,1.0,
2023-24,11626262,2,90,Burnley,Away,990550,492831,Zeki Amdouni,zeki-amdouni,F,False,,,1.0,15.0,2.0,17.0,4.0,2.0,5.0,,,,,,,3.0,11.0,11.0,,,0.0330558,0.3404,0.3735,,,,,,,,2.0,,74.0,1.0,,,,,,,21.0,,7.3,,,1.0,,2.0,6.0,,,1.0,1.0,19.0,8.0,27.0,2,3.0,58.0,4.0,4.0,2.0,1.0
2023-24,11626262,2,90,Burnley,Away,1142679,550839,Wilson Odobert,wilson-odobert,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
