season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025047,1,90,Burnley,Away,795066,174592,Marcus Edwards,marcus-edwards,F,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.09,0.65,0.25,0.06,0.18,9.0,,,,,,,1.0,,,6.5,,,,,,,,,,,,,,,,,0,,1.0,1.0,,,
2025-26,14025047,1,90,Burnley,Away,809276,179458,Jacob Bruun Larsen,jacob-bruun-larsen,F,True,,,,4.0,1.0,5.0,2.0,,,1.0,,,,,,1.0,3.0,1.0,,,0.00523107,,,,0.0,,,,,,,,0.26,1.35,0.53,0.18,1.09,27.0,,,,,,,6.0,,,6.3,,,,,,1.0,1.0,2.0,,,1.0,6.0,2.0,8.0,,,0,,15.0,,,1.0,
2025-26,14025047,1,90,Burnley,Away,875137,431639,Zian Flemming,zian-flemming,F,True,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,0.0,,,,,,,,0.27,1.12,0.4,0.05,0.57,16.0,,,,,,,3.0,,,6.6,,,,,,,,,,,,2.0,,2.0,,,0,,4.0,,,,
2025-26,14025047,1,90,Burnley,Away,901907,435973,Lyle Foster,lyle-foster,F,False,,,1.0,11.0,1.0,12.0,5.0,4.0,,1.0,,,1.0,,,,7.0,8.0,,,0.0436203,0.2214,,3.0,0.0,,,,,,2.0,,0.45,3.86,0.96,0.39,2.71,74.0,,,,,,,5.0,,,6.8,,,1.0,,,2.0,2.0,,,1.0,3.0,12.0,1.0,13.0,,,2,,25.0,4.0,2.0,2.0,
2025-26,14025047,1,90,Burnley,Away,1004505,469272,Loum Tchaouna,loum-tchaouna,F,True,,,,3.0,1.0,4.0,,,,1.0,,,,1.0,,,1.0,2.0,,,0.00617347,,,,0.0,,,,,,,,0.25,1.11,0.47,0.14,0.56,16.0,,,,,,,2.0,,,6.6,,,,,,,1.0,,,,,5.0,1.0,6.0,,,0,1.0,8.0,,,1.0,
2025-26,14025071,2,90,Burnley,Home,795066,174592,Marcus Edwards,marcus-edwards,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025071,2,90,Burnley,Home,809276,179458,Jacob Bruun Larsen,jacob-bruun-larsen,F,False,,,,10.0,2.0,12.0,2.0,1.0,,3.0,,,,,,,2.0,1.0,,,0.0110008,0.0245,,,0.0,,,,,,,,,,,,,69.0,,,,,,,6.0,,,6.5,,,1.0,,,1.0,,3.0,,,,11.0,3.0,14.0,,,1,,26.0,1.0,,,
2025-26,14025071,2,90,Burnley,Home,875137,431639,Zian Flemming,zian-flemming,F,True,,,,,1.0,1.0,1.0,,,,,,,,,,2.0,,,,2.671e-05,,,,0.0,,,,,,1.0,,,,,,,15.0,,,,,,,2.0,,,6.5,,,,,,,1.0,,,,,,1.0,1.0,,,0,,4.0,1.0,,,
2025-26,14025071,2,90,Burnley,Home,901907,435973,Lyle Foster,lyle-foster,F,False,,,1.0,7.0,5.0,12.0,5.0,1.0,,3.0,,,,,,3.0,11.0,5.0,,,0.00614585,,,3.0,0.0,,,,,,,,,,,,,86.0,,,,,,,13.0,,,6.2,,,,,,,1.0,,,1.0,,14.0,6.0,20.0,,,0,2.0,33.0,2.0,1.0,1.0,2.0
2025-26,14025071,2,90,Burnley,Home,1004505,469272,Loum Tchaouna,loum-tchaouna,F,True,1.0,,,4.0,2.0,6.0,,2.0,,2.0,,,,,,,1.0,3.0,,,0.0265346,0.0791,,,0.0,,,,1.0,,,,,,,,,8.0,,,,,,,5.0,,,6.6,,,1.0,,,,1.0,1.0,,,,7.0,3.0,10.0,,,1,,14.0,,1.0,,
2025-26,14025106,3,90,Burnley,Away,795066,174592,Marcus Edwards,marcus-edwards,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025106,3,90,Burnley,Away,809276,179458,Jacob Bruun Larsen,jacob-bruun-larsen,F,False,1.0,,,13.0,6.0,19.0,3.0,1.0,,2.0,1.0,,1.0,,,2.0,6.0,2.0,,,0.321988,0.0349,,,1.0,,,,,2.0,2.0,,,,,,,82.0,,,,,,,8.0,,,6.8,,,,,,2.0,1.0,1.0,,1.0,,14.0,6.0,20.0,,,1,1.0,40.0,3.0,,,1.0
2025-26,14025106,3,90,Burnley,Away,875137,431639,Zian Flemming,zian-flemming,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025106,3,90,Burnley,Away,901907,435973,Lyle Foster,lyle-foster,F,False,,,,8.0,3.0,11.0,3.0,4.0,,4.0,,,,,,4.0,7.0,5.0,,,0.00268481,0.5078,0.8209,,0.0,1.0,,,,,,,,,,,,90.0,1.0,1.0,,,,,19.0,,,7.3,,,,,,,,2.0,,,1.0,14.0,5.0,19.0,,,1,1.0,38.0,5.0,,,1.0
2025-26,14025106,3,90,Burnley,Away,1004505,469272,Loum Tchaouna,loum-tchaouna,F,True,,,,1.0,4.0,5.0,2.0,2.0,,,,,,,,1.0,3.0,3.0,,,0.00048955,0.1281,0.2838,,0.0,,,,,,,,,,,,,25.0,1.0,,,,,,4.0,,,6.5,,,,,,,,,,,,2.0,4.0,6.0,,,1,1.0,14.0,2.0,,,1.0
2025-26,14025130,4,90,Burnley,Home,795066,174592,Marcus Edwards,marcus-edwards,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025130,4,90,Burnley,Home,875137,431639,Zian Flemming,zian-flemming,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025130,4,90,Burnley,Home,901907,435973,Lyle Foster,lyle-foster,F,False,,,,2.0,1.0,3.0,9.0,1.0,,3.0,,,,1.0,,1.0,13.0,4.0,,,0.00173162,,,2.0,0.0,,,,,,,,,,,,,86.0,,,,,,,12.0,,,6.2,,,,,,4.0,,,,1.0,,8.0,5.0,13.0,,,0,2.0,23.0,1.0,1.0,,2.0
2025-26,14025130,4,90,Burnley,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,0.0,,,,,,,,,,,,,8.0,,,,,,,,,,6.6,,,,,,1.0,,,,,,,,,,,0,,1.0,,,,
2025-26,14025130,4,90,Burnley,Home,1004505,469272,Loum Tchaouna,loum-tchaouna,F,False,,,,5.0,,5.0,2.0,1.0,,2.0,,,,1.0,,1.0,5.0,2.0,,,0.0142598,,,1.0,0.0,,,,,,1.0,,,,,,,63.0,,,,,,,5.0,,,6.6,,,,,,1.0,,,,,,7.0,2.0,9.0,,,0,,16.0,,1.0,,
2025-26,14025160,5,90,Burnley,Home,795066,174592,Marcus Edwards,marcus-edwards,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025160,5,90,Burnley,Home,875137,431639,Zian Flemming,zian-flemming,F,True,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,0.00016639,0.1134,,,0.0,,,,,,,,,,,,,10.0,,,,,,,,,,6.6,,,,,,,,,,,,1.0,,1.0,,,1,,2.0,,,,
2025-26,14025160,5,90,Burnley,Home,901907,435973,Lyle Foster,lyle-foster,F,False,,,,8.0,2.0,10.0,1.0,2.0,,3.0,1.0,,1.0,,,1.0,3.0,8.0,,,0.0307707,0.0205,,1.0,1.0,,,,,,2.0,,,,,,,86.0,,1.0,,,,,6.0,,,7.4,,,,,,1.0,3.0,,,1.0,,12.0,2.0,14.0,,,1,,29.0,1.0,4.0,3.0,
2025-26,14025160,5,90,Burnley,Home,996985,440323,Armando Broja,armando-broja,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025160,5,90,Burnley,Home,1004505,469272,Loum Tchaouna,loum-tchaouna,F,False,1.0,,,7.0,6.0,13.0,,1.0,,,,,1.0,,,,4.0,3.0,,,0.101801,0.0752,,2.0,0.0,,,,1.0,,,,,,,,,81.0,,,,,,,7.0,,,6.6,,,1.0,,,2.0,2.0,2.0,,,,10.0,6.0,16.0,,,2,1.0,31.0,1.0,1.0,,1.0
2025-26,14025199,6,90,Burnley,Away,795066,174592,Marcus Edwards,marcus-edwards,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025199,6,90,Burnley,Away,809276,179458,Jacob Bruun Larsen,jacob-bruun-larsen,F,True,,,,3.0,2.0,5.0,,,,1.0,,,,,,,1.0,,,,0.00190846,,,,0.0,,,,,,,,,,,,,28.0,,,,,,,1.0,,,6.4,,,,,,,1.0,,,,1.0,3.0,2.0,5.0,,,0,,6.0,,,,
2025-26,14025199,6,90,Burnley,Away,875137,431639,Zian Flemming,zian-flemming,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025199,6,90,Burnley,Away,901907,435973,Lyle Foster,lyle-foster,F,False,,,1.0,7.0,2.0,9.0,3.0,2.0,,1.0,,,2.0,,,,4.0,2.0,,,0.0263147,0.1766,,1.0,0.0,,,,,,1.0,,,,,,,80.0,,,,,,,6.0,,,6.5,,,1.0,,,2.0,,1.0,,1.0,,9.0,2.0,11.0,,,3,,21.0,3.0,,,
2025-26,14025199,6,90,Burnley,Away,996985,440323,Armando Broja,armando-broja,F,True,,,,2.0,1.0,3.0,,,,,,,,,,,,,,,0.00387785,,,,0.0,,,,,,,,,,,,,10.0,,,,,,,1.0,,,6.5,,,,,,,,,,,,2.0,1.0,3.0,,,0,,4.0,1.0,,,
