playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,goals,offsides,awayGoals,homeGoals,leftFootGoals,shotsOnTargetOutsideBox,oboxTarget,ownGoalScored,throughBalls,cornersTakenInclShortCorners,rightFootGoals,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,unsuccessfulLayoffs,hitWoodwork,successfulCornersIntoBox,secondGoalAssists,headedGoals,clearancesOffTheLine,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,catches,savesMadeFromOutsideBox,penaltiesFaced,punches,savesMade,goalkeeperSmother,savesMadeParried,savesMadeFromInsideBox,savesMadeCaught,drops
54469,Adam Smith,Defender,Bournemouth,91,England,2022-23,118.0,19.0,1.548,45.0,0.0,3.0,1.0,1.0,0.6056,49.0,2.0,142.0,37.0,1.0,26.0,34.0,237.0,29.0,961.0,1.0,3.0,67.0,6.0,19.0,1.0,2948.0,1.0,38.0,112.0,6.0,1.0,46.0,83.0,663.0,17.0,44.0,5.0,54.4522,15.0,12.0,68.0,58.0,2.0,80.0,79.0,27.0,0.0,230.0,17.0,437.0,128.0,37.0,20.0,1.0,17.0,326.0,52.0,29.0,21.0,2.0,163.0,29.0,0.0,939.0,1.0,8.0,354.0,29.0,7.0,13.0,285.0,29.0,25.0,61.0,160.0,1571.0,210.0,9.0,1.0,37.0,417.0,12.0,3.0,0.5914,11.0,95.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474772,Ben Greenwood,Defender,Bournemouth,91,Ireland,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223911,Chris Mepham,Defender,Bournemouth,91,Wales,2022-23,65.0,,0.5813,36.0,0.0,1.0,4.0,,0.5017,44.0,7.0,92.0,26.0,,22.0,24.0,167.0,,1022.0,1.0,2.0,85.0,5.0,,4.0,2198.0,4.0,32.0,107.0,4.0,,20.0,54.0,809.0,14.0,1.0,6.0,43.8417,4.0,9.0,146.0,52.0,,33.0,253.0,7.0,0.0,172.0,13.0,394.0,85.0,26.0,22.0,,3.0,192.0,48.0,,6.0,,87.0,53.0,0.0,1001.0,3.0,1.0,181.0,22.0,3.0,27.0,312.0,16.0,30.0,46.0,63.0,1363.0,15.0,1.0,1.0,32.0,663.0,8.0,,0.6891,7.0,75.0,87.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
477580,Illia Zabarnyi,Defender,Bournemouth,91,Ukraine,2022-23,10.0,,0.0144,9.0,0.0,,,,,4.0,,7.0,5.0,,5.0,3.0,15.0,,199.0,,2.0,4.0,,,,297.0,,3.0,8.0,2.0,,5.0,7.0,175.0,,,,6.0335,,2.0,14.0,5.0,,7.0,43.0,2.0,0.0,18.0,5.0,54.0,18.0,5.0,2.0,,,31.0,3.0,,2.0,,14.0,1.0,0.0,197.0,,,21.0,2.0,1.0,2.0,87.0,1.0,3.0,9.0,15.0,241.0,,,,3.0,153.0,,,,0.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154131,Jack Stacey,Defender,Bournemouth,91,England,2022-23,19.0,1.0,0.0265,8.0,0.0,,,,,5.0,1.0,28.0,10.0,,5.0,3.0,38.0,9.0,96.0,,7.0,8.0,,1.0,,293.0,,3.0,13.0,1.0,,9.0,8.0,56.0,3.0,8.0,1.0,8.3456,,,12.0,10.0,,16.0,8.0,,0.0,32.0,2.0,45.0,15.0,10.0,1.0,,5.0,28.0,9.0,9.0,9.0,,24.0,5.0,0.0,96.0,1.0,2.0,68.0,4.0,3.0,1.0,15.0,4.0,5.0,2.0,28.0,182.0,15.0,1.0,,9.0,31.0,4.0,,0.0892,2.0,10.0,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88900,Jack Stephens,Defender,Bournemouth,91,England,2022-23,34.0,2.0,0.2284,23.0,0.0,,1.0,,0.6736,17.0,2.0,53.0,17.0,,12.0,13.0,100.0,,566.0,,4.0,36.0,4.0,2.0,1.0,1218.0,1.0,19.0,39.0,,,13.0,22.0,431.0,9.0,2.0,,19.898,3.0,4.0,55.0,24.0,,15.0,83.0,2.0,0.0,73.0,7.0,232.0,66.0,17.0,4.0,1.0,,163.0,24.0,,2.0,,37.0,17.0,0.0,561.0,1.0,,109.0,13.0,3.0,17.0,211.0,9.0,17.0,35.0,40.0,714.0,1.0,,,23.0,305.0,2.0,,0.3854,3.0,47.0,46.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
463981,James Hill,Defender,Bournemouth,91,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447932,Jordan Zemura,Defender,Bournemouth,91,Zimbabwe,2022-23,79.0,6.0,2.1058,39.0,0.0,1.0,1.0,3.0,,39.0,3.0,113.0,19.0,1.0,17.0,17.0,140.0,12.0,456.0,1.0,2.0,18.0,3.0,6.0,1.0,1456.0,1.0,11.0,83.0,4.0,1.0,52.0,76.0,305.0,31.0,18.0,3.0,27.5654,17.0,2.0,27.0,31.0,,68.0,136.0,14.0,0.0,162.0,22.0,237.0,78.0,19.0,15.0,,18.0,196.0,27.0,12.0,34.0,,144.0,7.0,0.0,448.0,2.0,7.0,243.0,24.0,23.0,9.0,23.0,17.0,16.0,11.0,60.0,866.0,101.0,5.0,1.0,10.0,126.0,8.0,4.0,0.3876,1.0,27.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235530,Lloyd Kelly,Defender,Bournemouth,91,England,2022-23,51.0,3.0,0.8144,37.0,0.0,2.0,,1.0,,33.0,1.0,89.0,23.0,2.0,22.0,23.0,193.0,11.0,1037.0,,,56.0,5.0,3.0,,2041.0,,20.0,76.0,4.0,1.0,23.0,40.0,783.0,9.0,22.0,2.0,35.3455,5.0,6.0,99.0,38.0,2.0,31.0,333.0,5.0,0.0,127.0,11.0,463.0,131.0,23.0,15.0,1.0,5.0,278.0,34.0,11.0,9.0,2.0,71.0,36.0,0.0,1006.0,1.0,,257.0,18.0,2.0,15.0,141.0,17.0,26.0,61.0,100.0,1410.0,87.0,1.0,,26.0,569.0,4.0,1.0,0.1875,3.0,104.0,63.0,,,,,,,,,,2.0,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,
221466,Marcos Senesi,Defender,Bournemouth,91,Argentina,2022-23,82.0,2.0,0.368,49.0,0.0,1.0,3.0,,0.516,50.0,7.0,130.0,31.0,,23.0,29.0,240.0,6.0,1291.0,,2.0,49.0,4.0,2.0,1.0,2495.0,1.0,22.0,99.0,6.0,2.0,36.0,72.0,944.0,16.0,3.0,5.0,49.9412,5.0,12.0,140.0,55.0,1.0,60.0,346.0,13.0,0.0,181.0,18.0,592.0,168.0,31.0,15.0,,3.0,291.0,49.0,6.0,8.0,1.0,132.0,27.0,0.0,1249.0,4.0,3.0,281.0,35.0,10.0,20.0,289.0,29.0,43.0,107.0,64.0,1693.0,11.0,7.0,,33.0,762.0,19.0,,1.6506,7.0,110.0,110.0,1.0,2.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,
244704,Matías Viña,Defender,Bournemouth,91,Uruguay,2022-23,46.0,,0.1032,13.0,0.0,1.0,6.0,3.0,1.9186,19.0,8.0,32.0,12.0,,7.0,5.0,39.0,4.0,145.0,1.0,7.0,11.0,1.0,,1.0,455.0,1.0,7.0,44.0,2.0,,18.0,40.0,102.0,14.0,2.0,,8.9466,2.0,2.0,17.0,10.0,,39.0,48.0,11.0,0.0,90.0,12.0,60.0,28.0,12.0,8.0,,11.0,57.0,8.0,4.0,17.0,,79.0,4.0,0.0,138.0,2.0,3.0,76.0,11.0,10.0,1.0,20.0,7.0,4.0,4.0,17.0,321.0,34.0,3.0,1.0,4.0,49.0,5.0,1.0,0.8705,1.0,7.0,16.0,,2.0,,1.0,1.0,1.0,3.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
496683,Max Kinsey,Defender,Bournemouth,91,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81012,Ryan Fredericks,Defender,Bournemouth,91,England,2022-23,23.0,1.0,0.3087,9.0,0.0,,,1.0,,3.0,,42.0,12.0,,4.0,5.0,49.0,14.0,163.0,,7.0,15.0,,1.0,,531.0,,10.0,12.0,1.0,,16.0,7.0,111.0,8.0,8.0,2.0,8.4487,1.0,1.0,26.0,11.0,,13.0,21.0,1.0,0.0,35.0,5.0,57.0,13.0,12.0,1.0,,5.0,62.0,10.0,14.0,8.0,,20.0,5.0,0.0,162.0,,2.0,84.0,2.0,3.0,2.0,57.0,3.0,1.0,3.0,28.0,288.0,34.0,4.0,,4.0,53.0,1.0,,,1.0,7.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
