playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,throughBalls,oboxBlocked,substituteOn,shotsOnTargetOutsideBox,goalsConcededOutsideBox,oboxTarget,hitWoodwork,shotsBlockedOutsideBox,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,offsides,iboxTarget,shotsOnTargetInBox,leftFootGoals,otherGoals,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,headedGoals,penaltyGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,clearancesOffTheLine,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,ownGoalScored
54469,Adam Smith,Defender,Bournemouth,91,England,2018-19,107.0,4.0,0.8113,1.0,2.0,1.0,0.5633,46.0,5.0,115.0,25.0,1.0,4.0,25.0,157.0,18.0,872.0,1.0,0.0,6.0,59.0,7.0,4.0,2072.0,31.0,137.0,1.0,46.0,109.0,693.0,29.0,34.0,4.0,28.475,10.0,4.0,57.0,32.0,2.0,76.0,164.0,43.0,0.0,244.0,19.0,1.0,367.0,106.0,25.0,1.0,14.0,28.0,399.0,32.0,18.0,38.0,2.0,185.0,28.0,1.0,845.0,4.0,4.0,279.0,32.0,20.0,7.0,166.0,18.0,30.0,22.0,175.0,1438.0,144.0,6.0,26.0,320.0,8.0,1.0,0.5214,5.0,42.0,54.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41320,Charlie Daniels,Defender,Bournemouth,91,England,2018-19,58.0,9.0,1.0811,0.0,4.0,3.0,0.464,25.0,8.0,123.0,21.0,,2.0,17.0,179.0,18.0,840.0,1.0,0.0,2.0,54.0,4.0,9.0,1585.0,25.0,72.0,,31.0,43.0,622.0,31.0,23.0,1.0,25.3459,11.0,11.0,43.0,34.0,2.0,33.0,259.0,7.0,0.0,130.0,10.0,1.0,371.0,108.0,21.0,,10.0,9.0,336.0,29.0,18.0,17.0,2.0,76.0,29.0,0.0,801.0,5.0,6.0,257.0,15.0,11.0,4.0,59.0,7.0,20.0,39.0,151.0,1235.0,129.0,2.0,31.0,334.0,6.0,,0.4444,4.0,56.0,54.0,,1.0,2.0,4.0,1.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,
223911,Chris Mepham,Defender,Bournemouth,91,Wales,2018-19,30.0,,0.0398,0.0,,,,9.0,2.0,50.0,13.0,1.0,,10.0,82.0,1.0,405.0,,0.0,,50.0,2.0,,850.0,19.0,47.0,,11.0,16.0,306.0,9.0,2.0,2.0,11.9249,1.0,3.0,57.0,17.0,,11.0,73.0,4.0,0.0,77.0,7.0,0.0,167.0,47.0,13.0,,6.0,,67.0,15.0,1.0,2.0,,27.0,31.0,0.0,390.0,2.0,,94.0,3.0,3.0,5.0,134.0,7.0,14.0,17.0,31.0,532.0,3.0,2.0,21.0,256.0,4.0,,0.1178,1.0,32.0,37.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171129,Diego Rico,Defender,Bournemouth,91,Spain,2018-19,31.0,5.0,0.7335,0.0,3.0,,,14.0,6.0,63.0,12.0,,1.0,5.0,78.0,21.0,285.0,,0.0,12.0,16.0,,11.0,607.0,9.0,36.0,1.0,27.0,29.0,199.0,3.0,7.0,1.0,14.5028,11.0,2.0,17.0,19.0,,22.0,99.0,11.0,0.0,67.0,11.0,0.0,141.0,47.0,12.0,,5.0,,112.0,18.0,28.0,5.0,,51.0,7.0,0.0,271.0,6.0,5.0,126.0,9.0,4.0,2.0,9.0,10.0,14.0,8.0,36.0,498.0,54.0,2.0,10.0,106.0,7.0,,0.2482,1.0,15.0,26.0,,,3.0,7.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,0.0667,1.0,1.0,
222434,Jack Simpson,Defender,Bournemouth,91,England,2018-19,17.0,,0.0165,0.0,,1.0,0.0222,9.0,2.0,25.0,6.0,,,4.0,42.0,,236.0,,0.0,,24.0,1.0,,403.0,10.0,24.0,1.0,3.0,10.0,186.0,2.0,2.0,1.0,9.99,,2.0,22.0,9.0,,7.0,80.0,1.0,0.0,41.0,1.0,0.0,103.0,27.0,6.0,,4.0,,52.0,8.0,,2.0,,17.0,14.0,0.0,231.0,1.0,,47.0,5.0,,4.0,41.0,3.0,9.0,8.0,12.0,310.0,4.0,2.0,13.0,142.0,1.0,,0.1229,0.0,17.0,16.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0
126184,Nathan Aké,Defender,Bournemouth,91,Netherlands,2018-19,114.0,5.0,0.918,0.0,7.0,9.0,2.6012,66.0,18.0,146.0,38.0,,4.0,38.0,237.0,1.0,1696.0,4.0,1.0,,161.0,10.0,5.0,3412.0,73.0,176.0,1.0,30.0,88.0,1388.0,52.0,2.0,5.0,56.2569,7.0,25.0,230.0,70.0,7.0,41.0,543.0,21.0,1.0,290.0,16.0,3.0,682.0,182.0,38.0,,31.0,2.0,385.0,64.0,1.0,8.0,7.0,129.0,88.0,0.0,1640.0,9.0,3.0,268.0,35.0,3.0,35.0,352.0,28.0,32.0,71.0,119.0,2243.0,27.0,1.0,55.0,1079.0,12.0,1.0,3.3562,3.0,91.0,104.0,,1.0,,,,6.0,,1.0,,,,,,,,,,,,,,,2.0,5.0,5.0,1.0,,1.0,,,3.0,,,,2.0,,,,
57328,Nathaniel Clyne,Defender,Bournemouth,91,England,2018-19,51.0,4.0,0.7998,0.0,1.0,1.0,,37.0,4.0,82.0,18.0,1.0,1.0,14.0,124.0,17.0,518.0,,0.0,,18.0,3.0,4.0,1253.0,12.0,52.0,,33.0,46.0,378.0,21.0,19.0,2.0,17.4793,3.0,10.0,28.0,26.0,,39.0,42.0,5.0,0.0,103.0,10.0,0.0,234.0,64.0,18.0,,16.0,5.0,219.0,23.0,17.0,16.0,,85.0,6.0,0.0,512.0,3.0,9.0,188.0,21.0,4.0,3.0,145.0,9.0,18.0,16.0,97.0,844.0,120.0,4.0,31.0,179.0,7.0,,0.1404,2.0,42.0,39.0,1.0,2.0,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15149,Simon Francis,Defender,Bournemouth,91,England,2018-19,74.0,11.0,1.1046,0.0,,1.0,0.5137,25.0,3.0,119.0,17.0,2.0,,13.0,175.0,21.0,655.0,,0.0,1.0,87.0,4.0,11.0,1227.0,40.0,85.0,,32.0,38.0,450.0,13.0,23.0,1.0,18.9951,8.0,6.0,67.0,24.0,,34.0,34.0,8.0,0.0,159.0,8.0,0.0,307.0,65.0,17.0,,11.0,4.0,246.0,22.0,21.0,11.0,,72.0,47.0,0.0,641.0,2.0,7.0,249.0,14.0,5.0,7.0,248.0,11.0,18.0,30.0,66.0,1014.0,100.0,1.0,28.0,245.0,5.0,,0.1368,1.0,56.0,45.0,,,,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,0.0907,1.0,1.0,
56917,Steve Cook,Defender,Bournemouth,91,England,2018-19,101.0,3.0,0.6871,0.0,5.0,9.0,1.5291,36.0,16.0,153.0,31.0,1.0,1.0,31.0,310.0,8.0,1500.0,1.0,1.0,,201.0,8.0,3.0,2787.0,75.0,189.0,1.0,25.0,63.0,1086.0,33.0,42.0,4.0,49.1971,10.0,26.0,199.0,56.0,3.0,26.0,324.0,27.0,1.0,290.0,15.0,0.0,629.0,144.0,31.0,,17.0,2.0,382.0,52.0,8.0,2.0,3.0,89.0,126.0,0.0,1436.0,7.0,7.0,373.0,19.0,5.0,21.0,484.0,18.0,50.0,104.0,63.0,2032.0,51.0,1.0,96.0,811.0,11.0,1.0,1.2943,3.0,157.0,102.0,,,2.0,,2.0,4.0,2.0,,2.0,,,,,,,,,,,,,,1.0,6.0,6.0,,,,,,1.0,,,,,,,,1.0
149484,Tyrone Mings,Defender,Bournemouth,91,England,2018-19,5.0,1.0,0.0412,0.0,,,,4.0,,9.0,5.0,,,2.0,14.0,,87.0,,0.0,,6.0,,1.0,142.0,3.0,10.0,,5.0,7.0,71.0,1.0,3.0,,2.6108,1.0,1.0,8.0,4.0,,2.0,33.0,1.0,0.0,15.0,3.0,0.0,39.0,9.0,5.0,,1.0,,27.0,4.0,,1.0,,9.0,3.0,0.0,86.0,,,20.0,3.0,2.0,2.0,5.0,,6.0,2.0,10.0,125.0,5.0,1.0,4.0,47.0,,,,0.0,5.0,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
