playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedGoalsFreekick,shotsOnTargetIncGoals,expectedGoalsOnTarget,successfulLayoffs,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,successfulCornersIntoBox,penaltyGoalsConceded,oboxTarget,lastPlayerTackle,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,goals,offsides,awayGoals,goalsConcededOutsideBox,rightFootGoals,leftFootGoals,hitWoodwork,goalAssists,foulWonPenalty,homeGoals,handballsConceded,headedGoals,goalKicks,gkSuccessfulDistribution,clearancesOffTheLine,setPiecesGoals,penaltiesTaken,otherGoals,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
54469,Adam Smith,Defender,Bournemouth,91,England,2024-25,61.0,7.0,0.6828,0.0,1.0,1.0,24.0,2.0,1.0,56.0,25.0,19.0,112.0,26.0,526.0,6.0,29.0,3.0,7.0,1596.0,15.0,56.0,23.0,42.0,393.0,9.0,26.0,22.9117,8.0,7.0,38.0,18.0,1.0,46.0,18.0,12.0,0.0,117.0,8.0,218.0,50.0,25.0,12.0,7.0,224.0,18.0,26.0,14.0,1.0,88.0,14.0,0.0,517.0,2.0,6.0,193.0,12.0,6.0,5.0,150.0,19.0,15.0,21.0,140.0,856.0,93.0,12.0,37.0,197.0,10.0,0.6502,7.0,56.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632822,Archie Harris,Defender,Bournemouth,91,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554605,Dean Huijsen,Defender,Bournemouth,91,Spain,2024-25,90.0,2.0,1.5706,0.0,6.0,,36.0,12.0,2.0,121.0,32.0,26.0,253.0,10.0,1601.0,6.0,112.0,7.0,2.0,2422.0,44.0,116.0,23.0,48.0,1220.0,30.0,1.0,38.5243,13.0,17.0,194.0,31.0,3.0,46.0,511.0,10.0,2.0,206.0,11.0,692.0,105.0,32.0,10.0,3.0,612.0,28.0,10.0,4.0,3.0,94.0,68.0,0.0,1554.0,8.0,3.0,294.0,26.0,2.0,29.0,308.0,31.0,51.0,128.0,90.0,2044.0,5.0,,73.0,738.0,4.0,1.8656,10.0,132.0,63.0,,,4.0,2.3353,1.0,3.0,,,1.0,1.0,,,4.0,,,,,,3.0,3.0,2.0,2.0,3.0,,,1.0,2.0,,1.0,,3.0,15.0,15.0,1.0,,,,,,,,,,,,,,,,
477580,Illia Zabarnyi,Defender,Bournemouth,91,Ukraine,2024-25,84.0,,0.7576,1.0,3.0,,52.0,9.0,6.0,117.0,36.0,35.0,298.0,6.0,1701.0,1.0,121.0,8.0,,3113.0,44.0,142.0,23.0,65.0,1286.0,16.0,,51.1283,11.0,25.0,179.0,41.0,2.0,40.0,300.0,7.0,0.0,226.0,13.0,693.0,157.0,36.0,16.0,2.0,594.0,39.0,6.0,5.0,2.0,105.0,77.0,1.0,1671.0,8.0,4.0,325.0,36.0,6.0,20.0,594.0,20.0,41.0,117.0,114.0,2096.0,1.0,4.0,97.0,809.0,9.0,1.2731,4.0,181.0,85.0,,,1.0,0.009,1.0,1.0,,,1.0,1.0,,,2.0,,4.0,,,,1.0,,,,2.0,,,2.0,1.0,,,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,
463981,James Hill,Defender,Bournemouth,91,England,2024-25,28.0,,0.2566,0.0,2.0,,15.0,4.0,,29.0,10.0,6.0,58.0,10.0,205.0,4.0,27.0,,,448.0,12.0,35.0,10.0,20.0,140.0,8.0,18.0,8.0871,2.0,1.0,31.0,9.0,2.0,16.0,21.0,5.0,0.0,63.0,5.0,95.0,13.0,10.0,7.0,1.0,67.0,8.0,10.0,1.0,2.0,36.0,15.0,0.0,202.0,4.0,1.0,89.0,8.0,1.0,,64.0,7.0,9.0,7.0,25.0,330.0,12.0,5.0,14.0,80.0,4.0,0.2907,1.0,29.0,19.0,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
575901,Julio Soler,Defender,Bournemouth,91,Argentina,2024-25,,,0.0044,0.0,,,1.0,,,1.0,3.0,,2.0,1.0,13.0,3.0,,,,9.0,,2.0,2.0,2.0,11.0,,,0.366,,,,1.0,,,6.0,1.0,0.0,2.0,1.0,2.0,,3.0,,,10.0,1.0,1.0,,,2.0,,0.0,13.0,,1.0,4.0,1.0,,,,,,,5.0,18.0,,,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436893,Julián Araujo,Defender,Bournemouth,91,Mexico,2024-25,26.0,2.0,0.1022,0.0,,,10.0,,,22.0,12.0,7.0,35.0,7.0,191.0,5.0,12.0,,2.0,497.0,9.0,15.0,5.0,12.0,150.0,2.0,5.0,12.2065,1.0,3.0,16.0,10.0,,17.0,8.0,2.0,0.0,41.0,3.0,78.0,29.0,12.0,5.0,1.0,83.0,9.0,7.0,3.0,,29.0,3.0,0.0,189.0,,1.0,55.0,5.0,,,63.0,7.0,6.0,6.0,42.0,283.0,20.0,7.0,7.0,75.0,2.0,,2.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
221466,Marcos Senesi,Defender,Bournemouth,91,Argentina,2024-25,77.0,3.0,0.4942,0.0,,,39.0,3.0,,72.0,17.0,13.0,161.0,8.0,713.0,4.0,62.0,1.0,3.0,1108.0,29.0,85.0,10.0,52.0,480.0,16.0,,19.3201,3.0,14.0,58.0,17.0,,48.0,196.0,8.0,0.0,162.0,9.0,382.0,71.0,17.0,18.0,4.0,258.0,17.0,8.0,10.0,,100.0,33.0,0.0,688.0,3.0,2.0,191.0,21.0,6.0,7.0,99.0,22.0,14.0,72.0,36.0,918.0,6.0,6.0,48.0,297.0,15.0,0.8397,5.0,89.0,30.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,
541462,Matai Akinmboni,Defender,Bournemouth,91,United States,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496683,Max Kinsey,Defender,Bournemouth,91,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
