playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,successfulCrossesOpenPlay,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,handballsConceded,expectedGoals,oboxBlocked,substituteOn,successfulCornersIntoBox,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,expectedGoalsFreekick,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,freekickTotal,attemptsFromSetPieces,hitWoodwork,throughBalls,foulWonPenalty,goals,rightFootGoals,leftFootGoals,headedGoals,secondGoalAssists,setPiecesGoals,redCards2ndYellow,penaltiesTaken,penaltyGoals,clearancesOffTheLine
54469,Adam Smith,Defender,Bournemouth,91,England,2019-20,119.0,,6.0,0.6067,0.0,,47.0,,109.0,24.0,1.0,24.0,172.0,841.0,,64.0,3.0,,6.0,2060.0,29.0,145.0,7.0,53.0,110.0,643.0,,,3.0,37.1852,9.0,13.0,48.0,40.0,109.0,,40.0,264.0,,343.0,92.0,24.0,,15.0,370.0,33.0,200.0,35.0,0.0,,819.0,295.0,32.0,,,211.0,26.0,1411.0,34.0,305.0,,7.0,63.0,54.0,1.0,1.0,0.8856,3.0,2.0,22.0,2.0,1.0,1.0,1.0,2.0,24.0,21.0,1.0,90.0,21.0,27.0,22.0,1.0,2.0,10.0,24.0,6.0,25.0,25.0,178.0,152.0,5.0,15.0,2.0,0.7736,,,,,,,,,,,,,,,,,,,,,,,,
41320,Charlie Daniels,Defender,Bournemouth,91,England,2019-20,2.0,,2.0,0.0316,0.0,,1.0,,,2.0,,2.0,9.0,37.0,,2.0,,,2.0,127.0,,3.0,1.0,2.0,1.0,25.0,,,,2.4595,2.0,1.0,4.0,2.0,14.0,,,5.0,,18.0,11.0,2.0,,,14.0,1.0,3.0,2.0,0.0,,34.0,16.0,1.0,,,1.0,3.0,62.0,5.0,16.0,,0.0,9.0,3.0,,,,,,2.0,,,,,,,,,2.0,2.0,,3.0,,,,,,,1.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
223911,Chris Mepham,Defender,Bournemouth,91,Wales,2019-20,43.0,,1.0,0.1171,0.0,,20.0,,38.0,12.0,,10.0,67.0,500.0,,56.0,1.0,,1.0,911.0,23.0,61.0,2.0,8.0,28.0,414.0,,,1.0,17.5009,1.0,4.0,62.0,19.0,150.0,,5.0,104.0,,198.0,54.0,12.0,,11.0,114.0,17.0,48.0,33.0,0.0,,492.0,82.0,9.0,,,129.0,19.0,660.0,17.0,320.0,,1.0,29.0,27.0,1.0,2.0,0.7406,6.0,,2.0,1.0,,1.0,1.0,,15.0,,1.0,20.0,6.0,2.0,2.0,1.0,4.0,,3.0,11.0,11.0,17.0,23.0,,,5.0,,0.9262,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,
171129,Diego Rico,Defender,Bournemouth,91,Spain,2019-20,108.0,,18.0,3.3298,0.0,,60.0,,256.0,27.0,4.0,27.0,355.0,1088.0,,61.0,5.0,,44.0,2334.0,28.0,128.0,6.0,68.0,95.0,676.0,,,4.0,39.2317,29.0,17.0,61.0,38.0,265.0,,22.0,236.0,,650.0,168.0,27.0,,22.0,431.0,32.0,175.0,33.0,0.0,,1054.0,587.0,38.0,,,49.0,57.0,1953.0,51.0,346.0,,6.0,99.0,120.0,4.0,3.0,0.4022,7.0,,58.0,2.0,77.0,1.0,1.0,,11.0,31.0,1.0,80.0,24.0,11.0,129.0,1.0,4.0,13.0,13.0,7.0,18.0,80.0,124.0,219.0,4.0,12.0,,0.3946,3.0,,22.0,48.0,3.0,0.0691,2.0,,2.0,1.0,1.0,1.0,2.0,,,,,,2.0,,,,,
222434,Jack Simpson,Defender,Bournemouth,91,England,2019-20,12.0,,,0.0113,0.0,,5.0,,15.0,4.0,,1.0,28.0,93.0,,6.0,,,,238.0,2.0,14.0,,4.0,10.0,64.0,,,,5.861,1.0,,12.0,6.0,35.0,,1.0,26.0,,40.0,18.0,4.0,,3.0,30.0,6.0,20.0,4.0,0.0,,93.0,36.0,2.0,,,9.0,1.0,142.0,10.0,35.0,,0.0,13.0,15.0,1.0,,,,,,,,,,,1.0,3.0,1.0,10.0,1.0,1.0,,1.0,,,4.0,,1.0,2.0,9.0,10.0,,,,0.0382,,3.0,,,,,,,,,,,,,,,,,,,,,,
154131,Jack Stacey,Defender,Bournemouth,91,England,2019-20,62.0,,4.0,1.7438,0.0,,22.0,,97.0,19.0,2.0,17.0,156.0,601.0,,47.0,1.0,,4.0,1541.0,20.0,75.0,4.0,53.0,48.0,417.0,,,2.0,27.9335,8.0,9.0,54.0,27.0,50.0,,10.0,137.0,,278.0,88.0,19.0,,10.0,215.0,23.0,90.0,27.0,0.0,,596.0,261.0,12.0,,,159.0,28.0,1009.0,27.0,234.0,,2.0,59.0,60.0,,2.0,0.3667,5.0,,32.0,1.0,,2.0,2.0,,24.0,33.0,,42.0,16.0,7.0,32.0,,3.0,16.0,16.0,11.0,10.0,18.0,114.0,113.0,3.0,6.0,,0.5081,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,
235530,Lloyd Kelly,Defender,Bournemouth,91,England,2019-20,31.0,,1.0,0.2382,0.0,,7.0,,21.0,8.0,,7.0,40.0,201.0,,31.0,1.0,,1.0,638.0,20.0,22.0,4.0,8.0,11.0,151.0,,,1.0,15.6089,2.0,2.0,15.0,15.0,41.0,,2.0,53.0,,83.0,42.0,8.0,,4.0,43.0,11.0,22.0,11.0,0.0,,197.0,71.0,3.0,,,37.0,10.0,302.0,4.0,119.0,,2.0,19.0,13.0,1.0,,,,,5.0,,,,,,6.0,17.0,,11.0,4.0,,5.0,,,2.0,2.0,5.0,7.0,6.0,40.0,16.0,,3.0,,0.0284,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Bournemouth,91,Netherlands,2019-20,83.0,,,0.3157,0.0,,31.0,,95.0,29.0,2.0,29.0,150.0,1211.0,,125.0,4.0,,,2505.0,63.0,107.0,6.0,19.0,45.0,1008.0,,,3.0,43.0378,5.0,13.0,147.0,46.0,398.0,,13.0,190.0,,468.0,140.0,29.0,,10.0,297.0,40.0,65.0,62.0,0.0,,1179.0,174.0,21.0,,,261.0,53.0,1588.0,28.0,764.0,,2.0,55.0,60.0,6.0,7.0,1.9742,19.0,1.0,5.0,3.0,,5.0,5.0,,38.0,1.0,6.0,20.0,11.0,,5.0,6.0,12.0,3.0,3.0,29.0,9.0,35.0,84.0,19.0,2.0,4.0,1.0,2.9644,,,,,,,,,,,,1.0,1.0,,2.0,,1.0,1.0,,,,,,
15149,Simon Francis,Defender,Bournemouth,91,England,2019-20,54.0,,3.0,0.3559,1.0,,13.0,,64.0,15.0,,10.0,127.0,520.0,,80.0,1.0,,3.0,965.0,32.0,66.0,3.0,13.0,18.0,363.0,,,2.0,19.416,4.0,9.0,66.0,21.0,81.0,,1.0,120.0,,227.0,62.0,15.0,,4.0,120.0,18.0,40.0,48.0,0.0,,508.0,151.0,9.0,,,166.0,30.0,726.0,32.0,276.0,,3.0,63.0,49.0,3.0,,,,,13.0,,,,,,12.0,,3.0,22.0,5.0,3.0,13.0,3.0,,2.0,4.0,12.0,7.0,20.0,46.0,30.0,,4.0,,0.1449,,5.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,
56917,Steve Cook,Defender,Bournemouth,91,England,2019-20,93.0,,,0.3778,1.0,,22.0,,139.0,29.0,,28.0,263.0,1271.0,,181.0,3.0,,,2430.0,66.0,153.0,8.0,19.0,38.0,929.0,,,3.0,44.8943,4.0,23.0,151.0,47.0,306.0,,15.0,246.0,,503.0,112.0,29.0,,11.0,233.0,39.0,65.0,115.0,1.0,,1233.0,287.0,11.0,,,393.0,79.0,1621.0,69.0,775.0,,6.0,124.0,92.0,4.0,2.0,0.5422,7.0,,1.0,1.0,,1.0,1.0,2.0,23.0,10.0,3.0,27.0,10.0,,1.0,3.0,5.0,3.0,3.0,23.0,16.0,43.0,69.0,9.0,2.0,12.0,3.0,0.731,1.0,1.0,,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0
