season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385741,1,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385741,1,3,Arsenal,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,,12.0,8.0,20.0,3.0,2.0,4.0,,,1.0,2.0,,4.0,11.0,10.0,,,0.0810062,0.1454,0.0,2.0,,,,,,1.0,,,83.0,,,,,,,,17.0,,7.0,,,,,,6.0,,,,2.0,19.0,9.0,28.0,1,1.0,49.0,4.0,1.0,6.0,1.0
2022-23,10385741,1,3,Arsenal,Away,858194,205533,Eddie Nketiah,eddie-nketiah,F,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,1.0,1.0,,,0.0425795,0.0,0.0,1.0,,,,,,,1.0,,11.0,,,,,,,,1.0,,6.7,,,,,,1.0,,,,,1.0,2.0,3.0,0,,5.0,1.0,,1.0,
2022-23,10385741,1,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,,,3.0,14.0,10.0,24.0,1.0,1.0,2.0,,1.0,,2.0,,3.0,7.0,5.0,,,0.0473106,0.3773,0.2855,1.0,,1.0,,,,,1.0,,90.0,1.0,,,,,,,8.0,,7.0,,,1.0,,1.0,3.0,2.0,,3.0,,18.0,10.0,26.0,2,,42.0,1.0,1.0,3.0,
2022-23,10385741,1,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,False,1.0,,,19.0,6.0,24.0,1.0,,4.0,,,1.0,1.0,,2.0,7.0,4.0,,,0.110393,0.2583,0.0,2.0,,,,,,,1.0,,90.0,,,,,,,,17.0,,7.0,,,2.0,,2.0,3.0,6.0,,,,29.0,6.0,29.0,3,2.0,55.0,3.0,1.0,1.0,1.0
2022-23,10385500,2,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385500,2,3,Arsenal,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,19.0,3.0,22.0,2.0,4.0,1.0,1.0,2.0,,1.0,,4.0,10.0,8.0,,,0.0548622,1.9128,1.8984,2.0,2.0,2.0,,,,,3.0,,84.0,3.0,,,,,,,16.0,,8.9,,,4.0,,,4.0,,,1.0,,26.0,3.0,29.0,7,,55.0,4.0,1.0,3.0,
2022-23,10385500,2,3,Arsenal,Home,858194,205533,Eddie Nketiah,eddie-nketiah,F,True,,,,2.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,0.00180386,0.0388,0.1456,1.0,,,,,,,,,13.0,1.0,,,,,,,,,6.7,,,,,,,,,,1.0,2.0,,2.0,1,,4.0,,1.0,,
2022-23,10385500,2,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,1.0,,1.0,22.0,2.0,23.0,,,3.0,1.0,,,,,,6.0,4.0,,,0.314227,0.0543,0.6223,4.0,,1.0,,,,1.0,4.0,,90.0,1.0,,,,,,,15.0,,7.9,,,,,,5.0,8.0,,1.0,,31.0,2.0,25.0,1,,47.0,3.0,1.0,3.0,
2022-23,10385500,2,3,Arsenal,Home,934235,223340,Bukayo Saka,bukayo-saka,F,False,2.0,,1.0,24.0,3.0,25.0,3.0,1.0,4.0,1.0,,,,,,5.0,4.0,,,0.284995,0.0377,0.2807,1.0,,,,,,,3.0,,84.0,1.0,,,,,,,8.0,,7.2,,,,,,1.0,2.0,,1.0,1.0,28.0,5.0,31.0,1,1.0,43.0,1.0,2.0,,1.0
2022-23,10385519,3,3,Arsenal,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,,12.0,7.0,19.0,4.0,3.0,3.0,1.0,,2.0,,,1.0,10.0,9.0,,,0.0273769,0.0629,0.0,1.0,1.0,,,,,1.0,2.0,,90.0,,,,,,,,14.0,,7.0,,,,,,6.0,,,,2.0,14.0,7.0,21.0,2,2.0,47.0,7.0,2.0,2.0,2.0
2022-23,10385519,3,3,Arsenal,Away,858194,205533,Eddie Nketiah,eddie-nketiah,F,True,,,,3.0,3.0,6.0,,,1.0,,1.0,,,,,2.0,,,,0.013183,0.0795,0.2128,1.0,,,,,,1.0,1.0,,15.0,1.0,,,,,,,2.0,,6.3,,,,,,1.0,,,,,3.0,3.0,6.0,1,,10.0,1.0,,,
2022-23,10385519,3,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,1.0,,1.0,10.0,5.0,14.0,,,3.0,,1.0,,,,2.0,3.0,4.0,,,0.0268162,0.3593,0.0807,,,,,,,,,,75.0,1.0,,,,,,,13.0,,6.8,,,3.0,,,2.0,5.0,,1.0,,15.0,6.0,16.0,4,1.0,38.0,4.0,2.0,1.0,1.0
2022-23,10385519,3,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,False,1.0,,,28.0,7.0,34.0,,1.0,7.0,,,1.0,,,1.0,7.0,7.0,,,0.133475,0.0239,0.0,2.0,,,,,,3.0,2.0,,88.0,,,,,,,,10.0,,6.9,,,,,1.0,6.0,3.0,,1.0,1.0,33.0,7.0,37.0,1,1.0,59.0,,3.0,2.0,
2022-23,10385742,4,3,Arsenal,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,1.0,,,17.0,4.0,20.0,6.0,3.0,3.0,,,2.0,,,5.0,13.0,9.0,,,0.140084,0.3107,0.175,,,,,,,1.0,2.0,,89.0,1.0,,,,,,,22.0,,7.0,,,1.0,,,3.0,2.0,,,,27.0,5.0,30.0,4,,63.0,3.0,5.0,1.0,
2022-23,10385742,4,3,Arsenal,Home,858194,205533,Eddie Nketiah,eddie-nketiah,F,True,,,,4.0,,4.0,2.0,,,,1.0,1.0,1.0,,,3.0,5.0,,,0.00701672,0.3585,0.2453,,,,,,,,,,29.0,1.0,,,,,,,2.0,,6.8,,,1.0,,1.0,3.0,,,,,5.0,,5.0,3,1.0,15.0,1.0,1.0,3.0,1.0
2022-23,10385742,4,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,1.0,,4.0,23.0,5.0,27.0,3.0,1.0,2.0,1.0,,4.0,1.0,,1.0,8.0,8.0,,,0.387386,0.5549,0.2511,1.0,,,,,1.0,,5.0,,90.0,2.0,,,,,,,17.0,,8.0,,,1.0,,,3.0,9.0,,4.0,,35.0,6.0,32.0,7,4.0,68.0,1.0,2.0,1.0,2.0
2022-23,10385742,4,3,Arsenal,Home,934235,223340,Bukayo Saka,bukayo-saka,F,False,,,2.0,25.0,12.0,37.0,1.0,1.0,3.0,,,1.0,,,2.0,7.0,5.0,,,0.107335,0.4738,0.0652,,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,,,19.0,,7.0,,,,,,7.0,3.0,,2.0,,35.0,12.0,44.0,2,,69.0,3.0,1.0,3.0,
2022-23,10385574,5,3,Arsenal,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,,11.0,3.0,14.0,5.0,3.0,1.0,,1.0,,,,2.0,14.0,8.0,,,0.0880398,0.8963,0.8078,3.0,,1.0,,,,,1.0,,88.0,3.0,,,,,,,14.0,,7.0,,,1.0,,,5.0,,,,,16.0,3.0,19.0,4,,42.0,2.0,4.0,1.0,
2022-23,10385574,5,3,Arsenal,Home,858194,205533,Eddie Nketiah,eddie-nketiah,F,True,,,,3.0,1.0,4.0,,,1.0,,,,,,,2.0,1.0,,,0.00085556,0.0493,0.0,1.0,,,,,,,,,8.0,,,,,,,,1.0,,6.6,,,1.0,,,2.0,,,,,3.0,1.0,4.0,1,,8.0,,,1.0,
2022-23,10385574,5,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,1.0,,2.0,26.0,5.0,30.0,,,2.0,1.0,,1.0,,,3.0,5.0,6.0,,,0.397202,0.1964,0.3363,1.0,,1.0,,,,1.0,2.0,,90.0,2.0,,,,,,,15.0,,8.0,,,2.0,,1.0,4.0,4.0,,3.0,1.0,35.0,5.0,36.0,5,1.0,62.0,2.0,2.0,3.0,1.0
2022-23,10385574,5,3,Arsenal,Home,934235,223340,Bukayo Saka,bukayo-saka,F,False,2.0,,1.0,18.0,10.0,26.0,,1.0,3.0,,1.0,2.0,2.0,,1.0,3.0,7.0,,,0.343406,0.4524,0.0,,1.0,,,,,,3.0,,88.0,,,,,,,,13.0,,7.2,,,1.0,,,5.0,6.0,,1.0,,24.0,10.0,28.0,3,,53.0,6.0,1.0,5.0,
2022-23,10385750,6,3,Arsenal,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,23.0,5.0,28.0,1.0,,7.0,1.0,,,,,2.0,10.0,13.0,,,0.353236,0.0606,0.0,3.0,,,,,,,5.0,,90.0,,,,,,,,17.0,,7.4,,,2.0,,,8.0,1.0,,2.0,,28.0,5.0,32.0,2,2.0,64.0,5.0,8.0,3.0,1.0
2022-23,10385750,6,3,Arsenal,Away,858194,205533,Eddie Nketiah,eddie-nketiah,F,True,,,,,1.0,1.0,,,,,,,,,,,1.0,,,1.379e-05,0.0,0.0,,,,,,,,,,16.0,,,,,,,,2.0,,6.5,,,,,,,,,,,,1.0,1.0,0,1.0,4.0,2.0,,,1.0
2022-23,10385750,6,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,2.0,,3.0,27.0,3.0,28.0,2.0,,4.0,,1.0,,1.0,,,6.0,3.0,,,0.0655095,0.0968,0.2033,2.0,,,,,,,2.0,,90.0,1.0,,,,,,,18.0,,6.6,,,,,,2.0,5.0,,4.0,,37.0,4.0,36.0,1,,55.0,5.0,2.0,1.0,
2022-23,10385750,6,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,False,1.0,,3.0,21.0,3.0,23.0,1.0,,1.0,,,1.0,1.0,,,4.0,5.0,,,0.0696816,0.3993,0.5685,1.0,,1.0,,,1.0,,1.0,,90.0,1.0,,,,,,,12.0,,7.6,,,2.0,,,2.0,3.0,,4.0,,30.0,4.0,31.0,4,2.0,49.0,1.0,2.0,1.0,1.0
2022-23,11047751,7,3,Arsenal,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,3.0,13.0,6.0,19.0,1.0,,1.0,1.0,,,2.0,,2.0,6.0,4.0,,,0.19625,0.187,0.0,1.0,1.0,,,,,,1.0,,72.0,,,,,,,,13.0,,7.2,,,1.0,,,1.0,4.0,,4.0,1.0,20.0,8.0,24.0,1,1.0,38.0,2.0,2.0,1.0,1.0
