season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767931,1,3,Arsenal,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,True,,,2.0,16.0,,16.0,3.0,,1.0,,,1.0,1.0,,,1.0,9.0,2.0,,,2.0,,,,,,,,23.0,2.0,,,,,,,6.9,,,,,,4.0,,,2.0,,20.0,1.0,21.0,3,,34.0,3.0,,2.0
2015-16,6767931,1,3,Arsenal,Home,39070,44346,Olivier Giroud,olivier-giroud,F,False,,,1.0,13.0,5.0,18.0,2.0,4.0,2.0,,1.0,1.0,,,,3.0,7.0,8.0,,,2.0,,,,,,,,90.0,2.0,,,,,,,7.0,,,2.0,,2.0,2.0,3.0,,1.0,1.0,22.0,5.0,24.0,5,1.0,43.0,1.0,1.0,2.0
2015-16,6767945,2,3,Arsenal,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,3.0,32.0,3.0,35.0,1.0,1.0,5.0,,2.0,3.0,1.0,,,5.0,9.0,4.0,,,1.0,,,,,,1.0,,75.0,2.0,,,,,,,6.3,,,2.0,,1.0,2.0,3.0,,5.0,,44.0,3.0,44.0,7,1.0,67.0,,1.0,1.0
2015-16,6767945,2,3,Arsenal,Away,39070,44346,Olivier Giroud,olivier-giroud,F,False,,,,10.0,4.0,14.0,5.0,3.0,1.0,,,1.0,2.0,,,1.0,8.0,3.0,,,,,1.0,,,,1.0,,90.0,1.0,,,,,,,7.2,,,1.0,,1.0,,1.0,,1.0,1.0,21.0,4.0,24.0,3,,33.0,1.0,,
2015-16,6767950,3,3,Arsenal,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,,46.0,14.0,60.0,1.0,2.0,3.0,,1.0,1.0,,,,7.0,11.0,10.0,,1.0,,,,,1.0,3.0,3.0,,90.0,,,,,,,,6.8,,,2.0,,,6.0,1.0,,1.0,2.0,57.0,14.0,70.0,3,2.0,100.0,1.0,3.0,3.0
2015-16,6767950,3,3,Arsenal,Home,39070,44346,Olivier Giroud,olivier-giroud,F,False,,,1.0,14.0,2.0,16.0,2.0,4.0,3.0,1.0,1.0,2.0,,,,1.0,4.0,4.0,,,1.0,,,,,1.0,2.0,,73.0,2.0,,,,,,,7.3,,,1.0,,,,,,1.0,1.0,19.0,4.0,23.0,5,,34.0,2.0,,
2015-16,6768027,4,3,Arsenal,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,1.0,,6.0,48.0,7.0,54.0,1.0,1.0,6.0,,,4.0,1.0,,,2.0,6.0,13.0,,,2.0,,,,,1.0,2.0,,90.0,2.0,,,,,,,8.6,,,1.0,,,2.0,4.0,,6.0,,62.0,9.0,67.0,7,5.0,96.0,2.0,5.0,2.0
2015-16,6768027,4,3,Arsenal,Away,39070,44346,Olivier Giroud,olivier-giroud,F,True,,,,4.0,1.0,5.0,,1.0,,,1.0,,,,,1.0,2.0,3.0,,,1.0,,,,,,1.0,,20.0,2.0,,,,,,,6.8,,,1.0,,,,,,,1.0,8.0,1.0,9.0,3,1.0,16.0,,1.0,
2015-16,6768034,5,3,Arsenal,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,2.0,46.0,5.0,51.0,1.0,1.0,3.0,,1.0,4.0,1.0,,,1.0,5.0,9.0,,,,,,,1.0,,1.0,,84.0,2.0,,,,,,,8.0,,,2.0,,,5.0,,,3.0,,54.0,5.0,59.0,8,1.0,83.0,2.0,4.0,3.0
2015-16,6768034,5,3,Arsenal,Home,39070,44346,Olivier Giroud,olivier-giroud,F,True,1.0,,,4.0,2.0,5.0,,,1.0,,2.0,,,,,,,1.0,,,,,1.0,,,,,,15.0,1.0,,,,,,,6.8,,,1.0,,,,1.0,,,,5.0,2.0,6.0,2,1.0,11.0,1.0,,
2015-16,6768050,6,3,Arsenal,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,3.0,18.0,8.0,26.0,4.0,1.0,4.0,,1.0,1.0,,,,5.0,13.0,7.0,,,2.0,,,,,1.0,,,75.0,,,,,,,,6.1,,,2.0,,,4.0,,,5.0,,21.0,10.0,31.0,3,,49.0,1.0,4.0,2.0
2015-16,6768050,6,3,Arsenal,Away,39070,44346,Olivier Giroud,olivier-giroud,F,True,1.0,,,2.0,2.0,3.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,15.0,,,,,,,,6.7,,,,,1.0,1.0,1.0,,,,2.0,2.0,3.0,0,,7.0,,1.0,1.0
2015-16,6768069,7,3,Arsenal,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,3.0,29.0,9.0,38.0,3.0,1.0,3.0,,,4.0,1.0,,,5.0,11.0,13.0,,1.0,3.0,,3.0,,,,3.0,,90.0,3.0,,,,,,,10.0,,,,,,8.0,1.0,,3.0,,40.0,11.0,50.0,7,3.0,86.0,3.0,1.0,8.0
2015-16,6768069,7,3,Arsenal,Away,39070,44346,Olivier Giroud,olivier-giroud,F,True,,,,2.0,,2.0,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,10.0,1.0,,,,,,,6.9,,,,,,,,,,,3.0,,3.0,1,,4.0,,,
2015-16,6768073,8,3,Arsenal,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,1.0,13.0,6.0,19.0,3.0,2.0,9.0,1.0,,,,,,2.0,7.0,13.0,,,1.0,,2.0,,,,2.0,,81.0,2.0,,,,,,,9.2,,,1.0,,,4.0,1.0,,1.0,1.0,20.0,7.0,26.0,3,4.0,48.0,3.0,4.0,3.0
2015-16,6768073,8,3,Arsenal,Home,39070,44346,Olivier Giroud,olivier-giroud,F,True,,,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,15.0,1.0,,,,,,,6.7,,,,,,,,,,,3.0,1.0,4.0,1,,6.0,,,
2015-16,6768093,9,3,Arsenal,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,4.0,32.0,10.0,42.0,1.0,,4.0,1.0,,2.0,1.0,,,3.0,6.0,6.0,,,,,1.0,,,,4.0,,80.0,2.0,,,,,,,8.6,,,,,,5.0,1.0,,4.0,,40.0,10.0,49.0,4,2.0,72.0,4.0,,4.0
2015-16,6768093,9,3,Arsenal,Away,39070,44346,Olivier Giroud,olivier-giroud,F,True,,,1.0,4.0,1.0,5.0,,,,,,,,,,,2.0,1.0,,,2.0,,1.0,,,,1.0,,26.0,2.0,,,,,,,7.5,,,1.0,,,,,,1.0,1.0,7.0,1.0,8.0,3,1.0,13.0,1.0,,
2015-16,6768111,10,3,Arsenal,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,1.0,,4.0,30.0,11.0,40.0,,1.0,12.0,1.0,,2.0,2.0,,,4.0,14.0,7.0,,,1.0,,,,,3.0,1.0,,89.0,,,,,,,,6.6,,,1.0,,,9.0,1.0,,6.0,,38.0,13.0,50.0,3,2.0,78.0,1.0,2.0,2.0
2015-16,6768111,10,3,Arsenal,Home,39070,44346,Olivier Giroud,olivier-giroud,F,False,,,2.0,25.0,3.0,28.0,2.0,4.0,2.0,,,1.0,2.0,,,2.0,8.0,8.0,,,2.0,,1.0,,1.0,1.0,2.0,,90.0,2.0,,,,,,,8.0,,,3.0,,1.0,1.0,,,2.0,,31.0,3.0,34.0,6,4.0,54.0,3.0,,
2015-16,6768110,11,3,Arsenal,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,2.0,28.0,16.0,44.0,,,4.0,1.0,,2.0,2.0,,,1.0,5.0,7.0,,1.0,1.0,,,,,1.0,3.0,,90.0,,1.0,,,,,,7.4,,,2.0,,2.0,3.0,1.0,,2.0,,37.0,18.0,54.0,4,1.0,81.0,5.0,4.0,2.0
2015-16,6768110,11,3,Arsenal,Away,39070,44346,Olivier Giroud,olivier-giroud,F,False,,,,13.0,2.0,15.0,3.0,3.0,1.0,,1.0,,2.0,,,,8.0,6.0,,,3.0,,1.0,,,,1.0,,84.0,1.0,,,,,,,7.0,,,1.0,,,,1.0,,,,21.0,4.0,24.0,2,1.0,34.0,2.0,2.0,
2015-16,6768116,12,3,Arsenal,Home,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,3.0,22.0,6.0,28.0,4.0,1.0,5.0,,1.0,,1.0,,,5.0,13.0,5.0,,,3.0,,,,,,1.0,,90.0,1.0,,,,,,,6.2,,,,,,2.0,3.0,,4.0,,32.0,7.0,36.0,1,1.0,55.0,3.0,2.0,1.0
2015-16,6768116,12,3,Arsenal,Home,39070,44346,Olivier Giroud,olivier-giroud,F,False,,,1.0,11.0,3.0,14.0,3.0,3.0,2.0,,2.0,1.0,1.0,,,2.0,8.0,5.0,,,2.0,,,,1.0,,,,90.0,1.0,,,,,,,6.3,,,3.0,,1.0,1.0,1.0,,1.0,,26.0,5.0,30.0,5,1.0,53.0,8.0,1.0,
2015-16,6768139,13,3,Arsenal,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,2.0,36.0,10.0,46.0,,,1.0,,,,,,,2.0,5.0,18.0,,,1.0,,,,,2.0,3.0,,90.0,1.0,,,,,1.0,,8.6,,,1.0,,,14.0,2.0,,6.0,,54.0,11.0,63.0,2,2.0,101.0,5.0,5.0,11.0
2015-16,6768139,13,3,Arsenal,Away,39070,44346,Olivier Giroud,olivier-giroud,F,False,,,,6.0,6.0,12.0,1.0,,1.0,,,,,,,2.0,5.0,1.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,,6.9,,,,,,1.0,,,,1.0,12.0,7.0,19.0,1,,28.0,1.0,1.0,
2015-16,6768138,14,3,Arsenal,Away,34120,37265,Alexis Sánchez,alexis-sanchez,F,False,,,1.0,22.0,2.0,24.0,1.0,1.0,5.0,1.0,,,,,,,6.0,7.0,,,1.0,1.0,,,,,1.0,,60.0,1.0,,,,,,,7.6,,,1.0,,,6.0,1.0,,3.0,,30.0,3.0,32.0,2,2.0,48.0,1.0,2.0,2.0
