season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025056,1,3,Arsenal,Away,135666,116216,Leandro Trossard,leandro-trossard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025056,1,3,Arsenal,Away,804508,224117,Viktor Gyökeres,viktor-gyokeres,F,False,1.0,,,4.0,,4.0,5.0,1.0,,1.0,,,,,,,1.0,10.0,3.0,,,0.0581071,,,3.0,0.0,,,,,,,,0.42,4.22,1.13,0.37,1.54,60.0,,,,,11.0,,,6.0,,,,,,1.0,1.0,2.0,,,1.0,9.0,,9.0,,,0,,22.0,3.0,2.0,,
2025-26,14025056,1,3,Arsenal,Away,836705,219847,Kai Havertz,kai-havertz,F,True,,,,4.0,1.0,5.0,2.0,2.0,,2.0,,,,1.0,,,1.0,5.0,5.0,,,0.0102289,,,,0.0,,,,,,,,0.28,1.77,0.6,0.15,1.21,30.0,,,,,7.0,,,6.7,,,,,,1.0,2.0,,,,,8.0,1.0,9.0,,,0,,19.0,1.0,2.0,1.0,
2025-26,14025056,1,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,,,,2.0,1.0,3.0,,,,3.0,,,,,,,1.0,2.0,2.0,,,0.00869193,0.0224,0.0233,,0.0,,,,,,1.0,,0.45,3.2,0.9,0.45,2.01,60.0,1.0,,,,7.0,,,6.5,,,,,,,1.0,,,1.0,,3.0,2.0,5.0,,,1,1.0,14.0,2.0,1.0,,1.0
2025-26,14025056,1,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,False,1.0,,,10.0,5.0,15.0,3.0,,,2.0,,,1.0,1.0,,,2.0,11.0,6.0,,,0.0851761,0.1483,,,0.0,,,,,,1.0,,0.65,4.73,1.54,0.4,3.13,90.0,,,,,14.0,,,6.5,,,,,,,8.0,5.0,,,,10.0,6.0,16.0,,,1,3.0,40.0,2.0,,3.0,2.0
2025-26,14025056,1,3,Arsenal,Away,966547,248857,Noni Madueke,noni-madueke,F,True,,,1.0,4.0,3.0,7.0,,,,,,,,2.0,,,1.0,5.0,1.0,,,0.0157743,,,1.0,0.0,,,,,,1.0,,0.33,1.72,0.62,0.18,1.23,30.0,,,,,4.0,,,6.4,,,,,,,1.0,,,1.0,,5.0,3.0,8.0,,,0,,14.0,1.0,1.0,,
2025-26,14025065,2,3,Arsenal,Home,135666,116216,Leandro Trossard,leandro-trossard,F,True,2.0,,1.0,3.0,3.0,6.0,,,,,,,,1.0,,,1.0,3.0,1.0,,,0.0294782,0.0725,,,0.0,,,,,,1.0,,,,,,,37.0,,,,,7.0,,,6.5,,,1.0,,,,2.0,2.0,,2.0,,7.0,3.0,10.0,,,1,,17.0,,,1.0,
2025-26,14025065,2,3,Arsenal,Home,804508,224117,Viktor Gyökeres,viktor-gyokeres,F,False,,,,3.0,1.0,4.0,1.0,4.0,,3.0,,1.0,,,,,,4.0,6.0,,,0.0277999,1.2839,0.85,1.0,0.0,2.0,,,,,,,,,,,,90.0,2.0,,,,10.0,,,8.8,,,1.0,,,2.0,3.0,,,,,7.0,2.0,9.0,,,3,,24.0,3.0,2.0,1.0,
2025-26,14025065,2,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025065,2,3,Arsenal,Home,934235,223340,Bukayo Saka,bukayo-saka,F,False,2.0,,,11.0,2.0,13.0,,,,4.0,,,,,,,,2.0,1.0,,,0.0296259,0.1057,0.2583,,0.0,1.0,,,,,2.0,,,,,,,53.0,1.0,,,,6.0,,,7.6,,,,,,,2.0,2.0,,,,13.0,2.0,15.0,,,1,,27.0,2.0,1.0,,
2025-26,14025065,2,3,Arsenal,Home,966547,248857,Noni Madueke,noni-madueke,F,False,1.0,,,14.0,5.0,19.0,1.0,1.0,,3.0,,,,1.0,,,,4.0,3.0,,,0.0893411,,,1.0,0.0,,,,,,2.0,,,,,,,64.0,,,,,9.0,,,6.7,,,,,,,2.0,5.0,,,,18.0,5.0,23.0,,,0,,32.0,,1.0,1.0,
2025-26,14025103,3,3,Arsenal,Away,135666,116216,Leandro Trossard,leandro-trossard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025103,3,3,Arsenal,Away,804508,224117,Viktor Gyökeres,viktor-gyokeres,F,False,1.0,,,4.0,1.0,5.0,3.0,,,1.0,,,,1.0,,,,5.0,3.0,,,0.162627,,,,0.0,,,,,,2.0,,,,,,,90.0,,,,,6.0,,,6.4,,,,,,1.0,1.0,1.0,,,,6.0,1.0,7.0,,,0,,17.0,3.0,3.0,,
2025-26,14025103,3,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,,,,2.0,4.0,6.0,,1.0,,2.0,,,,,,,,,2.0,,,0.00041232,,,,0.0,,,,,,,,,,,,,70.0,,,,,5.0,,,6.8,,,,,,,,1.0,,,,3.0,4.0,7.0,,,0,1.0,15.0,3.0,1.0,,1.0
2025-26,14025103,3,3,Arsenal,Away,966547,248857,Noni Madueke,noni-madueke,F,False,,,1.0,6.0,3.0,9.0,1.0,2.0,,2.0,,,1.0,1.0,,,1.0,5.0,3.0,,,0.0264008,0.1376,0.5561,2.0,0.0,,,,,,,,,,,,,89.0,1.0,,,,14.0,,,6.8,,,1.0,,,,1.0,2.0,,2.0,,13.0,3.0,16.0,,,3,,29.0,3.0,,1.0,
2025-26,14025124,4,3,Arsenal,Home,135666,116216,Leandro Trossard,leandro-trossard,F,True,,,,2.0,3.0,5.0,,,,,,,,1.0,,,,2.0,,,,0.259495,,,,1.0,,,,,,1.0,,,,,,,11.0,,,,,4.0,,,6.6,,,,,,,1.0,,,1.0,,3.0,4.0,7.0,,,0,,10.0,,,,
2025-26,14025124,4,3,Arsenal,Home,804508,224117,Viktor Gyökeres,viktor-gyokeres,F,False,,,,6.0,1.0,7.0,,2.0,,1.0,,1.0,1.0,,,,,,3.0,,,0.0204402,0.8399,0.6672,,0.0,1.0,,,1.0,,1.0,,,,,,,68.0,1.0,,,,6.0,,,6.9,,,2.0,,,1.0,,,,,,9.0,1.0,10.0,,,4,1.0,24.0,2.0,,,1.0
2025-26,14025124,4,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,1.0,,,2.0,1.0,3.0,,,,1.0,,,,1.0,,,,1.0,,,,0.00222055,,,,0.0,,,,,,,,,,,,,12.0,,,,,3.0,,,6.4,,,,,,,,1.0,,,,4.0,2.0,6.0,,,0,,8.0,,,,
2025-26,14025124,4,3,Arsenal,Home,966547,248857,Noni Madueke,noni-madueke,F,False,4.0,,,15.0,7.0,22.0,,,,3.0,1.0,,,,,,1.0,5.0,10.0,,,0.710126,,,1.0,0.0,,,,,1.0,5.0,,,,,,,78.0,,,,,26.0,,,8.5,,,,,,,8.0,14.0,,,,22.0,9.0,31.0,,,0,3.0,65.0,3.0,2.0,5.0,2.0
2025-26,14025154,5,3,Arsenal,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,5.0,20.0,9.0,29.0,,,,1.0,,,2.0,,,,,,3.0,,,0.0503824,0.1,,,0.0,,,,,2.0,,,,,,,,84.0,,,,,14.0,,,6.9,,,,,,,2.0,3.0,,7.0,1.0,27.0,10.0,37.0,,,2,1.0,53.0,3.0,,2.0,1.0
