season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243392,1,3,Arsenal,Away,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243392,1,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,1.0,15.0,3.0,18.0,5.0,,2.0,,,2.0,,,,3.0,10.0,,,,,,1.0,,,,,90.0,2.0,,,,,,20.0,,7.0,,,,,,2.0,3.0,,1.0,3.0,25.0,5.0,27.0,4,,44.0,3.0,,,
2019-20,8243392,1,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,4.0,2.0,6.0,1.0,1.0,4.0,,,,,,,1.0,3.0,2.0,,,,,,,,,,19.0,,,,,,,6.0,,6.4,,,,,,1.0,,,,,6.0,3.0,9.0,0,,13.0,1.0,1.0,,
2019-20,8243392,1,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,2.0,,2.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,11.0,,,,,,,2.0,,6.4,,,,,1.0,,1.0,,,,4.0,,3.0,0,,5.0,,,,
2019-20,8243414,2,3,Arsenal,Home,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,False,,,1.0,8.0,4.0,12.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,71.0,2.0,,,,,,11.0,,7.1,,,,,1.0,,,,1.0,,13.0,7.0,20.0,2,,26.0,2.0,,,
2019-20,8243414,2,3,Arsenal,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,2.0,,,7.0,9.0,14.0,1.0,1.0,3.0,,1.0,,,,,2.0,5.0,2.0,,,,,1.0,,,,1.0,90.0,2.0,,,,,,21.0,,6.7,,,1.0,,,2.0,4.0,,1.0,1.0,15.0,14.0,25.0,3,1.0,42.0,2.0,,,
2019-20,8243414,2,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,1.0,15.0,6.0,21.0,,,3.0,1.0,,,,,,1.0,3.0,6.0,,,,,,,,,3.0,45.0,1.0,,,,,,10.0,,7.2,,,,,,6.0,2.0,,1.0,,19.0,8.0,25.0,1,2.0,41.0,1.0,,4.0,1.0
2019-20,8243414,2,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243426,3,3,Arsenal,Away,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,True,,,,2.0,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,9.0,,,,,,,3.0,,6.4,,,,,,,,,,1.0,3.0,,3.0,0,,8.0,1.0,1.0,,
2019-20,8243426,3,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,1.0,11.0,6.0,17.0,1.0,,2.0,,1.0,1.0,2.0,,,1.0,5.0,3.0,,,,,,,,,2.0,90.0,,,,,,,11.0,,6.9,,,1.0,,,1.0,2.0,,2.0,1.0,18.0,6.0,22.0,2,2.0,34.0,1.0,1.0,,2.0
2019-20,8243426,3,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,,,,13.0,9.0,22.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,3.0,8.0,8.0,,,1.0,,,,,,1.0,90.0,2.0,,,,,,15.0,,6.9,,,1.0,,,10.0,4.0,,,1.0,19.0,9.0,24.0,4,1.0,54.0,3.0,,7.0,
2019-20,8243427,4,3,Arsenal,Home,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,False,,,1.0,10.0,7.0,17.0,2.0,5.0,6.0,,,,,,,4.0,8.0,11.0,,,2.0,,1.0,,,1.0,1.0,67.0,3.0,,,,,,13.0,,8.1,,,3.0,,1.0,2.0,,,3.0,1.0,15.0,7.0,22.0,6,2.0,49.0,4.0,2.0,2.0,
2019-20,8243427,4,3,Arsenal,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,3.0,,,19.0,4.0,20.0,,1.0,1.0,,,2.0,1.0,,,,1.0,6.0,,,,,1.0,,,1.0,1.0,90.0,1.0,,,,,,11.0,,7.8,,,1.0,,,2.0,5.0,,,,25.0,5.0,25.0,4,2.0,46.0,3.0,1.0,2.0,
2019-20,8243427,4,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,1.0,,2.0,25.0,4.0,28.0,3.0,2.0,5.0,1.0,,2.0,,,,2.0,7.0,7.0,,,1.0,1.0,,,,,2.0,90.0,1.0,,,,,,21.0,,8.2,,,4.0,,,5.0,8.0,,2.0,,38.0,6.0,36.0,7,1.0,64.0,3.0,,4.0,1.0
2019-20,8243453,5,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,12.0,10.0,22.0,1.0,,2.0,,,1.0,,,,1.0,2.0,,,,,,2.0,,,1.0,,90.0,2.0,,,,,,5.0,,8.2,,,,,1.0,,,,,,14.0,11.0,25.0,3,,33.0,1.0,,,
