season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243453,5,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,,,1.0,14.0,7.0,21.0,3.0,,2.0,,,,,,,2.0,7.0,7.0,,,,,,,,1.0,1.0,90.0,,,,,,,20.0,,6.9,,,1.0,,,6.0,,,2.0,,24.0,10.0,34.0,1,2.0,52.0,3.0,1.0,4.0,2.0
2019-20,8243453,5,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243453,5,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243449,6,3,Arsenal,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,7.0,3.0,10.0,2.0,,3.0,,1.0,1.0,2.0,,,1.0,9.0,2.0,,,3.0,,1.0,,,,,90.0,2.0,,,,,,19.0,,7.2,,,1.0,,,1.0,3.0,,,1.0,19.0,4.0,20.0,4,1.0,35.0,4.0,1.0,,1.0
2019-20,8243449,6,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,3.0,,2.0,32.0,3.0,32.0,1.0,,1.0,,,2.0,,,,1.0,4.0,4.0,,,,,1.0,,,1.0,4.0,90.0,2.0,,,,,,9.0,,7.8,,,1.0,,,5.0,5.0,,2.0,,37.0,3.0,35.0,5,,56.0,,1.0,3.0,
2019-20,8243449,6,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243449,6,3,Arsenal,Home,934235,223340,Bukayo Saka,bukayo-saka,F,False,1.0,,,8.0,3.0,10.0,,,1.0,1.0,,,1.0,,,1.0,3.0,2.0,,,1.0,,,,,,1.0,45.0,,1.0,,,,,7.0,,6.8,,,1.0,,,1.0,1.0,,1.0,,11.0,4.0,14.0,1,1.0,24.0,2.0,,1.0,1.0
2019-20,8243468,7,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,1.0,,2.0,10.0,3.0,12.0,2.0,,2.0,1.0,,,1.0,,,,3.0,2.0,,,,,1.0,,,1.0,2.0,90.0,1.0,,,,,,14.0,,7.5,,,,,,,3.0,,3.0,2.0,22.0,3.0,22.0,1,1.0,35.0,2.0,1.0,,
2019-20,8243468,7,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,,,,16.0,1.0,17.0,1.0,,5.0,,,,,,,2.0,5.0,2.0,,,1.0,,,,,1.0,,74.0,1.0,,,,,,19.0,,6.8,,,1.0,,,2.0,5.0,,,,23.0,5.0,23.0,2,1.0,41.0,5.0,,1.0,1.0
2019-20,8243468,7,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243468,7,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,False,,,1.0,15.0,6.0,21.0,3.0,,6.0,1.0,1.0,1.0,1.0,,,1.0,9.0,9.0,,,2.0,1.0,,,,,2.0,80.0,1.0,,,,,,10.0,,7.5,,,,,,5.0,,,1.0,1.0,18.0,7.0,25.0,2,4.0,49.0,1.0,3.0,2.0,2.0
2019-20,8243471,8,3,Arsenal,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,9.0,5.0,14.0,2.0,2.0,2.0,,1.0,1.0,,,,1.0,4.0,2.0,,,1.0,,,,1.0,,1.0,90.0,1.0,,,,,,10.0,,6.7,,,2.0,,,,2.0,,,,14.0,5.0,17.0,4,,31.0,4.0,,,
2019-20,8243471,8,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,1.0,,,8.0,3.0,10.0,3.0,1.0,3.0,,,,,,,3.0,8.0,4.0,,,1.0,1.0,,,,,1.0,63.0,,,,,,,15.0,,6.9,,,1.0,,,3.0,3.0,,1.0,,14.0,4.0,15.0,1,1.0,32.0,4.0,,2.0,1.0
2019-20,8243471,8,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,3.0,1.0,4.0,6.0,1.0,3.0,,,,,,,1.0,10.0,5.0,,,1.0,,,,,,,27.0,,,,,,,6.0,,6.6,,,1.0,,,2.0,1.0,,,,5.0,2.0,6.0,1,4.0,20.0,,,,2.0
2019-20,8243471,8,3,Arsenal,Home,934235,223340,Bukayo Saka,bukayo-saka,F,False,,,,11.0,5.0,16.0,4.0,,3.0,,,1.0,2.0,,,1.0,10.0,6.0,,,1.0,,,,,,2.0,83.0,,,,,,,15.0,,6.7,,,,,,5.0,2.0,,,,18.0,5.0,21.0,1,3.0,46.0,4.0,,3.0,2.0
2019-20,8243488,9,3,Arsenal,Away,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,True,,,,5.0,1.0,6.0,,,2.0,,,,,,,2.0,4.0,1.0,,,,,,,,,1.0,21.0,,,,,,,7.0,,6.4,,,,,,2.0,,,,,7.0,1.0,8.0,0,,14.0,1.0,1.0,,
2019-20,8243488,9,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,17.0,5.0,22.0,3.0,,,,,1.0,1.0,,,,5.0,3.0,,,1.0,,,,,,,90.0,,,,,,,8.0,,6.9,,,,,1.0,2.0,2.0,,,,24.0,5.0,27.0,1,,38.0,1.0,1.0,2.0,
2019-20,8243488,9,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,3.0,,1.0,28.0,9.0,34.0,1.0,2.0,4.0,,1.0,,,,,3.0,7.0,11.0,,,1.0,,,,,,1.0,78.0,1.0,,,,,,19.0,,7.6,,,2.0,,,7.0,10.0,,1.0,,37.0,11.0,38.0,3,4.0,72.0,3.0,,5.0,2.0
2019-20,8243488,9,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,3.0,,3.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,12.0,,,,,,,2.0,,6.4,,,,,,,1.0,,,,4.0,,3.0,0,,6.0,,1.0,,
2019-20,8243488,9,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,False,,,,12.0,4.0,16.0,3.0,,2.0,,,,1.0,,,1.0,5.0,6.0,,,1.0,,,,,,1.0,90.0,,,,,,,16.0,,6.7,,,,,,5.0,4.0,,,,22.0,5.0,23.0,0,,41.0,4.0,1.0,5.0,
2019-20,8243492,10,3,Arsenal,Home,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,False,,,,15.0,6.0,21.0,1.0,4.0,4.0,,,,,,,2.0,8.0,7.0,,,2.0,,,,1.0,,1.0,90.0,2.0,,,,,,13.0,,7.1,,,3.0,,1.0,3.0,,,,1.0,19.0,6.0,25.0,5,1.0,45.0,4.0,2.0,,1.0
2019-20,8243492,10,3,Arsenal,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,7.0,4.0,11.0,3.0,,1.0,,,1.0,1.0,,,1.0,5.0,,,,,,,,,,1.0,90.0,,,,,,,8.0,,6.4,,,1.0,,,,,,,,10.0,4.0,14.0,2,,23.0,3.0,,,
2019-20,8243492,10,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,5.0,,2.0,21.0,7.0,23.0,,,6.0,,,,,,,3.0,4.0,9.0,,,,,,,,1.0,4.0,90.0,,,,,,,23.0,,8.0,,,2.0,,,5.0,14.0,,2.0,,38.0,7.0,31.0,2,5.0,67.0,2.0,,4.0,2.0
2019-20,8243492,10,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243492,10,3,Arsenal,Home,934235,223340,Bukayo Saka,bukayo-saka,F,True,,,1.0,3.0,2.0,5.0,3.0,,1.0,,,,,,,,4.0,2.0,,,1.0,,,,,,,29.0,,,,,,,4.0,,6.6,,,,,,,,,1.0,,4.0,3.0,7.0,0,1.0,12.0,2.0,1.0,,
2019-20,8243502,11,3,Arsenal,Home,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,False,,,,14.0,7.0,21.0,,,5.0,1.0,,,,,,,1.0,4.0,,,,1.0,,,,1.0,3.0,60.0,1.0,,,,,,10.0,,7.6,,,1.0,,,2.0,1.0,,,,20.0,8.0,27.0,2,1.0,39.0,1.0,2.0,1.0,1.0
2019-20,8243502,11,3,Arsenal,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,2.0,,1.0,12.0,4.0,14.0,,,2.0,,,,1.0,,,2.0,3.0,,,,,,1.0,,,,,90.0,2.0,,,,,,13.0,,7.4,,,1.0,,,,7.0,,1.0,2.0,18.0,7.0,18.0,3,,37.0,1.0,,,
2019-20,8243502,11,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243502,11,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,1.0,2.0,3.0,2.0,,2.0,,,,,,,1.0,3.0,2.0,,,,,,,,,,30.0,,,,,,,5.0,,6.3,,,,,,1.0,2.0,,,,3.0,2.0,3.0,0,,11.0,2.0,1.0,1.0,
2019-20,8243502,11,3,Arsenal,Home,934235,223340,Bukayo Saka,bukayo-saka,F,True,,,,7.0,1.0,8.0,,1.0,,,,,2.0,,,2.0,5.0,3.0,,,1.0,,,,,,,17.0,,,,,,,8.0,,5.9,,,,,,,2.0,,,,11.0,1.0,10.0,0,2.0,18.0,2.0,,,1.0
2019-20,8243512,12,3,Arsenal,Away,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,False,,,,11.0,8.0,19.0,2.0,,4.0,,1.0,1.0,,,,1.0,6.0,5.0,,,1.0,,,,,,,90.0,1.0,,,,,,14.0,,6.5,,,2.0,,,3.0,1.0,,1.0,,17.0,9.0,25.0,4,2.0,44.0,2.0,2.0,1.0,2.0
2019-20,8243512,12,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,2.0,,2.0,13.0,5.0,16.0,,,,1.0,,1.0,1.0,,,1.0,5.0,3.0,,,2.0,,,,,,2.0,90.0,,,,,,,15.0,,7.1,,,,,,3.0,4.0,,3.0,1.0,23.0,7.0,26.0,1,1.0,39.0,1.0,,2.0,
2019-20,8243512,12,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,5.0,2.0,7.0,1.0,1.0,1.0,,,,,,,,1.0,4.0,,,,,,,,,,13.0,,,,,,,2.0,,6.8,,,,,1.0,2.0,,,1.0,,6.0,3.0,9.0,0,,15.0,,1.0,2.0,
2019-20,8243512,12,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243512,12,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243522,13,3,Arsenal,Home,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,False,3.0,,,12.0,5.0,14.0,3.0,1.0,4.0,,,,1.0,,,1.0,11.0,8.0,,,3.0,,2.0,,,1.0,1.0,90.0,2.0,,,,,,17.0,,8.5,,,,,1.0,7.0,4.0,,,1.0,20.0,6.0,22.0,2,1.0,49.0,4.0,2.0,4.0,
2019-20,8243522,13,3,Arsenal,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,1.0,,,15.0,2.0,16.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,7.0,3.0,,,,,,,,1.0,,90.0,1.0,,,,,,11.0,,6.3,,,,,1.0,2.0,2.0,,,,19.0,5.0,22.0,2,1.0,38.0,,1.0,,
2019-20,8243522,13,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,10.0,5.0,15.0,,,3.0,,,,1.0,,,,6.0,6.0,,,2.0,,,,1.0,,,45.0,,,,,,,7.0,,6.6,,,1.0,,,5.0,,,,,11.0,5.0,16.0,1,3.0,33.0,2.0,1.0,2.0,1.0
2019-20,8243522,13,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,15.0,,,,,,,2.0,,6.9,,,,,,1.0,,,,,1.0,,1.0,0,,4.0,,1.0,1.0,
2019-20,8243540,14,3,Arsenal,Away,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,False,,,,18.0,5.0,23.0,1.0,2.0,2.0,,,1.0,2.0,,,4.0,11.0,3.0,,,3.0,,,,,,1.0,90.0,1.0,,,,,,15.0,,6.5,,,1.0,,,2.0,1.0,,,,24.0,7.0,30.0,3,,46.0,2.0,,1.0,
2019-20,8243540,14,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,2.0,,,19.0,7.0,24.0,2.0,1.0,5.0,,,,1.0,,,1.0,4.0,4.0,,,,,2.0,,,,1.0,90.0,2.0,,,,,,22.0,,8.2,,,,,,1.0,6.0,,,,34.0,10.0,38.0,2,2.0,55.0,2.0,,1.0,1.0
2019-20,8243540,14,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243540,14,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,2.0,,,,3.0,,1.0,0,,4.0,,,,
2019-20,8243540,14,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,True,1.0,,,4.0,1.0,4.0,,,,,,,2.0,,,,4.0,2.0,,,1.0,,,,,,,12.0,,,,,,,6.0,,6.2,,,,,,2.0,2.0,,,,7.0,1.0,6.0,0,1.0,14.0,1.0,,1.0,
2019-20,8243545,15,3,Arsenal,Home,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,False,,,,4.0,5.0,9.0,6.0,1.0,2.0,,,,,,,,7.0,4.0,,,2.0,,1.0,,,,2.0,77.0,1.0,,,,,,7.0,,7.6,,,1.0,,,,,,,2.0,6.0,5.0,11.0,2,3.0,24.0,5.0,,,2.0
2019-20,8243545,15,3,Arsenal,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,2.0,,,13.0,8.0,19.0,,,2.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,90.0,,,,,,,7.0,,6.8,,,1.0,,,,4.0,,,2.0,18.0,10.0,24.0,2,1.0,35.0,,,,
2019-20,8243545,15,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,9.0,1.0,10.0,1.0,,2.0,,,2.0,,,,,5.0,5.0,,,,,,,,,1.0,45.0,1.0,1.0,,,,,9.0,,6.9,,,,,,6.0,,,,,11.0,1.0,12.0,3,1.0,28.0,2.0,2.0,2.0,
2019-20,8243545,15,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,True,,,,,,,1.0,2.0,,,,,,,,,1.0,2.0,,,1.0,,,,,,,13.0,1.0,,,,,,2.0,,6.6,,,,,,,,,,,,1.0,1.0,1,,4.0,1.0,,,
2019-20,8243564,16,3,Arsenal,Away,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243564,16,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,1.0,,,10.0,3.0,12.0,1.0,,,1.0,,1.0,1.0,,,,3.0,2.0,,,,1.0,1.0,,,,2.0,90.0,1.0,,,,,,8.0,,8.1,,,1.0,,,2.0,2.0,,,,15.0,4.0,17.0,3,,30.0,1.0,1.0,1.0,
2019-20,8243564,16,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,,,,15.0,17.0,32.0,2.0,1.0,4.0,1.0,,,1.0,,,4.0,12.0,5.0,,,,1.0,1.0,,,1.0,1.0,88.0,1.0,,,,,,22.0,,6.7,,,,,,8.0,,,1.0,,22.0,20.0,42.0,1,,66.0,3.0,1.0,3.0,
2019-20,8243564,16,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,,,,7.0,4.0,11.0,2.0,,7.0,,,1.0,1.0,,,2.0,10.0,5.0,,,2.0,,1.0,,,,1.0,90.0,1.0,1.0,,,,,12.0,,7.0,,,,,,3.0,1.0,,,,8.0,8.0,15.0,2,3.0,34.0,2.0,2.0,,3.0
2019-20,8243564,16,3,Arsenal,Away,934235,223340,Bukayo Saka,bukayo-saka,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243563,17,3,Arsenal,Home,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243563,17,3,Arsenal,Home,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,2.0,7.0,9.0,2.0,3.0,,,,,4.0,,,1.0,7.0,6.0,,,,,,,,,,90.0,,,,,,,6.0,,6.5,,,2.0,,,,,,,1.0,5.0,7.0,12.0,2,1.0,21.0,1.0,2.0,,1.0
2019-20,8243563,17,3,Arsenal,Home,593526,195735,Nicolas Pépé,nicolas-pepe,F,False,1.0,,,19.0,15.0,33.0,2.0,1.0,3.0,,,,,,,2.0,9.0,11.0,,,2.0,,,,,,,90.0,,,,,,,18.0,,6.5,,,1.0,,1.0,6.0,7.0,,,,30.0,15.0,38.0,1,1.0,65.0,2.0,6.0,3.0,
2019-20,8243563,17,3,Arsenal,Home,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,,,1.0,3.0,11.0,14.0,1.0,,7.0,,1.0,,2.0,,,3.0,10.0,6.0,,,,,,,,1.0,,90.0,1.0,,,,,,19.0,,6.2,,,,,,6.0,4.0,,1.0,,8.0,13.0,17.0,1,3.0,48.0,3.0,1.0,2.0,3.0
2019-20,8243563,17,3,Arsenal,Home,934235,223340,Bukayo Saka,bukayo-saka,F,True,,,,8.0,14.0,22.0,4.0,,3.0,,,,,,,,6.0,3.0,,,3.0,,,,,1.0,,50.0,,1.0,,,,,9.0,,6.8,,,,,1.0,,2.0,,1.0,,14.0,15.0,27.0,0,1.0,41.0,1.0,2.0,,1.0
2019-20,8243573,18,3,Arsenal,Away,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,True,,,,,,,2.0,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,12.0,,,,,,,3.0,,6.5,,,,,,,,,1.0,1.0,1.0,2.0,3.0,0,1.0,4.0,,,,1.0
2019-20,8243573,18,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,5.0,1.0,6.0,2.0,1.0,2.0,,1.0,,,,,,3.0,1.0,,,,,,,,,,78.0,2.0,,,,,,12.0,,6.4,,,1.0,,,1.0,,,,,13.0,3.0,16.0,3,,21.0,1.0,,,
2019-20,8243573,18,3,Arsenal,Away,593526,195735,Nicolas Pépé,nicolas-pepe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243573,18,3,Arsenal,Away,922573,444145,Gabriel Martinelli,gabriel-martinelli,F,False,,,,8.0,3.0,11.0,2.0,,4.0,,,,3.0,,,,9.0,5.0,,,1.0,,,,,,,90.0,,,,,,,17.0,,6.5,,,2.0,,1.0,5.0,3.0,,,,14.0,5.0,16.0,2,2.0,42.0,5.0,1.0,2.0,1.0
