season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576160,1,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,5.0,2.0,7.0,3.0,1.0,,,,,1.0,,,,5.0,4.0,,,1.0,,1.0,,,,,,,90.0,1.0,,,,,,,11.0,,6.9,,,,,,2.0,,,1.0,2.0,11.0,2.0,13.0,1,,24.0,5.0,1.0,2.0,
2021-22,9576160,1,7,Aston_Villa,Away,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,7.0,1.0,8.0,1.0,,,,,1.0,1.0,,,,3.0,6.0,,,,,,,,,,,,18.0,,,,,,,1.0,3.0,,7.3,,,,,,4.0,1.0,,,,8.0,1.0,8.0,1,1.0,19.0,1.0,2.0,3.0,1.0
2021-22,9576160,1,7,Aston_Villa,Away,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,False,,,,6.0,2.0,8.0,5.0,,1.0,,,,2.0,,,2.0,9.0,1.0,,,,,,,,,,,,60.0,,,,,,,,10.0,,5.8,,,,,1.0,,2.0,,,,10.0,2.0,10.0,0,,22.0,4.0,1.0,,
2021-22,9576160,1,7,Aston_Villa,Away,798314,213345,Wesley Moraes,wesley-moraes,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,False,,,,4.0,1.0,5.0,4.0,3.0,5.0,,,,,,,1.0,5.0,4.0,,,,,1.0,,,,,,,89.0,1.0,,,,,,,7.0,,7.3,,,1.0,,,,1.0,,,2.0,9.0,1.0,9.0,2,1.0,18.0,1.0,,,1.0
2021-22,9576209,2,7,Aston_Villa,Home,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,False,1.0,,,10.0,2.0,11.0,,1.0,1.0,,,,1.0,,,,2.0,2.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,9.0,,7.1,,,2.0,,,1.0,2.0,,,1.0,13.0,2.0,13.0,3,1.0,27.0,4.0,,,1.0
2021-22,9576209,2,7,Aston_Villa,Home,798314,213345,Wesley Moraes,wesley-moraes,F,True,,,,2.0,,2.0,2.0,1.0,,,,,,,,,3.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,0,,3.0,,,,
2021-22,9576152,3,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,False,,,,7.0,1.0,8.0,1.0,2.0,1.0,,,,1.0,,,,4.0,4.0,,,1.0,1.0,,,,,,1.0,,90.0,1.0,,,,,,,10.0,,7.0,,,,,1.0,2.0,,,,,12.0,2.0,14.0,1,1.0,26.0,3.0,,1.0,1.0
2021-22,9576152,3,7,Aston_Villa,Home,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,False,2.0,,1.0,15.0,10.0,23.0,2.0,3.0,6.0,1.0,,,,,,3.0,12.0,11.0,,,5.0,,,,,,,2.0,,90.0,,,,,,,,17.0,,7.1,,,1.0,,,5.0,3.0,,1.0,1.0,20.0,10.0,27.0,1,1.0,59.0,7.0,4.0,3.0,1.0
2021-22,9576152,3,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,True,,,,3.0,1.0,4.0,2.0,1.0,,,,,,,,,3.0,1.0,,,1.0,,,,,,,,,11.0,2.0,,,,,,,1.0,,6.9,,,,,,,,,,,4.0,1.0,5.0,2,,7.0,,,,
2021-22,9576152,3,7,Aston_Villa,Home,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576168,4,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,1.0,3.0,4.0,2.0,,2.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,69.0,,,,,,,,6.0,,6.6,,,,,,,1.0,,1.0,1.0,6.0,3.0,8.0,1,,14.0,1.0,1.0,,
2021-22,9576168,4,7,Aston_Villa,Away,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,6.0,1.0,7.0,1.0,,3.0,,,1.0,,,,,3.0,3.0,,,,,,,,,,,,21.0,,,,,,,,6.0,,6.5,,,,,,5.0,,,,,7.0,1.0,8.0,1,,17.0,3.0,,3.0,
2021-22,9576168,4,7,Aston_Villa,Away,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576168,4,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,17.0,1.0,18.0,3.0,1.0,2.0,,1.0,4.0,2.0,,,1.0,8.0,7.0,,,,,,,,,,2.0,,90.0,2.0,,,,,,,10.0,,6.8,,,,,1.0,7.0,,,,,22.0,1.0,23.0,6,,42.0,1.0,1.0,5.0,
2021-22,9576168,4,7,Aston_Villa,Away,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576229,5,7,Aston_Villa,Home,130181,84939,Danny Ings,danny-ings,F,False,,,1.0,10.0,1.0,11.0,1.0,,1.0,,,,1.0,,,2.0,5.0,3.0,,,,1.0,,,,,,1.0,,90.0,,,,,,,,12.0,,6.8,,,1.0,,,3.0,,,1.0,,14.0,1.0,15.0,1,1.0,34.0,4.0,,2.0,1.0
2021-22,9576229,5,7,Aston_Villa,Home,218160,110504,Bertrand Traoré,bertrand-traore,F,True,,,,2.0,,2.0,1.0,2.0,1.0,,,2.0,,,,1.0,3.0,3.0,,,,,,,,,,,,8.0,,,,,,,,6.0,,6.4,,,,,,2.0,,,,,5.0,,5.0,2,,11.0,1.0,,1.0,
2021-22,9576229,5,7,Aston_Villa,Home,362470,193488,Anwar El Ghazi,anwar-el-ghazi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576229,5,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,10.0,1.0,11.0,3.0,3.0,2.0,,,,,,,1.0,6.0,5.0,,,1.0,,,,,,,1.0,,90.0,,,,,,,,10.0,,6.6,,,,,,1.0,2.0,,,,16.0,1.0,15.0,0,,25.0,2.0,2.0,,
2021-22,9576229,5,7,Aston_Villa,Home,993451,433979,Cameron Archer,cameron-archer,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576159,6,7,Aston_Villa,Away,130181,84939,Danny Ings,danny-ings,F,False,,,,9.0,6.0,15.0,4.0,1.0,3.0,,,,1.0,,,,9.0,4.0,,,1.0,,,,,,2.0,,,78.0,,1.0,,,,,,16.0,,6.6,,,,,,3.0,3.0,,,,16.0,8.0,21.0,0,2.0,43.0,3.0,1.0,,
