season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,substitute.1,totalShots
2010-11,1379594,1,7,Aston_Villa,Home,579,1765,Emile Heskey,emile-heskey,F,True,,,,,,,
2010-11,1379594,1,7,Aston_Villa,Home,9415,4101,John Carew,john-carew,F,False,0.0,0.0,90.0,0.0,,,0.0
2010-11,1379594,1,7,Aston_Villa,Home,87185,80979,Andreas Weimann,andreas-weimann,F,True,0.0,0.0,4.0,0.0,,,0.0
2010-11,1379609,2,7,Aston_Villa,Away,579,1765,Emile Heskey,emile-heskey,F,True,0.0,0.0,33.0,0.0,,,0.0
2010-11,1379609,2,7,Aston_Villa,Away,9415,4101,John Carew,john-carew,F,False,0.0,0.0,65.0,0.0,1.0,,0.0
2010-11,1379609,2,7,Aston_Villa,Away,39276,51484,Nathan Delfouneso,nathan-delfouneso,F,True,,,,,,,
2010-11,1379614,3,7,Aston_Villa,Home,579,1765,Emile Heskey,emile-heskey,F,True,,,,,,,
2010-11,1379614,3,7,Aston_Villa,Home,9415,4101,John Carew,john-carew,F,False,0.0,0.0,68.0,0.0,,,0.0
2010-11,1379614,3,7,Aston_Villa,Home,13167,27450,Gabriel Agbonlahor,gabriel-agbonlahor,F,True,0.0,0.0,22.0,0.0,,,0.0
2010-11,1379614,3,7,Aston_Villa,Home,39276,51484,Nathan Delfouneso,nathan-delfouneso,F,True,,,,,,,
2010-11,1379798,4,7,Aston_Villa,Away,579,1765,Emile Heskey,emile-heskey,F,True,0.0,0.0,4.0,0.0,,,0.0
2010-11,1379798,4,7,Aston_Villa,Away,13167,27450,Gabriel Agbonlahor,gabriel-agbonlahor,F,False,1.0,0.0,86.0,0.0,,,0.0
2010-11,1379802,5,7,Aston_Villa,Home,579,1765,Emile Heskey,emile-heskey,F,True,,,,,,,
2010-11,1379802,5,7,Aston_Villa,Home,9415,4101,John Carew,john-carew,F,True,0.0,0.0,17.0,0.0,,,0.0
2010-11,1379802,5,7,Aston_Villa,Home,13167,27450,Gabriel Agbonlahor,gabriel-agbonlahor,F,False,0.0,0.0,90.0,0.0,,,0.0
2010-11,1379821,6,7,Aston_Villa,Away,579,1765,Emile Heskey,emile-heskey,F,False,0.0,1.0,90.0,0.0,,,0.0
2010-11,1379821,6,7,Aston_Villa,Away,13167,27450,Gabriel Agbonlahor,gabriel-agbonlahor,F,True,0.0,0.0,23.0,0.0,,,0.0
2010-11,1379828,7,7,Aston_Villa,Away,579,1765,Emile Heskey,emile-heskey,F,False,1.0,0.0,35.0,0.0,,,0.0
2010-11,1379828,7,7,Aston_Villa,Away,9415,4101,John Carew,john-carew,F,True,0.0,0.0,55.0,0.0,,,0.0
2010-11,1379833,8,7,Aston_Villa,Home,9415,4101,John Carew,john-carew,F,False,0.0,0.0,74.0,0.0,,,0.0
2010-11,1379833,8,7,Aston_Villa,Home,39276,51484,Nathan Delfouneso,nathan-delfouneso,F,True,0.0,0.0,16.0,0.0,,,0.0
