season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767928,1,7,Aston_Villa,Away,13167,27450,Gabriel Agbonlahor,gabriel-agbonlahor,F,False,,,1.0,8.0,4.0,12.0,5.0,2.0,4.0,,,1.0,,,,,7.0,4.0,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,,6.8,,,,,,3.0,2.0,,1.0,,12.0,4.0,14.0,2,,25.0,1.0,1.0,1.0
2015-16,6767928,1,7,Aston_Villa,Away,31812,49207,Rudy Gestede,rudy-gestede,F,True,,,1.0,5.0,3.0,8.0,2.0,6.0,2.0,,,,,,,,2.0,7.0,,,1.0,,1.0,,,,,,31.0,1.0,,,,,,,7.4,,,1.0,,1.0,,,,1.0,,12.0,4.0,16.0,2,,21.0,1.0,1.0,
2015-16,6767928,1,7,Aston_Villa,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,2.0,12.0,4.0,16.0,3.0,,,,,,,,,,3.0,2.0,,,,,,,,3.0,,,59.0,,,,,,,,6.8,,,,,,1.0,,,2.0,,14.0,4.0,18.0,0,,25.0,1.0,1.0,1.0
2015-16,6767951,2,7,Aston_Villa,Home,13167,27450,Gabriel Agbonlahor,gabriel-agbonlahor,F,False,,,,5.0,2.0,7.0,3.0,,,,,,,,,1.0,9.0,1.0,,,3.0,,,,,,1.0,,90.0,1.0,,,,,,,6.4,,,,,,2.0,1.0,,1.0,1.0,7.0,2.0,8.0,1,,17.0,2.0,1.0,
2015-16,6767951,2,7,Aston_Villa,Home,31812,49207,Rudy Gestede,rudy-gestede,F,True,,,,2.0,2.0,4.0,5.0,4.0,,,,,,,,,5.0,4.0,,,,,,,,,,,31.0,,,,,,,,6.6,,,1.0,,,,,,,,5.0,4.0,9.0,1,,10.0,,,
2015-16,6767951,2,7,Aston_Villa,Home,51004,51950,Libor Kozák,libor-kozak,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767951,2,7,Aston_Villa,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,11.0,9.0,20.0,4.0,5.0,3.0,,,,,,,1.0,16.0,8.0,,,5.0,,,,,,,,90.0,,,,,,,,6.1,,,1.0,,,7.0,1.0,,,1.0,17.0,9.0,25.0,1,2.0,42.0,2.0,1.0,
2015-16,6767961,3,7,Aston_Villa,Away,13167,27450,Gabriel Agbonlahor,gabriel-agbonlahor,F,False,,,1.0,9.0,6.0,15.0,1.0,1.0,2.0,,1.0,,,,,,4.0,2.0,,,3.0,,,,,,1.0,,90.0,1.0,,,,,,,6.3,,,,,1.0,1.0,3.0,,1.0,,16.0,7.0,20.0,1,,29.0,2.0,1.0,
2015-16,6767961,3,7,Aston_Villa,Away,31812,49207,Rudy Gestede,rudy-gestede,F,False,,,,10.0,6.0,16.0,11.0,11.0,2.0,,,1.0,,,,,12.0,11.0,,,1.0,,,,,,,,90.0,,,,,,,,6.9,,,2.0,,1.0,,,,,,25.0,7.0,32.0,3,,37.0,,,
2015-16,6767961,3,7,Aston_Villa,Away,103045,80146,Jordan Ayew,jordan-ayew,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
