season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436877,1,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,2.0,2.0,4.0,1.0,,,,,,,,1.0,5.0,1.0,,,0.00068005,,,,0.0,,,,,,,,62.0,,,,,,,,8.0,,6.2,,,,,,3.0,,,,,3.0,2.0,5.0,0,,15.0,2.0,1.0,,
2024-25,12436877,1,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,7.0,2.0,9.0,1.0,3.0,,,1.0,,,,1.0,4.0,7.0,,,0.00260766,0.3762,0.1436,,0.0,1.0,,,,,,,28.0,1.0,,,,,,,7.0,,7.2,,,1.0,,,3.0,,,,,10.0,2.0,12.0,2,1.0,25.0,1.0,2.0,1.0,1.0
2024-25,12436886,2,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,1.0,1.0,2.0,1.0,1.0,,,2.0,,2.0,,4.0,8.0,2.0,,,0.0049035,0.8674,0.7887,1.0,0.0,,,,,,2.0,,65.0,1.0,,,,,,,10.0,,5.9,,,1.0,,,,,,,,3.0,3.0,6.0,2,,17.0,2.0,1.0,,
2024-25,12436886,2,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,4.0,2.0,6.0,2.0,,2.0,,,1.0,,,1.0,3.0,,,,0.135681,0.0983,,,0.0,,,,,,,,25.0,,,,,,,,4.0,,6.4,,,,,1.0,,,,,1.0,6.0,2.0,8.0,1,,13.0,,,,
2024-25,12436918,3,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,5.0,,5.0,,,1.0,1.0,2.0,,,,,3.0,2.0,,,0.00954188,0.7084,0.2213,2.0,1.0,,,,,,1.0,,61.0,1.0,,,,,,,1.0,,6.5,,,1.0,,,1.0,,,,,5.0,,5.0,2,1.0,13.0,,1.0,,
2024-25,12436918,3,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,1.0,2.0,3.0,1.0,3.0,,,,,,,1.0,5.0,3.0,,,0.00166387,0.2315,0.8841,2.0,0.0,1.0,,,,,,,29.0,2.0,,,,,,,10.0,,7.2,,,,,,1.0,,,,,7.0,2.0,9.0,2,,16.0,2.0,,,
2024-25,12436933,4,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,5.0,1.0,6.0,,2.0,1.0,,2.0,,,,3.0,3.0,2.0,,,0.0679736,1.1827,1.7067,,0.0,2.0,,,,,1.0,,84.0,4.0,,,,,,,6.0,,8.7,,,2.0,,,,1.0,,,,6.0,1.0,6.0,6,,19.0,2.0,,,
2024-25,12436933,4,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,2.0,,2.0,,1.0,,,,,1.0,,2.0,4.0,1.0,,,0.00217711,0.3272,0.3104,,0.0,1.0,,,,,,,21.0,1.0,,,,,,,5.0,,7.2,,,2.0,,,1.0,,,,,3.0,,3.0,3,,12.0,1.0,,,
2024-25,12436957,5,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,7.0,1.0,8.0,,1.0,,,1.0,1.0,,,,3.0,3.0,,,0.0589149,0.3401,0.3938,1.0,0.0,1.0,,,,1.0,,,89.0,2.0,,,,,,,8.0,,6.9,,,,,,2.0,,,1.0,,9.0,1.0,10.0,3,,23.0,4.0,2.0,,
2024-25,12436957,5,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,2.0,2.0,4.0,2.0,,,,1.0,,1.0,,1.0,6.0,3.0,,,0.002267,1.0297,0.9952,1.0,0.0,1.0,,,,,,,28.0,1.0,,,,,,,2.0,,6.9,,,1.0,,,1.0,,,,,2.0,2.0,4.0,2,1.0,15.0,,2.0,,1.0
2024-25,12436993,6,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,15.0,4.0,19.0,5.0,1.0,2.0,,,,1.0,,3.0,10.0,2.0,,,0.129465,0.4018,0.4167,1.0,1.0,1.0,,,,,1.0,,84.0,1.0,,,,,,,11.0,,7.6,,,,,,1.0,,,,,18.0,4.0,22.0,1,,33.0,4.0,1.0,,
2024-25,12436993,6,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,1.0,2.0,2.0,4.0,1.0,,,,,,,,1.0,2.0,2.0,,,0.00327829,,,,0.0,,,,,,1.0,,26.0,,,,,,,,1.0,,6.8,,,,,2.0,,,,1.0,,2.0,2.0,4.0,0,1.0,11.0,,1.0,,1.0
2024-25,12437006,7,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,9.0,2.0,11.0,4.0,2.0,1.0,,,,,,3.0,9.0,5.0,,,0.0561456,0.0586,,1.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,7.0,,,2.0,,,1.0,1.0,,,,12.0,2.0,13.0,2,1.0,25.0,1.0,2.0,,1.0
2024-25,12437006,7,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,6.0,1.0,7.0,2.0,1.0,1.0,,,,,,,4.0,3.0,,,0.0332716,,,1.0,0.0,,,,,,,,27.0,,,,,,,,7.0,,6.6,,,,,1.0,3.0,2.0,,,,9.0,2.0,9.0,0,,17.0,1.0,1.0,1.0,
2024-25,12437028,8,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,3.0,2.0,5.0,,,,,1.0,,,,1.0,3.0,1.0,,,0.00134263,0.4124,0.6852,,0.0,1.0,,,,,,,75.0,2.0,,,,,,,9.0,,6.8,,,,,,2.0,,,,1.0,7.0,2.0,9.0,2,,17.0,2.0,1.0,,
2024-25,12437028,8,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,2.0,1.0,3.0,1.0,1.0,,,,,,,,1.0,1.0,,,0.00601335,0.0185,,,0.0,,,,,,,,15.0,,,,,,,,1.0,,6.7,,,1.0,,1.0,,,,,,3.0,1.0,4.0,1,,7.0,,,,
2024-25,12437041,9,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,6.0,2.0,8.0,1.0,2.0,1.0,1.0,,1.0,,,2.0,5.0,5.0,,,0.228069,0.3457,0.431,2.0,0.0,,,,,,2.0,,82.0,2.0,,,,,,,9.0,,7.3,,,,,1.0,2.0,,,,,9.0,3.0,12.0,3,1.0,24.0,2.0,1.0,1.0,1.0
2024-25,12437041,9,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,1.0,6.0,1.0,7.0,3.0,3.0,2.0,,1.0,,,,2.0,5.0,7.0,,,0.00280194,0.2924,0.5481,,0.0,,,,,,,,33.0,1.0,,,,,,,6.0,,7.1,,,2.0,,1.0,,,,1.0,,8.0,2.0,10.0,3,2.0,23.0,1.0,2.0,,1.0
2024-25,12437059,10,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,2.0,5.0,7.0,3.0,5.0,,,2.0,,1.0,,2.0,9.0,6.0,,,0.00207264,0.4643,,2.0,0.0,,,,,,,,90.0,,,,,,,,12.0,,5.7,,,2.0,,,1.0,,,,,7.0,6.0,13.0,2,,25.0,1.0,1.0,,
2024-25,12437059,10,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,,2.0,2.0,,1.0,,,,,,,1.0,1.0,1.0,,,8.616e-05,,,,0.0,,,,,,,,21.0,,,,,,,,4.0,,6.3,,,,,,,,,,,1.0,3.0,4.0,0,,8.0,1.0,,,
2024-25,12436484,11,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,4.0,2.0,6.0,1.0,,2.0,,1.0,1.0,,,1.0,4.0,3.0,,,0.0123236,0.3636,,2.0,0.0,,,,,,,,65.0,,,,,,,,3.0,,6.6,,,2.0,,,1.0,,,,,4.0,2.0,6.0,3,,18.0,2.0,2.0,1.0,
2024-25,12436484,11,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,2.0,2.0,4.0,,,1.0,,,,,,,1.0,1.0,,,0.0008982,,,1.0,0.0,,,,,,,,25.0,,,,,,,,1.0,,6.6,,,,,1.0,1.0,,,,,3.0,2.0,5.0,0,,8.0,,,1.0,
2024-25,12436493,12,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,6.0,3.0,9.0,2.0,2.0,,,1.0,2.0,,,1.0,6.0,4.0,,,0.0167018,1.3017,1.2967,1.0,0.0,1.0,,,,,,,90.0,2.0,1.0,,,,,,10.0,,7.1,,,1.0,,1.0,3.0,1.0,,,1.0,9.0,3.0,11.0,5,,30.0,4.0,1.0,1.0,
2024-25,12436493,12,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,2.0,1.0,3.0,2.0,1.0,1.0,,,1.0,,,1.0,3.0,1.0,,,0.00324871,0.0193,,,0.0,,,,,,1.0,,21.0,,,,,,,,2.0,,6.6,,,,,1.0,,,,,,2.0,1.0,3.0,1,,7.0,1.0,,,
2024-25,12436498,13,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,5.0,3.0,8.0,,,2.0,,1.0,,,,,3.0,2.0,,,0.0384932,0.6662,0.6715,1.0,0.0,,,,,,1.0,,84.0,2.0,,,,,,,5.0,,6.5,,,,,,3.0,,,,,6.0,3.0,9.0,2,,20.0,1.0,1.0,1.0,
2024-25,12436498,13,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,1.0,4.0,5.0,2.0,,,,1.0,1.0,,,,2.0,2.0,,,0.00416143,0.1789,0.0454,,0.0,,,,,,,,24.0,1.0,,,,,,,3.0,,6.3,,,,,,,,,,,3.0,4.0,7.0,2,,12.0,1.0,2.0,,
2024-25,12436942,14,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,1.0,14.0,3.0,17.0,,1.0,3.0,,1.0,1.0,1.0,,2.0,4.0,6.0,,,0.0347302,1.2344,1.5656,1.0,1.0,1.0,,,,,2.0,,65.0,4.0,,,,,,1.0,4.0,,8.7,,,1.0,,,1.0,,,1.0,,16.0,3.0,19.0,6,1.0,33.0,,3.0,1.0,
2024-25,12436942,14,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,1.0,10.0,2.0,12.0,2.0,2.0,1.0,,1.0,,,,,2.0,3.0,,,0.0184831,0.527,0.7424,1.0,0.0,,,,,,2.0,,25.0,2.0,,,,,,,2.0,,7.0,,,1.0,,1.0,,,,1.0,,11.0,2.0,13.0,3,,20.0,1.0,1.0,,
2024-25,12436990,15,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,True,,,,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,5.0,,,0.408504,0.3732,,1.0,0.0,,,,,,1.0,,32.0,,,,,,,,4.0,,7.0,,,2.0,,,,,,,,5.0,2.0,7.0,4,1.0,16.0,1.0,3.0,,1.0
2024-25,12436990,15,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,False,,,1.0,9.0,2.0,11.0,,1.0,1.0,,1.0,1.0,,,,2.0,3.0,,,0.00777907,0.6497,0.479,1.0,0.0,1.0,,,,,,,58.0,2.0,,,,,,,5.0,,7.2,,,,,,1.0,1.0,,2.0,,11.0,4.0,14.0,3,2.0,21.0,,,,2.0
2024-25,12436447,16,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,True,,,,6.0,2.0,8.0,,,1.0,,,,,,,,,,,0.0120275,,,,0.0,,,,,,,,16.0,,,,,,,,3.0,,6.5,,,,,,,,,,,8.0,2.0,10.0,0,,13.0,1.0,,,
2024-25,12436447,16,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,False,,,,3.0,2.0,5.0,1.0,1.0,2.0,,,,1.0,,2.0,9.0,2.0,,,0.00801788,0.0777,0.0577,4.0,0.0,1.0,,,,,,,74.0,1.0,,,,,,,11.0,,7.1,,,2.0,,,1.0,,,1.0,,8.0,2.0,10.0,3,,21.0,3.0,1.0,,
2024-25,12436453,17,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,True,,,,,,,,,,,,,,,,,,,,,0.0869,0.1825,,0.0,,,,,,,,10.0,1.0,,,,,,,,,6.7,,,,,,,,,,,,,,1,,1.0,,,,
2024-25,12436453,17,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,False,,,,9.0,6.0,15.0,,,5.0,,1.0,,,,,1.0,2.0,,,0.00325252,0.9426,1.368,1.0,0.0,1.0,,,,,,,80.0,3.0,,,,,,,6.0,,7.3,,,,,2.0,,,,3.0,2.0,12.0,8.0,20.0,3,1.0,29.0,1.0,1.0,,1.0
2024-25,12436477,18,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,True,,,,3.0,4.0,7.0,3.0,1.0,,,,,,,,7.0,1.0,,,0.00159806,,,2.0,0.0,,,,,1.0,,,45.0,,,,,,,,7.0,,6.2,,,,,,2.0,1.0,,,,6.0,4.0,9.0,0,,16.0,2.0,,,
2024-25,12436477,18,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,False,,,,4.0,1.0,5.0,,,,,,,,,1.0,2.0,1.0,,,0.00444497,,,1.0,0.0,,,,,,,,32.0,,,,,,,,4.0,,5.4,,,,,,,,,,2.0,6.0,2.0,8.0,0,,10.0,,1.0,,
2024-25,12436530,19,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,10.0,3.0,13.0,1.0,4.0,2.0,1.0,2.0,1.0,,,3.0,6.0,5.0,,,0.151105,1.0708,1.0198,1.0,1.0,1.0,,,,,4.0,,90.0,3.0,1.0,,,,,,10.0,,8.5,,,2.0,,1.0,1.0,1.0,,,,13.0,5.0,17.0,6,,36.0,1.0,1.0,,
2024-25,12436523,20,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,5.0,3.0,8.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,5.0,3.0,1.0,,0.0658429,0.4512,,1.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,5.8,,,1.0,,,1.0,,,,,8.0,4.0,12.0,2,,21.0,,2.0,,
2024-25,12436434,21,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,7.0,4.0,11.0,3.0,2.0,4.0,,1.0,,,,3.0,7.0,2.0,,,0.0470307,0.4592,0.4637,1.0,0.0,1.0,,,,,1.0,,90.0,1.0,,,,,,,8.0,,7.0,,,1.0,,2.0,,,,,1.0,11.0,4.0,15.0,2,,26.0,1.0,,,
2024-25,12436434,21,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436443,22,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,3.0,4.0,7.0,4.0,3.0,4.0,,,1.0,,,1.0,7.0,5.0,,,0.00033543,0.6239,0.8358,,0.0,1.0,,,,,,,80.0,1.0,1.0,,,,,,7.0,,7.3,,,1.0,,1.0,3.0,,,,1.0,5.0,4.0,9.0,3,,23.0,,1.0,1.0,
2024-25,12436443,22,7,Aston_Villa,Away,803039,204646,Donyell Malen,donyell-malen,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436443,22,7,Aston_Villa,Away,974577,476344,Jhon Durán,jhon-duran,F,True,,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,2.0,,,0.00584701,,,1.0,0.0,,,,,,,,10.0,,,,,,,,5.0,,6.6,,,,,,,,,,,5.0,,5.0,0,,7.0,1.0,1.0,,
2024-25,12436893,23,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,6.0,6.0,12.0,5.0,2.0,1.0,,,,,,1.0,7.0,2.0,,,0.0397375,0.1304,0.0125,1.0,1.0,,,,,,2.0,,66.0,1.0,,,,,,,2.0,,7.2,,,1.0,,,,,,,1.0,7.0,6.0,13.0,2,,17.0,,,,
2024-25,12436893,23,7,Aston_Villa,Home,803039,204646,Donyell Malen,donyell-malen,F,True,,,,2.0,1.0,3.0,,1.0,,,,,,,1.0,3.0,2.0,,,0.00231095,0.0274,0.019,,0.0,,,,,,,,25.0,1.0,,,,,,,6.0,,6.4,,,,,,2.0,1.0,,,,3.0,2.0,4.0,1,,12.0,1.0,1.0,,
2024-25,12436893,23,7,Aston_Villa,Home,974577,476344,Jhon Durán,jhon-duran,F,True,,,,6.0,1.0,7.0,1.0,,2.0,,,1.0,,,1.0,3.0,,,,0.00513796,0.0879,,,0.0,,,,,,,,24.0,,,,,,,,3.0,,6.5,,,1.0,,1.0,1.0,,,,,6.0,1.0,7.0,2,,13.0,1.0,,,
2024-25,12436932,24,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,4.0,1.0,5.0,2.0,,,,,,,,1.0,3.0,,,,0.00130449,,,1.0,0.0,,,,,,,,45.0,,,,,,,,4.0,,6.4,,,,,1.0,,1.0,,,,5.0,2.0,6.0,0,,12.0,1.0,,,
2024-25,12436932,24,7,Aston_Villa,Away,803039,204646,Donyell Malen,donyell-malen,F,True,,,,8.0,2.0,10.0,,,,,1.0,,,,2.0,2.0,2.0,,,0.0114307,0.2014,0.6411,,0.0,,,,,,,,45.0,2.0,,,,,,,7.0,,6.6,,,,,,1.0,1.0,,,1.0,10.0,2.0,11.0,2,1.0,23.0,2.0,,1.0,1.0
2024-25,12436934,25,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,8.0,3.0,11.0,2.0,1.0,,,2.0,2.0,,,1.0,3.0,4.0,,,0.0417911,0.7649,0.9288,,0.0,1.0,,,,,,,90.0,1.0,,,,,,,4.0,,7.7,,,1.0,,,1.0,,,,1.0,11.0,3.0,14.0,4,1.0,23.0,,1.0,1.0,1.0
2024-25,12436934,25,7,Aston_Villa,Home,803039,204646,Donyell Malen,donyell-malen,F,False,,,1.0,9.0,1.0,10.0,,,2.0,,,1.0,,,,1.0,2.0,,,0.0188175,0.0294,,,0.0,,,,,,1.0,,63.0,,,,,,,,6.0,,6.8,,,,,,2.0,1.0,,1.0,,12.0,2.0,13.0,1,1.0,24.0,1.0,,1.0,1.0
2024-25,12436934,25,7,Aston_Villa,Home,814590,176297,Marcus Rashford,marcus-rashford,F,True,1.0,,2.0,28.0,3.0,30.0,,,2.0,2.0,,1.0,,,,3.0,7.0,,,0.781257,0.1377,0.3822,,0.0,,,,1.0,,4.0,,45.0,1.0,,,,,,,16.0,,8.1,,,2.0,,,6.0,8.0,,2.0,,40.0,3.0,35.0,4,3.0,62.0,,1.0,3.0,1.0
2024-25,12436621,26,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,4.0,2.0,6.0,2.0,1.0,2.0,,1.0,1.0,,,1.0,3.0,3.0,,,0.00240656,0.8065,0.5598,,0.0,,,,,1.0,,,77.0,2.0,,,,,,,8.0,,6.7,,,1.0,,,1.0,,,,,8.0,2.0,10.0,4,,24.0,3.0,1.0,1.0,
2024-25,12436621,26,7,Aston_Villa,Home,803039,204646,Donyell Malen,donyell-malen,F,True,,,,2.0,,2.0,1.0,,1.0,,1.0,,,,1.0,2.0,2.0,,,0.00021176,0.2398,0.3138,,0.0,,,,,,,,12.0,1.0,,,,,,,2.0,,6.3,,,,,,,,,,,3.0,,3.0,1,1.0,7.0,,1.0,,
2024-25,12436621,26,7,Aston_Villa,Home,814590,176297,Marcus Rashford,marcus-rashford,F,True,1.0,,,13.0,3.0,15.0,,,3.0,2.0,,2.0,,,,2.0,2.0,,,0.943029,0.0605,,,2.0,,,,,,3.0,,45.0,,,,,,,,5.0,,8.3,,,,,,4.0,3.0,,,,16.0,3.0,16.0,2,,27.0,,,2.0,
2024-25,12436983,27,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,1.0,12.0,,12.0,1.0,2.0,,1.0,,,,,2.0,4.0,2.0,,,0.0264562,,,,1.0,,,,,1.0,1.0,,68.0,,,,,,,,7.0,,6.9,,,,,,1.0,,,1.0,3.0,14.0,,14.0,0,,20.0,1.0,,,
2024-25,12436983,27,7,Aston_Villa,Away,803039,204646,Donyell Malen,donyell-malen,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436983,27,7,Aston_Villa,Away,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,,2.0,1.0,3.0,,1.0,,,,,1.0,,,1.0,2.0,,,0.0012382,,,,0.0,,,,,,,,22.0,,,,,,,,6.0,,6.5,,,,,,1.0,1.0,,,,6.0,1.0,6.0,0,,11.0,2.0,,1.0,
2024-25,12436994,28,7,Aston_Villa,Away,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,1.0,7.0,3.0,10.0,5.0,2.0,2.0,,1.0,1.0,1.0,,1.0,8.0,2.0,,1.0,0.00663737,0.5632,0.3237,,0.0,1.0,,,,,,,90.0,2.0,,,,,,,13.0,,6.8,,,1.0,,4.0,1.0,,,1.0,1.0,13.0,6.0,19.0,4,,33.0,2.0,,,
2024-25,12436994,28,7,Aston_Villa,Away,803039,204646,Donyell Malen,donyell-malen,F,True,,,,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436994,28,7,Aston_Villa,Away,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,,2.0,2.0,4.0,,,1.0,,,,,,,1.0,2.0,,,0.00177871,,,,0.0,,,,,,,,22.0,,,,,,,,2.0,,6.6,,,,,2.0,1.0,,,,,3.0,2.0,5.0,0,2.0,13.0,,,,1.0
2024-25,12437019,29,7,Aston_Villa,Home,555386,178301,Ollie Watkins,ollie-watkins,F,False,,,,10.0,8.0,18.0,4.0,3.0,3.0,,,,1.0,,2.0,10.0,3.0,,,0.0706122,0.1916,0.834,2.0,0.0,1.0,,,,,,,90.0,1.0,,,,,,,10.0,,7.0,,,,,1.0,1.0,1.0,,,,15.0,8.0,22.0,1,,31.0,2.0,,,
2024-25,12437019,29,7,Aston_Villa,Home,803039,204646,Donyell Malen,donyell-malen,F,True,,,,4.0,,4.0,1.0,,1.0,,,1.0,,,1.0,2.0,2.0,,,0.00709571,0.0754,,,0.0,,,,,,,,23.0,,,,,,,,4.0,,6.6,,,1.0,,,,,,,1.0,6.0,,6.0,2,2.0,13.0,,,,
