playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,penaltiesSaved,catches,shotsOnTargetIncGoals,savesMadeFromOutsideBox,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,totalTackles,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,substituteOn,successfulCrossesAndCorners,aerialDuelsLost,throwInsToOppositionPlayer,tacklesLost,lastPlayerTackle,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,blockedShots,overruns,throughBalls,goalAssists,goals,awayGoals,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,rightFootGoals,unsuccessfulDribbles,headedGoals,otherGoals,handballsConceded,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,clearancesOffTheLine,setPiecesGoals,penaltiesTaken,penaltyGoals
43035,Antolin Alcaraz,Defender,Wigan,111,Paraguay,2012-13,0.0,0.0,2.0,37.0,,,2.0,,3.0,45.0,10.0,8.0,57.0,348.0,,,26.0,2.0,,691.0,46.0,1.0,,31.0,245.0,,8.0,,1.0,,3.0,3.0,43.0,9.0,26.0,79.0,,3.0,0.0,83.0,,148.0,49.0,10.0,,,110.0,8.0,57.0,15.0,,341.0,72.0,4.0,,,100.0,10.0,28.0,46.0,481.0,8.0,182.0,,12.0,18.0,1.0,24.0,2.0,2.0,1.0,2.0,1.0,11.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,22.0,3.0,21.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
106458,Eduard Campabadal,Defender,Wigan,111,Spain,2012-13,0.0,0.0,0.0,,,,,,,1.0,1.0,,1.0,3.0,,,,,,2.0,1.0,,,1.0,2.0,,3.0,,,,1.0,,,,,,,1.0,0.0,1.0,,,,1.0,,,2.0,,1.0,,,3.0,2.0,,,,2.0,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
3296,Emmerson Boyce,Defender,Wigan,111,Barbados,2012-13,0.0,0.0,5.0,124.0,,,7.0,,21.0,275.0,36.0,36.0,316.0,1286.0,,,129.0,4.0,,3146.0,196.0,10.0,,111.0,921.0,,45.0,,6.0,1.0,17.0,29.0,106.0,66.0,80.0,89.0,,19.0,0.0,320.0,,535.0,113.0,36.0,,,559.0,56.0,191.0,85.0,,1266.0,449.0,18.0,,,463.0,24.0,76.0,49.0,1971.0,81.0,428.0,,41.0,109.0,17.0,74.0,1.0,38.0,,,17.0,44.0,21.0,20.0,1.0,38.0,39.0,14.0,3.0,54.0,11.0,199.0,162.0,7.0,5.0,3.0,,,4.0,2.0,,1.0,2.0,2.0,24.0,2.0,,,,,,,,1.0,,,,
11911,Gary Caldwell,Defender,Wigan,111,Scotland,2012-13,0.0,0.0,9.0,75.0,,,3.0,,7.0,109.0,25.0,25.0,190.0,1075.0,,,61.0,4.0,,2088.0,61.0,7.0,,35.0,766.0,,14.0,,5.0,1.0,8.0,15.0,114.0,49.0,40.0,240.0,,9.0,0.0,136.0,,409.0,90.0,25.0,,,268.0,42.0,75.0,26.0,,1015.0,200.0,2.0,,,381.0,29.0,48.0,119.0,1331.0,52.0,618.0,,81.0,62.0,1.0,24.0,6.0,2.0,,,1.0,35.0,,10.0,,2.0,2.0,4.0,4.0,14.0,23.0,45.0,2.0,6.0,1.0,,,1.0,1.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,
17906,Iván Ramis,Defender,Wigan,111,Spain,2012-13,0.0,0.0,1.0,67.0,,,3.0,,5.0,72.0,16.0,16.0,105.0,748.0,,,46.0,3.0,,1398.0,70.0,2.0,1.0,48.0,566.0,,4.0,,3.0,,1.0,7.0,82.0,27.0,43.0,116.0,,8.0,2.0,137.0,,311.0,69.0,16.0,,,230.0,25.0,91.0,22.0,,717.0,127.0,7.0,,,270.0,19.0,21.0,77.0,979.0,20.0,413.0,,33.0,40.0,,33.0,1.0,1.0,1.0,,,24.0,9.0,4.0,,1.0,8.0,2.0,1.0,29.0,4.0,51.0,29.0,2.0,1.0,1.0,,,2.0,1.0,,,1.0,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,
83325,Jordan Mustoe,Defender,Wigan,111,England,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34285,Maynor Figueroa,Defender,Wigan,111,Honduras,2012-13,1.0,1.0,6.0,148.0,,,5.0,,28.0,253.0,33.0,33.0,381.0,1718.0,1.0,,101.0,5.0,,2815.0,158.0,8.0,3.0,119.0,1182.0,,15.0,,5.0,,15.0,16.0,121.0,56.0,86.0,654.0,,29.0,0.0,306.0,,814.0,139.0,33.0,,,704.0,48.0,205.0,39.0,,1657.0,500.0,20.0,1.0,,143.0,43.0,73.0,155.0,2359.0,75.0,644.0,,128.0,99.0,11.0,70.0,2.0,26.0,,,11.0,62.0,32.0,19.0,,26.0,15.0,23.0,11.0,51.0,23.0,107.0,102.0,3.0,11.0,11.0,3.0,1.0,1.0,1.0,,,0.0,,8.0,,,2.0,,,1.0,3.0,,,1.0,,,
16210,Paul Scharner,Defender,Wigan,111,Austria,2012-13,0.0,0.0,5.0,47.0,,,3.0,,6.0,92.0,14.0,14.0,106.0,618.0,,,43.0,2.0,,1260.0,69.0,6.0,,36.0,462.0,,13.0,,,,5.0,10.0,75.0,28.0,37.0,136.0,,9.0,0.0,116.0,,237.0,79.0,14.0,,,194.0,22.0,73.0,33.0,,602.0,125.0,3.0,,,195.0,15.0,57.0,50.0,840.0,20.0,318.0,,14.0,39.0,,24.0,3.0,4.0,1.0,,,10.0,2.0,5.0,,4.0,9.0,3.0,4.0,19.0,4.0,50.0,12.0,,3.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,
48730,Piscu,Defender,Wigan,111,Spain,2012-13,0.0,0.0,1.0,12.0,,,,,,22.0,5.0,3.0,24.0,145.0,,,12.0,,,355.0,28.0,2.0,,21.0,108.0,,,,,,1.0,2.0,32.0,8.0,7.0,56.0,,2.0,0.0,40.0,,42.0,14.0,5.0,,,21.0,6.0,28.0,7.0,,143.0,24.0,,,,45.0,6.0,20.0,13.0,220.0,8.0,100.0,,2.0,10.0,,19.0,,,,2.0,,5.0,,4.0,,,,,,15.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
74235,Roman Golobart,Defender,Wigan,111,Spain,2012-13,0.0,0.0,1.0,9.0,,,,,1.0,17.0,3.0,2.0,27.0,93.0,,,8.0,,,213.0,12.0,1.0,,10.0,60.0,,2.0,,,,,1.0,9.0,4.0,3.0,11.0,,3.0,0.0,21.0,,44.0,15.0,3.0,,,21.0,3.0,13.0,2.0,,93.0,28.0,1.0,,,33.0,2.0,6.0,6.0,123.0,8.0,45.0,,10.0,13.0,,6.0,,,,1.0,,6.0,1.0,,1.0,,,1.0,,6.0,,5.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
16234,Ronnie Stam,Defender,Wigan,111,Netherlands,2012-13,0.0,0.0,0.0,65.0,,,2.0,,4.0,52.0,17.0,11.0,60.0,377.0,,,11.0,,,1009.0,56.0,3.0,,53.0,301.0,,16.0,,3.0,,7.0,,15.0,24.0,57.0,27.0,,9.0,0.0,121.0,,102.0,60.0,17.0,,,175.0,21.0,110.0,3.0,,366.0,203.0,23.0,,,165.0,13.0,18.0,16.0,713.0,12.0,151.0,,8.0,24.0,9.0,21.0,3.0,83.0,1.0,6.0,9.0,8.0,6.0,6.0,,83.0,32.0,2.0,17.0,15.0,,83.0,78.0,6.0,2.0,2.0,,,,,6.0,,,,20.0,,,,,,,,,,,,,
