playerId,playerName,position,team_name,team_id,nationality,season,penaltiesSaved,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,aerialDuels,successfulCrossesAndCorners,aerialDuelsLost,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,groundDuelsLost,homeGoals,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,aerialDuelsWon,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,backwardPasses,throwInsToOwnPlayer,hitWoodwork,handballsConceded,setPiecesGoals,substituteOn,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,penaltiesTaken,rightFootGoals,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,penaltyGoals,substituteOff,foulWonPenalty,offsides,leftFootGoals
43035,Antolin Alcaraz,Defender,Wigan,111,Paraguay,2010-11,,1.0,,,229.0,34.0,1.0,34.0,316.0,1441.0,,,7.0,,3029.0,275.0,6.0,171.0,977.0,,,3.0,6.0,29.0,283.0,50.0,396.0,,29.0,0.0,406.0,,741.0,179.0,34.0,,,332.0,44.0,235.0,0.0,,1403.0,6.0,355.0,,,220.0,148.0,2124.0,74.0,795.0,,6.0,87.0,120.0,131.0,2.0,5.0,3.0,4.0,129.0,9.0,4.0,3.0,3.0,1.0,0.0,171.0,2.0,67.0,1.0,29.0,2.0,64.0,1.0,42.0,4.0,3.0,1.0,1.0,3.0,15.0,104.0,6.0,87.0,13.0,24.0,25.0,118.0,84.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
3296,Emmerson Boyce,Defender,Wigan,111,Barbados,2010-11,,0.0,,,151.0,22.0,,20.0,198.0,672.0,,,5.0,,1672.0,84.0,3.0,64.0,443.0,,,4.0,15.0,12.0,76.0,27.0,34.0,,9.0,0.0,159.0,,378.0,79.0,22.0,,,293.0,24.0,118.0,0.0,,659.0,11.0,321.0,1.0,,180.0,31.0,1196.0,45.0,189.0,,3.0,47.0,63.0,75.0,7.0,3.0,2.0,2.0,40.0,3.0,,2.0,32.0,,,41.0,8.0,21.0,1.0,16.0,50.0,54.0,,12.0,2.0,9.0,,,32.0,21.0,20.0,1.0,28.0,15.0,6.0,16.0,31.0,80.0,174.0,1.0,1.0,,2.0,,,,,,,,2.0,,5.0,,1.0,
11911,Gary Caldwell,Defender,Wigan,111,Scotland,2010-11,,1.0,,,119.0,23.0,1.0,23.0,227.0,937.0,,,2.0,,1977.0,82.0,2.0,42.0,599.0,,,2.0,13.0,26.0,125.0,32.0,95.0,,13.0,0.0,159.0,,455.0,95.0,23.0,,,226.0,30.0,92.0,1.0,,882.0,3.0,238.0,,,340.0,111.0,1204.0,89.0,485.0,,7.0,108.0,66.0,77.0,1.0,,1.0,,28.0,6.0,1.0,1.0,4.0,,,67.0,1.0,27.0,1.0,11.0,1.0,50.0,,8.0,2.0,,,,4.0,3.0,40.0,5.0,20.0,1.0,20.0,37.0,49.0,47.0,1.0,1.0,,,,,,,,,,,2.0,,1.0,,,
83325,Jordan Mustoe,Defender,Wigan,111,England,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34285,Maynor Figueroa,Defender,Wigan,111,Honduras,2010-11,,0.0,,,237.0,33.0,2.0,32.0,390.0,1303.0,1.0,,5.0,,2812.0,167.0,6.0,135.0,844.0,,,3.0,16.0,19.0,142.0,49.0,443.0,,30.0,2.0,307.0,,670.0,155.0,33.0,,,558.0,43.0,238.0,0.0,1.0,1265.0,10.0,578.0,,,31.0,69.0,2189.0,115.0,371.0,,11.0,153.0,88.0,140.0,16.0,5.0,5.0,5.0,86.0,14.0,3.0,,42.0,1.0,0.0,69.0,16.0,37.0,,18.0,68.0,103.0,1.0,27.0,3.0,21.0,,,42.0,36.0,32.0,9.0,59.0,19.0,8.0,39.0,70.0,159.0,260.0,,,,1.0,,,,,1.0,1.0,,,,4.0,,1.0,
48730,Piscu,Defender,Wigan,111,Spain,2010-11,,0.0,,,10.0,1.0,,1.0,10.0,31.0,,,,,69.0,6.0,,6.0,19.0,,,,,,2.0,1.0,2.0,,1.0,0.0,13.0,,15.0,6.0,1.0,,,9.0,1.0,12.0,0.0,,29.0,,13.0,,,9.0,2.0,59.0,2.0,12.0,,0.0,,3.0,7.0,,,,,3.0,,,,,,,1.0,,1.0,,,2.0,6.0,,,1.0,,,,,,,,3.0,2.0,,,5.0,5.0,10.0,,,,,,,,,,,,,,1.0,,,
74235,Roman Golobart,Defender,Wigan,111,Spain,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16234,Ronnie Stam,Defender,Wigan,111,Netherlands,2010-11,,0.0,,,119.0,25.0,,17.0,148.0,808.0,,,1.0,,1584.0,78.0,2.0,75.0,621.0,,,,22.0,1.0,30.0,27.0,67.0,,6.0,0.0,143.0,,255.0,96.0,25.0,,,356.0,25.0,128.0,0.0,,794.0,2.0,281.0,,,329.0,39.0,1231.0,21.0,316.0,,2.0,29.0,43.0,65.0,12.0,2.0,3.0,3.0,57.0,7.0,7.0,18.0,49.0,1.0,1.0,15.0,12.0,12.0,,10.0,18.0,53.0,0.0,15.0,,14.0,,,53.0,31.0,3.0,4.0,42.0,12.0,3.0,13.0,35.0,157.0,102.0,,1.0,,8.0,5.0,2.0,,,,,4.0,,,11.0,,1.0,1.0
15498,Steve Gohouri,Defender,Wigan,111,Cote d’Ivoire,2010-11,,0.0,,,173.0,27.0,1.0,26.0,231.0,918.0,,,5.0,,2361.0,205.0,5.0,136.0,642.0,,,3.0,9.0,11.0,203.0,48.0,147.0,,21.0,0.0,333.0,,468.0,130.0,27.0,,,291.0,43.0,232.0,0.0,,900.0,1.0,331.0,,,225.0,45.0,1594.0,57.0,399.0,,9.0,58.0,74.0,128.0,3.0,1.0,1.0,4.0,81.0,7.0,4.0,7.0,14.0,1.0,1.0,101.0,3.0,32.0,,12.0,31.0,96.0,0.0,19.0,5.0,16.0,,,14.0,39.0,69.0,6.0,62.0,34.0,12.0,36.0,62.0,78.0,110.0,,,,1.0,,,,,1.0,,,,,,,3.0,
7545,Steven Caldwell,Defender,Wigan,111,Scotland,2010-11,,0.0,,,40.0,10.0,,8.0,73.0,331.0,,,1.0,,812.0,40.0,1.0,25.0,229.0,,,1.0,,5.0,67.0,16.0,72.0,,9.0,0.0,65.0,,160.0,21.0,10.0,,,65.0,15.0,43.0,0.0,,320.0,,80.0,,,80.0,29.0,461.0,24.0,193.0,,2.0,33.0,22.0,25.0,,,,,16.0,2.0,,,,,,22.0,,7.0,,2.0,,18.0,,5.0,2.0,,,,,2.0,15.0,2.0,11.0,,5.0,13.0,16.0,19.0,1.0,,1.0,,2.0,,,,,,,,,,,,,
