season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352327,1,39,Wolverhampton_Wanderers,Away,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352327,1,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,6.0,1.0,21.0,22.0,,1.0,8.0,,,,,,,,1.0,,,0.00018917,0.0,0.0,,,,-0.1562,2.0,,,,,90.0,,,,,,,6.0,1.0,7.1,1.0,2.0,,,1.0,,,,12.0,,6.0,22.0,28.0,0,,40.0,,,,
2023-24,11352428,2,39,Wolverhampton_Wanderers,Home,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352428,2,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,,1.0,,21.0,21.0,,,15.0,,,,,,,,,,,8.835e-05,0.0,0.0,,,,-0.6529,2.0,,,,,90.0,,,,,,,12.0,,6.8,2.0,4.0,,,,,,,12.0,,10.0,23.0,33.0,0,,52.0,,,,
2023-24,11352495,3,39,Wolverhampton_Wanderers,Away,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352495,3,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,1.0,6.0,4.0,29.0,33.0,,2.0,15.0,,,,,,,,3.0,,,0.0018364,0.0,0.0,,,,1.5261,5.0,,,,,90.0,,,,,,,7.0,1.0,9.7,6.0,7.0,,,3.0,,,1.0,13.0,,10.0,30.0,40.0,0,,69.0,,2.0,,
2023-24,11352578,4,39,Wolverhampton_Wanderers,Away,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352578,4,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,1.0,,20.0,20.0,,1.0,12.0,,,,,,,,1.0,,1.0,6.034e-05,0.0,0.0,,,,0.8778,2.0,,,,,90.0,,,,,,,8.0,1.0,7.8,6.0,7.0,,,1.0,,,,6.0,,4.0,22.0,26.0,0,,45.0,,,,
2023-24,11352626,5,39,Wolverhampton_Wanderers,Home,101367,79602,Daniel Bentley,daniel-bentley,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352626,5,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,,3.0,2.0,3.0,5.0,,,11.0,,,,,,,,,,,0.00041842,0.0,0.0,,,,-0.7045,3.0,,,,,90.0,,,,,,,13.0,1.0,6.7,3.0,3.0,,,1.0,,,,15.0,,12.0,6.0,18.0,0,,33.0,,,,
