season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,4.0,2.0,12.0,14.0,,,11.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,4.0,,7.2,2.0,4.0,,,,,,,6.0,,3.0,13.0,16.0,0,,27.0,,,,
2021-22,9576150,2,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576150,2,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,3.0,1.0,1.0,12.0,13.0,,,7.0,,,,,,,,1.0,,,,1.0,,,,,,,,,90.0,,,,1.0,1.0,,2.0,,7.1,4.0,5.0,,,,,,3.0,3.0,,3.0,12.0,15.0,0,,24.0,,,,
2021-22,9576382,3,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576382,3,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,2.0,5.0,5.0,6.0,11.0,,,10.0,,,,,,,,,,1.0,,,,,,2.0,,,,,90.0,,,,,,,5.0,,6.0,1.0,2.0,,,,,,2.0,9.0,,8.0,8.0,16.0,0,,27.0,,,,
2021-22,9576166,4,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576166,4,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,1.0,2.0,1.0,9.0,10.0,,,7.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,2.0,,7.5,2.0,2.0,,,1.0,,,1.0,4.0,,3.0,9.0,12.0,0,,20.0,,,,
2021-22,9576397,5,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576397,5,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,1.0,4.0,3.0,19.0,22.0,,,8.0,,,,,,,,,1.0,,,,,,,1.0,,,,,90.0,,,,,1.0,,9.0,,6.1,1.0,1.0,,,,1.0,,1.0,11.0,,9.0,20.0,29.0,0,,36.0,,,1.0,
2021-22,9576116,6,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576116,6,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,1.0,10.0,9.0,7.0,16.0,,,16.0,2.0,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,2.0,,90.0,,,,,,,13.0,,8.7,3.0,6.0,,,,,,1.0,22.0,,20.0,8.0,28.0,0,,44.0,,1.0,,
2021-22,9576116,6,39,Wolverhampton_Wanderers,Away,980633,242510,Louie Moulden,louie-moulden,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576478,7,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576478,7,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,,5.0,2.0,8.0,10.0,,,7.0,,,,,,,,,,,,,,,,,,1.0,,,90.0,,,,,,,8.0,,6.5,1.0,1.0,,,,,,,13.0,,10.0,8.0,18.0,0,,24.0,,,,
2021-22,9576394,8,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576394,8,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,3.0,1.0,13.0,14.0,,,11.0,,,,,,,,,,,,,,,,4.0,,,,,90.0,,,,,,,12.0,,6.6,3.0,3.0,,,,,,,14.0,,11.0,14.0,25.0,0,,41.0,,,,
2021-22,9576394,8,39,Wolverhampton_Wanderers,Away,980633,242510,Louie Moulden,louie-moulden,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576121,9,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576121,9,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,2.0,1.0,7.0,8.0,,1.0,14.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,90.0,,,,,1.0,,14.0,,6.8,2.0,3.0,,,,,,,16.0,,15.0,7.0,22.0,0,,34.0,,,,
2021-22,9576121,9,39,Wolverhampton_Wanderers,Away,980633,242510,Louie Moulden,louie-moulden,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576134,10,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576134,10,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,1.0,1.0,1.0,11.0,12.0,,1.0,13.0,,,,,,,,,1.0,,1.0,,,,,,,,,,90.0,,,,,,,15.0,1.0,7.1,3.0,4.0,,,1.0,,,1.0,15.0,,14.0,13.0,27.0,0,,42.0,,,,
2021-22,9576134,10,39,Wolverhampton_Wanderers,Home,1156445,518504,James Storer,james-storer,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576401,11,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576401,11,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,4.0,3.0,6.0,9.0,,,13.0,,,,,,1.0,,,1.0,,,,,,,,,,,,90.0,,,,,,,11.0,1.0,6.9,4.0,4.0,,,1.0,,,,15.0,,8.0,12.0,20.0,0,,35.0,,1.0,,
2021-22,9576401,11,39,Wolverhampton_Wanderers,Away,980633,242510,Louie Moulden,louie-moulden,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576264,12,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576264,12,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,2.0,5.0,3.0,10.0,13.0,,2.0,9.0,,,,,,,,,3.0,,,,,,,1.0,,,,,90.0,,,,,,,7.0,1.0,7.5,,3.0,,,2.0,,,2.0,12.0,,9.0,11.0,20.0,0,,34.0,,1.0,,
2021-22,9576084,13,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576084,13,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,2.0,2.0,14.0,16.0,,,13.0,,,,,,,,,,,,,,,,3.0,,,,,90.0,,,,,,,7.0,,7.8,4.0,4.0,,,,,,,9.0,,7.0,16.0,23.0,0,,38.0,,,,
2021-22,9576084,13,39,Wolverhampton_Wanderers,Away,980633,242510,Louie Moulden,louie-moulden,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576175,14,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576175,14,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,1.0,4.0,3.0,12.0,15.0,,,7.0,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,1.0,90.0,,,,,,,13.0,2.0,7.5,1.0,1.0,,,3.0,,,1.0,17.0,,14.0,14.0,28.0,0,1.0,35.0,,,,1.0
2021-22,9576175,14,39,Wolverhampton_Wanderers,Home,980633,242510,Louie Moulden,louie-moulden,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576369,15,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576369,15,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,1.0,4.0,2.0,10.0,12.0,,,15.0,,,,,,,,,1.0,,1.0,,,,,2.0,,,,,90.0,,,,,,,16.0,,6.6,3.0,3.0,,,,,,2.0,20.0,,16.0,12.0,28.0,0,,40.0,,1.0,,
2021-22,9576111,16,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576111,16,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,3.0,1.0,14.0,15.0,,2.0,12.0,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,90.0,,,,,1.0,,13.0,1.0,8.3,6.0,8.0,,,2.0,,,,16.0,,8.0,20.0,28.0,0,,50.0,,,,
2021-22,9576104,17,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576104,17,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,6.0,2.0,13.0,15.0,,,3.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,10.0,,7.2,2.0,2.0,,,,,,,16.0,,8.0,17.0,25.0,0,,31.0,,,,
2021-22,9576104,17,39,Wolverhampton_Wanderers,Away,980633,242510,Louie Moulden,louie-moulden,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576254,18,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576254,18,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,,5.0,2.0,15.0,17.0,,,14.0,,,,,,,,,,,,,,,,3.0,,,,,90.0,,,,,,,13.0,2.0,7.3,1.0,1.0,,,3.0,,,,18.0,,9.0,21.0,30.0,0,,42.0,,,,
2021-22,9576254,18,39,Wolverhampton_Wanderers,Home,980633,242510,Louie Moulden,louie-moulden,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144893,19,39,Wolverhampton_Wanderers,Home,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144893,19,39,Wolverhampton_Wanderers,Home,252669,149065,José Sá,jose-sa,G,False,,,1.0,,28.0,28.0,,,3.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,1.0,1.0,6.9,,,,,1.0,,,,2.0,,,29.0,29.0,0,,32.0,,,,
2021-22,10114694,20,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114694,20,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,4.0,3.0,12.0,15.0,,,15.0,,,,,,1.0,,,,,,,,,-0.489,1.0,,,,,90.0,,,1.0,,,,14.0,,6.7,3.0,4.0,,,,,,,17.0,,14.0,14.0,28.0,0,,44.0,,,,
2021-22,9576123,21,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
