season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436969,5,91,Bournemouth,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,9.0,1.0,10.0,1.0,,1.0,,1.0,,,,,2.0,3.0,,,0.0116556,0.3529,0.2782,,0.0,,,,1.0,,2.0,,20.0,2.0,,,,,,2.0,,7.4,,,2.0,,,2.0,,,,1.0,10.0,1.0,11.0,4,2.0,20.0,,,1.0,1.0
2024-25,12436969,5,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,1.0,5.0,3.0,8.0,3.0,1.0,2.0,1.0,,,,,,5.0,3.0,,,0.241596,0.0392,,1.0,0.0,,,,,,2.0,,76.0,,,,,,,3.0,,7.2,,,2.0,,,1.0,,,1.0,1.0,7.0,3.0,10.0,2,2.0,16.0,,,,1.0
2024-25,12436982,6,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,3.0,,3.0,1.0,,,,,,,,,1.0,,,,0.00785246,,,,0.0,,,,,,1.0,,14.0,,,,,,,1.0,,6.6,,,,,,,1.0,,,,4.0,,3.0,0,,5.0,,,,
2024-25,12436982,6,91,Bournemouth,Home,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,,,,1.0,,1.0,,,,,,,2.0,1.0,,,,0.0861,0.0447,1.0,0.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1,1.0,3.0,,,,
2024-25,12436982,6,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,1.0,6.0,5.0,11.0,5.0,,4.0,,,,,,1.0,8.0,2.0,,,0.00481888,0.394,0.6747,2.0,0.0,1.0,,,,,,,76.0,2.0,,,,,,5.0,,7.4,,,,,1.0,,,,2.0,,8.0,6.0,14.0,2,,22.0,1.0,2.0,,
2024-25,12437020,7,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,2.0,,2.0,2.0,1.0,,,1.0,,,,1.0,3.0,1.0,,,0.0135099,0.4351,,,0.0,,,,,,,,16.0,,,,,,,5.0,,6.5,,,2.0,,,,,,,,5.0,,5.0,2,,10.0,1.0,,,
2024-25,12437020,7,91,Bournemouth,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,2.0,11.0,,11.0,,,1.0,1.0,,1.0,1.0,,1.0,2.0,4.0,,,0.593129,0.0263,,,0.0,,,,,,3.0,,27.0,,,,,,,5.0,,7.3,,,,,,3.0,1.0,,2.0,,14.0,,13.0,1,,21.0,,1.0,3.0,
2024-25,12437020,7,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,3.0,1.0,4.0,2.0,1.0,1.0,1.0,,2.0,,,2.0,4.0,3.0,,,0.164336,0.1156,,,0.0,,,,,,1.0,,81.0,,,,,,,8.0,,6.7,,,1.0,,,,,,,1.0,8.0,1.0,9.0,3,1.0,17.0,1.0,1.0,,
2024-25,12437026,8,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,1.0,1.0,2.0,,3.0,,,,,,,,2.0,5.0,,,0.00276838,,,1.0,0.0,,,,,,,,8.0,,,,,,,6.0,,6.8,,,,,,2.0,,,,,5.0,1.0,6.0,0,,10.0,1.0,1.0,1.0,
2024-25,12437026,8,91,Bournemouth,Home,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,1.0,1.0,2.0,,,,,,,,,,3.0,2.0,,,0.00077583,,,1.0,0.0,,,,,,,,27.0,,,,,,,5.0,,6.5,,,,,1.0,3.0,2.0,,,,4.0,1.0,3.0,0,1.0,12.0,,,1.0,
2024-25,12437026,8,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,5.0,2.0,7.0,1.0,,2.0,,,1.0,,,,4.0,4.0,,,0.0360284,0.0355,,2.0,0.0,,,,,,1.0,,82.0,,,,,,1.0,9.0,,7.2,,,,,,3.0,,,,,8.0,3.0,11.0,1,,23.0,4.0,2.0,2.0,
2024-25,12437041,9,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,False,,,,7.0,1.0,8.0,2.0,4.0,5.0,,,,1.0,,,5.0,6.0,,,0.0211131,0.0955,,,0.0,,,,,,,,64.0,,,,,,,7.0,,6.7,,,2.0,,,2.0,,,,1.0,9.0,2.0,11.0,2,1.0,24.0,2.0,1.0,,
2024-25,12437041,9,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,True,,,,2.0,1.0,3.0,,1.0,1.0,,,,,,,,1.0,,,0.00455132,0.0373,0.3788,,0.0,1.0,,,,,,,26.0,1.0,,,,,,3.0,,7.2,,,,,,,,,1.0,1.0,4.0,1.0,5.0,1,,8.0,1.0,,,
2024-25,12437051,10,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,,3.0,3.0,1.0,1.0,1.0,,,,,,2.0,4.0,1.0,,,5.488e-05,,,1.0,0.0,,,,,,,,12.0,,,,,,,6.0,,6.2,,,,,2.0,1.0,,,,,1.0,4.0,5.0,0,,11.0,1.0,,,
2024-25,12437051,10,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,1.0,5.0,1.0,6.0,1.0,3.0,1.0,,1.0,,,,1.0,3.0,4.0,,,0.00347824,0.4667,1.0125,1.0,0.0,1.0,,,,,,,78.0,2.0,,,,,,4.0,,7.1,,,,,2.0,,,,1.0,2.0,7.0,1.0,8.0,2,,15.0,1.0,1.0,,
2024-25,12436876,11,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,,,,3.0,,,,,,,,,3.0,,,,,0.0628,,,0.0,,,,,,,,14.0,,,,,,,2.0,,6.6,,,1.0,,1.0,,,,1.0,,2.0,,2.0,1,,5.0,,,,
2024-25,12436876,11,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,1.0,8.0,,8.0,6.0,4.0,1.0,,,,,,1.0,9.0,8.0,,,0.0102631,0.9697,0.9952,2.0,0.0,1.0,,,,,2.0,,90.0,1.0,,,,,,9.0,,7.7,,,,,3.0,2.0,,,2.0,1.0,13.0,1.0,14.0,1,,28.0,2.0,2.0,2.0,
2024-25,12436491,12,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,3.0,,3.0,1.0,,,1.0,1.0,,,,,2.0,1.0,,,0.0382999,0.2201,,,1.0,,,,,,1.0,,9.0,,,,,,,3.0,,6.7,,,1.0,,,1.0,1.0,,,,4.0,1.0,4.0,1,,8.0,,1.0,,
2024-25,12436491,12,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,7.0,,7.0,1.0,2.0,3.0,,2.0,1.0,1.0,,1.0,4.0,6.0,,,0.00825521,0.5125,0.3356,1.0,0.0,,,,,,,,90.0,2.0,,,,,,2.0,,6.3,,,2.0,,,,,,,2.0,7.0,1.0,8.0,5,1.0,19.0,,3.0,,
2024-25,12436922,13,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,3.0,1.0,4.0,,2.0,1.0,,,,,,3.0,4.0,3.0,,,0.0019989,0.0989,,,0.0,,,,,,,,13.0,,,,,,,8.0,,6.4,,,1.0,,,1.0,,,,,5.0,1.0,6.0,1,,17.0,2.0,1.0,,
2024-25,12436922,13,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,9.0,3.0,12.0,3.0,3.0,4.0,,1.0,,,,2.0,6.0,11.0,,,0.012602,0.5052,0.2503,,0.0,,,,,,1.0,,77.0,2.0,,,,,3.0,10.0,,8.1,,,,,,1.0,,,,,13.0,4.0,17.0,2,2.0,34.0,2.0,6.0,,2.0
2024-25,13015216,14,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,2.0,2.0,4.0,,1.0,1.0,,1.0,,1.0,,1.0,4.0,1.0,,,0.0168749,0.2819,0.124,,0.0,,,,,,,,12.0,2.0,,,,,,5.0,,6.6,,,,,,2.0,,,,,2.0,3.0,5.0,2,,11.0,1.0,,,
2024-25,13015216,14,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,6.0,,6.0,5.0,2.0,2.0,,1.0,1.0,2.0,,1.0,11.0,4.0,,,0.0764573,0.5834,0.4516,2.0,0.0,,,,,,2.0,,85.0,2.0,,,,,,12.0,,6.5,,,,,2.0,1.0,,,,1.0,7.0,3.0,10.0,3,,25.0,5.0,2.0,,
2024-25,12436462,15,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,4.0,2.0,6.0,1.0,2.0,1.0,,,,,,,3.0,3.0,,,0.00186021,0.7846,0.9924,1.0,0.0,1.0,,,,,,,27.0,1.0,,,,,,2.0,,7.3,,,1.0,,1.0,1.0,,,,,5.0,2.0,7.0,2,,12.0,,1.0,,
2024-25,12436462,15,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,4.0,,4.0,2.0,1.0,4.0,,,2.0,,,1.0,4.0,1.0,,,0.00243778,0.1535,,2.0,0.0,,,,,,1.0,,74.0,,,,,,,9.0,,6.7,,,1.0,,,,,,,,9.0,,9.0,3,,16.0,3.0,,,
2024-25,12436465,16,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,,1.0,1.0,3.0,,1.0,,,1.0,,,,3.0,1.0,,,1.311e-05,0.0919,0.2625,,0.0,1.0,,,,,,,10.0,1.0,,,,,,3.0,,7.4,,,,,,,,,,,1.0,2.0,3.0,2,,7.0,1.0,1.0,,
2024-25,12436465,16,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,7.0,4.0,11.0,5.0,1.0,4.0,,,1.0,,,,5.0,3.0,,,0.307653,0.1779,0.4604,1.0,0.0,,,,,,3.0,,80.0,1.0,,,,,,5.0,,7.2,,,,,,,,,,,9.0,4.0,13.0,2,,23.0,2.0,2.0,,
2024-25,12436470,17,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,,1.0,1.0,2.0,,1.0,,,1.0,,,1.0,3.0,,,,2.151e-05,0.069,,,0.0,,,,,,,,19.0,,,,,,,4.0,,6.4,,,,,,,,,,,1.0,1.0,2.0,1,,7.0,1.0,,,
2024-25,12436470,17,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,5.0,2.0,7.0,2.0,1.0,2.0,,,,,,1.0,3.0,5.0,,,0.123121,0.0721,0.3397,,0.0,,,,,,,,71.0,1.0,,,,,,8.0,,7.1,,,,,,1.0,,,,,10.0,2.0,12.0,1,1.0,20.0,2.0,2.0,1.0,
2024-25,12436476,18,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,False,,,,11.0,1.0,12.0,5.0,6.0,4.0,,,1.0,1.0,,2.0,9.0,8.0,,,0.0832403,0.4195,0.3393,1.0,0.0,,,,,,1.0,,62.0,1.0,,,,,,14.0,,6.9,,,,,1.0,,2.0,,,,17.0,2.0,17.0,2,,34.0,5.0,2.0,,
2024-25,12436476,18,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,True,,,,4.0,2.0,6.0,,,3.0,,,,,,,1.0,2.0,,,0.00151521,0.1048,0.0374,1.0,0.0,,,,,,,,28.0,1.0,,,,,,,,7.0,,,1.0,,,,,,,,4.0,2.0,6.0,2,1.0,11.0,,1.0,,
2024-25,12436515,19,91,Bournemouth,Away,336655,168636,Enes Ünal,enes-unal,F,True,,,,2.0,,2.0,1.0,2.0,,,,,,,2.0,4.0,3.0,,,0.0254286,,,1.0,0.0,,,,,,,,17.0,,,,,,,6.0,,6.5,,,,,,,,,,,4.0,,4.0,0,,9.0,2.0,1.0,,
2024-25,12436515,19,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,7.0,3.0,10.0,5.0,1.0,4.0,,,,,,1.0,8.0,2.0,,,0.00347927,0.2755,0.4419,,0.0,1.0,,,,,,,82.0,2.0,,,,,,5.0,,7.3,,,1.0,,,2.0,,,,,8.0,3.0,11.0,3,,21.0,1.0,1.0,,
2024-25,12436515,19,91,Bournemouth,Away,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436518,20,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,8.0,,8.0,1.0,1.0,1.0,,,,,,1.0,3.0,1.0,,,0.00647233,0.0524,,,0.0,,,,,,,,20.0,,,,,,,4.0,,6.6,,,1.0,,1.0,1.0,,,,,10.0,,10.0,1,,15.0,,,,
2024-25,12436518,20,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,5.0,1.0,6.0,2.0,2.0,1.0,,,1.0,,,2.0,7.0,5.0,,,0.16522,0.1659,0.03,4.0,0.0,,,,,,2.0,,82.0,1.0,,,,,,8.0,,7.0,,,1.0,,,,,,,,9.0,2.0,11.0,3,,23.0,1.0,3.0,,
2024-25,12436518,20,91,Bournemouth,Home,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436531,21,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,3.0,1.0,4.0,1.0,,2.0,,,,,,1.0,2.0,,,,0.10059,,,,0.0,,,,,,1.0,,17.0,,,,,,,2.0,,6.6,,,,,,,,,,,3.0,1.0,4.0,0,,6.0,1.0,,,
2024-25,12436531,21,91,Bournemouth,Away,1446172,590760,Daniel Adu-Adjei,adu-adjei-daniel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436531,21,91,Bournemouth,Away,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436885,22,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,3.0,,3.0,,2.0,1.0,,1.0,,,,,2.0,4.0,,,0.0120376,0.2061,0.398,1.0,0.0,,,,,1.0,1.0,,8.0,1.0,,,,,,4.0,,6.8,,,1.0,,,3.0,,,,,4.0,1.0,5.0,2,,12.0,1.0,,2.0,
2024-25,12436885,22,91,Bournemouth,Away,1403063,530121,Zain Silcott-Duberry,zain-silcott-duberry,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436885,22,91,Bournemouth,Away,1446172,590760,Daniel Adu-Adjei,adu-adjei-daniel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436885,22,91,Bournemouth,Away,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436891,23,91,Bournemouth,Home,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,3.0,,3.0,,,,,,,,,,,1.0,,,0.00374706,,,,0.0,,,,,,,,11.0,,1.0,,,,,,,6.7,,,,,,,,,,,3.0,,3.0,0,,5.0,,1.0,,
2024-25,12436891,23,91,Bournemouth,Home,1403063,530121,Zain Silcott-Duberry,zain-silcott-duberry,F,True,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,3.7e-07,,,,0.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,0,1.0,3.0,,,,1.0
2024-25,12436891,23,91,Bournemouth,Home,1446172,590760,Daniel Adu-Adjei,adu-adjei-daniel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436891,23,91,Bournemouth,Home,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436911,24,91,Bournemouth,Home,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,2.0,,2.0,1.0,,1.0,,,,,,,2.0,,,,0.0105317,,,1.0,0.0,,,,,,,,10.0,,,,,,,2.0,,6.5,,,,,,,,,,,2.0,,2.0,0,,5.0,2.0,,,
2024-25,12436911,24,91,Bournemouth,Home,1403063,530121,Zain Silcott-Duberry,zain-silcott-duberry,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436911,24,91,Bournemouth,Home,1446172,590760,Daniel Adu-Adjei,adu-adjei-daniel,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436911,24,91,Bournemouth,Home,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436950,25,91,Bournemouth,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,1.0,4.0,1.0,5.0,,,1.0,,,,,,1.0,1.0,1.0,,,0.00158913,,,,0.0,,,,,,,,9.0,,,,,,,1.0,,6.6,,,,,1.0,,,,1.0,,4.0,1.0,5.0,0,1.0,8.0,,,,
2024-25,12436950,25,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,5.0,1.0,6.0,1.0,,1.0,,,,,,,1.0,2.0,,,0.00433505,,,,0.0,,,,,,,,9.0,,,,,,,4.0,,6.7,,,,,,1.0,,,,,5.0,1.0,6.0,0,1.0,13.0,3.0,,1.0,
2024-25,12436950,25,91,Bournemouth,Away,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436958,26,91,Bournemouth,Home,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436958,26,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436958,26,91,Bournemouth,Home,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,,,,2.0,,,,,,1.0,,,3.0,,,,,,,,0.0,,,,,,,,8.0,,,,,,,,,6.2,,,,,,,,,,,,,,0,,,,,,
2024-25,12436970,27,91,Bournemouth,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,3.0,,3.0,,2.0,,,,1.0,,,,1.0,3.0,,,0.00464382,0.0851,,1.0,0.0,,,,,,,,12.0,,,,,,,3.0,,6.9,,,,,,,,,,,5.0,,5.0,1,1.0,8.0,1.0,,,1.0
2024-25,12436970,27,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,True,,,,1.0,,1.0,,1.0,,,,,,,,,2.0,,,0.00383997,,,,0.0,,,,,,,,13.0,,,,,,,1.0,,6.7,,,,,,,,,,,1.0,1.0,2.0,0,,3.0,,1.0,,
2024-25,12436970,27,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437009,28,91,Bournemouth,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,,,,2.0,1.0,3.0,,,,,,,,,,2.0,1.0,,,0.00800004,,,,0.0,,,,,1.0,,,1.0,,,,,,,3.0,,,,,,,,3.0,,,,,3.0,1.0,4.0,0,,8.0,,,1.0,
2024-25,12437009,28,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,1.0,5.0,4.0,9.0,2.0,,4.0,,1.0,,,,,3.0,3.0,,,0.0206065,0.8761,1.302,1.0,0.0,1.0,,,,,1.0,,71.0,3.0,,,,,,1.0,,7.8,,,,,,,,,1.0,,6.0,4.0,10.0,3,1.0,16.0,,2.0,,1.0
2024-25,12437009,28,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437009,28,91,Bournemouth,Away,1403063,530121,Zain Silcott-Duberry,zain-silcott-duberry,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437014,29,91,Bournemouth,Home,836070,224995,Luis Sinisterra,luis-sinisterra,F,True,1.0,,,8.0,,7.0,1.0,,2.0,1.0,,,,,,2.0,,,,0.370287,,,,0.0,,,,,,1.0,,18.0,,,,,,,3.0,,6.9,,,,,1.0,1.0,2.0,,,,9.0,,7.0,0,,15.0,1.0,,,
2024-25,12437014,29,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,11.0,3.0,14.0,2.0,1.0,,,1.0,1.0,,,,2.0,3.0,,,0.0968514,0.4308,0.1764,,0.0,,,,,,3.0,,90.0,1.0,,,,,,2.0,,7.0,,,2.0,,1.0,,,,,3.0,13.0,3.0,16.0,4,1.0,24.0,,1.0,,1.0
