season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6768134,14,91,Bournemouth,Home,20097,20529,Glenn Murray,glenn-murray,F,True,,,,4.0,,4.0,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,1.0,14.0,,,,,,,,7.0,,,1.0,,,,,,,,6.0,,6.0,1,,9.0,,1.0,
2015-16,6768134,14,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768134,14,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,11.0,7.0,18.0,,,8.0,1.0,,1.0,3.0,,,3.0,11.0,9.0,,,2.0,1.0,,,,1.0,1.0,90.0,1.0,,,,,,,7.3,,,,,1.0,8.0,2.0,,,2.0,18.0,7.0,23.0,2,2.0,47.0,3.0,2.0,5.0
2015-16,6768158,15,91,Bournemouth,Away,20097,20529,Glenn Murray,glenn-murray,F,True,,,,2.0,2.0,4.0,,1.0,1.0,,,,1.0,,,,2.0,1.0,,,1.0,,1.0,,,,1.0,10.0,1.0,,,,,,,7.3,,,,,,,,,,,3.0,2.0,5.0,1,,6.0,,,
2015-16,6768158,15,91,Bournemouth,Away,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768158,15,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,7.0,2.0,9.0,1.0,1.0,3.0,,,1.0,1.0,,,1.0,8.0,4.0,,,3.0,,,,,,1.0,80.0,2.0,,,,,,,7.0,,,1.0,,1.0,5.0,2.0,,,1.0,14.0,2.0,14.0,4,,34.0,5.0,1.0,3.0
2015-16,6768158,15,91,Bournemouth,Away,238138,126468,Tokelo Rantie,tokelo-rantie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768150,16,91,Bournemouth,Home,20097,20529,Glenn Murray,glenn-murray,F,True,1.0,,,6.0,1.0,6.0,1.0,3.0,3.0,,1.0,,1.0,,,2.0,7.0,7.0,,,2.0,,,,,,,25.0,,,,,,,,6.5,,,2.0,,,3.0,2.0,,,,10.0,2.0,10.0,2,1.0,27.0,2.0,1.0,2.0
2015-16,6768150,16,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768150,16,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,1.0,,,7.0,3.0,9.0,,1.0,4.0,,,,2.0,,,4.0,10.0,9.0,,,1.0,,1.0,,,,2.0,65.0,1.0,,,,,,,7.3,,,1.0,,1.0,7.0,2.0,,,1.0,12.0,5.0,15.0,2,1.0,39.0,3.0,3.0,4.0
2015-16,6768150,16,91,Bournemouth,Home,238138,126468,Tokelo Rantie,tokelo-rantie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768171,17,91,Bournemouth,Away,20097,20529,Glenn Murray,glenn-murray,F,False,,,1.0,9.0,2.0,11.0,2.0,,,,,1.0,1.0,,,,4.0,1.0,,,1.0,,,,,,3.0,76.0,1.0,,,,,,,7.0,,,,,2.0,,,,1.0,2.0,13.0,2.0,15.0,2,,26.0,3.0,1.0,
2015-16,6768171,17,91,Bournemouth,Away,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,7.0,,7.0,1.0,,1.0,,,,,,,1.0,3.0,,,,,,,,,1.0,,14.0,,,,,,,,6.3,,,,,,1.0,,,,,8.0,,8.0,0,,11.0,,,
2015-16,6768171,17,91,Bournemouth,Away,238138,126468,Tokelo Rantie,tokelo-rantie,F,True,,,,4.0,2.0,6.0,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,8.0,,,,,,,,6.6,,,,,,,,,,,4.0,2.0,6.0,0,1.0,8.0,1.0,,
2015-16,6768189,18,91,Bournemouth,Home,20097,20529,Glenn Murray,glenn-murray,F,False,,,,11.0,3.0,14.0,1.0,1.0,1.0,,1.0,,,,,,6.0,5.0,,,2.0,,,,,,1.0,71.0,1.0,,,,,,,6.5,,,1.0,,1.0,4.0,,,,,15.0,5.0,20.0,2,1.0,37.0,3.0,3.0,1.0
2015-16,6768189,18,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,
2015-16,6768189,18,91,Bournemouth,Home,238138,126468,Tokelo Rantie,tokelo-rantie,F,True,,,,1.0,1.0,2.0,,,1.0,,,1.0,,,,1.0,5.0,1.0,,,2.0,,,,,,,19.0,,,,,,,,6.3,,,,,,2.0,1.0,,,1.0,2.0,1.0,2.0,1,1.0,9.0,,,
2015-16,6768325,19,91,Bournemouth,Away,20097,20529,Glenn Murray,glenn-murray,F,True,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,10.0,1.0,,,,,,,6.7,,,,,,,,,,,1.0,1.0,2.0,1,,3.0,,,
2015-16,6768325,19,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,6.0,2.0,8.0,4.0,2.0,5.0,,,,,,,1.0,10.0,2.0,,,3.0,,,,,,,80.0,1.0,,,,,,,6.3,,,,,1.0,2.0,,,,,10.0,2.0,12.0,1,,22.0,2.0,,
2015-16,6768325,19,91,Bournemouth,Away,238138,126468,Tokelo Rantie,tokelo-rantie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768335,20,91,Bournemouth,Away,20097,20529,Glenn Murray,glenn-murray,F,True,,,,6.0,1.0,7.0,3.0,3.0,3.0,,,,1.0,,,1.0,6.0,4.0,,,,,,,,,,39.0,,1.0,,,,,,6.4,,,,,3.0,1.0,,,,2.0,8.0,4.0,12.0,0,,24.0,4.0,1.0,
2015-16,6768335,20,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,2.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,4.0,6.0,,,,,,,,,1.0,51.0,,,,,,,,6.8,,,1.0,,,3.0,1.0,,,,6.0,4.0,9.0,1,2.0,22.0,2.0,2.0,2.0
2015-16,6768335,20,91,Bournemouth,Away,238138,126468,Tokelo Rantie,tokelo-rantie,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768191,21,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,3.0,2.0,5.0,1.0,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,18.0,,,,,,,,6.5,,,,,,1.0,1.0,,,,4.0,2.0,5.0,0,,8.0,,,1.0
2015-16,6768191,21,91,Bournemouth,Home,20097,20529,Glenn Murray,glenn-murray,F,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,10.0,,,,,,,,6.4,,,,,,,,,,,4.0,,4.0,0,,4.0,,,
2015-16,6768191,21,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,False,,,,8.0,5.0,13.0,2.0,2.0,1.0,,2.0,,,,,1.0,5.0,2.0,,,1.0,,,,,,,72.0,,,,,,,,5.9,,,1.0,,2.0,1.0,,,1.0,,11.0,5.0,16.0,1,,28.0,5.0,,
2015-16,6768191,21,91,Bournemouth,Home,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,4.0,2.0,6.0,,1.0,3.0,,,,2.0,,,,3.0,2.0,,,,,,,,2.0,1.0,40.0,1.0,,,,,,,6.6,,,,,,2.0,,,,,6.0,3.0,9.0,1,,19.0,1.0,,1.0
2015-16,6768194,22,91,Bournemouth,Home,20097,20529,Glenn Murray,glenn-murray,F,True,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,,6.0,,1.0,,,,,,6.5,,,,,1.0,,,,,,,,,0,,7.0,1.0,1.0,
2015-16,6768194,22,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0,,2.0,,,
2015-16,6768194,22,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,False,,,,7.0,5.0,12.0,1.0,,1.0,,,1.0,,,,,1.0,2.0,,,,,1.0,,,,3.0,84.0,1.0,,,,,,,7.7,,,1.0,,1.0,,1.0,,1.0,,9.0,5.0,13.0,3,,23.0,2.0,2.0,
2015-16,6768194,22,91,Bournemouth,Home,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768226,23,91,Bournemouth,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,1.0,,,5.0,1.0,5.0,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,26.0,,1.0,,,,,,6.1,,,1.0,,,1.0,1.0,,,,6.0,1.0,6.0,1,,13.0,2.0,,
2015-16,6768226,23,91,Bournemouth,Away,20097,20529,Glenn Murray,glenn-murray,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768226,23,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,False,,,2.0,11.0,5.0,16.0,2.0,,1.0,,,,,,,,6.0,1.0,,,4.0,,1.0,,,,2.0,64.0,2.0,,,,,,,7.5,,,,,2.0,1.0,,,2.0,1.0,12.0,5.0,17.0,2,,28.0,1.0,,1.0
2015-16,6768226,23,91,Bournemouth,Away,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768219,24,91,Bournemouth,Away,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,6.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,6.5,,,,,,,,,,,7.0,4.0,11.0,0,,12.0,,,
2015-16,6768219,24,91,Bournemouth,Away,20097,20529,Glenn Murray,glenn-murray,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768219,24,91,Bournemouth,Away,98437,88498,Benik Afobe,benik-afobe,F,False,,,,10.0,6.0,16.0,7.0,1.0,4.0,,1.0,,,,,2.0,9.0,3.0,,,1.0,,1.0,,,,1.0,75.0,1.0,,,,,,,6.9,,,1.0,,,1.0,,,,,13.0,8.0,21.0,2,,29.0,2.0,1.0,1.0
2015-16,6768219,24,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,True,,,,3.0,1.0,4.0,1.0,,,,,,,,,,3.0,,,,1.0,,,,,,,15.0,,,,,,,,6.2,,,,,,1.0,1.0,,,,6.0,1.0,6.0,0,,12.0,4.0,,
2015-16,6768219,24,91,Bournemouth,Away,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768222,25,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,5.0,2.0,7.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,13.0,,,,,,,,6.4,,,,,,,,,,,8.0,2.0,10.0,0,,11.0,,,
2015-16,6768222,25,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,False,,,,12.0,7.0,19.0,1.0,1.0,3.0,,,,,,,1.0,2.0,4.0,,,,,,,,,1.0,77.0,,,,,,,,6.7,,,,,,,,,,2.0,15.0,8.0,23.0,0,1.0,32.0,3.0,2.0,
2015-16,6768222,25,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,True,,,,4.0,1.0,5.0,1.0,,1.0,,,,,,,1.0,3.0,1.0,,,1.0,,,,,,1.0,24.0,1.0,,,,,,,6.8,,,1.0,,,,,,,1.0,5.0,1.0,6.0,2,1.0,12.0,2.0,,
2015-16,6768222,25,91,Bournemouth,Home,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768251,26,91,Bournemouth,Home,11803,21246,Lewis Grabban,lewis-grabban,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768251,26,91,Bournemouth,Home,98437,88498,Benik Afobe,benik-afobe,F,False,,,,14.0,2.0,16.0,,1.0,2.0,,,,,,,2.0,3.0,2.0,,,,,,,,,,90.0,,,,,,,,6.4,,,1.0,,,1.0,,,,1.0,17.0,2.0,19.0,1,,27.0,1.0,1.0,
2015-16,6768251,26,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,True,2.0,,,11.0,,9.0,2.0,,2.0,2.0,,,,,,,5.0,1.0,,,,,,,,,2.0,45.0,1.0,,,,,,,6.9,,,,,,3.0,3.0,,,,12.0,,9.0,1,,21.0,4.0,1.0,
2015-16,6768251,26,91,Bournemouth,Home,146415,93538,Juan Iturbe,juan-iturbe,F,True,,,2.0,9.0,3.0,12.0,,,3.0,,,,,,,,1.0,3.0,,,,,,,,,,15.0,,,,,,,,6.9,,,,,,3.0,2.0,,2.0,,13.0,3.0,14.0,0,,22.0,1.0,1.0,2.0
2015-16,6768269,27,91,Bournemouth,Away,20097,20529,Glenn Murray,glenn-murray,F,True,,,,3.0,,3.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,,,1.0,,,,,,,5.0,,,,,,,,6.4,,,,,,,,,,,5.0,,5.0,0,,8.0,2.0,,
