season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243397,1,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,9.0,4.0,13.0,2.0,5.0,7.0,,,1.0,,,,,8.0,9.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,21.0,,6.5,,,,,,8.0,,,1.0,,19.0,5.0,24.0,1,,44.0,3.0,1.0,3.0,
2019-20,8243397,1,91,Bournemouth,Home,113956,75115,Callum Wilson,callum-wilson,F,False,,,,3.0,3.0,6.0,8.0,1.0,,,1.0,,,,,2.0,11.0,2.0,,,2.0,,,,,,,,89.0,1.0,,,,,,10.0,,6.5,,,,,,,1.0,,1.0,1.0,9.0,4.0,12.0,1,,21.0,1.0,1.0,,
2019-20,8243397,1,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,True,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,1.0,,1.0,,
2019-20,8243412,2,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,16.0,2.0,18.0,5.0,4.0,,,,,2.0,,,3.0,13.0,8.0,,,2.0,,1.0,,,,,,90.0,1.0,1.0,,,,,17.0,,6.9,,,1.0,,,3.0,2.0,,,1.0,25.0,4.0,27.0,2,1.0,45.0,1.0,1.0,2.0,
2019-20,8243412,2,91,Bournemouth,Away,113956,75115,Callum Wilson,callum-wilson,F,False,,,,11.0,1.0,12.0,8.0,2.0,3.0,,,1.0,,,,1.0,12.0,5.0,,,3.0,,,,,,5.0,,90.0,,,,,,1.0,11.0,,7.3,,,,,1.0,,,,1.0,1.0,16.0,1.0,17.0,1,,30.0,5.0,3.0,,
2019-20,8243412,2,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,True,,,1.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,14.0,,,,,,,1.0,,7.0,,,,,,,,,1.0,,4.0,1.0,5.0,0,,7.0,1.0,,,
2019-20,8243425,3,91,Bournemouth,Home,100621,78007,Joshua King,joshua-king,F,False,,,,9.0,2.0,11.0,2.0,3.0,4.0,,,,,,,4.0,9.0,10.0,,,1.0,,,,,,1.0,,90.0,1.0,,,,,,21.0,,6.4,,,,,,4.0,1.0,,,1.0,16.0,2.0,17.0,1,4.0,40.0,7.0,1.0,2.0,2.0
2019-20,8243425,3,91,Bournemouth,Home,113956,75115,Callum Wilson,callum-wilson,F,False,1.0,,,4.0,,3.0,8.0,1.0,,,1.0,,,,,1.0,11.0,3.0,,,1.0,,,,,,2.0,,69.0,1.0,,,,,,4.0,,6.3,,,,,,1.0,1.0,,,,5.0,,4.0,1,,14.0,1.0,2.0,,
2019-20,8243425,3,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,True,,,,1.0,,1.0,1.0,4.0,2.0,,1.0,,1.0,,,,2.0,5.0,,,,,,,,,,,21.0,2.0,,,,,,3.0,,6.7,,,1.0,,,,,,,,4.0,,4.0,3,,8.0,,1.0,,
2019-20,8243428,4,91,Bournemouth,Away,100621,78007,Joshua King,joshua-king,F,False,,,,12.0,5.0,17.0,5.0,5.0,4.0,,,,,,,2.0,10.0,8.0,,,2.0,,,,,,2.0,,79.0,,,,,,,11.0,,6.7,,,,,,3.0,,,,,15.0,6.0,21.0,0,,32.0,3.0,1.0,2.0,
