season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025013,1,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,3.0,6.0,9.0,7.0,3.0,4.0,2.0,,,,,,,,8.0,3.0,,,0.00371629,0.2861,,1.0,0.0,,,,,,,,0.57,5.22,1.2,0.35,2.81,90.0,,,,,,,,5.0,1.0,,6.1,,,3.0,,45.245825224501,3.0,,,,,1.0,6.0,7.0,13.0,-2.6792318019234,13.674368577744,3,,22.0,1.0,,,
2025-26,14025013,1,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,2.038e-05,,,,0.0,,,,,,,,0.06,0.32,0.19,0.04,0.16,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,0,,2.0,,,,
2025-26,14025013,1,91,Bournemouth,Away,2023409,606774,Remy Rees-Dottin,remy-rees-dottin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025062,2,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,True,,,,8.0,5.0,13.0,1.0,,,2.0,,,,,,,,4.0,7.0,,,0.018497,,,1.0,0.0,,,,,1.0,1.0,,,,,,,24.0,,,,,,,,6.0,,,7.0,,,,,,,4.0,1.0,,1.0,,11.0,5.0,16.0,,,0,3.0,30.0,,2.0,2.0,2.0
2025-26,14025062,2,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,12.0,2.0,14.0,5.0,,,1.0,1.0,,,,,,1.0,7.0,3.0,,,0.0221644,,,1.0,0.0,,,,,,4.0,,,,,,,88.0,,,,,,,,1.0,,,6.8,,,,,,,,,,,1.0,12.0,2.0,14.0,,,0,,20.0,,3.0,,
2025-26,14025062,2,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,1.0,,,6.5,,,,,,,,,,,,1.0,,1.0,,,0,,2.0,,,,
2025-26,14025115,3,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,True,,,,2.0,5.0,7.0,,,,5.0,,,,,,,,2.0,5.0,,,0.0105434,,,1.0,0.0,,,,,1.0,1.0,,,,,,,26.0,,,,,,,,4.0,,,7.0,,,,,,1.0,1.0,1.0,,1.0,,3.0,5.0,8.0,,,0,4.0,20.0,1.0,1.0,,1.0
2025-26,14025115,3,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,7.0,6.0,13.0,3.0,2.0,,3.0,,1.0,,2.0,,,,6.0,3.0,,,0.0629324,0.4965,0.8828,,0.0,1.0,,,,,2.0,,,,,,,81.0,2.0,1.0,,,,,,6.0,,,7.5,,,3.0,,,1.0,1.0,,,,1.0,11.0,7.0,18.0,,,5,,29.0,,1.0,,
2025-26,14025115,3,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,9.0,,,,,,,,2.0,,,6.4,,,,,,,,,,,,1.0,,1.0,,,0,,2.0,1.0,,,
2025-26,14025121,4,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,True,,,1.0,6.0,3.0,9.0,,1.0,,1.0,,,,1.0,,,,2.0,1.0,,,0.003471,0.0384,0.1986,1.0,0.0,,,,,,,,,,,,,23.0,1.0,,,,,,,3.0,,,6.6,,,,,,2.0,,1.0,,1.0,,7.0,4.0,11.0,,,1,,15.0,,,,
2025-26,14025121,4,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,13.0,5.0,18.0,1.0,2.0,,6.0,,,1.0,,,,2.0,3.0,6.0,,,0.035944,0.135,0.0264,,0.0,,,,,,,,,,,,,89.0,1.0,,,,,,1.0,8.0,,,7.4,,,1.0,,,1.0,1.0,,,,1.0,15.0,6.0,21.0,,,3,,37.0,3.0,3.0,1.0,
2025-26,14025121,4,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025151,5,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,True,,,,1.0,3.0,4.0,,,,3.0,,,,,,,,,1.0,,,0.00079715,,,,0.0,,,,,,,,,,,,,15.0,,,,,,,,3.0,,,6.6,,,,,,,,3.0,,,,1.0,3.0,4.0,,,0,1.0,8.0,,,,
2025-26,14025151,5,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,7.0,3.0,10.0,5.0,1.0,,4.0,,,1.0,1.0,,,,6.0,2.0,,,0.0197735,0.0772,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,10.0,,,6.3,,,,,,1.0,,1.0,,,1.0,9.0,3.0,12.0,,,1,1.0,24.0,5.0,,,1.0
2025-26,14025151,5,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025196,6,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,False,,,,15.0,2.0,17.0,2.0,2.0,,3.0,,,,1.0,,,2.0,7.0,8.0,,,0.0564075,0.0634,0.0878,1.0,0.0,,,,,,2.0,,,,,,,60.0,1.0,1.0,,,,,,12.0,,,6.4,,,,,,1.0,2.0,1.0,,,,20.0,4.0,24.0,,,1,2.0,47.0,1.0,3.0,1.0,
2025-26,14025196,6,91,Bournemouth,Away,998490,444102,Evanilson,evanilson,F,False,,,,10.0,2.0,12.0,2.0,,,3.0,,,,,,,2.0,5.0,2.0,,,0.120557,0.022,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,2.0,,,6.5,,,1.0,,,,1.0,,,,1.0,10.0,2.0,12.0,,,1,,18.0,,1.0,1.0,
2025-26,14025196,6,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,3.0,,3.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,0.00098907,0.2333,0.8444,,0.0,1.0,,,,,,,,,,,,9.0,2.0,,,,,,,4.0,,,7.2,,,,,,,,,,,,5.0,1.0,6.0,,,3,,10.0,1.0,,,
2025-26,14025211,7,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025211,7,91,Bournemouth,Home,998490,444102,Evanilson,evanilson,F,False,,,,8.0,5.0,13.0,1.0,1.0,6.0,4.0,,,,,,,,1.0,4.0,,,0.0368078,0.2742,0.1302,1.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,7.0,0.0,,6.8,,,1.0,,37.869126687572,,1.0,,,,1.0,9.0,5.0,14.0,2.3826347686857,,2,,25.0,6.0,2.0,1.0,
2025-26,14025211,7,91,Bournemouth,Home,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025237,8,91,Bournemouth,Away,991478,489888,Amine Adli,amine-adli,F,True,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,3.0,2.0,,,1.126e-05,,,,0.0,,,,,,,,,,,,,15.0,,,,,,,,5.0,1.0,,6.4,,,,,15.529463126586,1.0,1.0,,,,,3.0,2.0,5.0,15.225,15.529463126586,0,1.0,9.0,,,,
2025-26,14025237,8,91,Bournemouth,Away,1426228,560262,Eli Junior Kroupi,eli-junior-kroupi,F,False,,,,9.0,3.0,12.0,1.0,,8.0,3.0,,,,,,,2.0,3.0,1.0,,,0.0132798,1.1766,1.2237,,0.0,2.0,,,,,,,,,,,,75.0,2.0,,,,,,,12.0,,,8.8,,,,,41.027865416226,4.0,1.0,,,1.0,1.0,14.0,6.0,20.0,-24.675,,2,,35.0,2.0,,1.0,
2025-26,14025253,9,91,Bournemouth,Home,336655,168636,Enes Ünal,enes-unal,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025253,9,91,Bournemouth,Home,991478,489888,Amine Adli,amine-adli,F,True,,,,1.0,2.0,3.0,,,,1.0,,,,,,,,1.0,,,,0.00111939,,,1.0,0.0,,,,,,,,,,,,,21.0,,,,,,,,2.0,,,6.4,,,,,,,,,,,2.0,1.0,2.0,3.0,,,0,,5.0,2.0,,,
