season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385759,5,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,2.0,,2.0,,2.0,,,,,,,,1.0,3.0,,,0.00024346,0.0,0.0,1.0,,,,,,,,,13.0,,,,,,6.0,,6.6,,,,,,,,,,,7.0,,7.0,0,1.0,9.0,1.0,,,1.0
2022-23,10385759,5,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,7.0,5.0,12.0,4.0,2.0,2.0,,,,,,3.0,10.0,7.0,,,0.00623073,0.2186,0.4555,1.0,,,,,,,,,90.0,2.0,2.0,,,,18.0,,6.9,,,,,,4.0,,,,,11.0,7.0,18.0,2,,43.0,7.0,3.0,2.0,
2022-23,10385600,6,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,5.945e-05,0.0,0.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2022-23,10385600,6,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,10.0,7.0,17.0,,1.0,5.0,1.0,,,,,1.0,2.0,5.0,,,0.125643,0.065,0.2393,1.0,1.0,1.0,,,,,1.0,,89.0,1.0,,,,,7.0,,8.1,,,,,,1.0,,,,1.0,11.0,7.0,18.0,1,1.0,29.0,4.0,3.0,,1.0
2022-23,11077408,7,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,7.0,7.0,14.0,4.0,,3.0,,1.0,1.0,1.0,,1.0,7.0,3.0,,,0.0388563,0.7651,0.0924,1.0,,,,,,,2.0,,90.0,2.0,,,,,8.0,,6.8,,,2.0,,,2.0,1.0,,,,11.0,7.0,17.0,5,,30.0,3.0,1.0,2.0,
2022-23,10385624,8,91,Bournemouth,Away,257433,128309,Jamal Lowe,jamal-lowe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385624,8,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.423e-05,0.0,0.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,0,,2.0,1.0,,,
2022-23,10385624,8,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,2.0,4.0,6.0,4.0,1.0,4.0,,,,,,1.0,9.0,4.0,,,0.00073383,0.1046,0.0165,2.0,,,,,,1.0,,,89.0,1.0,1.0,,,,7.0,,6.8,,,1.0,,,3.0,,,,,4.0,4.0,8.0,2,2.0,24.0,2.0,,1.0,2.0
2022-23,10385748,9,91,Bournemouth,Home,257433,128309,Jamal Lowe,jamal-lowe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385748,9,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,,11.0,3.0,14.0,2.0,5.0,1.0,1.0,,,,,4.0,8.0,7.0,,,0.115163,0.0,0.0,2.0,,,,,,,1.0,,72.0,,,,,,15.0,,6.8,,,,,2.0,,2.0,,,,18.0,3.0,19.0,0,,35.0,4.0,2.0,,
2022-23,10385748,9,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,7.0,7.0,14.0,1.0,1.0,7.0,,,,,,1.0,8.0,4.0,,,0.131277,0.0558,0.0,2.0,,,,,,,2.0,,90.0,,,,,,10.0,,6.7,,,1.0,,2.0,6.0,1.0,,,,10.0,7.0,16.0,1,,34.0,2.0,1.0,2.0,
2022-23,10385649,10,91,Bournemouth,Home,257433,128309,Jamal Lowe,jamal-lowe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385649,10,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,1.0,1.0,2.0,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,0,1.0,4.0,1.0,1.0,,1.0
2022-23,10385649,10,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,5.0,7.0,12.0,4.0,2.0,2.0,1.0,,1.0,1.0,,4.0,15.0,5.0,,,0.264522,0.0622,0.0,1.0,1.0,,,,,,1.0,,89.0,,,,,,15.0,,6.4,,,,,,5.0,,,,1.0,8.0,7.0,15.0,1,,38.0,3.0,3.0,,
2022-23,10385696,11,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,1.0,,1.0,,2.0,,,,,,,,,3.0,,,0.00014897,0.0,0.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,3.0,,3.0,0,,4.0,,1.0,,
2022-23,10385696,11,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,8.0,5.0,13.0,6.0,1.0,2.0,,,,,,3.0,10.0,2.0,,,0.07182,0.3399,0.8998,2.0,1.0,1.0,,,,,1.0,,89.0,2.0,,,,,12.0,,7.7,,,,,1.0,,,,,,13.0,5.0,18.0,2,1.0,32.0,4.0,,,
2022-23,10385755,12,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,1.0,,,,,,,,,1.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,13.0,,,,,,2.0,,6.6,,,,,,,,,,,1.0,,1.0,0,1.0,3.0,1.0,,,1.0
2022-23,10385755,12,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,12.0,4.0,16.0,,1.0,1.0,,,,,,3.0,5.0,4.0,,,0.163227,0.4105,0.0,1.0,,,,,,,1.0,,90.0,,,,,,15.0,,6.9,,,4.0,,1.0,1.0,1.0,,,,20.0,4.0,23.0,4,,41.0,3.0,3.0,,
2022-23,10385359,13,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,1.0,,,8.0,1.0,8.0,3.0,2.0,1.0,,,,3.0,,,7.0,5.0,,,0.101532,0.0,0.0,1.0,,,,,,,1.0,,45.0,,,,,,3.0,,6.6,,,,,1.0,,1.0,,,,10.0,1.0,10.0,0,1.0,18.0,1.0,2.0,,1.0
2022-23,10385359,13,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,1.0,2.0,4.0,6.0,2.0,,1.0,,1.0,,,,,2.0,3.0,,,0.00063185,0.2447,1.0693,,,,,,,,,,45.0,2.0,,,,,6.0,,6.7,,,,,1.0,1.0,,,1.0,,5.0,4.0,9.0,2,1.0,18.0,3.0,1.0,1.0,
2022-23,10385366,14,91,Bournemouth,Home,257433,128309,Jamal Lowe,jamal-lowe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385366,14,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,,10.0,7.0,17.0,7.0,5.0,3.0,,,,,,3.0,12.0,8.0,,,0.00394385,0.4499,1.2433,,,2.0,,,,,,,90.0,2.0,2.0,,,,22.0,,8.4,,,1.0,,4.0,2.0,,,1.0,,20.0,10.0,30.0,3,3.0,55.0,4.0,,,3.0
2022-23,10385366,14,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,3.0,5.0,8.0,1.0,1.0,3.0,,,,1.0,,1.0,3.0,2.0,,,0.034377,0.0,0.0,,,,,,,,,,89.0,,1.0,,,,11.0,,6.5,,,,,3.0,,,,1.0,,6.0,6.0,12.0,0,,31.0,5.0,1.0,,
2022-23,10385384,15,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,,10.0,5.0,15.0,9.0,2.0,1.0,,1.0,,,,1.0,12.0,6.0,,,0.00505657,0.5156,0.7083,2.0,,,,,,,,,90.0,1.0,,,,,9.0,,6.3,,,,,3.0,1.0,,,,,16.0,5.0,21.0,1,,34.0,2.0,3.0,1.0,
2022-23,10385384,15,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,4.0,4.0,8.0,4.0,1.0,5.0,,,,1.0,,5.0,11.0,6.0,,,0.0146358,0.2782,0.336,1.0,,1.0,,,,,,,90.0,1.0,,,,,14.0,,7.1,,,,,4.0,3.0,,,,,8.0,5.0,13.0,1,,36.0,3.0,2.0,3.0,
2022-23,10385386,16,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,,12.0,1.0,13.0,1.0,4.0,1.0,,,,1.0,,4.0,8.0,6.0,,,0.0237862,0.7997,0.9793,2.0,,1.0,,,,,,,67.0,1.0,,,,,18.0,,7.0,,,,,1.0,,,,1.0,,20.0,5.0,25.0,1,,36.0,2.0,2.0,,
2022-23,10385386,16,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,6.0,4.0,10.0,3.0,2.0,4.0,,,2.0,,,2.0,7.0,3.0,,,0.00537942,0.4268,0.4943,1.0,,,,,,,1.0,,90.0,2.0,,,,,11.0,,6.9,,,2.0,,1.0,1.0,,,,1.0,8.0,7.0,15.0,6,,32.0,3.0,1.0,,
2022-23,10385392,17,91,Bournemouth,Away,257433,128309,Jamal Lowe,jamal-lowe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385392,17,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,1.0,7.0,4.0,11.0,1.0,2.0,,,,,,,2.0,4.0,3.0,,,0.0150688,0.0,0.0,1.0,,,,,,,,,85.0,,,,,,10.0,,6.4,,,,,,,,,1.0,,14.0,5.0,19.0,0,,22.0,,1.0,,
2022-23,10385392,17,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,2.0,6.0,5.0,11.0,2.0,1.0,2.0,,,,,,2.0,6.0,5.0,,,0.00703768,0.1534,0.0,,,,,,,1.0,,,90.0,,,,,,14.0,,6.8,,,2.0,,,5.0,2.0,,2.0,,11.0,7.0,16.0,2,,34.0,3.0,1.0,3.0,
2022-23,10385410,18,91,Bournemouth,Home,257433,128309,Jamal Lowe,jamal-lowe,F,True,,,,1.0,1.0,2.0,,,,,,,,,,,,,,0.00902507,0.0,0.0,,,,,,,,,,10.0,,,,,,2.0,,6.5,,,,,,,,,1.0,,2.0,2.0,4.0,0,,4.0,,,,
2022-23,10385410,18,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,,6.0,1.0,7.0,,5.0,1.0,,1.0,,,,4.0,6.0,7.0,,,0.0914272,0.2884,0.0,2.0,,,,,,,,,90.0,,1.0,,,,14.0,,6.5,,,2.0,,3.0,,,,,,14.0,2.0,16.0,2,,33.0,1.0,2.0,,
2022-23,10385410,18,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,9.0,1.0,10.0,3.0,,4.0,,,1.0,1.0,,4.0,13.0,7.0,,,0.0103351,0.1864,0.3094,2.0,,,,,,,1.0,,90.0,1.0,,,,,17.0,,6.1,,,,,3.0,6.0,,,1.0,1.0,13.0,3.0,16.0,2,1.0,41.0,4.0,3.0,3.0,
2022-23,10385415,19,91,Bournemouth,Away,257433,128309,Jamal Lowe,jamal-lowe,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385415,19,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,3.0,1.0,4.0,,,,,,,,,,,,,,0.00124728,0.0,0.0,,,,,,,,,,14.0,,,,,,3.0,,6.5,,,,,2.0,,1.0,,,,6.0,1.0,6.0,0,,9.0,,,,
2022-23,10385415,19,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,4.0,4.0,8.0,3.0,3.0,1.0,,,,1.0,,,6.0,5.0,,,0.02596,0.1488,0.1239,,,,,,,,1.0,,90.0,1.0,,,,,9.0,,6.7,,,1.0,,1.0,3.0,,,,,8.0,4.0,12.0,2,,24.0,3.0,1.0,1.0,
2022-23,10385439,20,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,1.0,3.0,5.0,8.0,2.0,5.0,1.0,,,,1.0,,1.0,5.0,9.0,,,0.00123381,0.3835,0.0,1.0,,,,,,,,,90.0,,,,,,13.0,,7.0,,,3.0,,1.0,,,,1.0,,6.0,6.0,12.0,3,3.0,32.0,7.0,1.0,,2.0
2022-23,10385439,20,91,Bournemouth,Away,1446172,590760,Daniel Adu-Adjei,adu-adjei-daniel,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385439,20,91,Bournemouth,Away,1463438,596572,Michael Dacosta Gonzalez,michael-dacosta-gonzalez,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385431,21,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,False,,,1.0,12.0,7.0,19.0,6.0,5.0,6.0,,1.0,,,,2.0,13.0,7.0,,,0.00651915,0.5073,0.0,3.0,,,,,,1.0,,,90.0,,,,,,23.0,,6.2,,,2.0,,2.0,2.0,,,1.0,1.0,25.0,9.0,34.0,2,,53.0,4.0,2.0,,
2022-23,10385431,21,91,Bournemouth,Home,1149927,461013,Euan Pollock,euan-pollock,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385431,21,91,Bournemouth,Home,1446172,590760,Daniel Adu-Adjei,adu-adjei-daniel,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385440,22,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385440,22,91,Bournemouth,Away,1149927,461013,Euan Pollock,euan-pollock,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385460,23,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385460,23,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,5.0,8.0,13.0,3.0,6.0,3.0,,1.0,1.0,,,2.0,8.0,9.0,,,0.00498748,0.5003,0.4371,2.0,,,,,,,,,90.0,3.0,,,,,13.0,,6.8,,,1.0,,2.0,2.0,,,,1.0,10.0,10.0,20.0,5,,43.0,3.0,2.0,1.0,
2022-23,10385479,24,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385479,24,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,1.0,5.0,2.0,7.0,7.0,5.0,3.0,1.0,,2.0,,,5.0,14.0,5.0,,,0.551331,0.2723,0.0,,1.0,,,,,,1.0,,90.0,,,,,,25.0,,6.6,,,1.0,,3.0,2.0,,,1.0,,13.0,2.0,15.0,3,,47.0,9.0,,,
2022-23,10385476,25,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385476,25,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,5.0,5.0,10.0,1.0,1.0,2.0,,,2.0,1.0,,6.0,10.0,5.0,,,0.0079027,0.4804,0.0,,,,,,,,,,90.0,,,,,,19.0,,6.5,,,1.0,,,3.0,,,,1.0,8.0,7.0,15.0,3,,40.0,6.0,3.0,1.0,
2022-23,10385490,26,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385490,26,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,5.0,6.0,11.0,5.0,6.0,2.0,,,,,,3.0,12.0,8.0,,,0.00419432,0.0672,0.0332,1.0,,,,,,,,,90.0,1.0,,,,,17.0,,6.3,,,,,4.0,4.0,1.0,,2.0,,9.0,8.0,16.0,1,1.0,38.0,5.0,,1.0,1.0
2022-23,10385490,26,91,Bournemouth,Away,1149927,461013,Euan Pollock,euan-pollock,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385494,27,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385494,27,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,3.0,3.0,6.0,5.0,1.0,5.0,1.0,,,,,4.0,12.0,4.0,,,0.00153898,0.0392,0.0,,,,,,,,1.0,,88.0,,,,,,19.0,,6.4,,,1.0,,3.0,4.0,,,,,4.0,5.0,9.0,1,,32.0,8.0,2.0,1.0,
2022-23,10385536,28,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385536,28,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,6.0,4.0,10.0,1.0,,2.0,,,1.0,1.0,,2.0,7.0,4.0,,,0.0146741,0.219,0.0415,2.0,,,,,,,1.0,,90.0,1.0,1.0,,,,14.0,,6.8,,,1.0,,1.0,3.0,1.0,,,,11.0,5.0,15.0,3,,37.0,5.0,2.0,2.0,
2022-23,10385541,29,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,8.0,4.0,12.0,1.0,,2.0,,1.0,1.0,1.0,,,6.0,9.0,,,0.236941,1.4103,1.8613,1.0,,1.0,,,,,,,89.0,2.0,,,,,15.0,,7.2,,,,,,11.0,,,,,13.0,4.0,17.0,3,,44.0,4.0,2.0,7.0,
2022-23,10385570,30,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385570,30,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,6.0,5.0,11.0,5.0,3.0,2.0,,1.0,3.0,,,2.0,9.0,6.0,,,0.0118897,0.8846,0.6398,,,,,,,,,,88.0,2.0,,,,,14.0,,6.5,,,1.0,,2.0,3.0,1.0,,,,12.0,6.0,17.0,6,,43.0,2.0,2.0,1.0,
2022-23,10385575,31,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385575,31,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,2.0,14.0,3.0,17.0,7.0,2.0,2.0,2.0,,,,,3.0,11.0,5.0,,,0.263448,0.1519,0.788,,2.0,1.0,,,,,2.0,,90.0,1.0,,,,,15.0,,8.6,,,,,,1.0,,,2.0,1.0,21.0,3.0,24.0,1,1.0,39.0,4.0,2.0,,
2022-23,10385596,32,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,1.0,7.0,7.0,14.0,2.0,2.0,2.0,,1.0,,,,1.0,5.0,4.0,,,0.0414846,0.4853,0.0313,2.0,,,,,,,,,45.0,1.0,,,,,3.0,,6.6,,,2.0,,1.0,,,,1.0,,9.0,7.0,16.0,3,,23.0,,2.0,,
2022-23,10385596,32,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,1.0,,,11.0,5.0,15.0,2.0,1.0,2.0,,,2.0,1.0,,,7.0,4.0,,,0.045997,0.5837,0.1074,,,,,,1.0,1.0,1.0,,90.0,1.0,1.0,,,,17.0,,6.9,,,2.0,,,6.0,3.0,,,,19.0,6.0,22.0,5,,50.0,4.0,1.0,2.0,
2022-23,10385628,33,91,Bournemouth,Away,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,2.0,,2.0,0,,3.0,,,,
2022-23,10385628,33,91,Bournemouth,Away,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,5.0,4.0,9.0,5.0,2.0,,,,1.0,1.0,,3.0,12.0,7.0,,,0.076844,0.0911,0.0,2.0,1.0,,,,,,2.0,,89.0,,,,,,19.0,,6.8,,,1.0,,1.0,4.0,1.0,,,2.0,13.0,4.0,16.0,2,,42.0,7.0,2.0,3.0,
2022-23,10385625,34,91,Bournemouth,Home,298366,128340,Kieffer Moore,kieffer-moore,F,True,,,,,,,1.0,3.0,,,1.0,,,,,1.0,4.0,,,0.0,0.2707,0.0,,,,,,,,,,21.0,,,,,,5.0,,6.3,,,1.0,,,,,,,,4.0,,4.0,1,1.0,9.0,1.0,,,
2022-23,10385625,34,91,Bournemouth,Home,361420,154566,Dominic Solanke,dominic-solanke,F,False,,,,5.0,3.0,8.0,6.0,3.0,2.0,,,,1.0,,1.0,12.0,12.0,,,0.194353,0.3903,0.9699,3.0,,1.0,,,,,1.0,,89.0,1.0,,,,,13.0,,7.5,,,,,1.0,3.0,1.0,,,1.0,10.0,5.0,14.0,1,2.0,35.0,3.0,5.0,2.0,1.0
