playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,groundDuelsLost,totalFoulsWon,winningGoal,duels,appearances,gamesPlayed,unsuccessfulDribbles,successfulPassesOppositionHalf,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,substituteOn,totalLossesOfPossession,leftsidePasses,timePlayed,touches,duelsWon,groundDuelsWon,successfulShortPasses,yellowCards,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,rightsidePasses,putthroughBlockedDistributionWon,forwardPasses,recoveries,penaltiesTaken,tacklesLost,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,aerialDuelsWon,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,backwardPasses,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,penaltyGoalsConceded,successfulLaunches,shotsBlockedInBox,rightFootGoals,leftFootGoals,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,hitWoodwork,secondGoalAssists,successfulCrossesOpenPlay,overruns,goalAssists,foulWonPenalty,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,homeGoals,oboxTarget,iboxBlocked,cornersWon,interceptions,penaltyGoals,headedGoals,handballsConceded,throughBalls,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,throwInsToOppositionPlayer,lastPlayerTackle,clearancesOffTheLine,successfulCornersIntoBox
116404,Felipe,Defender,Nott'm Forest,17,Brazil,2022-23,69.0,0.8098,0.0,39.0,11.0,0.0,188.0,16.0,16.0,3.0,113.0,556.0,7.0,106.0,0.0,543.0,1.0,176.0,121.0,1419.0,853.0,119.0,67.0,377.0,4.0,28.0,5.0,1.0,0.0912,42.0,8.0,88.0,1.0,17.0,15.0,150.0,2.0,4.0,,,82.0,1.0,1.0,30.0,3.0,32.0,37.0,29.9194,6.0,89.0,32.0,143.0,21.0,258.0,108.0,,19.0,29.0,2.0,52.0,7.0,23.0,14.0,13.0,15.0,34.0,2.0,,20.0,293.0,10.0,1.1376,62.0,52.0,,,4.0,2.0,5.0,,,,29.0,5.0,,,,,1.0,,,,,,,,5.0,3.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,
437753,Giulian Biancone,Defender,Nott'm Forest,17,France,2022-23,,0.0002,0.0,,,0.0,4.0,2.0,2.0,,2.0,18.0,,2.0,0.0,18.0,2.0,6.0,5.0,16.0,26.0,4.0,2.0,12.0,0.0,1.0,,,,2.0,,3.0,,1.0,,5.0,1.0,,,,2.0,,,,,,,0.7872,,,1.0,1.0,,11.0,5.0,,1.0,1.0,1.0,2.0,,1.0,,,,1.0,,,1.0,11.0,,,2.0,2.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
114241,Harry Toffolo,Defender,Nott'm Forest,17,England,2022-23,38.0,0.9374,0.0,24.0,5.0,0.0,76.0,19.0,19.0,5.0,124.0,291.0,11.0,49.0,0.0,286.0,10.0,167.0,16.0,935.0,516.0,38.0,25.0,184.0,2.0,23.0,1.0,2.0,0.1298,17.0,5.0,67.0,,13.0,9.0,101.0,22.0,,1.0,2.0,27.0,2.0,2.0,14.0,5.0,20.0,13.0,18.4593,5.0,30.0,17.0,84.0,8.0,158.0,54.0,,9.0,12.0,23.0,13.0,3.0,8.0,3.0,8.0,10.0,33.0,3.0,1.0,18.0,72.0,5.0,0.2693,34.0,35.0,,,2.0,2.0,,,,1.0,6.0,46.0,,,5.0,1.0,,,1.0,,6.0,,,,,7.0,10.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,19.0,1.0,,1.0
208912,Joe Worrall,Defender,Nott'm Forest,17,England,2022-23,75.0,0.5691,0.0,42.0,4.0,0.0,190.0,30.0,30.0,1.0,235.0,1094.0,5.0,102.0,0.0,1055.0,9.0,277.0,353.0,2216.0,1429.0,115.0,60.0,774.0,6.0,47.0,,2.0,0.8168,53.0,7.0,130.0,,27.0,21.0,235.0,3.0,,,,88.0,1.0,1.0,33.0,8.0,19.0,29.0,39.6679,5.0,108.0,44.0,175.0,10.0,492.0,123.0,,28.0,36.0,3.0,55.0,5.0,25.0,3.0,23.0,27.0,74.0,1.0,,37.0,624.0,19.0,0.7728,105.0,72.0,1.0,1.0,3.0,6.0,,,,,85.0,32.0,,,,,,,5.0,,,,0.0,,,,26.0,,1.0,,,,,,6.0,,,2.0,,,,,,2.0,4.0,,,,,,26.0,1.0,2.0,
242885,Loïc Mbe Soh,Defender,Nott'm Forest,17,France,2022-23,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199170,Moussa Niakhaté,Defender,Nott'm Forest,17,Senegal,2022-23,42.0,0.1566,0.0,27.0,6.0,0.0,85.0,14.0,14.0,4.0,66.0,299.0,5.0,51.0,0.0,291.0,,136.0,46.0,1162.0,542.0,43.0,24.0,212.0,1.0,27.0,,3.0,0.7752,18.0,6.0,40.0,,14.0,14.0,71.0,2.0,,,,34.0,3.0,3.0,15.0,2.0,18.0,7.0,21.5397,1.0,54.0,21.0,76.0,10.0,147.0,71.0,,9.0,19.0,2.0,19.0,3.0,9.0,,8.0,12.0,30.0,3.0,,16.0,162.0,6.0,0.6144,31.0,32.0,,,2.0,3.0,,,,,16.0,37.0,,,,,,,1.0,,,,,,,2.0,19.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,53.0,1.0,,
215136,Neco Williams,Defender,Nott'm Forest,17,Wales,2022-23,140.0,1.2346,0.0,113.0,27.0,0.0,275.0,31.0,31.0,31.0,186.0,603.0,48.0,231.0,0.0,576.0,11.0,391.0,176.0,1874.0,1234.0,135.0,118.0,364.0,7.0,42.0,5.0,7.0,1.5755,72.0,20.0,122.0,,23.0,20.0,200.0,63.0,2.0,2.0,13.0,44.0,3.0,3.0,27.0,11.0,63.0,27.0,39.5218,15.0,37.0,41.0,44.0,25.0,271.0,127.0,,25.0,30.0,71.0,17.0,13.0,47.0,19.0,8.0,33.0,112.0,5.0,2.0,22.0,235.0,18.0,1.2473,78.0,70.0,1.0,1.0,3.0,7.0,3.0,1.0,,8.0,39.0,112.0,,,12.0,5.0,,1.0,2.0,3.0,18.0,1.0,0.0,3.0,3.0,15.0,33.0,,,2.0,3.0,,,,,,,,,,,,,,,,,0.0702,2.0,2.0,29.0,1.0,3.0,5.0
233420,Renan Lodi,Defender,Nott'm Forest,17,Brazil,2022-23,112.0,1.3184,0.0,93.0,42.0,0.0,241.0,28.0,28.0,14.0,184.0,668.0,27.0,204.0,0.0,631.0,2.0,340.0,25.0,2221.0,1217.0,129.0,111.0,438.0,7.0,43.0,7.0,,,52.0,8.0,101.0,1.0,20.0,26.0,192.0,44.0,2.0,5.0,15.0,37.0,,,19.0,9.0,48.0,21.0,40.247,12.0,60.0,48.0,205.0,19.0,264.0,153.0,,13.0,39.0,63.0,18.0,8.0,39.0,17.0,6.0,29.0,174.0,10.0,5.0,40.0,304.0,22.0,0.9589,91.0,83.0,,,3.0,7.0,2.0,,,12.0,38.0,95.0,,,9.0,1.0,1.0,,3.0,,12.0,,,,2.0,15.0,33.0,,,,,,,,,,,,,,,,,,,,,0.1302,2.0,2.0,35.0,,1.0,2.0
168281,Scott McKenna,Defender,Nott'm Forest,17,Scotland,2022-23,37.0,0.433,0.0,14.0,4.0,0.0,94.0,20.0,20.0,1.0,153.0,700.0,3.0,34.0,0.0,689.0,1.0,163.0,114.0,1573.0,891.0,57.0,20.0,518.0,4.0,19.0,,,,12.0,2.0,82.0,,13.0,19.0,145.0,1.0,,,,60.0,,,23.0,12.0,8.0,22.0,30.9208,8.0,83.0,32.0,232.0,6.0,299.0,68.0,,5.0,20.0,1.0,37.0,2.0,7.0,5.0,14.0,8.0,55.0,3.0,,23.0,403.0,3.0,0.0743,63.0,37.0,,,2.0,10.0,,,,,37.0,13.0,1.0,,1.0,,,,5.0,,1.0,,,,,,12.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,8.0,,,
56917,Steve Cook,Defender,Nott'm Forest,17,England,2022-23,18.0,0.6156,0.0,8.0,2.0,0.0,57.0,12.0,12.0,,83.0,455.0,2.0,20.0,0.0,444.0,1.0,95.0,161.0,958.0,568.0,39.0,12.0,335.0,4.0,15.0,,,,8.0,3.0,44.0,,5.0,11.0,88.0,,,,,37.0,,,10.0,10.0,7.0,12.0,16.3672,3.0,50.0,21.0,112.0,5.0,152.0,35.0,,4.0,11.0,,27.0,3.0,4.0,2.0,11.0,5.0,30.0,3.0,,19.0,285.0,3.0,0.1332,44.0,29.0,,,2.0,3.0,,,,,32.0,1.0,,,1.0,,,,2.0,,1.0,,,,,,12.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,
