playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,punches,successfulLaunches,expectedAssists,totalClearances,catches,winningGoal,forwardPasses,recoveries,appearances,gamesPlayed,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,gkSuccessfulDistribution,openPlayPasses,substituteOn,totalLossesOfPossession,gkUnsuccessfulDistribution,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,successfulCrossesOpenPlay,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,leftFootGoals,headedGoals,clearancesOffTheLine,secondGoalAssists,penaltiesConceded,penaltiesTaken,penaltyGoals,lastPlayerTackle,savesMade,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesMadeFromOutsideBox,savesMadeCaught,savesFromPenalty,goalkeeperSmother,drops,setPiecesGoals,foulWonPenalty,ownGoalScored
575458,Jair Cunha,Defender,Nott'm Forest,17,Brazil,2025-26,0.0,0.0,0.0,,3.0,0.065,31.0,,0.0,96.0,13.0,9.0,9.0,55.0,44.0,221.0,4.0,3.0,213.0,3.0,54.0,1.0,5.0,516.0,304.0,11.0,16.0,19.0,12.0,2.0,1.0,0.1372,9.0,,,,,,1.0,1.0,4.0,1.0,17.0,,1.0,9.5545,1.0,2.0,6.0,,2.0,2.0,3.0,,,5.0,,62.0,,,17.0,9.0,,122.0,,,,,1.0,28.0,,,6.0,2.0,,9.0,,,,,22.0,5.0,172.0,4.0,,7.0,8.0,46.0,34.0,2.0,,,4.0,6.0,2.0,25.0,5.0,1.0,2.0,2.0,5.0,3.0,,,0.2877,,,,,,,,1.0,,,,,,,,,,,,,
590040,Jimmy Sinclair,Defender,Nott'm Forest,17,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536687,Justin Hanks,Defender,Nott'm Forest,17,Wales,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470315,Luca Netz,Defender,Nott'm Forest,17,Germany,2025-26,0.0,0.0,0.0,,2.0,0.4186,9.0,,0.0,29.0,15.0,7.0,7.0,33.0,17.0,100.0,1.0,1.0,99.0,4.0,28.0,,5.0,355.0,163.0,4.0,5.0,9.0,18.0,,,,12.0,,,,,,,,9.0,,16.0,,,5.8569,2.0,,2.0,,2.0,2.0,2.0,,,7.0,,9.0,5.0,,25.0,13.0,,50.0,,,,,,12.0,,4.0,3.0,2.0,,11.0,,,,,18.0,4.0,78.0,5.0,4.0,5.0,9.0,37.0,36.0,1.0,,,5.0,5.0,,25.0,2.0,,2.0,3.0,3.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,
485047,Morato,Defender,Nott'm Forest,17,Brazil,2025-26,0.0,0.0,5.0,,8.0,0.1628,87.0,,0.0,343.0,53.0,21.0,21.0,206.0,111.0,757.0,22.0,20.0,718.0,7.0,124.0,2.0,48.0,1342.0,980.0,21.0,56.0,45.0,37.0,,2.0,1.3096,30.0,1.0,1.0,1.0,1.0,,1.0,1.0,14.0,3.0,42.0,,,22.1631,2.0,,7.0,,,2.0,,,3.0,17.0,,157.0,16.0,,35.0,3.0,,440.0,,,,,5.0,55.0,,,14.0,2.0,,37.0,2.0,,,,65.0,19.0,598.0,12.0,1.0,23.0,23.0,222.0,102.0,13.0,0.0,,13.0,20.0,,65.0,23.0,1.0,5.0,15.0,11.0,1.0,,7.0,1.3171,,1.0,2.0,,,,,3.0,,,,,,,,,,,,,
575476,Murillo,Defender,Nott'm Forest,17,Brazil,2025-26,0.0,0.0,5.0,,7.0,0.482,130.0,,1.0,494.0,102.0,25.0,25.0,335.0,186.0,1132.0,28.0,26.0,1065.0,,223.0,2.0,82.0,2133.0,1483.0,33.0,86.0,55.0,64.0,5.0,4.0,1.2554,35.0,3.0,1.0,,1.0,4.0,1.0,1.0,22.0,8.0,50.0,,4.0,26.1775,8.0,1.0,7.0,,5.0,3.0,14.0,2.0,2.0,22.0,2.0,164.0,23.0,,75.0,4.0,,611.0,,,0.1153,,6.0,100.0,,1.0,25.0,2.0,,46.0,6.0,2.0,,,74.0,28.0,864.0,10.0,,29.0,42.0,399.0,138.0,22.0,0.0,2.0,13.0,21.0,1.0,92.0,24.0,2.0,9.0,24.0,34.0,3.0,4.0,11.0,0.7396,1.0,,2.0,,,,,2.0,,,,,,,,,,,,,2.0
215136,Neco Williams,Defender,Nott'm Forest,17,Wales,2025-26,1.0,1.0,6.0,,18.0,3.9553,88.0,,0.0,501.0,164.0,37.0,37.0,561.0,241.0,1325.0,,,1302.0,1.0,549.0,,47.0,3206.0,2387.0,60.0,103.0,77.0,170.0,18.0,19.0,2.9876,96.0,,2.0,4.0,1.0,12.0,6.0,6.0,39.0,9.0,177.0,6.0,4.0,45.2486,33.0,6.0,52.0,2.0,40.0,113.0,68.0,2.0,9.0,62.0,2.0,165.0,30.0,15.0,276.0,222.0,,552.0,3.0,23.0,0.0985,,28.0,138.0,3.0,5.0,36.0,98.0,23.0,78.0,9.0,11.0,29.0,,216.0,86.0,1037.0,68.0,68.0,47.0,131.0,383.0,386.0,31.0,1.0,11.0,34.0,38.0,6.0,308.0,39.0,29.0,31.0,17.0,47.0,2.0,12.0,18.0,1.9715,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,
500151,Nicolò Savona,Defender,Nott'm Forest,17,Italy,2025-26,0.0,0.0,2.0,,2.0,0.4388,29.0,,0.0,153.0,27.0,14.0,14.0,149.0,85.0,399.0,,,390.0,3.0,147.0,,13.0,1026.0,637.0,17.0,34.0,26.0,36.0,1.0,3.0,1.6127,20.0,,2.0,1.0,1.0,,1.0,1.0,5.0,5.0,27.0,,2.0,15.6895,7.0,1.0,5.0,1.0,3.0,19.0,5.0,,1.0,12.0,,148.0,12.0,,75.0,76.0,,173.0,,8.0,,1.0,4.0,51.0,,1.0,11.0,19.0,,12.0,3.0,,8.0,,34.0,19.0,301.0,15.0,28.0,18.0,31.0,23.0,70.0,9.0,1.0,,8.0,13.0,1.0,58.0,7.0,7.0,2.0,3.0,4.0,2.0,,4.0,1.3398,1.0,,,,,,,,,,,,,,,,,,,,
227444,Nikola Milenkovic,Defender,Nott'm Forest,17,Serbia,2025-26,0.0,0.0,6.0,,27.0,0.7152,218.0,,0.0,502.0,108.0,38.0,38.0,391.0,206.0,1539.0,5.0,5.0,1498.0,1.0,224.0,,84.0,3375.0,1980.0,75.0,119.0,64.0,71.0,2.0,1.0,0.0768,31.0,1.0,,1.0,,,1.0,1.0,39.0,9.0,54.0,,5.0,48.1217,3.0,2.0,20.0,,,2.0,2.0,,13.0,17.0,,565.0,21.0,,111.0,4.0,,942.0,,,,,14.0,87.0,,4.0,37.0,2.0,,128.0,9.0,,,1.0,143.0,28.0,1249.0,35.0,,51.0,32.0,361.0,214.0,14.0,,,14.0,42.0,2.0,86.0,89.0,2.0,3.0,36.0,29.0,,,10.0,0.8444,,,,,,,,2.0,,,,,,,,,,,,,1.0
159506,Ola Aina,Defender,Nott'm Forest,17,Nigeria,2025-26,0.0,0.0,3.0,,8.0,0.8249,71.0,,0.0,281.0,81.0,18.0,18.0,286.0,96.0,629.0,,,614.0,,229.0,,36.0,1590.0,1093.0,15.0,31.0,31.0,73.0,3.0,1.0,0.0269,31.0,,,,,1.0,,,14.0,2.0,60.0,,3.0,20.2253,9.0,2.0,15.0,,19.0,31.0,34.0,,8.0,21.0,,210.0,13.0,,87.0,90.0,1.0,254.0,1.0,7.0,,2.0,9.0,65.0,,3.0,18.0,31.0,1.0,39.0,6.0,1.0,7.0,,85.0,38.0,497.0,10.0,45.0,19.0,59.0,51.0,158.0,13.0,,1.0,10.0,17.0,2.0,119.0,25.0,13.0,15.0,3.0,25.0,3.0,1.0,8.0,0.4028,,,,1.0,,,,,,,,,,,,,,,,,
