matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attOboxOwnGoal,attObxdLeft,attOpenplay,attPenGoal,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
360670,21.0,2012-01-14 15:00:00,5,Blackburn,Home,133.0,9.0,,1.0,1.0,2.0,,144.0,3.0,,1.0,5.0,14.0,27.0,276.0,,2.0,13.0,8.0,3.0,7.0,,2.0,1.0,,,,1.0,,,,,,13.0,,,,,,,,8.0,10.0,,50.0,54.0,1.0,,1.0,5.0,4.0,2.0,,,3.0,4.0,,2.0,3.0,32.0,38.0,5.0,24.0,9.0,,,48.0,15.0,10.0,,,1.0,,1.0,113.0,1.0,,1.0,1.0,,1.0,11.0,,,2.0,,,,,1.0,17.0,,31.0,27.0,4.0,1.0,88.0,69.0,35.0,9.0,3.0,2.0,6.0,6.0,,,3.0,1.0,,66.0,23.0,14.0,,,,,,115.0,100.0,1.0,34.0,15.0,39.6,,2.0,0.0,,,,89.0,2.0,2.0,,1.0,2.0,4.0,,2.0,84.0,8.0,148.0,11.0,39.0,10.0,,7.0,7.0,3.0,117.0,5.0,199.0,,,28.0,17.0,47.0,3.0,340.0,1.0,1.0,14.0,21.0,3.0,15.0,1.0,535.0,8.0,4.0,,17.0,0.0
360681,22.0,2012-01-21 15:00:00,5,Blackburn,Away,147.0,8.0,1.0,1.0,,3.0,,179.0,1.0,1.0,2.0,3.0,22.0,23.0,325.0,,,22.0,12.0,5.0,11.0,2.0,,,,,,,,,,,,13.0,,,,,1.0,,1.0,13.0,3.0,,71.0,43.0,1.0,1.0,,3.0,6.0,,1.0,8.0,10.0,4.0,,5.0,2.0,36.0,36.0,3.0,14.0,6.0,,,74.0,14.0,15.0,1.0,,1.0,1.0,,169.0,,,,,,,11.0,,,,1.0,,,,,16.0,1.0,18.0,15.0,1.0,2.0,87.0,99.0,49.0,5.0,,4.0,9.0,4.0,,,3.0,,,52.0,64.0,26.0,,,,,,168.0,146.0,2.0,23.0,13.0,53.9,1.0,,0.0,,,,91.0,5.0,,,2.0,,6.0,,2.0,68.0,13.0,162.0,20.0,36.0,9.0,8.0,23.0,15.0,,119.0,9.0,279.0,1.0,1.0,26.0,24.0,56.0,1.0,418.0,,0.0,16.0,12.0,,25.0,2.0,604.0,7.0,4.0,8.0,10.0,0.0
360696,23.0,2012-02-01 20:00:00,5,Blackburn,Home,133.0,17.0,3.0,8.0,5.0,4.0,,148.0,4.0,,2.0,6.0,17.0,26.0,273.0,,3.0,17.0,20.0,15.0,11.0,2.0,,,1.0,,,2.0,,,,1.0,,17.0,,,1.0,,,,1.0,6.0,4.0,,50.0,38.0,4.0,9.0,,2.0,8.0,8.0,,14.0,11.0,7.0,,6.0,2.0,53.0,53.0,2.0,10.0,2.0,,,79.0,10.0,17.0,,,5.0,2.0,2.0,158.0,,,,,,,8.0,,,,1.0,,,,,4.0,,11.0,7.0,,2.0,98.0,90.0,44.0,2.0,,6.0,7.0,5.0,,,3.0,1.0,1.0,46.0,40.0,24.0,,,,,1.0,177.0,167.0,2.0,17.0,15.0,58.5,,,0.0,,,,71.0,,2.0,,,,13.0,,2.0,70.0,13.0,157.0,31.0,20.0,16.0,13.0,33.0,20.0,,129.0,10.0,253.0,1.0,,32.0,17.0,62.0,4.0,377.0,,0.0,26.0,14.0,4.0,18.0,1.0,572.0,13.0,7.0,14.0,8.0,0.0
360699,24.0,2012-02-04 13:00:00,5,Blackburn,Away,119.0,4.0,1.0,3.0,2.0,2.0,1.0,79.0,9.0,,,6.0,9.0,13.0,195.0,,,10.0,13.0,5.0,2.0,1.0,,1.0,,,,2.0,1.0,,,,,2.0,,,,,,,1.0,13.0,7.0,,46.0,30.0,,,,6.0,2.0,11.0,,1.0,4.0,2.0,,4.0,,53.0,41.0,6.0,18.0,7.0,1.0,,53.0,16.0,10.0,,,3.0,1.0,2.0,105.0,,,,,,,19.0,,,,,,,,1.0,15.0,,17.0,13.0,2.0,,57.0,64.0,27.0,11.0,1.0,1.0,2.0,2.0,,,3.0,,1.0,20.0,31.0,9.0,,,,,,133.0,114.0,1.0,20.0,8.0,31.6,,1.0,0.0,,,,56.0,1.0,,,5.0,,1.0,,2.0,36.0,3.0,138.0,7.0,37.0,20.0,1.0,8.0,7.0,,70.0,8.0,134.0,,,28.0,13.0,38.0,1.0,264.0,,1.0,5.0,16.0,1.0,13.0,3.0,434.0,12.0,10.0,1.0,11.0,0.0
360710,25.0,2012-02-11 15:00:00,5,Blackburn,Home,135.0,10.0,,,,3.0,,136.0,3.0,,1.0,3.0,20.0,20.0,271.0,,,8.0,8.0,9.0,5.0,,,,,,,1.0,,,,,,5.0,,,,1.0,,,2.0,15.0,14.0,,53.0,62.0,,,,3.0,3.0,10.0,,5.0,2.0,4.0,,6.0,4.0,46.0,49.0,3.0,24.0,12.0,1.0,,88.0,11.0,10.0,1.0,,1.0,,1.0,156.0,2.0,,2.0,1.0,1.0,,13.0,,,1.0,,,,,,26.0,1.0,28.0,19.0,3.0,1.0,80.0,101.0,31.0,6.0,1.0,3.0,4.0,2.0,,,12.0,1.0,,31.0,53.0,17.0,,,,,,197.0,170.0,1.0,30.0,25.0,41.9,1.0,,0.0,,,,90.0,3.0,2.0,,1.0,,3.0,,3.0,53.0,7.0,154.0,26.0,51.0,17.0,5.0,11.0,6.0,,110.0,9.0,236.0,,,36.0,20.0,57.0,,379.0,,0.0,8.0,24.0,1.0,12.0,1.0,608.0,19.0,6.0,5.0,17.0,0.0
360722,26.0,2012-02-25 17:30:00,5,Blackburn,Away,72.0,5.0,1.0,1.0,,1.0,,76.0,1.0,,,7.0,15.0,10.0,147.0,,,8.0,11.0,7.0,3.0,,,,,,,,,,,,,2.0,,,,,,,3.0,21.0,7.0,,37.0,27.0,,,,4.0,4.0,7.0,,3.0,4.0,,,10.0,4.0,41.0,26.0,4.0,17.0,9.0,1.0,1.0,48.0,10.0,6.0,,,,,,98.0,,,,,,,14.0,,,,1.0,,,,,14.0,,16.0,11.0,3.0,,35.0,65.0,23.0,10.0,,,3.0,1.0,,,6.0,2.0,,31.0,9.0,15.0,,,,,,117.0,110.0,1.0,16.0,5.0,22.3,,,0.0,,,,38.0,4.0,2.0,,,,,,2.0,31.0,3.0,89.0,16.0,24.0,4.0,3.0,7.0,4.0,,62.0,2.0,126.0,2.0,,25.0,15.0,39.0,,208.0,,0.0,5.0,12.0,2.0,14.0,2.0,351.0,9.0,1.0,3.0,10.0,0.0
360729,27.0,2012-03-03 15:00:00,5,Blackburn,Home,139.0,14.0,1.0,4.0,3.0,6.0,,176.0,5.0,,1.0,4.0,27.0,22.0,311.0,,,27.0,8.0,10.0,8.0,1.0,,,,,,,,,,,,12.0,,,,,,,1.0,7.0,9.0,,66.0,56.0,2.0,1.0,1.0,3.0,4.0,5.0,,4.0,16.0,5.0,,11.0,4.0,48.0,39.0,3.0,9.0,,,,91.0,10.0,5.0,,,1.0,1.0,,189.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,7.0,,13.0,10.0,,2.0,92.0,103.0,47.0,8.0,1.0,6.0,4.0,4.0,,,7.0,2.0,,69.0,41.0,24.0,,,,,,216.0,203.0,1.0,30.0,13.0,54.7,,,0.0,,,,88.0,2.0,2.0,,2.0,,7.0,,2.0,94.0,10.0,170.0,26.0,22.0,19.0,4.0,26.0,22.0,,162.0,10.0,291.0,,,34.0,28.0,64.0,1.0,435.0,,0.0,15.0,19.0,1.0,34.0,1.0,657.0,15.0,5.0,4.0,14.0,0.0
360748,28.0,2012-03-10 15:00:00,5,Blackburn,Away,94.0,9.0,1.0,4.0,3.0,2.0,,123.0,2.0,,,6.0,14.0,14.0,213.0,,,16.0,19.0,11.0,7.0,1.0,3.0,,,,,,,,,,,9.0,,,,,,,1.0,10.0,4.0,,47.0,55.0,1.0,1.0,,7.0,5.0,4.0,,4.0,10.0,1.0,,9.0,2.0,54.0,51.0,7.0,18.0,11.0,,,87.0,10.0,10.0,,,,1.0,,136.0,1.0,,1.0,1.0,,1.0,12.0,,,1.0,1.0,,,,,22.0,,23.0,19.0,,,56.0,92.0,34.0,3.0,2.0,3.0,6.0,5.0,,,4.0,4.0,,45.0,30.0,22.0,,,,,,177.0,158.0,6.0,18.0,23.0,39.9,,,0.0,,,,61.0,2.0,1.0,,,3.0,4.0,,1.0,60.0,9.0,107.0,27.0,37.0,18.0,3.0,15.0,12.0,4.0,123.0,8.0,208.0,1.0,,29.0,15.0,51.0,3.0,300.0,,0.0,14.0,24.0,1.0,28.0,2.0,530.0,10.0,6.0,4.0,20.0,0.0
360750,29.0,2012-03-20 20:00:00,5,Blackburn,Home,126.0,14.0,,4.0,4.0,2.0,1.0,125.0,2.0,1.0,2.0,7.0,20.0,25.0,247.0,,,17.0,18.0,18.0,5.0,3.0,1.0,,1.0,,,2.0,,,,,,8.0,,,,,,,3.0,2.0,1.0,,51.0,60.0,3.0,2.0,2.0,5.0,3.0,1.0,,7.0,4.0,3.0,,10.0,,55.0,45.0,5.0,13.0,5.0,,,66.0,12.0,9.0,1.0,,3.0,2.0,2.0,162.0,1.0,,1.0,1.0,,,4.0,,,1.0,2.0,,,,,9.0,,29.0,25.0,7.0,3.0,78.0,86.0,34.0,9.0,1.0,4.0,5.0,6.0,,,,,,52.0,30.0,22.0,,,,,,184.0,168.0,2.0,25.0,25.0,45.4,,,0.0,,,,57.0,1.0,,,,1.0,7.0,,1.0,61.0,9.0,146.0,32.0,29.0,21.0,5.0,14.0,9.0,1.0,112.0,7.0,216.0,2.0,1.0,33.0,21.0,56.0,,348.0,,0.0,16.0,11.0,,28.0,0.0,554.0,19.0,7.0,7.0,9.0,0.0
360760,30.0,2012-03-24 15:00:00,5,Blackburn,Away,80.0,10.0,2.0,7.0,5.0,1.0,1.0,75.0,5.0,,2.0,5.0,6.0,14.0,148.0,,,22.0,16.0,15.0,4.0,4.0,,,,,,,,,,,,4.0,,,,,,,1.0,13.0,4.0,,34.0,39.0,,,,6.0,2.0,6.0,,4.0,9.0,3.0,,11.0,1.0,41.0,40.0,6.0,18.0,5.0,,,72.0,4.0,8.0,,,1.0,1.0,,133.0,1.0,1.0,1.0,,1.0,,13.0,,,,2.0,,,,1.0,10.0,,19.0,15.0,3.0,2.0,45.0,86.0,27.0,11.0,1.0,5.0,4.0,3.0,,,4.0,1.0,,50.0,20.0,23.0,,,,,,176.0,167.0,1.0,16.0,9.0,41.3,,,0.0,,,,39.0,,2.0,,2.0,,6.0,1.0,1.0,37.0,9.0,107.0,28.0,27.0,10.0,4.0,17.0,13.0,,92.0,7.0,161.0,2.0,,28.0,7.0,55.0,2.0,251.0,1.0,0.0,11.0,12.0,,39.0,2.0,460.0,10.0,5.0,4.0,9.0,0.0
360770,31.0,2012-04-02 20:00:00,5,Blackburn,Home,97.0,8.0,1.0,4.0,3.0,2.0,,88.0,4.0,,1.0,5.0,9.0,20.0,181.0,,,11.0,9.0,10.0,6.0,1.0,,,,,1.0,1.0,,,,,,7.0,,,,,,,,7.0,6.0,,35.0,39.0,,,,7.0,2.0,7.0,,2.0,6.0,6.0,,7.0,3.0,40.0,34.0,7.0,21.0,13.0,,1.0,66.0,11.0,5.0,,,2.0,,1.0,102.0,,,,,,,7.0,,,,1.0,,,,2.0,21.0,,16.0,12.0,1.0,1.0,58.0,73.0,36.0,10.0,,4.0,3.0,4.0,,,3.0,1.0,,34.0,33.0,14.0,,,,,,143.0,122.0,1.0,21.0,9.0,26.7,,1.0,0.0,,,,59.0,1.0,2.0,,,,5.0,,,37.0,7.0,108.0,25.0,42.0,12.0,2.0,14.0,12.0,,87.0,8.0,160.0,1.0,,21.0,9.0,47.0,,254.0,,0.0,11.0,15.0,1.0,22.0,1.0,443.0,9.0,4.0,2.0,9.0,0.0
360788,32.0,2012-04-07 15:00:00,5,Blackburn,Away,205.0,14.0,,5.0,5.0,2.0,,176.0,4.0,,3.0,5.0,21.0,47.0,376.0,,,14.0,8.0,9.0,12.0,,,,,,,,1.0,,,,,14.0,,,,,,,2.0,8.0,6.0,,72.0,41.0,2.0,3.0,,3.0,4.0,5.0,,4.0,5.0,6.0,,11.0,,37.0,37.0,3.0,11.0,1.0,,,74.0,9.0,6.0,,,1.0,1.0,,148.0,,,,,,,6.0,,,,1.0,,,,,5.0,,17.0,11.0,1.0,3.0,117.0,76.0,38.0,8.0,,4.0,8.0,7.0,,,2.0,2.0,1.0,67.0,36.0,23.0,,,,,,142.0,134.0,2.0,19.0,10.0,52.8,,,0.0,,,,129.0,1.0,2.0,,,,5.0,,2.0,92.0,12.0,217.0,27.0,19.0,15.0,4.0,16.0,12.0,,154.0,10.0,265.0,1.0,,25.0,21.0,80.0,2.0,466.0,,1.0,16.0,11.0,1.0,19.0,1.0,631.0,7.0,11.0,4.0,8.0,0.0
360790,33.0,2012-04-10 20:00:00,5,Blackburn,Home,120.0,15.0,,5.0,5.0,5.0,,172.0,2.0,1.0,3.0,8.0,10.0,39.0,287.0,,1.0,26.0,19.0,8.0,7.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,3.0,7.0,9.0,,52.0,35.0,,1.0,2.0,1.0,4.0,6.0,1.0,4.0,12.0,8.0,,10.0,2.0,56.0,41.0,1.0,8.0,2.0,1.0,1.0,71.0,16.0,12.0,2.0,,,,1.0,148.0,1.0,1.0,1.0,,1.0,,5.0,,,,1.0,,,,,2.0,,12.0,11.0,1.0,3.0,79.0,65.0,28.0,4.0,,3.0,7.0,6.0,,,6.0,2.0,,68.0,40.0,30.0,,,,,2.0,147.0,144.0,,17.0,13.0,52.2,,,0.0,,,,96.0,1.0,2.0,,1.0,,5.0,,2.0,98.0,10.0,138.0,29.0,11.0,12.0,4.0,29.0,25.0,,150.0,12.0,266.0,1.0,1.0,29.0,12.0,69.0,2.0,375.0,,0.0,15.0,14.0,1.0,28.0,4.0,542.0,8.0,7.0,4.0,11.0,0.0
360807,34.0,2012-04-14 15:00:00,5,Blackburn,Away,68.0,12.0,2.0,4.0,2.0,2.0,1.0,76.0,2.0,,,3.0,13.0,15.0,140.0,,,14.0,3.0,2.0,5.0,2.0,,,,,,,1.0,,,,,4.0,,,,,,1.0,2.0,14.0,9.0,,36.0,39.0,,,,2.0,,9.0,,3.0,3.0,2.0,,10.0,4.0,44.0,34.0,2.0,15.0,4.0,,1.0,60.0,14.0,8.0,,,2.0,2.0,,105.0,,,,,,,16.0,,,,,,,,1.0,8.0,1.0,17.0,15.0,1.0,,35.0,69.0,27.0,7.0,,5.0,2.0,2.0,,,4.0,,1.0,40.0,17.0,16.0,,,,,,142.0,130.0,1.0,18.0,16.0,26.8,1.0,2.0,0.0,,,,38.0,3.0,3.0,,1.0,,6.0,,3.0,38.0,7.0,86.0,17.0,27.0,14.0,3.0,10.0,7.0,,77.0,6.0,138.0,,,22.0,13.0,36.0,,214.0,,0.0,8.0,19.0,,19.0,2.0,391.0,12.0,5.0,3.0,16.0,0.0
360811,35.0,2012-04-21 15:00:00,5,Blackburn,Home,84.0,11.0,3.0,7.0,4.0,2.0,,109.0,3.0,,2.0,7.0,4.0,17.0,186.0,,,17.0,7.0,14.0,3.0,2.0,,,,,,,,1.0,,,,5.0,,,,,1.0,,1.0,9.0,4.0,,40.0,42.0,2.0,1.0,1.0,3.0,2.0,5.0,,9.0,9.0,6.0,,14.0,3.0,40.0,38.0,3.0,17.0,9.0,,,70.0,10.0,13.0,,,1.0,,,140.0,2.0,,2.0,2.0,,,11.0,,,2.0,1.0,,,,1.0,22.0,1.0,20.0,17.0,2.0,2.0,55.0,90.0,33.0,7.0,2.0,3.0,4.0,3.0,,,1.0,2.0,,59.0,29.0,18.0,,,,,,202.0,178.0,,17.0,15.0,42.7,1.0,,0.0,,,,50.0,2.0,1.0,,1.0,,3.0,,3.0,56.0,7.0,108.0,22.0,41.0,7.0,9.0,24.0,15.0,,104.0,7.0,201.0,1.0,,36.0,6.0,45.0,4.0,285.0,,0.0,8.0,9.0,1.0,28.0,1.0,496.0,18.0,2.0,9.0,8.0,0.0
360826,36.0,2012-04-29 16:00:00,5,Blackburn,Away,117.0,3.0,,,,,,83.0,4.0,,2.0,5.0,11.0,13.0,200.0,,,11.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,9.0,10.0,,44.0,47.0,,,,4.0,,13.0,1.0,1.0,5.0,2.0,,14.0,1.0,57.0,31.0,4.0,15.0,3.0,,,57.0,15.0,5.0,,,,1.0,,122.0,,,,,,,13.0,,,,4.0,,,,1.0,8.0,,22.0,14.0,2.0,2.0,63.0,80.0,32.0,6.0,,,,,,,4.0,,,57.0,26.0,9.0,,,,,,157.0,143.0,1.0,26.0,13.0,29.4,,,0.0,,,,53.0,2.0,1.0,,,,,,2.0,41.0,,146.0,14.0,29.0,11.0,1.0,9.0,8.0,,80.0,4.0,145.0,4.0,,40.0,15.0,47.0,2.0,282.0,,0.0,,21.0,,21.0,0.0,457.0,9.0,3.0,1.0,17.0,0.0
360831,37.0,2012-05-07 20:00:00,5,Blackburn,Home,65.0,8.0,3.0,3.0,,1.0,,95.0,4.0,2.0,1.0,11.0,6.0,20.0,157.0,,,27.0,18.0,4.0,9.0,,,,1.0,,,1.0,,,,,1.0,9.0,,,,,,,,13.0,7.0,,34.0,38.0,1.0,1.0,,2.0,4.0,10.0,,5.0,14.0,1.0,,7.0,4.0,52.0,35.0,2.0,14.0,3.0,,1.0,86.0,14.0,11.0,,1.0,4.0,3.0,1.0,128.0,,,,,,,12.0,,,,2.0,,,,,5.0,,29.0,19.0,,2.0,47.0,86.0,31.0,6.0,,3.0,6.0,2.0,,,3.0,,,47.0,28.0,16.0,,,,,,174.0,166.0,2.0,17.0,12.0,36.7,,,0.0,,,,48.0,4.0,1.0,,,,6.0,1.0,3.0,51.0,9.0,72.0,18.0,22.0,5.0,5.0,23.0,18.0,,125.0,9.0,208.0,2.0,2.0,44.0,7.0,58.0,,257.0,,0.0,12.0,18.0,2.0,31.0,2.0,463.0,22.0,2.0,5.0,15.0,0.0
360839,38.0,2012-05-13 15:00:00,5,Blackburn,Away,220.0,17.0,1.0,1.0,,,,125.0,9.0,,1.0,3.0,14.0,38.0,344.0,,,13.0,4.0,,5.0,1.0,,,1.0,,,2.0,,,,,,6.0,,,,,,,,9.0,10.0,,58.0,36.0,1.0,,1.0,2.0,2.0,6.0,,2.0,2.0,4.0,,4.0,3.0,28.0,39.0,2.0,22.0,7.0,,1.0,56.0,4.0,13.0,1.0,,3.0,1.0,2.0,141.0,1.0,,,,1.0,,19.0,,,,1.0,,,,,15.0,,19.0,15.0,,1.0,111.0,69.0,45.0,8.0,,3.0,4.0,4.0,,,2.0,,,49.0,33.0,14.0,,,,,,128.0,111.0,1.0,12.0,20.0,41.6,,,0.0,,,,92.0,,2.0,,,,4.0,,3.0,37.0,7.0,234.0,31.0,39.0,14.0,2.0,9.0,7.0,,69.0,1.0,177.0,1.0,,12.0,16.0,50.0,4.0,402.0,,0.0,10.0,21.0,1.0,16.0,0.0,583.0,14.0,4.0,2.0,17.0,0.0
