matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321658,1,2010-08-14 15:00:00,5,Blackburn,Home,48.0,11.0,,1.0,1.0,6.0,,60.0,1.0,,3.0,9.0,5.0,15.0,107.0,,1.0,8.0,14.0,10.0,5.0,,,,,,,,,,,,,,,,,,9.0,11.0,23.0,29.0,2.0,2.0,1.0,7.0,1.0,4.0,,1.0,5.0,3.0,,7.0,,53.0,43.0,7.0,24.0,16.0,,,80.0,20.0,14.0,1.0,,,,,157.0,,,,,,,8.0,,3.0,1.0,33.0,,20.0,17.0,1.0,3.0,9.0,79.0,26.0,3.0,,3.0,2.0,2.0,8.0,1.0,,28.0,22.0,,,,,,,,,,,30.4,,,0.0,19.0,2.0,2.0,,1.0,,4.0,,2.0,37.0,5.0,64.0,26.0,48.0,13.0,1.0,11.0,10.0,,109.0,11.0,155.0,3.0,,44.0,6.0,55.0,3.0,208.0,,0.0,7.0,15.0,3.0,20.0,2.0,450.0,10.0,4.0,1.0,10.0,0.0
321668,2,2010-08-21 15:00:00,5,Blackburn,Away,51.0,14.0,2.0,5.0,3.0,4.0,1.0,105.0,3.0,,5.0,14.0,5.0,27.0,151.0,,,20.0,26.0,30.0,8.0,4.0,,,,,,,,,,7.0,,1.0,,,1.0,2.0,5.0,8.0,29.0,43.0,1.0,2.0,,,4.0,1.0,,12.0,9.0,8.0,,6.0,3.0,50.0,68.0,,29.0,22.0,,,91.0,14.0,13.0,,,6.0,5.0,,138.0,1.0,1.0,1.0,,1.0,,9.0,,1.0,,36.0,2.0,10.0,8.0,,5.0,45.0,82.0,39.0,4.0,1.0,6.0,7.0,4.0,5.0,1.0,,37.0,37.0,47.0,,,,1.0,197.0,174.0,2.0,13.0,14.0,44.0,1.0,,0.0,41.0,2.0,1.0,,,,7.0,1.0,3.0,61.0,13.0,66.0,29.0,52.0,11.0,12.0,34.0,22.0,,131.0,14.0,221.0,1.0,,43.0,5.0,63.0,2.0,253.0,,0.0,15.0,17.0,1.0,31.0,3.0,485.0,14.0,8.0,12.0,12.0,0.0
321678,3,2010-08-28 12:45:00,5,Blackburn,Home,86.0,13.0,1.0,3.0,2.0,4.0,,98.0,2.0,,1.0,18.0,3.0,26.0,181.0,1.0,,14.0,16.0,14.0,6.0,1.0,,,,,1.0,,,,,9.0,,,,,,,10.0,4.0,40.0,52.0,2.0,1.0,1.0,2.0,5.0,10.0,1.0,4.0,9.0,6.0,,15.0,2.0,62.0,52.0,2.0,19.0,8.0,,,91.0,9.0,6.0,1.0,,1.0,,1.0,146.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,,12.0,,26.0,16.0,1.0,1.0,47.0,88.0,39.0,8.0,,4.0,4.0,3.0,4.0,,,30.0,39.0,30.0,,,,,190.0,177.0,3.0,24.0,20.0,35.3,,1.0,0.0,48.0,3.0,,,1.0,,7.0,,3.0,57.0,8.0,96.0,35.0,32.0,18.0,4.0,19.0,15.0,,133.0,12.0,204.0,2.0,,40.0,4.0,60.0,5.0,281.0,1.0,0.0,15.0,26.0,2.0,25.0,1.0,501.0,13.0,6.0,4.0,23.0,0.0
321691,4,2010-09-11 15:00:00,5,Blackburn,Away,82.0,4.0,,1.0,1.0,3.0,,92.0,2.0,,,6.0,10.0,15.0,173.0,,,16.0,19.0,10.0,5.0,1.0,,,,,,,,,,5.0,,,,,,2.0,16.0,5.0,35.0,50.0,1.0,,1.0,4.0,2.0,14.0,2.0,1.0,4.0,5.0,,7.0,6.0,56.0,59.0,4.0,17.0,8.0,,,76.0,12.0,12.0,1.0,,1.0,1.0,,148.0,1.0,,,1.0,,,10.0,1.0,2.0,1.0,23.0,,15.0,14.0,3.0,,51.0,78.0,25.0,14.0,,2.0,5.0,3.0,6.0,1.0,,35.0,44.0,37.0,,,,,190.0,168.0,,23.0,20.0,35.1,,,0.0,48.0,7.0,2.0,,1.0,,4.0,,3.0,48.0,7.0,101.0,20.0,39.0,8.0,1.0,11.0,10.0,,119.0,8.0,192.0,2.0,,36.0,10.0,55.0,,282.0,,0.0,9.0,33.0,2.0,27.0,1.0,493.0,17.0,3.0,1.0,26.0,0.0
321698,5,2010-09-18 15:00:00,5,Blackburn,Home,64.0,12.0,,4.0,4.0,3.0,,116.0,1.0,2.0,,8.0,12.0,16.0,176.0,,,22.0,21.0,23.0,5.0,,,,,,,,,,,8.0,,,,,,2.0,5.0,4.0,38.0,51.0,1.0,1.0,,2.0,3.0,5.0,,3.0,8.0,13.0,1.0,9.0,1.0,59.0,61.0,2.0,20.0,8.0,,,93.0,19.0,10.0,,,2.0,1.0,,162.0,1.0,1.0,1.0,,1.0,,8.0,,1.0,2.0,12.0,,25.0,20.0,1.0,,52.0,92.0,27.0,3.0,,3.0,3.0,4.0,2.0,1.0,,53.0,46.0,29.0,,,,,206.0,196.0,1.0,21.0,22.0,38.9,,,0.0,51.0,1.0,,,3.0,,4.0,,3.0,74.0,6.0,87.0,31.0,30.0,11.0,3.0,25.0,22.0,,153.0,10.0,241.0,2.0,3.0,52.0,13.0,60.0,4.0,303.0,2.0,0.0,11.0,24.0,2.0,29.0,0.0,520.0,13.0,4.0,3.0,17.0,0.0
321709,6,2010-09-25 15:00:00,5,Blackburn,Away,64.0,10.0,,7.0,7.0,5.0,1.0,114.0,5.0,,,15.0,11.0,26.0,171.0,,1.0,22.0,17.0,23.0,9.0,3.0,1.0,,,,,,,,,11.0,,,,,1.0,4.0,10.0,5.0,41.0,37.0,1.0,1.0,,3.0,5.0,5.0,1.0,8.0,16.0,4.0,,16.0,3.0,57.0,54.0,3.0,23.0,11.0,,,79.0,13.0,12.0,,,2.0,2.0,,159.0,,,,,,,10.0,1.0,2.0,2.0,28.0,1.0,15.0,12.0,1.0,,49.0,94.0,41.0,8.0,1.0,5.0,7.0,5.0,5.0,1.0,,62.0,30.0,26.0,,,,,215.0,190.0,3.0,15.0,13.0,41.8,1.0,,0.0,35.0,,2.0,,,1.0,6.0,1.0,3.0,71.0,12.0,92.0,21.0,48.0,12.0,7.0,29.0,22.0,1.0,132.0,22.0,221.0,2.0,,43.0,12.0,65.0,3.0,284.0,,0.0,16.0,15.0,3.0,36.0,1.0,521.0,8.0,4.0,8.0,11.0,0.0
321721,7,2010-10-02 15:00:00,5,Blackburn,Away,90.0,15.0,,5.0,5.0,7.0,,122.0,3.0,1.0,2.0,6.0,15.0,23.0,207.0,,,10.0,22.0,22.0,5.0,,,,,,,,,,,6.0,,,,,,1.0,13.0,8.0,49.0,37.0,1.0,1.0,,1.0,5.0,4.0,,6.0,10.0,11.0,,3.0,3.0,44.0,49.0,1.0,31.0,20.0,,,75.0,13.0,8.0,,,1.0,1.0,,147.0,,,,,,,12.0,,2.0,,34.0,,10.0,9.0,2.0,2.0,73.0,98.0,39.0,8.0,,2.0,3.0,1.0,5.0,,,50.0,50.0,46.0,,,,,200.0,182.0,1.0,14.0,10.0,55.5,,3.0,0.0,58.0,5.0,1.0,,,,3.0,,3.0,64.0,5.0,118.0,33.0,49.0,4.0,6.0,28.0,22.0,,133.0,16.0,237.0,2.0,1.0,39.0,19.0,65.0,1.0,327.0,,0.0,9.0,17.0,,23.0,3.0,532.0,11.0,2.0,6.0,13.0,0.0
321729,8,2010-10-18 20:00:00,5,Blackburn,Home,87.0,10.0,,4.0,4.0,4.0,,96.0,7.0,1.0,1.0,11.0,9.0,24.0,179.0,,,23.0,34.0,27.0,7.0,,,,,,,,,,,8.0,,,,,,,6.0,11.0,37.0,30.0,,,,3.0,1.0,3.0,,5.0,7.0,6.0,,6.0,3.0,60.0,59.0,3.0,18.0,10.0,,1.0,84.0,12.0,11.0,,,2.0,2.0,,157.0,,,,,,,16.0,,1.0,,17.0,,22.0,15.0,3.0,1.0,53.0,101.0,39.0,3.0,,5.0,2.0,2.0,4.0,5.0,,44.0,59.0,22.0,,,,,210.0,198.0,,17.0,6.0,43.0,,,0.0,65.0,3.0,1.0,,,,6.0,,3.0,58.0,7.0,115.0,28.0,30.0,11.0,5.0,20.0,15.0,,130.0,21.0,217.0,1.0,1.0,50.0,10.0,67.0,6.0,312.0,,1.0,9.0,15.0,3.0,30.0,2.0,517.0,11.0,6.0,5.0,10.0,0.0
321739,9,2010-10-24 15:00:00,5,Blackburn,Away,107.0,8.0,,1.0,1.0,2.0,,108.0,2.0,2.0,2.0,8.0,16.0,18.0,214.0,1.0,,15.0,26.0,13.0,4.0,1.0,,,,,1.0,,,,,3.0,,,,,,2.0,17.0,3.0,38.0,23.0,1.0,1.0,,4.0,3.0,3.0,,4.0,10.0,6.0,,23.0,1.0,71.0,56.0,4.0,35.0,18.0,,,87.0,13.0,17.0,,,4.0,3.0,1.0,143.0,,,,,,,11.0,,1.0,,32.0,,18.0,13.0,,2.0,75.0,87.0,32.0,15.0,,2.0,3.0,1.0,5.0,1.0,,50.0,43.0,29.0,,,,,188.0,169.0,,10.0,7.0,42.7,,1.0,0.0,55.0,6.0,,,,,3.0,,3.0,53.0,5.0,123.0,29.0,54.0,11.0,4.0,23.0,19.0,,119.0,6.0,211.0,1.0,2.0,40.0,16.0,58.0,1.0,311.0,1.0,0.0,7.0,21.0,,21.0,3.0,541.0,4.0,5.0,4.0,17.0,0.0
321749,10,2010-10-30 15:00:00,5,Blackburn,Home,68.0,10.0,,6.0,6.0,3.0,1.0,102.0,4.0,,2.0,14.0,8.0,22.0,164.0,,,21.0,16.0,11.0,10.0,,2.0,,,,,,,,,10.0,,,,,,2.0,7.0,9.0,38.0,51.0,3.0,3.0,,2.0,2.0,4.0,,3.0,14.0,7.0,,9.0,1.0,47.0,49.0,2.0,18.0,11.0,,,78.0,13.0,14.0,1.0,,3.0,3.0,,145.0,1.0,,1.0,,1.0,,8.0,,2.0,1.0,18.0,,19.0,15.0,1.0,2.0,44.0,80.0,30.0,5.0,,6.0,5.0,4.0,7.0,1.0,,46.0,31.0,25.0,,,,,176.0,158.0,3.0,26.0,12.0,33.9,,1.0,0.0,41.0,1.0,,,1.0,2.0,8.0,,3.0,63.0,11.0,89.0,17.0,36.0,12.0,2.0,26.0,24.0,2.0,119.0,12.0,205.0,2.0,,49.0,8.0,57.0,2.0,268.0,,0.0,14.0,18.0,,24.0,2.0,476.0,9.0,6.0,3.0,14.0,0.0
