matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321878,23,2011-01-15 15:00:00,5,Blackburn,Away,114.0,10.0,1.0,1.0,,6.0,,92.0,9.0,1.0,1.0,11.0,14.0,24.0,205.0,,,16.0,14.0,12.0,1.0,1.0,,,,,,,,,,,,,,,,,18.0,13.0,50.0,57.0,,,,8.0,1.0,8.0,,1.0,5.0,1.0,,11.0,1.0,50.0,50.0,8.0,28.0,12.0,,1.0,73.0,7.0,11.0,,,,,,143.0,,,,,,,16.0,,,1.0,20.0,,29.0,22.0,3.0,1.0,58.0,89.0,41.0,14.0,,1.0,1.0,2.0,9.0,,,44.0,42.0,13.0,,,,,170.0,150.0,1.0,32.0,12.0,35.1,,,0.0,48.0,2.0,2.0,,1.0,,1.0,,3.0,44.0,2.0,129.0,27.0,48.0,13.0,1.0,7.0,6.0,,102.0,14.0,177.0,,1.0,31.0,16.0,57.0,3.0,299.0,,0.0,4.0,25.0,2.0,21.0,0.0,529.0,13.0,2.0,1.0,17.0,0.0
321889,24,2011-01-23 16:00:00,5,Blackburn,Home,75.0,16.0,2.0,4.0,3.0,2.0,,168.0,1.0,1.0,1.0,8.0,16.0,24.0,239.0,,2.0,24.0,12.0,7.0,10.0,2.0,1.0,,,,1.0,,,,,13.0,,,,,,,11.0,13.0,46.0,44.0,1.0,1.0,,,4.0,11.0,,9.0,8.0,9.0,,9.0,5.0,53.0,51.0,,18.0,10.0,,1.0,72.0,4.0,6.0,,1.0,1.0,,1.0,132.0,1.0,,,1.0,,,6.0,1.0,1.0,,14.0,,19.0,15.0,,1.0,77.0,72.0,39.0,9.0,1.0,6.0,7.0,6.0,12.0,1.0,,96.0,28.0,23.0,,,,,176.0,161.0,1.0,13.0,22.0,44.6,,,0.0,64.0,3.0,3.0,,,1.0,8.0,,3.0,93.0,13.0,86.0,33.0,33.0,27.0,9.0,25.0,17.0,1.0,150.0,6.0,258.0,1.0,1.0,20.0,16.0,49.0,1.0,319.0,1.0,0.0,18.0,28.0,2.0,29.0,0.0,574.0,21.0,10.0,9.0,19.0,0.0
321904,25,2011-02-02 20:00:00,5,Blackburn,Home,127.0,11.0,1.0,8.0,7.0,4.0,,156.0,1.0,,2.0,6.0,13.0,24.0,275.0,,1.0,21.0,17.0,14.0,10.0,1.0,,,,1.0,1.0,,,,,11.0,,,,,,2.0,4.0,2.0,49.0,60.0,1.0,1.0,,2.0,6.0,9.0,,4.0,11.0,14.0,,5.0,2.0,55.0,54.0,2.0,17.0,5.0,,1.0,70.0,13.0,11.0,,,4.0,2.0,1.0,165.0,,,,,,,1.0,,1.0,,12.0,,25.0,20.0,4.0,2.0,93.0,81.0,33.0,4.0,,5.0,6.0,7.0,2.0,1.0,,63.0,41.0,32.0,,,,,171.0,162.0,4.0,32.0,16.0,46.3,,,0.0,73.0,1.0,1.0,,1.0,,5.0,1.0,3.0,79.0,11.0,136.0,22.0,26.0,20.0,2.0,29.0,27.0,,150.0,9.0,273.0,1.0,,31.0,13.0,55.0,1.0,380.0,,0.0,18.0,20.0,2.0,27.0,2.0,595.0,12.0,9.0,4.0,14.0,0.0
321915,26,2011-02-05 15:00:00,5,Blackburn,Away,78.0,6.0,3.0,8.0,5.0,3.0,1.0,159.0,3.0,1.0,6.0,11.0,15.0,20.0,229.0,1.0,1.0,21.0,15.0,12.0,6.0,2.0,,,,,,,,,,7.0,1.0,,,,,1.0,7.0,5.0,48.0,62.0,4.0,2.0,3.0,3.0,4.0,14.0,,9.0,10.0,13.0,1.0,21.0,2.0,71.0,56.0,3.0,10.0,4.0,,,79.0,14.0,12.0,1.0,,4.0,3.0,,167.0,2.0,1.0,2.0,1.0,1.0,,9.0,1.0,,1.0,5.0,,8.0,8.0,,6.0,60.0,96.0,43.0,4.0,1.0,4.0,6.0,4.0,,1.0,,77.0,48.0,25.0,1.0,1.0,1.0,1.0,189.0,183.0,5.0,17.0,31.0,54.0,,,0.0,58.0,1.0,2.0,,,,5.0,1.0,3.0,91.0,10.0,98.0,20.0,16.0,15.0,8.0,34.0,26.0,,148.0,9.0,269.0,,2.0,41.0,15.0,45.0,4.0,333.0,2.0,0.0,13.0,25.0,2.0,24.0,2.0,547.0,10.0,7.0,9.0,20.0,0.0
321919,27,2011-02-12 15:00:00,5,Blackburn,Home,85.0,13.0,,,,2.0,,106.0,3.0,,2.0,11.0,11.0,22.0,191.0,,,16.0,24.0,18.0,1.0,2.0,,,,,,,,,,1.0,,,,1.0,,5.0,9.0,6.0,40.0,60.0,1.0,1.0,,4.0,1.0,8.0,,2.0,9.0,5.0,,5.0,1.0,54.0,51.0,4.0,25.0,16.0,,,73.0,12.0,10.0,,,,,,154.0,,,,,,,12.0,,,1.0,22.0,1.0,21.0,19.0,4.0,2.0,47.0,85.0,36.0,11.0,,3.0,,,6.0,,,71.0,20.0,28.0,,,,,170.0,158.0,5.0,27.0,22.0,42.8,1.0,2.0,0.0,45.0,2.0,,,,,6.0,,3.0,62.0,3.0,106.0,26.0,37.0,8.0,2.0,16.0,14.0,,114.0,10.0,196.0,,,35.0,11.0,49.0,3.0,286.0,,0.0,7.0,21.0,,25.0,1.0,489.0,15.0,2.0,2.0,17.0,0.0
321927,28,2011-02-26 15:00:00,5,Blackburn,Away,148.0,15.0,1.0,1.0,,3.0,,148.0,6.0,,2.0,7.0,17.0,30.0,295.0,,,15.0,13.0,13.0,2.0,1.0,,,,,,1.0,,,,4.0,,,,,,,11.0,12.0,62.0,64.0,,,,7.0,,11.0,,2.0,3.0,6.0,,12.0,3.0,50.0,40.0,7.0,23.0,10.0,1.0,,66.0,12.0,5.0,1.0,,2.0,1.0,,141.0,1.0,,,1.0,,,10.0,1.0,,1.0,13.0,,24.0,22.0,2.0,2.0,98.0,89.0,51.0,10.0,,2.0,2.0,2.0,5.0,2.0,1.0,60.0,37.0,15.0,1.0,1.0,1.0,,150.0,143.0,3.0,28.0,25.0,40.9,,1.0,0.0,91.0,1.0,5.0,1.0,1.0,,3.0,,3.0,55.0,4.0,171.0,31.0,30.0,6.0,2.0,12.0,10.0,,106.0,8.0,233.0,,,25.0,17.0,51.0,1.0,392.0,,1.0,5.0,19.0,,18.0,2.0,575.0,10.0,3.0,2.0,13.0,0.0
321941,29,2011-03-05 15:00:00,5,Blackburn,Away,53.0,12.0,2.0,10.0,8.0,1.0,,131.0,3.0,,1.0,9.0,12.0,17.0,174.0,2.0,1.0,21.0,21.0,27.0,10.0,2.0,2.0,,,,,,,,,10.0,,,,,,2.0,11.0,9.0,40.0,54.0,1.0,1.0,,3.0,6.0,7.0,,7.0,14.0,5.0,,15.0,3.0,68.0,74.0,3.0,29.0,12.0,,,90.0,19.0,11.0,,,5.0,4.0,,171.0,1.0,,1.0,,1.0,,9.0,,1.0,,19.0,,14.0,10.0,,1.0,36.0,92.0,34.0,9.0,1.0,3.0,10.0,6.0,8.0,1.0,,67.0,49.0,26.0,1.0,1.0,1.0,,196.0,178.0,3.0,20.0,22.0,44.8,,1.0,0.0,43.0,3.0,1.0,,1.0,2.0,3.0,,3.0,79.0,13.0,70.0,33.0,47.0,20.0,6.0,29.0,23.0,2.0,145.0,14.0,249.0,1.0,,35.0,13.0,48.0,1.0,290.0,2.0,1.0,15.0,22.0,1.0,26.0,3.0,542.0,9.0,14.0,7.0,18.0,0.0
321948,30,2011-03-19 15:00:00,5,Blackburn,Home,67.0,15.0,3.0,6.0,3.0,10.0,,169.0,2.0,1.0,2.0,20.0,9.0,32.0,230.0,1.0,1.0,20.0,20.0,25.0,12.0,5.0,,,,,,,,,,14.0,,,,1.0,1.0,4.0,4.0,5.0,40.0,45.0,2.0,2.0,1.0,1.0,7.0,8.0,,8.0,13.0,10.0,1.0,7.0,3.0,62.0,62.0,1.0,13.0,7.0,,,91.0,17.0,12.0,,,2.0,2.0,,167.0,,,,,,,6.0,1.0,2.0,1.0,10.0,2.0,19.0,14.0,2.0,2.0,73.0,95.0,51.0,3.0,1.0,12.0,5.0,5.0,1.0,,,65.0,32.0,43.0,1.0,1.0,1.0,,181.0,177.0,,18.0,21.0,52.5,2.0,,0.0,60.0,1.0,3.0,,,,14.0,2.0,3.0,101.0,17.0,80.0,27.0,17.0,18.0,7.0,32.0,25.0,,169.0,25.0,292.0,2.0,1.0,44.0,9.0,60.0,1.0,340.0,2.0,0.0,26.0,18.0,1.0,31.0,1.0,541.0,7.0,7.0,8.0,12.0,0.0
321957,31,2011-04-02 17:30:00,5,Blackburn,Away,83.0,12.0,1.0,1.0,,2.0,,95.0,6.0,,1.0,9.0,6.0,23.0,177.0,,,14.0,15.0,8.0,2.0,2.0,,,1.0,,1.0,,,,,3.0,,,,,,1.0,15.0,7.0,39.0,54.0,1.0,1.0,,5.0,,11.0,1.0,4.0,6.0,5.0,,2.0,3.0,49.0,45.0,5.0,27.0,7.0,,,64.0,11.0,10.0,,,2.0,1.0,1.0,116.0,,,,,,,12.0,,1.0,,18.0,,22.0,15.0,,2.0,46.0,79.0,40.0,11.0,,2.0,2.0,2.0,7.0,2.0,,59.0,33.0,18.0,,,,,152.0,135.0,,26.0,16.0,32.5,,,0.0,54.0,3.0,2.0,,,,5.0,,2.0,47.0,4.0,94.0,20.0,44.0,16.0,4.0,16.0,12.0,,90.0,13.0,177.0,1.0,,23.0,7.0,44.0,4.0,255.0,,1.0,7.0,21.0,1.0,21.0,2.0,474.0,10.0,6.0,4.0,17.0,0.0
321968,32,2011-04-09 15:00:00,5,Blackburn,Home,77.0,6.0,1.0,7.0,6.0,4.0,1.0,107.0,2.0,,3.0,9.0,9.0,20.0,177.0,,1.0,15.0,16.0,28.0,9.0,2.0,1.0,,,,1.0,,,,,6.0,,,1.0,,,3.0,1.0,5.0,35.0,46.0,1.0,1.0,1.0,1.0,4.0,1.0,,8.0,11.0,6.0,,8.0,1.0,42.0,64.0,1.0,14.0,8.0,,,75.0,11.0,10.0,,,4.0,2.0,1.0,148.0,,,,,,1.0,10.0,1.0,,1.0,13.0,1.0,11.0,8.0,,3.0,53.0,81.0,27.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,,45.0,40.0,32.0,,,,,180.0,172.0,4.0,15.0,17.0,47.1,1.0,,0.0,55.0,,1.0,,1.0,1.0,10.0,2.0,3.0,70.0,11.0,101.0,19.0,22.0,18.0,7.0,26.0,19.0,1.0,136.0,15.0,216.0,,,36.0,9.0,53.0,,291.0,1.0,0.0,15.0,15.0,2.0,25.0,2.0,478.0,5.0,11.0,8.0,13.0,0.0
321979,33,2011-04-16 15:00:00,5,Blackburn,Away,86.0,5.0,,3.0,3.0,3.0,,118.0,10.0,,,6.0,6.0,20.0,201.0,,,23.0,8.0,13.0,2.0,1.0,,,,,,,,,,5.0,,,,,,1.0,10.0,8.0,42.0,41.0,,1.0,,8.0,3.0,6.0,,1.0,5.0,6.0,,11.0,2.0,54.0,48.0,7.0,22.0,9.0,,,84.0,20.0,10.0,,,1.0,1.0,,159.0,,,,,,,18.0,,1.0,2.0,19.0,,19.0,18.0,2.0,,49.0,90.0,42.0,10.0,,,3.0,1.0,5.0,,,54.0,40.0,25.0,1.0,1.0,1.0,,185.0,167.0,2.0,21.0,14.0,45.8,,,0.0,59.0,2.0,1.0,,2.0,,3.0,1.0,3.0,68.0,3.0,110.0,15.0,39.0,17.0,1.0,13.0,12.0,,133.0,15.0,212.0,1.0,,30.0,9.0,50.0,1.0,309.0,,0.0,7.0,19.0,1.0,30.0,3.0,530.0,11.0,6.0,1.0,16.0,0.0
321988,34,2011-04-25 20:00:00,5,Blackburn,Home,63.0,9.0,1.0,4.0,3.0,2.0,1.0,95.0,1.0,2.0,,10.0,5.0,26.0,154.0,,,17.0,5.0,7.0,7.0,3.0,,,,2.0,3.0,,,,,7.0,,,,,,2.0,7.0,5.0,41.0,42.0,1.0,2.0,,4.0,3.0,7.0,1.0,4.0,7.0,3.0,,6.0,3.0,46.0,44.0,4.0,24.0,8.0,,,63.0,15.0,15.0,,,8.0,4.0,3.0,129.0,,,,,,,7.0,,,,10.0,,14.0,13.0,2.0,,37.0,73.0,27.0,6.0,,8.0,2.0,3.0,4.0,,,51.0,24.0,23.0,,,,,160.0,151.0,3.0,23.0,11.0,32.8,,2.0,0.0,38.0,2.0,2.0,,1.0,,8.0,,3.0,63.0,10.0,82.0,22.0,33.0,20.0,4.0,18.0,14.0,,115.0,8.0,181.0,,2.0,35.0,5.0,55.0,,245.0,,0.0,14.0,15.0,1.0,25.0,2.0,440.0,13.0,7.0,4.0,12.0,0.0
321999,35,2011-04-30 15:00:00,5,Blackburn,Home,46.0,8.0,1.0,9.0,8.0,1.0,,105.0,3.0,3.0,,7.0,5.0,14.0,142.0,,,16.0,15.0,16.0,12.0,1.0,1.0,,,,1.0,,,,,16.0,,,,,,1.0,5.0,8.0,36.0,29.0,2.0,2.0,,3.0,5.0,4.0,,3.0,15.0,6.0,1.0,7.0,,44.0,49.0,3.0,29.0,12.0,,1.0,90.0,7.0,9.0,,1.0,2.0,1.0,1.0,120.0,1.0,,,1.0,,,10.0,1.0,2.0,,28.0,,21.0,12.0,1.0,1.0,48.0,83.0,22.0,10.0,,7.0,7.0,6.0,3.0,1.0,,47.0,31.0,27.0,,,,,200.0,171.0,2.0,10.0,8.0,42.1,,1.0,0.0,36.0,,,,1.0,1.0,10.0,,3.0,73.0,14.0,61.0,16.0,58.0,19.0,3.0,25.0,22.0,1.0,134.0,3.0,204.0,2.0,3.0,43.0,5.0,47.0,7.0,240.0,1.0,0.0,21.0,16.0,,27.0,2.0,485.0,11.0,8.0,3.0,13.0,0.0
322015,36,2011-05-07 15:00:00,5,Blackburn,Away,56.0,6.0,2.0,3.0,1.0,1.0,,88.0,4.0,,2.0,6.0,13.0,8.0,141.0,,1.0,8.0,26.0,12.0,2.0,1.0,,,,,,,,,1.0,7.0,,,,,,1.0,12.0,15.0,35.0,43.0,1.0,,1.0,5.0,1.0,1.0,,3.0,6.0,3.0,,8.0,2.0,56.0,48.0,5.0,34.0,15.0,,,70.0,17.0,8.0,1.0,,1.0,1.0,,104.0,1.0,,1.0,1.0,,,17.0,1.0,1.0,3.0,30.0,,9.0,5.0,2.0,2.0,39.0,75.0,28.0,7.0,,1.0,3.0,3.0,10.0,1.0,,42.0,34.0,24.0,,,,,159.0,136.0,1.0,16.0,16.0,37.9,,2.0,0.0,37.0,2.0,2.0,,,,6.0,,3.0,46.0,4.0,66.0,14.0,57.0,12.0,3.0,13.0,10.0,,94.0,7.0,162.0,1.0,,31.0,16.0,40.0,2.0,215.0,,0.0,10.0,23.0,1.0,21.0,0.0,435.0,8.0,5.0,3.0,15.0,0.0
322019,37,2011-05-14 12:45:00,5,Blackburn,Home,71.0,5.0,,4.0,4.0,2.0,,84.0,2.0,,,5.0,6.0,17.0,151.0,,,5.0,3.0,11.0,4.0,,,,,,,,,,,5.0,,,,1.0,,,6.0,6.0,30.0,37.0,,,,9.0,,3.0,1.0,2.0,5.0,4.0,,8.0,1.0,35.0,39.0,9.0,20.0,8.0,,,62.0,11.0,11.0,,,,,,98.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,14.0,1.0,29.0,23.0,4.0,,47.0,57.0,16.0,6.0,1.0,3.0,2.0,2.0,5.0,,,31.0,29.0,18.0,1.0,1.0,1.0,,130.0,119.0,1.0,19.0,10.0,24.5,1.0,1.0,0.0,50.0,,1.0,,1.0,,4.0,,3.0,47.0,5.0,81.0,11.0,31.0,12.0,2.0,11.0,9.0,,98.0,6.0,155.0,1.0,,26.0,8.0,45.0,,225.0,,0.0,6.0,15.0,,10.0,3.0,398.0,7.0,2.0,2.0,12.0,0.0
322036,38,2011-05-22 16:00:00,5,Blackburn,Away,89.0,11.0,3.0,6.0,3.0,4.0,,80.0,7.0,,,11.0,6.0,19.0,163.0,,,15.0,7.0,11.0,7.0,2.0,,,1.0,,2.0,,,,,8.0,,,,,,4.0,10.0,6.0,45.0,40.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,5.0,5.0,,8.0,2.0,29.0,37.0,5.0,33.0,19.0,,,70.0,10.0,13.0,1.0,,3.0,1.0,2.0,130.0,2.0,,1.0,2.0,,,15.0,2.0,1.0,,45.0,,22.0,19.0,2.0,,50.0,88.0,29.0,8.0,2.0,4.0,7.0,9.0,4.0,,,49.0,25.0,29.0,,,,,183.0,152.0,4.0,13.0,17.0,41.7,,1.0,0.0,41.0,2.0,,,,,5.0,1.0,2.0,46.0,11.0,111.0,21.0,64.0,6.0,3.0,14.0,11.0,,99.0,13.0,169.0,1.0,,49.0,8.0,60.0,2.0,266.0,,0.0,16.0,9.0,,22.0,1.0,487.0,14.0,4.0,3.0,7.0,0.0
