matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284106,11,2009-10-31 17:30:00,5,Blackburn,Away,99.0,7.0,2.0,5.0,3.0,5.0,,93.0,4.0,,1.0,8.0,6.0,18.0,187.0,,,7.0,15.0,25.0,1.0,1.0,,,,,,,,,,,,,,,,,14.0,11.0,,,34.0,1.0,1.0,3.0,1.0,2.0,1.0,6.0,,10.0,2.0,55.0,52.0,1.0,25.0,12.0,,1.0,83.0,21.0,11.0,,,,,,,,,,,,15.0,,1.0,1.0,26.0,,27.0,27.0,3.0,1.0,94.0,34.0,7.0,,1.0,1.0,1.0,,6.0,,37.0,20.0,27.0,,,,,162.0,139.0,,17.0,7.0,34.4,,,1.0,0.0,3.0,1.0,,,,,1.0,,3.0,46.0,,2.0,114.0,17.0,48.0,7.0,2.0,10.0,8.0,,108.0,15.0,183.0,1.0,,40.0,6.0,52.0,2.0,287.0,,0.0,3.0,16.0,,11.0,2.0,500.0,,,2.0,14.0,0.0
284111,12,2009-11-07 15:00:00,5,Blackburn,Home,101.0,9.0,2.0,9.0,7.0,4.0,,148.0,2.0,,5.0,10.0,17.0,30.0,240.0,,,18.0,12.0,17.0,3.0,,,,,,,,,,,,,,,,,1.0,3.0,6.0,,,44.0,5.0,2.0,1.0,,8.0,13.0,6.0,1.0,7.0,,39.0,59.0,5.0,22.0,15.0,,,86.0,13.0,18.0,2.0,,,,,2.0,1.0,2.0,1.0,1.0,,9.0,,1.0,3.0,25.0,,18.0,18.0,1.0,5.0,85.0,42.0,5.0,,1.0,4.0,4.0,,1.0,,65.0,60.0,29.0,,,,,185.0,167.0,1.0,18.0,16.0,52.7,,,,0.0,,1.0,,,,,2.0,,3.0,83.0,,5.0,117.0,21.0,40.0,15.0,8.0,31.0,23.0,,157.0,14.0,258.0,1.0,,35.0,20.0,63.0,9.0,344.0,,0.0,8.0,18.0,,27.0,3.0,600.0,,6.0,8.0,12.0,0.0
284121,13,2009-11-22 13:30:00,5,Blackburn,Away,104.0,14.0,2.0,7.0,5.0,8.0,2.0,167.0,10.0,1.0,6.0,11.0,17.0,22.0,264.0,,2.0,21.0,29.0,26.0,9.0,2.0,,1.0,,,,,,,,,11.0,,,,,,8.0,11.0,,,52.0,2.0,7.0,5.0,1.0,7.0,16.0,4.0,,18.0,1.0,79.0,67.0,2.0,41.0,24.0,,,93.0,13.0,13.0,,,3.0,2.0,,1.0,,1.0,1.0,,1.0,17.0,1.0,3.0,1.0,38.0,,13.0,13.0,1.0,6.0,96.0,48.0,7.0,1.0,3.0,9.0,6.0,,7.0,,79.0,63.0,26.0,,,,,194.0,173.0,,21.0,22.0,58.5,,,3.0,0.0,1.0,1.0,,,1.0,1.0,4.0,1.0,3.0,86.0,,12.0,119.0,28.0,62.0,22.0,7.0,29.0,22.0,1.0,155.0,20.0,280.0,3.0,1.0,43.0,23.0,61.0,1.0,370.0,,0.0,17.0,21.0,5.0,25.0,1.0,639.0,,7.0,7.0,13.0,0.0
284132,14,2009-11-28 15:00:00,5,Blackburn,Home,115.0,14.0,1.0,7.0,6.0,2.0,,177.0,3.0,,6.0,12.0,20.0,24.0,285.0,,1.0,16.0,17.0,29.0,8.0,1.0,,,,,,1.0,,,,,,,,,1.0,2.0,5.0,4.0,,,49.0,3.0,2.0,4.0,,9.0,22.0,9.0,,8.0,2.0,46.0,57.0,3.0,17.0,9.0,,,79.0,12.0,12.0,,,,,1.0,,,,,,,7.0,,1.0,,22.0,1.0,11.0,10.0,1.0,6.0,85.0,37.0,2.0,,6.0,3.0,3.0,,1.0,,56.0,61.0,27.0,,,,,184.0,162.0,,26.0,13.0,57.6,1.0,,,0.0,2.0,2.0,,,2.0,,8.0,,3.0,91.0,,9.0,136.0,33.0,39.0,8.0,7.0,39.0,32.0,,151.0,9.0,294.0,1.0,,34.0,23.0,59.0,,391.0,,0.0,13.0,13.0,1.0,23.0,1.0,631.0,,3.0,9.0,9.0,0.0
284142,15,2009-12-05 15:00:00,5,Blackburn,Home,104.0,16.0,,2.0,2.0,4.0,,140.0,3.0,,1.0,14.0,19.0,46.0,242.0,,2.0,17.0,10.0,18.0,7.0,,,1.0,,,,,,,,,,,,,,3.0,6.0,9.0,,,55.0,,1.0,7.0,,,1.0,3.0,,14.0,,55.0,56.0,,21.0,8.0,,,67.0,15.0,9.0,,,,,,,,,,,,8.0,,,,15.0,,22.0,20.0,4.0,1.0,82.0,50.0,8.0,,4.0,3.0,2.0,,9.0,,37.0,40.0,24.0,,,,,138.0,125.0,5.0,27.0,16.0,39.8,,,1.0,0.0,,2.0,,,,1.0,7.0,,3.0,77.0,,7.0,121.0,27.0,34.0,17.0,,8.0,8.0,,126.0,11.0,211.0,1.0,,33.0,20.0,70.0,4.0,324.0,,0.0,10.0,21.0,5.0,22.0,1.0,578.0,,8.0,1.0,16.0,0.0
284154,16,2009-12-12 15:00:00,5,Blackburn,Away,102.0,16.0,1.0,8.0,7.0,12.0,,166.0,2.0,,2.0,14.0,16.0,21.0,260.0,,,17.0,15.0,24.0,8.0,,,,1.0,,,2.0,,,,,,,,,,1.0,6.0,5.0,,,52.0,3.0,4.0,5.0,,4.0,8.0,7.0,,11.0,4.0,59.0,66.0,3.0,23.0,13.0,,1.0,95.0,20.0,14.0,,,,,2.0,,,,,,,5.0,,4.0,1.0,24.0,,21.0,21.0,1.0,2.0,103.0,49.0,3.0,,3.0,5.0,4.0,,1.0,,57.0,40.0,35.0,,,,,184.0,164.0,3.0,12.0,21.0,52.7,,,,0.0,4.0,3.0,,,2.0,,8.0,,3.0,99.0,,8.0,120.0,34.0,43.0,11.0,4.0,20.0,16.0,,167.0,20.0,278.0,5.0,,44.0,20.0,57.0,3.0,378.0,1.0,0.0,16.0,26.0,1.0,25.0,2.0,651.0,,2.0,4.0,17.0,0.0
284160,17,2009-12-15 20:00:00,5,Blackburn,Away,94.0,11.0,3.0,5.0,2.0,13.0,,121.0,3.0,,,13.0,9.0,29.0,210.0,,,17.0,27.0,26.0,4.0,2.0,,,,,,,,,,,,,,,,2.0,12.0,5.0,,,47.0,1.0,5.0,7.0,,7.0,4.0,11.0,1.0,10.0,2.0,67.0,56.0,1.0,28.0,17.0,,,103.0,17.0,8.0,,,,,,,,,,,,10.0,,1.0,,33.0,,21.0,20.0,2.0,,101.0,39.0,6.0,,3.0,3.0,3.0,,5.0,,42.0,38.0,45.0,,,,,219.0,191.0,1.0,19.0,22.0,49.2,,,1.0,0.0,3.0,,,,1.0,,3.0,1.0,3.0,71.0,,6.0,120.0,26.0,56.0,8.0,7.0,24.0,17.0,,162.0,23.0,250.0,1.0,,53.0,13.0,73.0,2.0,346.0,,0.0,11.0,20.0,1.0,28.0,2.0,615.0,,2.0,7.0,10.0,0.0
284172,18,2009-12-19 15:00:00,5,Blackburn,Home,101.0,20.0,1.0,3.0,2.0,9.0,,168.0,4.0,1.0,1.0,10.0,25.0,22.0,266.0,,2.0,22.0,24.0,14.0,9.0,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,3.0,4.0,,,78.0,,2.0,8.0,,5.0,7.0,4.0,,17.0,,70.0,44.0,,11.0,5.0,,,109.0,9.0,6.0,,,,,1.0,,,,,,,9.0,,1.0,,8.0,2.0,25.0,25.0,,2.0,110.0,47.0,,,2.0,8.0,7.0,,,,68.0,31.0,34.0,,,,,188.0,181.0,6.0,22.0,38.0,44.0,,,,0.0,,,,,1.0,,4.0,,3.0,84.0,,10.0,115.0,45.0,18.0,17.0,5.0,20.0,15.0,,162.0,21.0,294.0,1.0,1.0,38.0,26.0,68.0,1.0,389.0,,0.0,13.0,19.0,3.0,27.0,0.0,657.0,,5.0,5.0,15.0,0.0
284189,19,2009-12-26 15:00:00,5,Blackburn,Away,77.0,16.0,,1.0,1.0,4.0,,102.0,2.0,2.0,2.0,10.0,12.0,14.0,178.0,,2.0,9.0,19.0,31.0,4.0,1.0,,,,,,,,,,,,,,,,3.0,7.0,8.0,,,65.0,2.0,1.0,7.0,,2.0,8.0,4.0,,14.0,3.0,73.0,66.0,2.0,16.0,7.0,,,86.0,20.0,10.0,1.0,,,,,1.0,,1.0,1.0,,,8.0,,1.0,2.0,15.0,,13.0,13.0,1.0,2.0,104.0,37.0,7.0,,2.0,4.0,3.0,,6.0,,42.0,31.0,25.0,,,,,198.0,179.0,1.0,19.0,35.0,43.2,,,,0.0,3.0,1.0,,,2.0,,4.0,,3.0,52.0,,6.0,97.0,33.0,35.0,17.0,2.0,15.0,13.0,,115.0,12.0,215.0,1.0,2.0,36.0,12.0,43.0,4.0,297.0,,0.0,8.0,23.0,3.0,16.0,4.0,556.0,,2.0,2.0,16.0,0.0
284191,20,2009-12-28 15:00:00,5,Blackburn,Home,75.0,10.0,1.0,8.0,7.0,8.0,,159.0,3.0,1.0,1.0,17.0,4.0,26.0,226.0,,,15.0,18.0,38.0,11.0,1.0,,,,,1.0,3.0,,,,,,,,,1.0,3.0,4.0,10.0,,,45.0,2.0,8.0,8.0,,4.0,11.0,11.0,,11.0,1.0,53.0,82.0,2.0,25.0,17.0,,1.0,96.0,7.0,20.0,,1.0,,,3.0,2.0,,1.0,2.0,,,9.0,,2.0,1.0,32.0,1.0,12.0,12.0,2.0,2.0,115.0,53.0,4.0,2.0,6.0,8.0,5.0,,4.0,,42.0,66.0,36.0,,,,,225.0,202.0,5.0,13.0,18.0,55.4,1.0,,,0.0,1.0,3.0,,,,,9.0,2.0,3.0,92.0,,14.0,108.0,23.0,48.0,17.0,4.0,30.0,26.0,,163.0,21.0,284.0,2.0,1.0,53.0,6.0,68.0,3.0,362.0,,0.0,22.0,17.0,,27.0,1.0,633.0,,7.0,4.0,11.0,0.0
284206,21,2010-01-11 20:00:00,5,Blackburn,Away,95.0,15.0,,3.0,3.0,3.0,,127.0,2.0,,4.0,10.0,9.0,19.0,219.0,,1.0,20.0,21.0,23.0,7.0,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,9.0,5.0,,,52.0,3.0,,6.0,,3.0,3.0,7.0,,17.0,2.0,66.0,49.0,3.0,22.0,8.0,1.0,,91.0,12.0,6.0,,,,,1.0,,,,,,,5.0,,2.0,,15.0,,20.0,20.0,2.0,4.0,83.0,31.0,4.0,1.0,7.0,1.0,3.0,,3.0,,58.0,42.0,25.0,,,,,189.0,176.0,2.0,16.0,22.0,40.9,,,,0.0,1.0,1.0,,,1.0,,8.0,,3.0,64.0,,8.0,114.0,39.0,35.0,13.0,3.0,15.0,12.0,,143.0,12.0,243.0,3.0,,35.0,10.0,54.0,2.0,342.0,1.0,0.0,11.0,17.0,2.0,29.0,1.0,581.0,,3.0,3.0,10.0,0.0
284211,22,2010-01-17 15:00:00,5,Blackburn,Home,110.0,21.0,,2.0,2.0,12.0,,122.0,5.0,,3.0,16.0,13.0,29.0,230.0,,1.0,18.0,18.0,36.0,3.0,2.0,,,1.0,,,1.0,,,,,,,,,,2.0,9.0,7.0,,,54.0,6.0,1.0,6.0,,3.0,5.0,3.0,2.0,13.0,2.0,61.0,66.0,6.0,31.0,18.0,,1.0,88.0,16.0,9.0,,,,,1.0,1.0,1.0,1.0,,1.0,,7.0,,1.0,1.0,32.0,,22.0,21.0,1.0,3.0,93.0,43.0,6.0,,2.0,4.0,6.0,,6.0,,80.0,20.0,20.0,,,,,187.0,160.0,1.0,27.0,20.0,40.6,,,,0.0,3.0,1.0,,,2.0,,4.0,,3.0,70.0,,6.0,133.0,37.0,58.0,15.0,2.0,13.0,11.0,,141.0,26.0,227.0,2.0,,44.0,17.0,64.0,3.0,347.0,,0.0,11.0,15.0,10.0,23.0,1.0,629.0,,6.0,3.0,11.0,0.0
284227,23,2010-01-27 20:00:00,5,Blackburn,Home,69.0,10.0,1.0,8.0,7.0,2.0,,121.0,2.0,1.0,1.0,10.0,15.0,19.0,182.0,,,20.0,20.0,21.0,8.0,,,,1.0,,,1.0,,,,,,,1.0,,1.0,1.0,4.0,7.0,,,56.0,1.0,3.0,4.0,,5.0,9.0,3.0,,13.0,,66.0,62.0,1.0,20.0,8.0,,,84.0,20.0,14.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,7.0,,1.0,1.0,19.0,2.0,21.0,21.0,2.0,2.0,93.0,39.0,6.0,1.0,4.0,5.0,4.0,,5.0,,47.0,51.0,20.0,,,,,184.0,159.0,1.0,20.0,26.0,44.5,2.0,,,0.0,,1.0,,,,,6.0,,3.0,64.0,,9.0,85.0,25.0,45.0,13.0,4.0,19.0,15.0,,131.0,9.0,222.0,1.0,1.0,42.0,17.0,54.0,5.0,288.0,,0.0,13.0,24.0,1.0,28.0,3.0,557.0,,3.0,5.0,19.0,0.0
