season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352252,1,102,Luton_Town,Away,140487,91046,Cauley Woodrow,cauley-woodrow,F,True,,,,2.0,1.0,3.0,,2.0,,,,,,,,,3.0,,,0.366764,0.0,0.0,,,,,,,,2.0,,10.0,,,,,,,2.0,,7.0,,,,,1.0,,,,,,3.0,2.0,5.0,0,1.0,7.0,,,,1.0
2023-24,11352252,1,102,Luton_Town,Away,358222,156700,Carlton Morris,carlton-morris,F,False,,,2.0,13.0,6.0,19.0,4.0,10.0,3.0,,,,,,1.0,5.0,11.0,,,0.0881637,1.0554,1.018,,,1.0,,,,,,,90.0,2.0,,,,,,14.0,,7.8,,,2.0,,2.0,1.0,1.0,,3.0,2.0,26.0,6.0,31.0,4,,43.0,,,1.0,
2023-24,11352252,1,102,Luton_Town,Away,858911,242453,Jacob Brown,jacob-brown,F,True,,,,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,3.0,2.0,,,0.0033917,0.1116,0.0947,1.0,,,,,,,,,26.0,1.0,,,,,,4.0,,6.8,,,,,,,1.0,,,1.0,4.0,2.0,5.0,1,1.0,12.0,,,,
2023-24,11352252,1,102,Luton_Town,Away,920542,174310,Elijah Adebayo,adebayo-elijah,F,False,,,,5.0,2.0,7.0,1.0,2.0,,,,,,,,4.0,2.0,,,0.0461053,0.0,0.0,,,,,,,1.0,1.0,,64.0,,,,,,,7.0,,6.4,,,,,1.0,3.0,,,,,6.0,4.0,10.0,0,,17.0,,,,
2023-24,11626262,2,102,Luton_Town,Home,140487,91046,Cauley Woodrow,cauley-woodrow,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11626262,2,102,Luton_Town,Home,358222,156700,Carlton Morris,carlton-morris,F,False,,,,15.0,5.0,20.0,7.0,11.0,5.0,,,1.0,,,2.0,10.0,14.0,,,0.0314592,0.283,0.0,2.0,,,,,,,2.0,,90.0,,,,,,,14.0,,7.6,,,3.0,,3.0,4.0,1.0,,,,21.0,6.0,26.0,4,,51.0,1.0,,3.0,
2023-24,11626262,2,102,Luton_Town,Home,858911,242453,Jacob Brown,jacob-brown,F,False,2.0,,,10.0,2.0,10.0,8.0,3.0,6.0,,1.0,,,,2.0,11.0,6.0,,,0.0773823,0.3933,0.0,1.0,,,,,,1.0,2.0,,69.0,1.0,,,,,,13.0,,6.8,,,2.0,,,1.0,2.0,,1.0,,13.0,5.0,16.0,3,1.0,36.0,5.0,1.0,1.0,1.0
2023-24,11626262,2,102,Luton_Town,Home,920542,174310,Elijah Adebayo,adebayo-elijah,F,True,,,,3.0,1.0,4.0,1.0,1.0,3.0,,,,,,,4.0,2.0,,,0.00446901,0.2101,0.2156,,,1.0,,,,,,,28.0,1.0,,,,,,8.0,,7.1,,,1.0,,,4.0,1.0,,,1.0,4.0,1.0,4.0,2,,17.0,4.0,,1.0,
2023-24,11352484,3,102,Luton_Town,Away,140487,91046,Cauley Woodrow,cauley-woodrow,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352484,3,102,Luton_Town,Away,358222,156700,Carlton Morris,carlton-morris,F,False,,,1.0,10.0,2.0,12.0,7.0,1.0,2.0,,,2.0,,,,8.0,4.0,,,0.147501,0.1622,0.0,,,,,,,,1.0,,90.0,,,,,,,7.0,,6.8,,,1.0,,1.0,2.0,1.0,,1.0,,15.0,2.0,16.0,3,,29.0,1.0,2.0,1.0,
2023-24,11352484,3,102,Luton_Town,Away,858911,242453,Jacob Brown,jacob-brown,F,True,,,,2.0,,2.0,,1.0,3.0,,,1.0,,,1.0,2.0,2.0,,,0.00064106,0.0724,0.0,1.0,,,,,,,,,20.0,,,,,,,3.0,,6.6,,,1.0,,,,,,1.0,,3.0,1.0,4.0,2,,8.0,,1.0,,
2023-24,11352484,3,102,Luton_Town,Away,920542,174310,Elijah Adebayo,adebayo-elijah,F,False,,,,8.0,5.0,13.0,1.0,1.0,2.0,,,,,,2.0,8.0,3.0,,,0.0603907,0.0,0.0,5.0,,,,,,,1.0,,70.0,,,,,,,6.0,,6.6,,,,,2.0,2.0,,,,,9.0,6.0,15.0,0,,24.0,1.0,1.0,1.0,
2023-24,11352590,4,102,Luton_Town,Home,140487,91046,Cauley Woodrow,cauley-woodrow,F,True,,,,4.0,3.0,7.0,,,2.0,,,,,,1.0,1.0,,,,0.0181236,0.0,0.0,,,,,,,,1.0,,13.0,,,,,,,5.0,,6.5,,,,,,,1.0,,1.0,,7.0,4.0,10.0,0,,12.0,,,,
