season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,1.0,12.0,4.0,16.0,2.0,,8.0,1.0,,,,1.0,,,2.0,6.0,3.0,,,0.0394277,0.1952,0.483,1.0,1.0,1.0,,,,1.0,2.0,,90.0,1.0,1.0,,,,,4.0,2.0,,8.2,,,1.0,,71.569601296828,,1.0,,,1.0,,13.0,5.0,18.0,46.069912821751,36.463274542916,2,2.0,30.0,,,1.0,1.0
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,975079,475168,João Pedro,joao-pedro,F,False,,,,3.0,6.0,9.0,,2.0,9.0,1.0,1.0,,,,,,1.0,2.0,6.0,,,0.0211342,0.0269,,,0.0,,,,1.0,1.0,1.0,,82.0,,,,,,,13.0,2.0,,7.1,,,1.0,,109.9988948451,,1.0,,,,,7.0,9.0,16.0,89.691944774563,53.113878454629,1,2.0,29.0,4.0,2.0,,1.0
2024-25,12436873,1,36,Brighton_and_Hove_Albion,Away,1149855,574402,Mark O'Mahony,omahony-mark,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,9.0,6.0,15.0,,1.0,,2.0,,,,,,,,,3.0,,,0.0242178,1.1104,1.0618,,0.0,1.0,,,1.0,1.0,2.0,,79.0,2.0,,,,,,4.0,,,8.0,,,1.0,,,,,,,,,12.0,6.0,18.0,,,3,1.0,25.0,1.0,1.0,,1.0
2024-25,12436888,2,36,Brighton_and_Hove_Albion,Home,975079,475168,João Pedro,joao-pedro,F,False,1.0,,2.0,17.0,2.0,18.0,,1.0,,3.0,,,,1.0,,,5.0,10.0,5.0,,,0.116537,0.5301,1.4675,,0.0,1.0,,,,,1.0,,90.0,2.0,,,,,,18.0,,,7.2,,,1.0,,,,5.0,1.0,,2.0,,22.0,2.0,23.0,,,3,2.0,45.0,3.0,1.0,1.0,2.0
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,4.0,3.0,7.0,,2.0,,,,,,,,,,3.0,5.0,,,0.00521435,0.095,,1.0,0.0,,,,,,,,85.0,,,,,,,9.0,,,6.6,,,1.0,,,,2.0,,,,,6.0,4.0,10.0,,,1,2.0,22.0,4.0,1.0,,1.0
2024-25,12436906,3,36,Brighton_and_Hove_Albion,Away,975079,475168,João Pedro,joao-pedro,F,False,1.0,,2.0,31.0,5.0,35.0,3.0,2.0,,5.0,,,,1.0,,,1.0,9.0,10.0,,,0.117882,0.2576,0.2393,1.0,0.0,1.0,,,,,1.0,,90.0,1.0,,,,,,16.0,,,8.1,,,,,,2.0,7.0,3.0,,2.0,,39.0,6.0,42.0,,,1,1.0,70.0,3.0,3.0,4.0,
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,15.0,2.0,17.0,2.0,2.0,,2.0,,,2.0,,,,2.0,6.0,4.0,,,0.134286,0.1827,0.3255,,0.0,,,,,,,,85.0,1.0,,,,,,9.0,,,6.8,,,1.0,,,,3.0,,,,,18.0,2.0,20.0,,,4,,33.0,2.0,1.0,1.0,
2024-25,12436936,4,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,1.979e-05,0.0612,,1.0,0.0,,,,,,,,9.0,,,,,,,,,,6.5,,,1.0,,,,,,,,,,1.0,1.0,,,1,,2.0,,,,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,20.0,3.0,23.0,,,,,,1.0,1.0,,,,3.0,6.0,4.0,,,0.0655352,0.3873,0.6156,2.0,0.0,1.0,,,,,1.0,,90.0,2.0,,,,,,7.0,,,7.2,,,,,,,3.0,,,,,22.0,3.0,25.0,,,3,1.0,37.0,1.0,1.0,2.0,1.0
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,975079,475168,João Pedro,joao-pedro,F,True,,,,4.0,4.0,8.0,2.0,,,1.0,,,1.0,,,,2.0,4.0,2.0,,,0.00381944,0.0169,,,0.0,,,,,,,,19.0,,,,,,,8.0,,,6.5,,,,,,,1.0,,,,,7.0,4.0,11.0,,,1,,21.0,3.0,1.0,1.0,
2024-25,12436959,5,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,0.0149,,,0.0,,,,,,,,8.0,,,,,,,,,,6.6,,,,,,,,,,,,,,,,,1,,1.0,,,,
2024-25,12436989,6,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,10.0,5.0,15.0,,1.0,,,,1.0,1.0,,,,1.0,2.0,2.0,,,0.0137663,0.4065,0.3595,,0.0,,,,,,1.0,,81.0,1.0,,,,,,8.0,,,6.5,,,1.0,,,2.0,1.0,1.0,,,1.0,14.0,5.0,18.0,,,3,,32.0,2.0,1.0,,
2024-25,12436989,6,36,Brighton_and_Hove_Albion,Away,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,1.0,3.0,,3.0,,,,1.0,,,,,,,,,,,,0.00355992,,,,0.0,,,,,,,,9.0,,,,,,,1.0,,,6.6,,,,,,,,,,1.0,,4.0,,4.0,,,0,,4.0,,,,
2024-25,12437011,7,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,1.0,10.0,7.0,17.0,2.0,1.0,,2.0,,1.0,,1.0,,,,6.0,3.0,,,0.0218795,1.1071,0.9794,2.0,0.0,1.0,,,,,2.0,,90.0,1.0,,,,,,7.0,,,7.2,,,2.0,,,2.0,3.0,,,1.0,,12.0,8.0,20.0,,,3,,35.0,1.0,1.0,1.0,
2024-25,12437011,7,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437035,8,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,11.0,9.0,20.0,1.0,1.0,,4.0,,,,1.0,,,1.0,4.0,3.0,,,0.00829025,0.4206,1.0566,1.0,0.0,1.0,,,,1.0,,,81.0,2.0,,,,,,6.0,,,7.5,,,,,,,,,,,,14.0,11.0,25.0,,,2,1.0,36.0,,1.0,,1.0
2024-25,12437035,8,36,Brighton_and_Hove_Albion,Away,999231,487117,Evan Ferguson,evan-ferguson,F,False,,,,3.0,6.0,9.0,2.0,2.0,,2.0,,,,1.0,,,3.0,6.0,3.0,,,0.00074797,,,,0.0,,,,,,,,60.0,,1.0,,,,,12.0,,,6.6,,,,,,1.0,,,,,,5.0,11.0,16.0,,,0,1.0,26.0,2.0,,,1.0
2024-25,12437044,9,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,5.0,3.0,8.0,,1.0,,2.0,,,1.0,,,,2.0,5.0,2.0,,,0.00645433,0.6273,0.6236,,0.0,1.0,,,,,1.0,,73.0,1.0,,,,,,14.0,,,7.1,,,2.0,,,,3.0,1.0,,,,9.0,5.0,13.0,,,4,,31.0,3.0,1.0,,
2024-25,12437044,9,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,1.0,1.0,2.0,2.0,,,1.0,,,,,,,,3.0,1.0,,,0.0001313,0.0759,0.4448,1.0,0.0,1.0,,,,,,,17.0,1.0,,,,,,,,,7.2,,,,,,,,,,,,1.0,1.0,2.0,,,1,,6.0,,1.0,,
2024-25,12437054,10,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,11.0,9.0,20.0,2.0,1.0,,1.0,,,2.0,1.0,,,1.0,4.0,2.0,,,0.023413,0.2579,0.0816,,1.0,,,,,,1.0,,90.0,1.0,,,,,,5.0,,,7.1,,,1.0,,,1.0,,,,,,13.0,10.0,23.0,,,4,,36.0,1.0,1.0,,
2024-25,12437054,10,36,Brighton_and_Hove_Albion,Away,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,8.0,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436882,11,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,8.0,8.0,16.0,1.0,1.0,,3.0,,1.0,1.0,3.0,,,2.0,6.0,4.0,,,0.0105719,0.3046,,,0.0,,,,,,,,90.0,,,,,,,9.0,,,6.2,,,1.0,,,,,,,1.0,,10.0,10.0,20.0,,,2,2.0,33.0,3.0,1.0,,
2024-25,12436882,11,36,Brighton_and_Hove_Albion,Home,975079,475168,João Pedro,joao-pedro,F,True,,,,8.0,2.0,10.0,,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,2.0,,,0.358701,0.5327,0.6814,,1.0,1.0,,,,2.0,1.0,,25.0,1.0,,,,,,9.0,,,8.1,,,1.0,,,1.0,,,,,,12.0,4.0,16.0,,,2,,24.0,2.0,,,
2024-25,12436882,11,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436491,12,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,19.0,5.0,24.0,1.0,,,2.0,,,,,,,2.0,3.0,3.0,,,0.0289135,,,,0.0,,,,,1.0,2.0,,86.0,,,,,,,11.0,,,7.0,,,,,,2.0,,,,,,22.0,6.0,28.0,,,0,2.0,42.0,5.0,1.0,,1.0
2024-25,12436491,12,36,Brighton_and_Hove_Albion,Away,975079,475168,João Pedro,joao-pedro,F,False,,,,17.0,5.0,22.0,,2.0,,2.0,1.0,,,,,,2.0,2.0,5.0,,,0.590451,0.2896,0.5915,,1.0,1.0,,,,,2.0,,64.0,1.0,,,,,,13.0,,,8.5,,,,,,,1.0,,,1.0,,25.0,6.0,31.0,,,1,1.0,42.0,1.0,1.0,1.0,1.0
2024-25,12436491,12,36,Brighton_and_Hove_Albion,Away,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,1.0,2.0,,,0.00098306,,,,0.0,,,,,,,,12.0,,,,,,,2.0,,,6.6,,,,,,2.0,,,,,,1.0,2.0,3.0,,,0,2.0,8.0,,,,1.0
2024-25,12436501,13,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,8.0,1.0,9.0,,,,2.0,,1.0,1.0,,,,2.0,4.0,2.0,,,0.0565353,0.1897,,,0.0,,,,,,,,79.0,,,,,,,5.0,,,6.3,,,1.0,,,1.0,3.0,,,,1.0,8.0,1.0,9.0,,,2,,21.0,1.0,1.0,1.0,
2024-25,12436501,13,36,Brighton_and_Hove_Albion,Home,975079,475168,João Pedro,joao-pedro,F,False,,,1.0,13.0,9.0,22.0,,1.0,,1.0,,,2.0,,,,1.0,4.0,8.0,,,0.0391262,0.0958,0.0669,1.0,0.0,,,,,,1.0,,72.0,1.0,,,,,,10.0,,,7.3,,,,,,,5.0,,,1.0,,15.0,9.0,24.0,,,3,,44.0,4.0,4.0,3.0,
2024-25,12436501,13,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,2.0,,,,9.291e-05,,,1.0,0.0,,,,,,,,11.0,,,,,,,3.0,,,6.4,,,,,,,,,,,,2.0,1.0,3.0,,,0,,5.0,1.0,,,
2024-25,12436955,14,36,Brighton_and_Hove_Albion,Away,975079,475168,João Pedro,joao-pedro,F,False,,,,7.0,4.0,11.0,2.0,1.0,,,,1.0,1.0,,,,,3.0,3.0,,,0.01518,0.3838,0.3993,,1.0,,,,,1.0,1.0,,80.0,1.0,,,,,,10.0,,,6.7,,,,,,1.0,2.0,,,1.0,,15.0,4.0,19.0,,,2,,30.0,1.0,1.0,1.0,
2024-25,12436955,14,36,Brighton_and_Hove_Albion,Away,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,,5.0,5.0,,1.0,,,,,,1.0,,,,1.0,1.0,,,7.414e-05,0.0662,,,0.0,,,,,,,,10.0,,,,,,,1.0,,,6.5,,,1.0,,,,,,,,,1.0,5.0,6.0,,,1,,8.0,,,,
2024-25,12436444,15,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,3.0,3.0,6.0,,,,,,,,,,,,,1.0,,,0.011859,0.2686,0.0751,,0.0,,,,,,,,20.0,1.0,,,,,,1.0,,,6.8,,,1.0,,,,,,,,,3.0,4.0,7.0,,,2,,10.0,,1.0,,
2024-25,12436444,15,36,Brighton_and_Hove_Albion,Away,975079,475168,João Pedro,joao-pedro,F,False,,,1.0,11.0,2.0,13.0,,1.0,,1.0,,,1.0,,,,,1.0,4.0,,,0.0123688,0.2668,,1.0,0.0,,,,,,1.0,,70.0,,,,,,,7.0,,,6.9,,,1.0,,,1.0,,1.0,,1.0,,15.0,2.0,16.0,,,2,1.0,30.0,3.0,2.0,,
2024-25,12436444,15,36,Brighton_and_Hove_Albion,Away,999231,487117,Evan Ferguson,evan-ferguson,F,False,,,,4.0,1.0,5.0,1.0,,,3.0,,,1.0,1.0,,,1.0,3.0,1.0,,,0.179661,0.1389,0.1994,,0.0,,,,,,1.0,,70.0,1.0,,,,,,2.0,,,6.8,,,,,,1.0,1.0,,,1.0,,5.0,1.0,6.0,,,2,,13.0,,,1.0,
2024-25,12436457,16,36,Brighton_and_Hove_Albion,Home,975079,475168,João Pedro,joao-pedro,F,False,1.0,,,25.0,9.0,33.0,,,,,,,2.0,,,,2.0,3.0,5.0,,,0.18475,0.1049,,1.0,0.0,,,,,,2.0,,90.0,,,,,,,16.0,,,7.3,,,,,,,2.0,5.0,,,,38.0,10.0,43.0,,,2,,57.0,,3.0,2.0,
2024-25,12436457,16,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,4.0,1.0,5.0,,,,,,,,,,,1.0,1.0,,,,0.0915149,,,,0.0,,,,,,1.0,,18.0,,,,,,,1.0,,,6.6,,,,,,,,,,,,4.0,1.0,5.0,,,0,,7.0,,,,
2024-25,12436478,17,36,Brighton_and_Hove_Albion,Away,975079,475168,João Pedro,joao-pedro,F,False,,,,15.0,5.0,20.0,1.0,2.0,,3.0,,,,1.0,,,2.0,11.0,5.0,,,0.159712,,,2.0,0.0,,,,,1.0,2.0,,90.0,,,,,,,19.0,,,6.4,,,,,,1.0,6.0,2.0,,,,21.0,5.0,24.0,,,0,,49.0,4.0,2.0,1.0,
