season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,2.0,12.0,5.0,17.0,1.0,1.0,4.0,,,,,,,2.0,6.0,7.0,,1.0,,,,,,,,,76.0,,,,,,,16.0,,6.7,,,1.0,,,5.0,1.0,,2.0,,21.0,5.0,25.0,1,1.0,43.0,2.0,2.0,3.0,
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,235444,93284,Florin Andone,florin-andone,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,268903,115382,Neal Maupay,neal-maupay,F,False,,,,6.0,8.0,14.0,3.0,,2.0,,,1.0,,,,5.0,9.0,3.0,,1.0,,1.0,,,,,,,90.0,2.0,,,,,,10.0,,7.2,,,1.0,,,,,,,,10.0,8.0,18.0,4,1.0,35.0,1.0,2.0,,
2021-22,9576162,1,36,Brighton_and_Hove_Albion,Away,796067,204676,Andi Zeqiri,andi-zeqiri,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,2.0,15.0,13.0,28.0,,,2.0,,,1.0,1.0,,,4.0,5.0,3.0,,,,,,,,,,,72.0,,,,,,,16.0,,6.6,,,1.0,,,,2.0,,4.0,,24.0,14.0,36.0,2,2.0,51.0,1.0,1.0,,2.0
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,,4.0,1.0,5.0,2.0,1.0,2.0,,,,,,,,3.0,3.0,,1.0,,1.0,,,,,1.0,,45.0,1.0,,,,,,8.0,,7.4,,,,,,1.0,,,,,7.0,1.0,8.0,1,,17.0,5.0,1.0,1.0,
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,796067,204676,Andi Zeqiri,andi-zeqiri,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576184,2,36,Brighton_and_Hove_Albion,Home,895579,233425,Aaron Connolly,aaron-connolly,F,True,,,,1.0,,1.0,2.0,1.0,3.0,,1.0,,,,,2.0,4.0,3.0,,,,,,,,,,,45.0,,,,,,,3.0,,6.3,,,1.0,,,,,,,,2.0,,2.0,1,,9.0,,2.0,,
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,31.0,,,,,,,5.0,,6.3,,,,,,2.0,,,,,3.0,,3.0,0,,9.0,2.0,,,
2021-22,9576147,3,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,1.0,21.0,3.0,24.0,1.0,,6.0,,,2.0,3.0,,,5.0,10.0,5.0,,1.0,,,,,,1.0,1.0,,90.0,2.0,,,,,,14.0,,7.0,,,1.0,,,1.0,1.0,,2.0,1.0,26.0,5.0,30.0,5,2.0,55.0,2.0,2.0,1.0,2.0
