season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025020,1,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,3.0,1.0,4.0,,,,,,,,,,,,1.0,,,0.0025006,,,,0.0,,,,,,,,0.26,1.38,0.52,0.01,1.08,21.0,,,,,,,,,4.0,,,6.6,,,,,,,,,,,,6.0,1.0,7.0,,,0,1.0,10.0,1.0,,,
2025-26,14025077,2,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,6.0,4.0,10.0,3.0,,,1.0,,2.0,,1.0,,1.0,8.0,,,,0.101452,1.5592,0.6874,3.0,0.0,,,,,,,,,,,,,90.0,1.0,,,,,1.0,,,8.0,,,4.9,,,1.0,,,,,,,,,8.0,5.0,13.0,,,2,,22.0,3.0,,,
2025-26,14025094,3,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,3.0,3.0,6.0,,,,2.0,,,,,,,1.0,,,,0.168408,,,1.0,0.0,,,,,,1.0,,,,,,,61.0,,,,,,,,,5.0,,,6.4,,,,,,,,,,1.0,,6.0,4.0,10.0,,,0,,12.0,1.0,,,
2025-26,14025121,4,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,7.0,8.0,15.0,2.0,1.0,,2.0,,,,,,,3.0,4.0,,,0.0153308,0.0946,,,0.0,,,,,,,,,,,,,67.0,,,,,,,,,4.0,,,6.7,,,1.0,,,,1.0,,,,,8.0,9.0,17.0,,,1,2.0,23.0,1.0,1.0,,1.0
2025-26,14025121,4,36,Brighton_and_Hove_Albion,Away,1155321,608181,Stefanos Tzimas,tzimas-stefanos,F,True,,,,1.0,,1.0,1.0,,,2.0,,,,,,1.0,4.0,,,,0.00026104,,,1.0,0.0,,,,,,,,,,,,,23.0,,,,,,,,,4.0,,,6.2,,,,,,,1.0,,,1.0,,2.0,,2.0,,,0,,5.0,1.0,,,
2025-26,14025157,5,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,6.0,1.0,7.0,,,,,,,1.0,1.0,,1.0,2.0,1.0,,,0.0558364,0.0431,,,0.0,,,,,,,,,,,,,15.0,,,,,,,,,3.0,,,6.7,,,,,,,1.0,,,,,6.0,1.0,7.0,,,1,,12.0,2.0,,1.0,
2025-26,14025157,5,36,Brighton_and_Hove_Albion,Home,1155321,608181,Stefanos Tzimas,tzimas-stefanos,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025187,6,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,0.0001914,0.7546,0.8063,,0.0,2.0,,,,1.0,,,,,,,,23.0,2.0,,,,,,,,1.0,,,8.7,,,1.0,,,1.0,,,,,,2.0,,2.0,,,3,,7.0,,,,
2025-26,14025187,6,36,Brighton_and_Hove_Albion,Away,1155321,608181,Stefanos Tzimas,tzimas-stefanos,F,True,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,0.2812,,,0.0,,,,,,1.0,,,,,,,19.0,,,,,,,,,2.0,,,6.5,,,1.0,,,,,,,1.0,,1.0,,1.0,,,1,2.0,5.0,,,,2.0
2025-26,14025231,7,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,1.0,11.0,4.0,15.0,2.0,1.0,,2.0,,,,2.0,,2.0,9.0,1.0,1.0,,0.0181213,,,1.0,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,,9.0,,,5.4,,,,,,2.0,2.0,,,1.0,,13.0,5.0,18.0,,,0,,30.0,2.0,,,
