season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385511,1,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,18.0,2.0,20.0,1.0,1.0,3.0,1.0,,2.0,,,1.0,5.0,9.0,,,0.444771,0.361,0.0,1.0,1.0,,,,,1.0,3.0,,89.0,,,,,,,,12.0,,7.8,,,3.0,,,6.0,,,,1.0,22.0,2.0,24.0,5,3.0,50.0,5.0,1.0,4.0,2.0
2022-23,10385511,1,36,Brighton_and_Hove_Albion,Away,135666,116216,Leandro Trossard,leandro-trossard,F,False,3.0,,1.0,11.0,5.0,13.0,1.0,1.0,7.0,,,1.0,,,,3.0,2.0,,,0.22647,0.0854,0.0,,,,,,,1.0,3.0,,75.0,,,,,,,,10.0,,7.3,,,1.0,,,2.0,3.0,,1.0,,13.0,9.0,19.0,2,,33.0,2.0,1.0,,
2022-23,10385511,1,36,Brighton_and_Hove_Albion,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385511,1,36,Brighton_and_Hove_Albion,Away,794298,450434,Deniz Undav,deniz-undav,F,True,,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385743,2,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,8.0,,8.0,4.0,4.0,2.0,,,1.0,,,1.0,7.0,5.0,,,0.017518,0.0925,0.0,2.0,,,,,,,1.0,,90.0,,,,,,,,5.0,,6.7,,,,,,,,,,,9.0,,9.0,1,1.0,18.0,3.0,,,1.0
2022-23,10385743,2,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,2.0,17.0,3.0,20.0,,1.0,7.0,,,1.0,,,1.0,4.0,2.0,,,0.0452597,0.1204,0.0348,3.0,,,,,,,,,75.0,1.0,,,,,,,17.0,,6.7,,,,,,2.0,3.0,,3.0,,28.0,5.0,30.0,2,,43.0,2.0,,1.0,
2022-23,10385743,2,36,Brighton_and_Hove_Albion,Home,794298,450434,Deniz Undav,deniz-undav,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385538,3,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,1.0,18.0,6.0,24.0,4.0,,1.0,,,,,,,5.0,2.0,,,0.0274045,0.0,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,1.0,7.0,,7.0,,,,,1.0,1.0,,,2.0,1.0,22.0,6.0,28.0,0,,37.0,3.0,1.0,1.0,
2022-23,10385538,3,36,Brighton_and_Hove_Albion,Away,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,1.0,19.0,5.0,24.0,,,5.0,,,3.0,1.0,,1.0,4.0,,,,0.186992,0.5816,0.4994,1.0,,1.0,,,,,2.0,,89.0,1.0,,,,,,,14.0,,7.2,,,1.0,,,1.0,1.0,,3.0,,26.0,7.0,32.0,5,,48.0,2.0,,,
2022-23,10385538,3,36,Brighton_and_Hove_Albion,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385538,3,36,Brighton_and_Hove_Albion,Away,794298,450434,Deniz Undav,deniz-undav,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385557,4,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,9.0,3.0,12.0,2.0,3.0,1.0,,,,1.0,,2.0,6.0,4.0,,,0.255957,0.0,0.0,1.0,,,,,,,2.0,,88.0,,,,,,,,13.0,,6.8,,,,,1.0,,,,,,13.0,3.0,16.0,0,1.0,30.0,7.0,,,1.0
2022-23,10385557,4,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,3.0,8.0,3.0,11.0,,,3.0,,,1.0,,,1.0,4.0,4.0,,,0.11865,0.3058,0.0,,1.0,,,,,,2.0,,79.0,,,,,,,,14.0,,7.1,,,1.0,,,5.0,,,4.0,,15.0,4.0,19.0,2,,35.0,1.0,2.0,2.0,
2022-23,10385557,4,36,Brighton_and_Hove_Albion,Home,794298,450434,Deniz Undav,deniz-undav,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385557,4,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385559,5,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,3.0,1.0,4.0,2.0,,1.0,1.0,1.0,,,,,3.0,,,,0.00375418,0.2506,0.0,1.0,,,,,,,1.0,,27.0,1.0,,,,,,,1.0,,6.5,,,,,,,,,,,3.0,1.0,4.0,1,,8.0,1.0,,,
2022-23,10385559,5,36,Brighton_and_Hove_Albion,Away,135666,116216,Leandro Trossard,leandro-trossard,F,False,1.0,,3.0,17.0,4.0,20.0,2.0,,3.0,,,,,,2.0,4.0,4.0,,,0.0946751,0.0913,0.1136,,,,,,,,1.0,,90.0,1.0,,,,,,,10.0,,7.0,,,,,,1.0,2.0,,4.0,,21.0,4.0,23.0,1,1.0,39.0,4.0,2.0,1.0,
2022-23,10385559,5,36,Brighton_and_Hove_Albion,Away,794298,450434,Deniz Undav,deniz-undav,F,True,,,,1.0,1.0,2.0,1.0,,,,1.0,,,,,1.0,1.0,,,0.00032721,0.1584,0.0,,,,,,1.0,,,,11.0,,,,,,,,,,6.3,,,1.0,,,,,,,,1.0,1.0,2.0,1,1.0,4.0,,,,1.0
2022-23,10385576,6,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,10.0,,10.0,1.0,2.0,1.0,,,1.0,,,,1.0,7.0,,,0.0260608,0.381,0.3266,,,,,,,,,,90.0,2.0,,,,,,,6.0,,7.1,,,1.0,,,3.0,,,,,12.0,,12.0,4,,30.0,3.0,2.0,3.0,
2022-23,10385576,6,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,2.0,,3.0,31.0,5.0,34.0,1.0,1.0,2.0,,,,1.0,,1.0,6.0,5.0,,,0.294416,0.2281,0.6479,,,1.0,,,,2.0,4.0,,89.0,1.0,,,,,,1.0,17.0,,7.7,,,,,,4.0,4.0,,3.0,,37.0,8.0,41.0,1,2.0,69.0,2.0,1.0,1.0,1.0
2022-23,10385576,6,36,Brighton_and_Hove_Albion,Home,794298,450434,Deniz Undav,deniz-undav,F,True,,,1.0,3.0,,3.0,,,,,,,,,,,1.0,,,0.0863732,0.0,0.0,,,,,,,,1.0,,14.0,,,,,,,,1.0,,6.7,,,,,,,,,1.0,,3.0,,3.0,0,1.0,5.0,1.0,,,1.0
2022-23,11077408,7,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,True,,,,6.0,1.0,7.0,,,1.0,,,,,,,,1.0,,,0.014426,0.112,0.1211,,,,,,,,,,17.0,1.0,,,,,,,2.0,,6.8,,,,,,,,,,,8.0,1.0,9.0,1,1.0,12.0,,,,1.0
2022-23,11077408,7,36,Brighton_and_Hove_Albion,Away,794298,450434,Deniz Undav,deniz-undav,F,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077408,7,36,Brighton_and_Hove_Albion,Away,999231,487117,Evan Ferguson,evan-ferguson,F,False,,,,8.0,6.0,14.0,,1.0,,,1.0,,,,2.0,3.0,4.0,,,0.00851042,0.987,0.9118,1.0,,1.0,,,,,,,73.0,1.0,,,,,,,9.0,,7.1,,,2.0,,2.0,1.0,,,,,13.0,7.0,20.0,3,,34.0,1.0,2.0,1.0,
2022-23,11055512,8,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,12.0,6.0,18.0,,,2.0,,,,1.0,,2.0,5.0,2.0,,,0.0148783,0.0281,0.0705,2.0,,,,,,,,,79.0,1.0,,,,,,,6.0,,6.7,,,,,,2.0,,,,,14.0,6.0,20.0,1,,30.0,2.0,,2.0,
2022-23,11055512,8,36,Brighton_and_Hove_Albion,Home,794298,450434,Deniz Undav,deniz-undav,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11055512,8,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,6.0,,6.0,,1.0,6.0,,,,,,,1.0,2.0,,,0.0147329,0.0,0.0,,,,,,,,,,11.0,,,,,,,,9.0,,6.6,,,,,,1.0,,,,,9.0,1.0,10.0,0,1.0,17.0,4.0,,,1.0
2022-23,10385659,9,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,9.0,2.0,11.0,1.0,1.0,,2.0,2.0,,,,1.0,4.0,2.0,,,0.0517276,0.5032,0.5826,1.0,1.0,,,,,,2.0,,90.0,2.0,,,,,,,8.0,,6.6,,,,,2.0,1.0,,,1.0,,11.0,2.0,13.0,2,1.0,28.0,4.0,,,
