season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352252,1,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,10.0,2.0,12.0,3.0,,1.0,,,1.0,,,1.0,4.0,2.0,,,0.13625,0.324,0.1184,,,,,,1.0,,,,78.0,1.0,,,,,,,6.0,,7.1,,,2.0,,2.0,1.0,,,,,11.0,3.0,14.0,4,,29.0,3.0,1.0,1.0,
2023-24,11352252,1,36,Brighton_and_Hove_Albion,Home,975079,475168,João Pedro,joao-pedro,F,False,,,2.0,20.0,3.0,23.0,1.0,,5.0,,1.0,1.0,,,2.0,7.0,7.0,,,0.0329176,1.3499,1.1872,1.0,,1.0,,,,,1.0,,88.0,2.0,,,,,,1.0,14.0,,7.8,,,1.0,,1.0,3.0,,,3.0,1.0,26.0,3.0,29.0,4,2.0,54.0,3.0,5.0,,2.0
2023-24,11352252,1,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,2.0,4.0,6.0,,,1.0,,,,,,,2.0,,,,0.03265,0.8756,0.884,1.0,,1.0,,,1.0,,1.0,,12.0,1.0,,,,,,,1.0,,7.6,,,1.0,,,1.0,,,,,2.0,4.0,6.0,2,,10.0,,,,
2023-24,11352428,2,36,Brighton_and_Hove_Albion,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,15.0,4.0,19.0,1.0,,5.0,,,,,,5.0,7.0,2.0,,,0.0374785,0.172,0.03,1.0,,,,,,,1.0,,57.0,1.0,,,,,,,9.0,,6.8,,,1.0,,1.0,,,,,1.0,16.0,6.0,22.0,2,,38.0,1.0,2.0,,
2023-24,11352428,2,36,Brighton_and_Hove_Albion,Away,975079,475168,João Pedro,joao-pedro,F,True,,,1.0,4.0,5.0,9.0,,,2.0,,,1.0,,,,2.0,5.0,,,0.00623393,0.1607,0.0,,,,,,,,,,33.0,,,,,,,,4.0,,6.9,,,,,2.0,3.0,,,1.0,1.0,5.0,5.0,10.0,1,2.0,24.0,1.0,2.0,1.0,1.0
2023-24,11352428,2,36,Brighton_and_Hove_Albion,Away,999231,487117,Evan Ferguson,evan-ferguson,F,True,,,,2.0,,2.0,,1.0,1.0,,,,2.0,,,4.0,3.0,,,0.00601987,0.0876,0.0,2.0,,,,,,,,,23.0,,1.0,,,,,,4.0,,6.7,,,1.0,,,2.0,,,,1.0,2.0,1.0,3.0,1,,12.0,1.0,1.0,1.0,
2023-24,11352466,3,36,Brighton_and_Hove_Albion,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,,,,17.0,1.0,18.0,3.0,2.0,,,,1.0,,,1.0,5.0,5.0,,,0.186677,0.0384,0.0,,,,,,,,2.0,,60.0,,,,,,,,5.0,,6.7,,,,,,1.0,,,1.0,,19.0,2.0,21.0,1,1.0,29.0,,2.0,,
2023-24,11352466,3,36,Brighton_and_Hove_Albion,Home,975079,475168,João Pedro,joao-pedro,F,True,1.0,,,21.0,,20.0,1.0,2.0,,,,2.0,,,1.0,2.0,3.0,,,0.111042,0.0543,0.0,,,,,,,,1.0,,30.0,,,,,,,,11.0,,7.1,,,,,1.0,,4.0,,,,29.0,,25.0,2,1.0,38.0,1.0,,,1.0
2023-24,11352466,3,36,Brighton_and_Hove_Albion,Home,999231,487117,Evan Ferguson,evan-ferguson,F,False,,,,13.0,6.0,19.0,1.0,,,,2.0,1.0,,,2.0,5.0,1.0,,,0.0439918,0.6174,1.1804,1.0,,,,,1.0,,,,90.0,4.0,,,,,,,7.0,,6.3,,,1.0,,,1.0,,,,,13.0,8.0,21.0,6,,35.0,2.0,1.0,,
2023-24,11352551,4,36,Brighton_and_Hove_Albion,Home,975079,475168,João Pedro,joao-pedro,F,False,,,,9.0,7.0,16.0,,2.0,3.0,,,,,,3.0,4.0,7.0,,,0.00892237,0.2174,0.0,1.0,,,,,,2.0,2.0,,77.0,,,,,,,,10.0,,7.3,,,2.0,,1.0,1.0,,,,,11.0,8.0,19.0,2,,39.0,3.0,4.0,1.0,
