season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,20097,20529,Glenn Murray,glenn-murray,F,False,,,1.0,6.0,,6.0,3.0,2.0,1.0,,,,,,,1.0,6.0,5.0,,,2.0,,,,,,,,64.0,,1.0,,,,,,5.0,,6.6,,,,,,,,,3.0,3.0,8.0,,8.0,0,1.0,17.0,2.0,2.0,,
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,97409,106757,Jürgen Locadia,jurgen-locadia,F,False,,,,6.0,3.0,9.0,2.0,,3.0,,,,,,,,2.0,2.0,,,,,,,,,,,64.0,1.0,,,,,,,11.0,,6.8,,,,,,1.0,1.0,,,,10.0,6.0,15.0,1,,23.0,3.0,1.0,1.0,
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,135666,116216,Leandro Trossard,leandro-trossard,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,235444,93284,Florin Andone,florin-andone,F,True,,,,2.0,1.0,3.0,,2.0,2.0,,,,,,,,1.0,4.0,,,,,1.0,,,,,,26.0,1.0,1.0,,,,,,7.0,,7.3,,,,,,2.0,,,,,4.0,2.0,6.0,1,1.0,15.0,3.0,,1.0,1.0
2019-20,8243396,1,36,Brighton_and_Hove_Albion,Away,268903,115382,Neal Maupay,neal-maupay,F,True,,,1.0,3.0,3.0,6.0,1.0,,2.0,,,,,,,,2.0,2.0,,,,,1.0,,,,,,26.0,1.0,,,,,,,2.0,,7.2,,,,,,2.0,,,1.0,,3.0,3.0,6.0,1,,13.0,1.0,1.0,1.0,
2019-20,8243411,2,36,Brighton_and_Hove_Albion,Home,20097,20529,Glenn Murray,glenn-murray,F,False,,,,7.0,3.0,10.0,5.0,4.0,4.0,1.0,1.0,,2.0,,,2.0,13.0,7.0,,,2.0,,,,,,1.0,,74.0,,,,,,,,10.0,,6.5,,,1.0,,,2.0,,,,,12.0,3.0,15.0,1,1.0,25.0,1.0,2.0,,
2019-20,8243411,2,36,Brighton_and_Hove_Albion,Home,97409,106757,Jürgen Locadia,jurgen-locadia,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243411,2,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,2.0,14.0,4.0,18.0,,,2.0,,1.0,1.0,,,,2.0,4.0,3.0,,,1.0,,1.0,,,,,,85.0,1.0,,,,,,,14.0,,7.2,,,2.0,,,2.0,1.0,,3.0,,23.0,4.0,26.0,4,1.0,40.0,2.0,1.0,1.0,1.0
2019-20,8243411,2,36,Brighton_and_Hove_Albion,Home,235444,93284,Florin Andone,florin-andone,F,True,,,,2.0,,2.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,,16.0,,,,,,,,2.0,,6.6,,,,,1.0,1.0,,,,,2.0,,2.0,0,,8.0,1.0,1.0,,
2019-20,8243411,2,36,Brighton_and_Hove_Albion,Home,268903,115382,Neal Maupay,neal-maupay,F,True,1.0,,,5.0,3.0,7.0,1.0,1.0,1.0,,1.0,,,,,1.0,5.0,3.0,,,,,,,,,,,23.0,,,,,,,,7.0,,5.9,,,2.0,,,3.0,1.0,,1.0,,5.0,4.0,8.0,2,1.0,21.0,1.0,1.0,,1.0
2019-20,8243424,3,36,Brighton_and_Hove_Albion,Home,20097,20529,Glenn Murray,glenn-murray,F,True,,,,1.0,2.0,3.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,16.0,,,,,,,,3.0,,6.9,,,1.0,,,,1.0,,,,3.0,2.0,4.0,1,,7.0,1.0,,,
2019-20,8243424,3,36,Brighton_and_Hove_Albion,Home,97409,106757,Jürgen Locadia,jurgen-locadia,F,True,,,,,1.0,1.0,,2.0,,,1.0,,,,,2.0,2.0,3.0,,,,,,,1.0,,,,22.0,,,,,,,,7.0,,6.2,,,1.0,,,,,,,,2.0,2.0,4.0,1,,12.0,2.0,1.0,,
2019-20,8243424,3,36,Brighton_and_Hove_Albion,Home,135666,116216,Leandro Trossard,leandro-trossard,F,False,2.0,,1.0,19.0,6.0,23.0,4.0,,4.0,,,,1.0,,,1.0,7.0,4.0,,,1.0,,,,1.0,,7.0,,90.0,,,,,,,,13.0,,7.9,,,1.0,,,3.0,6.0,,2.0,,28.0,8.0,30.0,1,1.0,49.0,1.0,,3.0,
2019-20,8243424,3,36,Brighton_and_Hove_Albion,Home,235444,93284,Florin Andone,florin-andone,F,False,,,,2.0,,2.0,1.0,1.0,3.0,,,,,,,1.0,7.0,4.0,,,2.0,,,,,,,,30.0,,,,,,,,7.0,,5.0,,,,,,4.0,,,,,3.0,1.0,4.0,0,,13.0,1.0,2.0,1.0,
2019-20,8243424,3,36,Brighton_and_Hove_Albion,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,,5.0,4.0,9.0,3.0,5.0,1.0,,,3.0,1.0,,,3.0,9.0,8.0,,,,,,,,,1.0,,74.0,1.0,,,,,,,14.0,,6.3,,,,,,3.0,,,,,8.0,5.0,13.0,4,1.0,32.0,4.0,1.0,1.0,1.0
2019-20,8243440,4,36,Brighton_and_Hove_Albion,Away,20097,20529,Glenn Murray,glenn-murray,F,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,2.0,,6.5,,,,,,,,,,,2.0,2.0,4.0,0,,4.0,,,,
2019-20,8243440,4,36,Brighton_and_Hove_Albion,Away,135666,116216,Leandro Trossard,leandro-trossard,F,False,,,2.0,7.0,3.0,10.0,,,,,2.0,1.0,,,,1.0,2.0,4.0,,,1.0,,,,,,,,74.0,2.0,,,,,,,10.0,,6.3,,,,,,2.0,2.0,,2.0,,12.0,5.0,15.0,3,2.0,30.0,2.0,,2.0,
2019-20,8243440,4,36,Brighton_and_Hove_Albion,Away,268903,115382,Neal Maupay,neal-maupay,F,False,,,,4.0,9.0,13.0,,1.0,3.0,1.0,,,,,,2.0,2.0,4.0,,,,,,,,,1.0,,66.0,,,,,,,,4.0,,7.0,,,1.0,,,,,,,,4.0,9.0,13.0,1,2.0,22.0,2.0,1.0,,1.0
2019-20,8243440,4,36,Brighton_and_Hove_Albion,Away,331837,165210,Alireza Jahanbakhsh,alireza-jahanbakhsh,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243440,4,36,Brighton_and_Hove_Albion,Away,895579,233425,Aaron Connolly,aaron-connolly,F,True,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,24.0,,,,,,,,,,6.4,,,,,,,,,,2.0,1.0,1.0,2.0,0,,3.0,,,,
2019-20,8243445,5,36,Brighton_and_Hove_Albion,Home,20097,20529,Glenn Murray,glenn-murray,F,False,,,,11.0,2.0,13.0,1.0,5.0,2.0,,1.0,,,,,2.0,6.0,7.0,,,3.0,,,,,,,,80.0,1.0,,,,,,,21.0,,6.4,,,2.0,,3.0,,1.0,,3.0,,22.0,4.0,25.0,3,,45.0,5.0,2.0,,
2019-20,8243445,5,36,Brighton_and_Hove_Albion,Home,268903,115382,Neal Maupay,neal-maupay,F,False,,,,13.0,5.0,18.0,5.0,,7.0,,,,1.0,,,5.0,14.0,1.0,,,2.0,,1.0,,,,,,84.0,2.0,,,,,,,14.0,,6.8,,,,,,1.0,,,,,16.0,5.0,21.0,2,,36.0,4.0,1.0,,
