season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436874,1,4,Newcastle_United,Home,69256,77794,Kieran Trippier,kieran-trippier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436874,1,4,Newcastle_United,Home,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,1.0,12.0,13.0,2.0,1.0,4.0,,,,,,,5.0,1.0,,,0.00032282,,,3.0,0.0,,,,,,,,90.0,,1.0,,,,,,,6.0,,6.9,,,,,10.0,,,,3.0,,4.0,14.0,18.0,0,,30.0,1.0,,,
2024-25,12436874,1,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,False,,,1.0,3.0,6.0,9.0,,,,,,1.0,,,,2.0,,,,0.00236826,0.0364,,2.0,0.0,,,,,,,,28.0,,,,,,,,,2.0,,4.9,,,,,1.0,,,,2.0,,5.0,6.0,11.0,1,,13.0,,,,
2024-25,12436874,1,4,Newcastle_United,Home,150396,111773,Emil Krafth,emil-krafth,D,True,,,,,2.0,2.0,1.0,1.0,2.0,,,,,,1.0,2.0,1.0,,,6.7e-07,,,,0.0,,,,,,,,60.0,,2.0,,,,,,,2.0,,7.0,,,,,6.0,,,,,,1.0,2.0,3.0,0,,14.0,,,,
2024-25,12436874,1,4,Newcastle_United,Home,368134,169359,Matt Targett,matt-targett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436874,1,4,Newcastle_United,Home,865167,235530,Lloyd Kelly,lloyd-kelly,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,3.19e-06,,,,0.0,,,,,,,,20.0,,1.0,,,,,,,1.0,,6.7,,,,,2.0,,,,1.0,,1.0,1.0,2.0,0,,5.0,,,,
2024-25,12436874,1,4,Newcastle_United,Home,980634,441191,Tino Livramento,tino-livramento,D,False,,,1.0,5.0,3.0,8.0,3.0,1.0,3.0,,,,1.0,,1.0,5.0,4.0,,,0.00432736,,,,0.0,,,,,,,,90.0,,2.0,,,,,,,10.0,,7.3,,,,,2.0,,1.0,,2.0,,10.0,5.0,14.0,0,2.0,37.0,,1.0,,2.0
2024-25,12436874,1,4,Newcastle_United,Home,1136730,487838,Lewis Hall,lewis-hall,D,False,1.0,,,8.0,5.0,12.0,,,2.0,,,,3.0,1.0,1.0,7.0,,,,0.0239299,,,2.0,0.0,,,,,1.0,1.0,,70.0,,2.0,,,,,,,16.0,,7.2,,,,,1.0,1.0,5.0,,2.0,,17.0,8.0,20.0,0,,42.0,1.0,,,
2024-25,12436884,2,4,Newcastle_United,Away,69256,77794,Kieran Trippier,kieran-trippier,D,True,1.0,,1.0,7.0,5.0,11.0,2.0,1.0,2.0,,,,,,1.0,3.0,4.0,,,0.0112525,,,,0.0,,,,,,,,32.0,,,,,,,,,14.0,,6.8,,,,,,1.0,8.0,,3.0,,19.0,6.0,17.0,0,2.0,36.0,,,1.0,1.0
2024-25,12436884,2,4,Newcastle_United,Away,99090,78916,Dan Burn,dan-burn,D,False,,,1.0,16.0,40.0,56.0,3.0,4.0,4.0,,1.0,,,,,5.0,6.0,,,0.00526821,0.2843,0.58,2.0,0.0,,,,,2.0,,,90.0,1.0,2.0,,,,,,,8.0,,7.2,,,1.0,,2.0,,,,2.0,,21.0,43.0,64.0,2,2.0,76.0,,,,
