season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385498,1,4,Newcastle_United,Home,69256,77794,Kieran Trippier,kieran-trippier,D,False,4.0,,4.0,36.0,17.0,49.0,4.0,2.0,15.0,,,1.0,1.0,,,,5.0,3.0,,,0.122276,0.0404,0.0,,,,,,,4.0,2.0,,90.0,,,,,,,,28.0,,7.7,,,,,1.0,,10.0,,5.0,,57.0,19.0,66.0,1,1.0,101.0,2.0,,,1.0
2022-23,10385498,1,4,Newcastle_United,Home,99090,78916,Dan Burn,dan-burn,D,False,,,2.0,3.0,25.0,28.0,1.0,2.0,6.0,,,,,,,,1.0,4.0,,,0.00170501,0.1507,0.3135,,,,,,,,1.0,,90.0,1.0,,,,,,,5.0,,7.6,,,3.0,,5.0,,,,2.0,1.0,6.0,27.0,33.0,4,2.0,46.0,,,,1.0
2022-23,10385498,1,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,False,1.0,,3.0,12.0,26.0,37.0,3.0,4.0,8.0,,,1.0,,,,,3.0,8.0,,,0.0619454,0.0597,0.386,,,1.0,,,,3.0,1.0,,90.0,1.0,2.0,,,,,,16.0,,8.4,,,,,4.0,,1.0,,9.0,,24.0,28.0,51.0,2,2.0,70.0,2.0,2.0,,
2022-23,10385498,1,4,Newcastle_United,Home,185995,106618,Paul Dummett,paul-dummett,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385498,1,4,Newcastle_United,Home,368134,169359,Matt Targett,matt-targett,D,False,1.0,,1.0,24.0,18.0,41.0,,1.0,10.0,,,,1.0,,,,3.0,5.0,,,0.0859617,0.0,0.0,2.0,,,,,,,3.0,,90.0,,,,,,,,13.0,,7.5,,,,,1.0,,4.0,,5.0,,33.0,21.0,50.0,0,3.0,65.0,,1.0,,3.0
2022-23,10385498,1,4,Newcastle_United,Home,910046,220237,Sven Botman,sven-botman,D,True,,,,,3.0,3.0,,,,,,,,,,,,,,,1.97e-06,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0,,3.0,,,,
2022-23,10385743,2,4,Newcastle_United,Away,69256,77794,Kieran Trippier,kieran-trippier,D,False,1.0,,1.0,16.0,12.0,27.0,1.0,2.0,5.0,,,,3.0,1.0,,1.0,5.0,4.0,,,0.0819443,0.0,0.0,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,20.0,,7.4,,,,,3.0,,4.0,,9.0,,28.0,14.0,38.0,0,2.0,64.0,,,,2.0
2022-23,10385743,2,4,Newcastle_United,Away,99090,78916,Dan Burn,dan-burn,D,False,,,2.0,16.0,12.0,28.0,3.0,4.0,3.0,,,,,,,,4.0,6.0,,,0.010511,0.0686,0.0,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,11.0,,7.4,,,1.0,,6.0,,,,6.0,1.0,21.0,15.0,36.0,1,2.0,64.0,1.0,,,2.0
2022-23,10385743,2,4,Newcastle_United,Away,101882,119471,Fabian Schär,fabian-schar,D,False,,,4.0,7.0,15.0,22.0,4.0,1.0,5.0,,,,,1.0,,,4.0,3.0,,,0.00780988,0.0,0.0,,,,,,,2.0,,,90.0,,1.0,,,,,,12.0,,7.7,,,,,8.0,,,,11.0,,15.0,19.0,34.0,0,,52.0,,2.0,,
2022-23,10385743,2,4,Newcastle_United,Away,153444,101148,Jamaal Lascelles,jamaal-lascelles,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
